id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
403965,601665.XSHG,2021-06-30,2021-08-28,2021-06-30,0.1571,707111000.0,402173000.0,357999000.0,2.25,2.21,0.19,30.88,,67.37,32.63,30.88,,25.95,,51.59,45.93,98.28,,167.36,986.18,19.6,6.16,19.6,6.16,15.67,-10.2,16.96,-3.54,16.09,-4.44,2021q2
416634,601665.XSHG,2021-09-30,2021-10-30,2021-09-30,0.1386,628592000.0,305944000.0,322873000.0,1.95,1.94,0.16,25.09,,75.16,24.84,25.09,,26.96,,47.82,50.46,99.02,,419.57,3523.08,33.74,8.4,33.74,8.4,17.84,-17.48,19.02,-11.91,19.12,-11.77,2021q3
426055,601665.XSHG,2021-12-31,2022-04-29,2021-12-31,0.2027,601039000.0,1048003000.0,354768000.0,2.92,1.89,0.22,31.29,,65.02,34.98,31.29,,24.22,,65.79,33.67,64.74,,499.56,1428.14,,16.62,,16.62,,64.26,,45.45,,46.24,2021q4
427643,601665.XSHG,2022-03-31,2022-04-29,2022-03-31,0.1973,893619000.0,1021557000.0,279296000.0,2.77,2.73,0.21,34.55,,61.22,38.78,34.55,,27.56,,72.65,27.34,98.86,,90.94,234.48,18.0,-12.08,18.0,-12.08,18.64,-2.52,19.98,-2.91,20.05,-2.63,2022q1
1223510,601665.XSHG,2022-06-30,2022-08-31,2022-06-30,0.182,825075000.0,822356000.0,260060000.0,2.53,2.5,0.18,29.82,,71.1,28.9,29.82,,22.27,,68.07,31.48,98.97,,415.54,1438.02,20.09,8.04,20.09,8.04,6.35,-19.5,15.96,-6.78,15.87,-7.77,2022q2
1331691,601665.XSHG,2022-09-30,2022-10-25,2022-09-30,0.1724,762915000.0,843059000.0,421124000.0,2.37,2.29,0.17,27.35,,71.18,28.82,27.35,,26.66,,49.33,49.24,96.6,,197.35,684.68,13.86,2.78,13.86,2.78,32.13,2.52,24.11,-5.73,24.4,-5.27,2022q3
2014826,601665.XSHG,2022-12-31,2023-04-28,2022-12-31,0.2314,1028539000.0,1164921000.0,195599000.0,3.07,2.98,0.22,40.33,,56.19,43.81,40.33,,29.23,,83.15,16.78,97.03,,294.22,671.54,-11.25,-9.1,-11.25,-9.1,11.16,38.18,14.39,34.05,14.18,34.23,2022q4
2010970,601665.XSHG,2023-03-31,2023-04-28,2023-03-31,0.2217,977053000.0,1089011000.0,269765000.0,2.84,2.73,0.2,35.67,,61.97,38.03,35.67,,26.49,,74.84,24.64,96.23,,398.13,1046.97,8.72,7.71,8.72,7.71,6.6,-6.52,12.24,-4.73,12.33,-4.21,2023q1
2634928,601665.XSHG,2023-06-30,2023-08-26,2023-06-30,0.2164,946961000.0,973780000.0,555295000.0,2.71,2.59,0.19,31.29,,69.69,30.31,31.29,,22.48,,42.84,56.84,95.52,,270.03,890.77,12.88,12.17,12.88,12.17,18.41,-10.58,18.46,-1.61,18.91,-2.36,2023q2
2997209,601665.XSHG,2023-09-30,2023-10-28,2023-09-30,0.2031,889812000.0,1028588000.0,446754000.0,2.5,2.39,0.17,31.16,,65.96,34.04,31.16,,25.43,,56.76,43.59,95.62,,102.58,301.32,3.3,-5.95,3.3,-5.95,22.01,5.63,17.68,-6.35,17.83,-6.14,2023q3
3021411,601665.XSHG,2023-12-31,2024-04-27,2023-12-31,0.2754,1265842000.0,1330798000.0,448419000.0,3.28,3.2,0.22,45.58,,53.38,46.62,45.58,,31.41,,67.03,34.07,97.64,,203.14,435.71,7.36,-5.52,7.36,-5.52,14.24,29.38,21.32,38.19,22.31,39.33,2023q4
3022215,601665.XSHG,2024-03-31,2024-04-27,2024-03-31,0.2436,1152816000.0,1216456000.0,413014000.0,2.77,2.71,0.19,39.02,,59.75,40.25,39.02,,26.92,,66.09,33.97,97.89,,-49.58,-123.18,5.53,5.88,5.53,5.88,11.7,-8.59,15.43,-9.35,15.98,-9.17,2024q1
3130096,601665.XSHG,2024-06-30,2024-08-24,2024-06-30,0.2419,1138510000.0,1191086000.0,794907000.0,2.67,2.6,0.18,34.41,,64.86,35.14,34.41,,22.79,,33.31,66.84,97.33,,257.94,734.11,5.53,12.17,5.53,12.17,22.32,-2.09,16.04,-1.09,17.99,-0.67,2024q2
