id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
9,000001.XSHE,2014-03-31,2014-04-24,2014-03-31,0.5308,5065000000.0,7479000000.0,1300000000.0,4.41,4.42,0.25,31.39,,45.47,41.69,31.39,,37.65,,111.68,19.41,100.22,,373.27,803.54,49.05,8.46,49.05,8.46,42.29,44.41,40.82,42.97,40.82,42.97,2014q1
8,000001.XSHE,2014-06-30,2014-08-14,2014-06-30,0.4392,5020000000.0,9197000000.0,1021000000.0,4.21,4.21,0.24,26.93,,45.16,35.6,26.93,,37.53,,138.7,15.4,100.04,,-35.81,-72.56,47.6,15.73,47.6,15.73,28.12,-1.18,27.3,-0.71,27.3,-0.71,2014q2
7,000001.XSHE,2014-09-30,2014-10-24,2014-09-30,0.49,5626000000.0,10517000000.0,958000000.0,4.54,4.54,0.26,28.23,,42.39,37.28,28.23,,35.15,,141.74,12.91,100.07,,-293.87,-556.56,43.1,6.9,43.1,6.9,37.19,11.96,34.98,12.04,34.98,12.04,2014q3
6,000001.XSHE,2014-12-31,2015-03-13,2014-12-31,0.3596,4130000000.0,-3717000000.0,-509000000.0,3.19,3.21,0.19,21.9,,122.53,29.19,21.9,,35.25,,-68.25,-9.35,100.54,,162.24,-818.67,26.35,-5.83,26.35,-5.83,17.79,-26.27,16.21,-26.93,16.21,-26.93,2014q4
5,000001.XSHE,2015-03-31,2015-04-24,2015-03-31,0.4927,5637000000.0,7339000000.0,108000000.0,4.21,4.21,0.25,27.23,,63.97,36.03,27.23,,33.38,,98.68,1.45,100.14,,55.61,156.63,28.39,10.21,28.39,10.21,10.95,36.02,11.38,37.03,11.38,37.03,2015q1
4,000001.XSHE,2015-06-30,2015-08-14,2015-06-30,0.4162,5954000000.0,6254000000.0,1566000000.0,4.14,4.14,0.24,22.99,,69.81,30.19,22.99,,31.28,,79.95,20.02,99.97,,660.23,2734.68,39.02,25.32,39.02,25.32,17.9,5.01,18.69,5.81,18.69,5.81,2015q2
3,000001.XSHE,2015-09-30,2015-10-23,2015-09-30,0.43,6163000000.0,7105000000.0,933000000.0,4.0,4.0,0.24,25.04,,38.76,32.71,25.04,,31.99,,88.51,11.62,100.13,,-368.38,-1274.27,23.39,-5.12,23.39,-5.12,8.24,2.79,9.48,3.34,9.48,3.34,2015q3
2,000001.XSHE,2015-12-31,2016-03-10,2015-12-31,0.2883,4148000000.0,4739000000.0,851000000.0,2.59,2.6,0.16,16.49,,77.65,22.35,16.49,,28.97,,85.23,15.31,100.56,,-375.08,-1979.55,33.35,1.77,33.35,1.77,2.1,-30.46,0.41,-32.98,0.41,-32.98,2015q4
1,000001.XSHE,2016-03-31,2016-04-21,2016-03-31,0.4253,6075000000.0,7052000000.0,962000000.0,3.49,3.48,0.23,22.11,,70.89,29.11,22.11,,29.35,,87.83,11.98,99.82,,215.27,840.44,33.19,10.08,33.19,10.08,7.61,43.36,8.12,47.54,8.12,47.54,2016q1
98251,000001.XSHE,2016-06-30,2016-08-12,2016-06-30,0.3614,6219000000.0,7053000000.0,1089000000.0,3.27,3.28,0.23,22.79,,70.11,29.89,22.79,,28.25,,86.81,13.4,100.21,,-339.49,-1311.02,5.15,-1.07,5.15,-1.07,4.12,1.6,4.2,1.97,4.2,1.97,2016q2
101367,000001.XSHE,2016-09-30,2016-10-21,2016-09-30,0.37,6413000000.0,38911000000.0,1093000000.0,3.3,3.29,0.23,23.63,,26.45,30.84,23.63,,25.49,,462.9,13.0,99.78,,-440.25,-307.74,10.67,-0.14,10.67,-0.14,4.37,3.03,4.42,3.56,4.42,3.56,2016q3
104593,000001.XSHE,2016-12-31,2017-03-17,2016-12-31,0.226,3899000000.0,-26536000000.0,155000000.0,1.94,1.95,0.14,15.07,,202.46,20.33,15.07,,20.45,,-493.69,2.88,100.49,,636.7,-617.77,2.94,-5.34,2.94,-5.34,-6.37,-37.61,-5.94,-39.63,-5.94,-39.63,2016q4
106726,000001.XSHE,2017-03-31,2017-04-22,2017-03-31,0.3619,6211999744.0,7597000192.0,631000000.0,3.0319,3.0309,0.2085,22.4235,,70.3089,29.6911,22.4235,,24.5525,,92.3086,7.6671,99.9678,,-415.0115,-1513.8607,0.6538,7.632000000000001,0.6538,7.632000000000001,2.6703,57.2029,2.1032,60.1546,2.1032,60.1546,2017q1
110878,000001.XSHE,2017-06-30,2017-08-11,2017-06-30,0.3692,6300000256.0,8001999872.0,177000000.0,3.0249,3.0058,0.2079,24.0507,,68.7417,31.2583,24.0507,,24.9687,,97.5616,2.158,99.3691,,-49.9678,-164.6088,-3.2162,-4.8751,-3.2162,-4.8751,1.2036,0.1458,2.1592,2.0277,2.1592,2.0277,2017q2
114030,000001.XSHE,2017-09-30,2017-10-21,2017-09-30,0.38,6618000000.0,8341000000.0,150000000.0,3.0724,3.0813,0.2119,25.6172,,66.8789,33.1211,25.6172,,30.5978,,98.0487,1.7633,100.2879,,-115.7104,-357.3552,-5.2906,-2.2799,-5.2906,-2.2799,1.7046,3.5437,2.6762,4.0852,2.6762,4.0852,2017q3
120818,000001.XSHE,2017-12-31,2018-03-15,2017-12-31,0.2351,4032000000.0,5366000000.0,-221000000.0,1.8339,1.8319999999999999,0.1264,15.5512,,79.8752,20.1248,15.5512,,39.8721,,102.8363,-4.2353,99.9009,,151.0692,730.6560000000001,0.8001,0.7492,0.8001,0.7492,-0.2102,-38.7834,4.0206,-38.8392,4.0206,-38.8392,2017q4
122783,000001.XSHE,2018-03-31,2018-04-20,2018-03-31,0.3841,6555000000.0,7915000000.0,611000000.0,2.9611,2.9431,0.2002,23.5317,,69.3713,30.6287,23.5317,,30.3647,,92.3894,7.132000000000001,99.3935,,147.8698,523.5881,1.082,7.9875,1.082,7.9875,4.1495,64.35,6.1313,63.4044,6.1313,63.4044,2018q1
128675,000001.XSHE,2018-06-30,2018-08-16,2018-06-30,0.3947,6771000000.0,7730000000.0,1061000000.0,3.0,3.0,0.2,23.2,,69.82,30.18,23.2,,28.99,,87.84,12.06,99.91,,-116.33,-439.68,10.9,4.24,10.9,4.24,7.25,2.73,6.89,2.76,6.89,2.76,2018q2
132172,000001.XSHE,2018-09-30,2018-10-24,2018-09-30,0.41,7021000000.0,36305000000.0,6434000000.0,3.06,3.03,0.21,24.08,,30.2,31.31,24.08,,29.23,,394.66,69.94,99.11,,-63.78,-51.69,14.21,0.71,14.21,0.71,7.93,4.47,7.35,4.53,7.35,4.53,2018q3
