id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities,other_comprehensive_income,deferred_earning,loan_and_advance_current_assets,derivative_financial_asset,hold_sale_asset,loan_and_advance_noncurrent_assets,derivative_financial_liability,hold_sale_liability,estimate_liability_current,deferred_earning_current,preferred_shares_noncurrent,pepertual_liability_noncurrent,longterm_salaries_payable,other_equity_tools,preferred_shares_equity,pepertual_liability_equity,receivable_fin,usufruct_assets,contract_assets,bond_invest,other_bond_invest,other_equity_tools_invest,other_non_current_financial_assets,contract_liability,lease_liability,requested_period
9,000001.XSHE,2014-03-31,2014-04-24,2014-03-31,343931000000.0,,47292000000.0,25165000000.0,,,,,,0.0,10138000000.0,,,347114000000.0,,,,,,717000000.0,194955000000.0,,596000000.0,114000000.0,3580000000.0,,,,,,5332000000.0,,,,3912000000.0,,,2097102000000.0,0.0,1799000000.0,1883412000000.0,19292000000.0,4227000000.0,,2209000000.0,,11093000000.0,,4482000000.0,4409000000.0,19335000000.0,,,,0.0,,,,,,,17108000000.0,,,56000000.0,,,,1979802000000.0,9521000000.0,51899000000.0,,,4354000000.0,16509000000.0,35017000000.0,,117300000000.0,,117300000000.0,2097102000000.0,,,,3675000000.0,,,3468000000.0,,,,,,,,,,,,,,,,,,,2014q1
8,000001.XSHE,2014-06-30,2014-08-14,2014-06-30,355294000000.0,,44582000000.0,25217000000.0,,,,,,0.0,10641000000.0,,,290688000000.0,,,,,,1287000000.0,198848000000.0,,583000000.0,103000000.0,3492000000.0,,,,,,5296000000.0,,,,4786000000.0,,,2136475000000.0,0.0,1299000000.0,1901217000000.0,18765000000.0,4950000000.0,,2271000000.0,,20385000000.0,,5715000000.0,3765000000.0,21219000000.0,,,,0.0,,,,,,,21605000000.0,,,45000000.0,,,,2015535000000.0,11425000000.0,50140000000.0,,,4354000000.0,16509000000.0,38512000000.0,,120940000000.0,,120940000000.0,2136475000000.0,,,,2740000000.0,,,3263000000.0,,,,,,,,,,,,,,,,,,,2014q2
7,000001.XSHE,2014-09-30,2014-10-24,2014-09-30,377360000000.0,,48567000000.0,14808000000.0,,,,,,0.0,11135000000.0,,,203975000000.0,,,,,,2476000000.0,200189000000.0,,472000000.0,101000000.0,3540000000.0,,,,,,5263000000.0,,,,6154000000.0,,,2144358000000.0,0.0,1357000000.0,1877543000000.0,16407000000.0,,,1936000000.0,,18654000000.0,,6983000000.0,5524000000.0,24773000000.0,,,,0.0,,,,,,,45481000000.0,,,30000000.0,,,,2017622000000.0,11425000000.0,52270000000.0,,,4354000000.0,16509000000.0,44134000000.0,,126736000000.0,,126736000000.0,2144358000000.0,-1956000000.0,,,4904000000.0,,,3120000000.0,,,,,,,,,,,,,,,,,,,2014q3
6,000001.XSHE,2014-12-31,2015-03-13,2014-12-31,373267000000.0,,45841000000.0,25811000000.0,,,,,,0.0,11937000000.0,,,178636000000.0,,,,,,1493000000.0,207874000000.0,,486000000.0,110000000.0,3812000000.0,,,,,,5293000000.0,,,,6834000000.0,,,2186459000000.0,0.0,2754000000.0,1918634000000.0,13551000000.0,,,1883000000.0,,22568000000.0,,7961000000.0,5794000000.0,25229000000.0,,,,0.0,,,,,,,41750000000.0,,,25000000.0,,,,2055510000000.0,11425000000.0,52270000000.0,,,6334000000.0,19115000000.0,43656000000.0,,130949000000.0,,130949000000.0,2186459000000.0,-1851000000.0,,,4300000000.0,,,2662000000.0,,,,,,,,,,,,,,,,,,,2014q4
5,000001.XSHE,2015-03-31,2015-04-24,2015-03-31,334273000000.0,,46360000000.0,40790000000.0,,,,,,0.0,11633000000.0,,,183048000000.0,,,,,,1954000000.0,231094000000.0,,486000000.0,109000000.0,3697000000.0,,,,,,5157000000.0,,,,7484000000.0,,,2304775000000.0,0.0,4086000000.0,1996016000000.0,13733000000.0,,,1448000000.0,,18426000000.0,,6584000000.0,7212000000.0,24241000000.0,,,,0.0,,,,,,,77921000000.0,,,25000000.0,,,,2168071000000.0,11425000000.0,52270000000.0,,,6334000000.0,19115000000.0,49285000000.0,,136704000000.0,,136704000000.0,2304775000000.0,-1725000000.0,,,5758000000.0,,,3537000000.0,,,,,,,,,,,,,,,,,,,2015q1
4,000001.XSHE,2015-06-30,2015-08-14,2015-06-30,361762000000.0,,69267000000.0,37246000000.0,,,,,,0.0,11264000000.0,,,306869000000.0,,,,,,1586000000.0,246137000000.0,,562000000.0,107000000.0,3690000000.0,,,,,,5064000000.0,,,,9308000000.0,,,2570508000000.0,0.0,2921000000.0,2230159000000.0,17931000000.0,,,978000000.0,,,,8896000000.0,7293000000.0,24001000000.0,,,,0.0,,,,,,,108254000000.0,,,,,,,2419628000000.0,14309000000.0,59326000000.0,,,6334000000.0,17658000000.0,53253000000.0,,150880000000.0,,150880000000.0,2570508000000.0,,,,5090000000.0,,,3252000000.0,,,,,,,,,,,,,,,,,,,2015q2
3,000001.XSHE,2015-09-30,2015-10-23,2015-09-30,405186000000.0,,104189000000.0,17597000000.0,,,,,,0.0,11944000000.0,,,254285000000.0,,,,,,766000000.0,260022000000.0,,562000000.0,145000000.0,4406000000.0,,,,,,4972000000.0,,,,9367000000.0,,,2599060000000.0,0.0,3600000000.0,2159073000000.0,16846000000.0,,,2787000000.0,,,,10520000000.0,7393000000.0,25708000000.0,,,,0.0,,,,,,,192325000000.0,,,25000000.0,,,,2441924000000.0,14309000000.0,59326000000.0,,,6334000000.0,17760000000.0,59407000000.0,,157136000000.0,,157136000000.0,2599060000000.0,,,,5471000000.0,,,2844000000.0,,,,,,,,,,,,,,,,,,,2015q3
2,000001.XSHE,2015-12-31,2016-03-10,2015-12-31,400761000000.0,,76636000000.0,19757000000.0,,,,,,0.0,13540000000.0,,,117291000000.0,,,,,,1245000000.0,266166000000.0,,521000000.0,212000000.0,4788000000.0,,,,,,4961000000.0,,,,8728000000.0,,,2507149000000.0,0.0,3051000000.0,2045027000000.0,12143000000.0,8506000000.0,,44000000.0,,11000000000.0,,10351000000.0,6571000000.0,23253000000.0,,,,0.0,,,,,,,212963000000.0,,,26000000.0,,,,2345649000000.0,14309000000.0,59326000000.0,,,8521000000.0,26411000000.0,52933000000.0,,161500000000.0,,161500000000.0,2507149000000.0,,,,8144000000.0,,,4037000000.0,,,,,,,,,,,,,,,,,,,2015q4
1,000001.XSHE,2016-03-31,2016-04-21,2016-03-31,477015000000.0,,87212000000.0,37060000000.0,,,,,,0.0,14410000000.0,,,34045000000.0,,,,,,2746000000.0,289276000000.0,,521000000.0,229000000.0,4650000000.0,,,,,,4838000000.0,,,,9732000000.0,,,2681155000000.0,0.0,2783000000.0,2153699000000.0,9118000000.0,,,191000000.0,,4398000000.0,,8374000000.0,8752000000.0,22706000000.0,,,,0.0,,,,,,,247360000000.0,,,25000000.0,,,,2493586000000.0,14309000000.0,59326000000.0,,,8521000000.0,46394000000.0,59019000000.0,,187569000000.0,,187569000000.0,2681155000000.0,,,,7676000000.0,,,10197000000.0,,,,,,,,,,,,,,,,,,,2016q1
93733,000001.XSHE,2016-06-30,2016-08-12,2016-06-30,436308000000.0,,67070000000.0,41148000000.0,,,,,,0.0,14116000000.0,,,52162000000.0,,,,,,1280000000.0,284598000000.0,,542000000.0,228000000.0,5310000000.0,,,,,,4741000000.0,,,,11732000000.0,,,2800983000000.0,0.0,41107000000.0,2157176000000.0,9693000000.0,22739000000.0,,3000000.0,,300000000.0,,9901000000.0,6491000000.0,20715000000.0,,,,0.0,,,,,,,307603000000.0,,,25000000.0,,,,2609283000000.0,17170000000.0,56465000000.0,,,8521000000.0,27528000000.0,63036000000.0,,191700000000.0,,191700000000.0,2800983000000.0,-973000000.0,,,11603000000.0,,,19549000000.0,,,,,,,19953000000.0,19953000000.0,,,,,,,,,,,2016q2
96362,000001.XSHE,2016-09-30,2016-10-21,2016-09-30,427014000000.0,,50172000000.0,15984000000.0,,,,,,0.0,13471000000.0,,,37655000000.0,,,,,,1502000000.0,282862000000.0,,542000000.0,211000000.0,7407000000.0,,,,,,4631000000.0,,,,13361000000.0,,,2791238000000.0,0.0,10649000000.0,2159632000000.0,12928000000.0,20585000000.0,,,,,,10648000000.0,9241000000.0,21151000000.0,,,,0.0,,,,,,,325419000000.0,,,24000000.0,,,,2593010000000.0,17170000000.0,56465000000.0,,,8521000000.0,27528000000.0,69463000000.0,,198228000000.0,,198228000000.0,2791238000000.0,-872000000.0,,,5832000000.0,,,11238000000.0,,,,,,,19953000000.0,19953000000.0,,,,,,,,,,,2016q3
