id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities,other_comprehensive_income,deferred_earning,loan_and_advance_current_assets,derivative_financial_asset,hold_sale_asset,loan_and_advance_noncurrent_assets,derivative_financial_liability,hold_sale_liability,estimate_liability_current,deferred_earning_current,preferred_shares_noncurrent,pepertual_liability_noncurrent,longterm_salaries_payable,other_equity_tools,preferred_shares_equity,pepertual_liability_equity,receivable_fin,usufruct_assets,contract_assets,bond_invest,other_bond_invest,other_equity_tools_invest,other_non_current_financial_assets,contract_liability,lease_liability,requested_period
137112,002958.XSHE,2019-03-31,2019-04-29,2019-03-31,33708196000.0,,5035414000.0,45439908000.0,,,,,,0.0,,,,2628555000.0,,,,,,,,,,203000.0,3106912000.0,531758000.0,,,,,88201000.0,,,,1198960000.0,,,308965094000.0,0.0,3468445000.0,202347620000.0,3708126000.0,0.0,,,,18006186000.0,,1410163000.0,605032000.0,,,,,0.0,,,,,,,53642735000.0,,,220920000.0,,,,285111580000.0,5555556000.0,3817959000.0,,,2159026000.0,4092349000.0,6903868000.0,,23030824000.0,822690000.0,23853514000.0,308965094000.0,502066000.0,,,20537000.0,,,27420000.0,,,,,,,,,,,,,,,,,,,2019q1
144179,002958.XSHE,2019-06-30,2019-08-22,2019-06-30,32384173000.0,,4996395000.0,42192275000.0,,,,,,0.0,,,,598594000.0,,,,,,,,,0.0,203000.0,3071745000.0,573064000.0,,,,,87881000.0,,,,1338418000.0,,,318693676000.0,0.0,3210817000.0,214051670000.0,4336765000.0,0.0,,,,14056484000.0,,1348294000.0,509501000.0,,,,,0.0,,,,,,,55826902000.0,,,197148000.0,0.0,,,295040437000.0,5555556000.0,3817959000.0,,,2399638000.0,4540818000.0,6037012000.0,,22822257000.0,830982000.0,23653239000.0,318693676000.0,471274000.0,,,21896000.0,,,12830000.0,,,,,,,,,,,,,53034747000.0,18991395000.0,5200000.0,,,,2019q2
154586,002958.XSHE,2019-09-30,2019-10-29,2019-09-30,30481653000.0,0.0,6037582000.0,47032297000.0,,,,,,0.0,,,,1194367000.0,,,,,,0.0,0.0,,0.0,203000.0,3042560000.0,608937000.0,,,,,85963000.0,,0.0,,1525567000.0,,,328615586000.0,0.0,3979308000.0,212956257000.0,7707608000.0,0.0,,,,15406715000.0,,1364411000.0,755983000.0,,,,,0.0,,,,,,0.0,59973333000.0,,,262158000.0,0.0,,,303972382000.0,5555556000.0,3817959000.0,0.0,,2399638000.0,4540818000.0,6978539000.0,,23805949000.0,837255000.0,24643204000.0,328615586000.0,513439000.0,,,22718000.0,0.0,,13024000.0,0.0,,,,,,,,,,,0.0,52848043000.0,19302547000.0,5200000.0,,0.0,,2019q3
181358,002958.XSHE,2019-12-31,2020-04-27,2019-12-31,32611237000.0,,6762843000.0,50086875000.0,,,,,,0.0,,,,2262669000.0,,,,,,,,,,203000.0,3041306000.0,617878000.0,,,,,85358000.0,,,,1655694000.0,,,341667384000.0,0.0,2341608000.0,221553809000.0,5010613000.0,,,,,17371888000.0,,1595160000.0,812087000.0,,,,,0.0,,,,,,,66190861000.0,,,209457000.0,,,,316405685000.0,5555556000.0,3817959000.0,,,2680911000.0,4545255000.0,7160136000.0,,24415271000.0,846428000.0,25261699000.0,341667384000.0,655454000.0,,,20023000.0,,,17040000.0,,,,,,,,,,,,,52282414000.0,20229074000.0,5200000.0,,,,2019q4
181177,002958.XSHE,2020-03-31,2020-04-27,2020-03-31,28521299000.0,,6705598000.0,48037567000.0,,,,,,0.0,,,,,,,,,,,,,,203000.0,2994569000.0,671358000.0,,,,,84784000.0,,,,1779020000.0,,,350256603000.0,0.0,2354793000.0,228829953000.0,5675904000.0,135327000.0,,,,15507003000.0,,1373187000.0,622511000.0,,,,,0.0,,,,,,,67686569000.0,,,259838000.0,,,,324023665000.0,5555556000.0,3817959000.0,,,2680911000.0,4545255000.0,8013685000.0,,25383738000.0,849200000.0,26232938000.0,350256603000.0,770372000.0,,,87012000.0,,,120204000.0,,,,,,,,,,,,,53088576000.0,21291529000.0,5200000.0,,,,2020q1
203592,002958.XSHE,2020-06-30,2020-08-25,2020-06-30,29616105000.0,,6664593000.0,50577199000.0,,,,,,0.0,,,,5761311000.0,,,,,,,,,,203000.0,3071961000.0,573055000.0,,,,,84211000.0,,,,2161295000.0,,,375949917000.0,0.0,5269524000.0,245125247000.0,5703474000.0,,,,,14634846000.0,,1409646000.0,556858000.0,,,,,0.0,,,,,,,75094625000.0,,,262572000.0,,,,350060030000.0,5555556000.0,3817959000.0,,,2962185000.0,5022665000.0,7052243000.0,,25036456000.0,853431000.0,25889887000.0,375949917000.0,625848000.0,,,94451000.0,,,123081000.0,,,,,,,,,,,,,58083839000.0,25130169000.0,5200000.0,,,,2020q2
206986,002958.XSHE,2020-09-30,2020-10-27,2020-09-30,34451015000.0,,7177041000.0,39863498000.0,,,,,,0.0,,,,9391969000.0,,,,,,,,,,203000.0,3073758000.0,654094000.0,,,,,83637000.0,,,,2345292000.0,,,392214282000.0,0.0,5707668000.0,261726517000.0,6529787000.0,,,,,16402143000.0,,1450876000.0,739032000.0,,,,,0.0,,,,,,,70735271000.0,,,282618000.0,,,,365095174000.0,5555556000.0,3817959000.0,,,2962185000.0,5022665000.0,8041408000.0,,26265087000.0,854021000.0,27119108000.0,392214282000.0,386692000.0,,,121234000.0,,,113610000.0,,,,,,,478622000.0,,,,,,60986345000.0,30388284000.0,5200000.0,,,,2020q3
218262,002958.XSHE,2020-12-31,2021-04-27,2020-12-31,33184735000.0,,7323505000.0,42355418000.0,,,,,,0.0,,,,11426520000.0,,,,,,,,,,203000.0,3212742000.0,573275000.0,,,,,83063000.0,,,,2550604000.0,,,406811073000.0,0.0,8128071000.0,259010276000.0,9921799000.0,,,,,19591897000.0,,1613586000.0,784957000.0,,,,,0.0,,,,,,,76115320000.0,,,275157000.0,,,,377108681000.0,5555556000.0,3817959000.0,,,3257488000.0,5026591000.0,8228516000.0,,28841682000.0,860710000.0,29702392000.0,406811073000.0,479959000.0,,,86672000.0,,,108160000.0,,,,,,,2475613000.0,,1996991000.0,,,,65771741000.0,29886957000.0,5200000.0,,,,2020q4
217790,002958.XSHE,2021-03-31,2021-04-27,2021-03-31,31160329000.0,0.0,7684371000.0,49745823000.0,,,,,,0.0,,,,7021310000.0,,,,,,,,,0.0,203000.0,3170070000.0,564514000.0,,,,,82489000.0,,0.0,,2710577000.0,,,423292259000.0,0.0,9285399000.0,272070750000.0,8804790000.0,360498000.0,,,,12400424000.0,,1345130000.0,572623000.0,,,,,0.0,,,,,,0.0,83480093000.0,,,356268000.0,0.0,,,390634586000.0,5555573000.0,3818044000.0,0.0,,3257488000.0,5026591000.0,9141514000.0,,31790160000.0,867513000.0,32657673000.0,423292259000.0,518026000.0,,,97470000.0,0.0,,119917000.0,0.0,,,,,,4472924000.0,,,,510312000.0,0.0,70802580000.0,25341905000.0,5200000.0,,0.0,230457000.0,2021q1
226646,002958.XSHE,2021-06-30,2021-08-28,2021-06-30,31462596000.0,,10388021000.0,49804975000.0,,,,,,0.0,,,,6935034000.0,,,,,,,,,,71000.0,3139265000.0,541011000.0,,,,,81915000.0,,,,3057790000.0,,,430787852000.0,0.0,9425533000.0,277436562000.0,11732659000.0,420292000.0,,,,15799124000.0,,1391361000.0,650383000.0,,,,,0.0,,,,,,,76825278000.0,,,407721000.0,,,,397127711000.0,5555593000.0,3818123000.0,,,3552792000.0,5563137000.0,8227689000.0,,32784301000.0,875840000.0,33660141000.0,430787852000.0,595515000.0,,,113751000.0,,,116945000.0,,,,,,,5471452000.0,,4992849000.0,,504198000.0,,74903661000.0,24754939000.0,6653000.0,,,228533000.0,2021q2
