day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2019-03-26,002958.XSHE,0.1122,316.6667,31.6667,13.0908,1.5437,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-27,002958.XSHE,0.0532,348.3333,34.8333,14.3999,1.6981,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-28,002958.XSHE,0.143,383.3333,38.3333,15.8467,1.8687,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-03-29,002958.XSHE,0.3425,421.6667,42.1667,17.4314,2.0555,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-01,002958.XSHE,0.503,463.8889,46.3889,19.1768,2.2614,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-02,002958.XSHE,0.7567,510.5556,51.0556,21.106,2.4889,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-03,002958.XSHE,59.1162,561.6667,56.1667,23.2189,2.738,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-04,002958.XSHE,59.0576,580.5556,58.0556,23.9998,2.8301,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-08,002958.XSHE,37.1471,548.8889,54.8889,22.6907,2.6757,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-09,002958.XSHE,25.3229,531.1111,53.1111,21.9558,2.5891,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-10,002958.XSHE,31.2809,552.7778,55.2778,22.8514,2.6947,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-11,002958.XSHE,19.533,539.4444,53.9444,22.3003,2.6297,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-12,002958.XSHE,13.2424,539.4444,53.9444,22.3003,2.6297,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-15,002958.XSHE,20.6813,527.7778,52.7778,21.818,2.5728,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-16,002958.XSHE,20.9094,527.2222,52.7222,21.795,2.5701,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-17,002958.XSHE,15.4153,514.4444,51.4444,21.2668,2.5078,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-18,002958.XSHE,12.1792,506.1111,50.6111,20.9223,2.4672,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-19,002958.XSHE,9.0928,507.2222,50.7222,20.9682,2.4726,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-22,002958.XSHE,13.8797,502.7778,50.2778,20.7845,2.4509,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-23,002958.XSHE,8.677,497.7778,49.7778,20.5778,2.4266,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-24,002958.XSHE,7.7812,493.8889,49.3889,20.417,2.4076,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-25,002958.XSHE,11.7403,483.8889,48.3889,20.0036,2.3589,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-26,002958.XSHE,10.4013,459.4444,45.9444,18.9931,2.2397,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-29,002958.XSHE,10.4963,425.5556,42.5556,17.04,1.8478,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-04-30,002958.XSHE,5.7898,431.1111,43.1111,17.2625,1.8719,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2019-05-06,002958.XSHE,25.2801,474.4444,47.4444,18.9976,2.06,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
