id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,deposit_in_ib,cash_equivalents,deposit_client,cash_in_cb,settlement_provi,settlement_provi_client,metal,lend_capital,fairvalue_fianancial_asset,other_grow_asset,bought_sellback_assets,interest_receivable,insurance_receivables,recover_receivable,separate_receivable,not_time_fund,not_decide_fund,response_fund,health_fund,margin_loan,deposit_period,loan_and_advance,margin_out,agent_asset,investment_reveiable,advance_payment,hold_for_sale_assets,hold_to_maturity_investments,longterm_equity_invest,finance_out,capital_margin_out,investment_property,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,other_cash_from_invest_act,gain_from_disposal,subtotal_invest_cash_inflow,inventories,fixed_assets,constru_in_process,intangible_assets,trade_fee,long_deferred_expense,fixed_assets_liquidation,independent_account_asset,deferred_tax_assets,other_asset,total_assets,borrowing_from_centralbank,deposit_in_ib_and_other,shortterm_loan,loan_pledge,borrowing_capital,fairvalue_financial_liability,derivative_financial_liability,sold_buyback_secu_proceeds,deposit_absorb,proxy_secu_proceeds,proxy_sell_proceeds,notes_payable,advance_peceipts,insurance_receive_early,commission_payable,insurance_payable,salaries_payable,taxs_payable,interest_payable,proxy_liability,estimate_liability,compensation_payable,interest_insurance_payable,investment_money,not_time_reserve,not_decide_reserve,live_reserve,longterm_reserve,longterm_loan,bonds_payable,independent_account,deferred_tax_liability,other_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,surplus_reserve_fund,equities_parent_company_owners,retained_profit,minority_interests,currency_mis,total_owner_equities,total_liability_equity,perferred_share_liability,account_receivable,other_equity_tools,perferred_share_equity,pep_debt_equity,other_comprehensive_income,good_will,shortterm_loan_payable,accounts_payable,ordinary_risk_reserve_fund,contract_assets,hold_sale_asset,bond_invest,other_bond_invest,other_equity_tools_invest,contract_liability,usufruct_assets,liease_liability
4187,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2019-04-29,2019-01-01,2019-03-31,2019-03-31,0,321003,定期报告,5918512000.0,,,25823877000.0,,,,5035414000.0,45439908000.0,20537000.0,2628555000.0,,,,,,,,,,,143731759000.0,,,,,,0.0,357000000.0,,,203000.0,,,,,,,,,,,3098465000.0,531758000.0,88201000.0,,,,,1187341000.0,70753666000.0,304615196000.0,3403128000.0,1093535000.0,,,3708126000.0,0.0,27420000.0,18006186000.0,197813645000.0,,,,,,,,1407161000.0,601384000.0,,,210428000.0,,,,,,,,,53642735000.0,,,1669595000.0,281583343000.0,5555556000.0,3817959000.0,,2159026000.0,23031853000.0,6908649000.0,,,23031853000.0,304615196000.0,,0.0,,,,502066000.0,,,0.0,4088597000.0,,,,,,,,
6256,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2019-08-22,2019-01-01,2019-06-30,2019-06-30,0,321003,定期报告,5817778000.0,,,24388394000.0,,,,4996395000.0,42162275000.0,21896000.0,598594000.0,,,,,,,,,,,157315723000.0,,,,,,,357000000.0,,,203000.0,,,,,,,,,,,3063757000.0,573064000.0,87881000.0,,,,,1325423000.0,1103277000.0,313843002000.0,3102490000.0,983606000.0,,,4336765000.0,,12830000.0,14056484000.0,209180556000.0,,,,,,,,1345319000.0,503802000.0,,,191756000.0,,,,,,,,,55826902000.0,,,1484662000.0,291025172000.0,5555556000.0,3817959000.0,,2399638000.0,22817830000.0,6036338000.0,,,22817830000.0,313843002000.0,,,,,,471274000.0,,,,4537065000.0,,,53034747000.0,18991395000.0,5200000.0,,,
6509,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2019-10-29,2019-01-01,2019-09-30,2019-09-30,0,321003,定期报告,4297819000.0,0.0,,24174602000.0,0.0,,,6037582000.0,46952297000.0,22718000.0,1194367000.0,,,,,,,,,,,162357476000.0,,,,,0.0,0.0,357000000.0,,,203000.0,,,,,,,,,,,3034750000.0,608937000.0,85963000.0,,,,,1512411000.0,1029413000.0,323821328000.0,3902796000.0,2146458000.0,0.0,,7707608000.0,0.0,13024000.0,15406715000.0,206961013000.0,,,,,,,,1360890000.0,750295000.0,,,257503000.0,,,,,,,,0.0,59973333000.0,,0.0,1542848000.0,300022483000.0,5555556000.0,3817959000.0,0.0,2399638000.0,23798845000.0,6975188000.0,,,23798845000.0,323821328000.0,,0.0,,,,513439000.0,0.0,,0.0,4537065000.0,0.0,0.0,52848043000.0,19302547000.0,5200000.0,0.0,,
6932,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2020-04-27,2019-01-01,2019-12-31,2019-12-31,0,321003,定期报告,4761599000.0,,,25676118000.0,,,,6762843000.0,49906659000.0,20023000.0,2262669000.0,,,,,,,,,,,167757503000.0,,,,,,,357000000.0,,,203000.0,,,,,,,,,,,3015737000.0,617878000.0,85358000.0,,,,,1641095000.0,981583000.0,336362956000.0,2303128000.0,2850304000.0,,,5010613000.0,,17040000.0,17371888000.0,214323761000.0,,,,,,,,1585826000.0,805078000.0,,,205224000.0,,,,,,,,,66190861000.0,,,1295709000.0,311959432000.0,5555556000.0,3817959000.0,,2680911000.0,24403524000.0,7156579000.0,,,24403524000.0,336362956000.0,,,,,,655454000.0,,,,4537065000.0,,,52282414000.0,20229074000.0,5200000.0,,,
6934,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2020-04-27,2020-01-01,2020-03-31,2020-03-31,0,321003,定期报告,4233530000.0,,,22012952000.0,,,,6705598000.0,47605567000.0,87012000.0,,,,,,,,,,,,182453902000.0,,,0.0,,,,357000000.0,,,203000.0,,,,,,,,,,,2969629000.0,671358000.0,84784000.0,,,,,1763784000.0,904320000.0,344234944000.0,2275514000.0,4197229000.0,,,5675904000.0,135327000.0,120204000.0,15507003000.0,219567501000.0,,,,,,,,1369892000.0,616010000.0,,,256770000.0,,,,,,,,,67686569000.0,,,1456177000.0,318864100000.0,5555556000.0,3817959000.0,,2680911000.0,25370844000.0,8008981000.0,,,25370844000.0,344234944000.0,,,,,,770372000.0,,,,4537065000.0,,,53088576000.0,21291529000.0,5200000.0,,,
7253,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2020-08-25,2020-01-01,2020-06-30,2020-06-30,0,321003,定期报告,4616061000.0,,,22091755000.0,,,,6664593000.0,50247201000.0,94451000.0,5761311000.0,,,,,,,,,,,189344264000.0,,,,,,,357000000.0,,,203000.0,,,,,,,,,,,3047683000.0,573055000.0,84211000.0,,,,,2145646000.0,894109000.0,369140751000.0,5093016000.0,5179283000.0,,,5703474000.0,,123081000.0,14606797000.0,234223853000.0,,,,,,,,1407390000.0,553157000.0,,,260630000.0,,,,,,,,,75094625000.0,,,1873772000.0,344119078000.0,5555556000.0,3817959000.0,,2962185000.0,25021673000.0,7047341000.0,,,25021673000.0,369140751000.0,,,,,,625863000.0,,,,5012769000.0,,,58083839000.0,25130169000.0,5200000.0,,,
7413,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2020-10-27,2020-01-01,2020-09-30,2020-09-30,0,321003,定期报告,6402480000.0,0.0,,25289203000.0,0.0,,,7177041000.0,39471135000.0,121234000.0,9391969000.0,,,,,,,,,,,198638770000.0,,,,,,,357000000.0,,,203000.0,,,,,,,,,,,3025148000.0,654094000.0,83637000.0,,,,,2326855000.0,782499000.0,385101097000.0,5514478000.0,6235828000.0,0.0,,6529787000.0,,113610000.0,16362065000.0,249496817000.0,,,,,,,,1449622000.0,736679000.0,,,279645000.0,,,,,,,,0.0,70735271000.0,,0.0,1397995000.0,358851797000.0,5555556000.0,3817959000.0,0.0,2962185000.0,26249300000.0,8035766000.0,,,26249300000.0,385101097000.0,,0.0,478622000.0,,,386443000.0,0.0,,0.0,5012769000.0,0.0,0.0,60986345000.0,30388284000.0,5200000.0,0.0,,
13862,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2021-04-27,2020-01-01,2020-12-31,2020-12-31,0,321003,定期报告,6227379000.0,,,23940328000.0,,,,7323505000.0,42109140000.0,86672000.0,11426520000.0,,,,,,,,,,,205113999000.0,,,,,,,357000000.0,,,203000.0,,,,,,,,,,,3163857000.0,573208000.0,83063000.0,,,,,2531712000.0,799700000.0,399400184000.0,7848379000.0,8356878000.0,,,9921799000.0,,108160000.0,19591897000.0,244426667000.0,,,,,,,,1604257000.0,778497000.0,,,273601000.0,,,,,,,,,76115320000.0,,,1551382000.0,370576837000.0,5555556000.0,3817959000.0,,3257488000.0,28823347000.0,8224000000.0,,,28823347000.0,399400184000.0,,,2475613000.0,,1996991000.0,479962000.0,,,,5012769000.0,,,65771741000.0,29886957000.0,5200000.0,,,
13877,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2021-04-27,2021-01-01,2021-03-31,2021-03-31,0,321003,定期报告,4099074000.0,0.0,,23563270000.0,0.0,,,7684371000.0,49524298000.0,97470000.0,7021310000.0,,,,,,,,,,,218985637000.0,,,,,,,357000000.0,,,203000.0,,,,,,,,,,,3120152000.0,562066000.0,82489000.0,,,,,2689756000.0,378366000.0,414767532000.0,8932562000.0,9874771000.0,0.0,,8804790000.0,360498000.0,119917000.0,12400424000.0,254989317000.0,,,,,,,,1343253000.0,565157000.0,,,354153000.0,,,,,,,,0.0,83480093000.0,,0.0,1600458000.0,383000046000.0,5555573000.0,3818044000.0,0.0,3257488000.0,31767486000.0,9132414000.0,,,31767486000.0,414767532000.0,,0.0,4472924000.0,,,518274000.0,0.0,,0.0,5012769000.0,0.0,0.0,70802580000.0,25341905000.0,5200000.0,0.0,452385000.0,174653000.0
14272,300031174,青岛农村商业银行股份有限公司,002958.XSHE,002958,,,2021-08-28,2021-01-01,2021-06-30,2021-06-30,0,321003,定期报告,3886869000.0,,,24105402000.0,,,,10388021000.0,49804975000.0,113751000.0,6935034000.0,,,,,,,,,,,219407947000.0,,,,,,,357000000.0,,,71000.0,,,,,,,,,,,3090003000.0,538313000.0,81915000.0,,,,,3035197000.0,352965000.0,422206152000.0,9026032000.0,10417944000.0,,,11732659000.0,420292000.0,116945000.0,15799124000.0,259823003000.0,,,,,,,,1389680000.0,641430000.0,,,405397000.0,,,,,,,,,76825278000.0,,,2679232000.0,389448843000.0,5555593000.0,3818123000.0,,3552792000.0,32757309000.0,8214542000.0,,,32757309000.0,422206152000.0,,,5471452000.0,,4992849000.0,595492000.0,,,,5549315000.0,,,74903661000.0,24754939000.0,5200000.0,,444889000.0,171827000.0
