id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
246225,002958.XSHE,2019-03-31,2019-04-29,2019-03-31,0.1369,755088000.0,534845000.0,383950000.0,3.49,3.47,0.25,35.73,,56.42,43.58,35.73,,25.05,,57.73,41.44,99.3,,-72.0,-285.98,28.01,0.59,28.01,0.59,4.38,113.5,10.99,90.81,11.49,97.78,2019q1
253372,002958.XSHE,2019-06-30,2019-08-22,2019-06-30,0.11800000000000001,649988000.0,256427000.0,415173000.0,2.86,2.84,0.21,30.59,,68.52,31.48,30.59,,27.18,,37.59,60.86,99.15,,-189.27,-1601.8,29.28,2.15,29.28,2.15,-9.13,-26.21,14.86,-12.55,14.53,-13.79,2019q2
261747,002958.XSHE,2019-09-30,2019-10-29,2019-09-30,0.1695,927171000.0,631172000.0,415185000.0,4.04,3.98,0.29,41.48,,53.1,46.9,41.48,,24.41,,59.09,38.87,98.48,,-4.99,-18.07,13.59,5.3,13.59,5.3,10.24,56.87,20.83,42.77,20.69,43.62,2019q3
290498,002958.XSHE,2019-12-31,2020-04-27,2019-12-31,0.0841,476364000.0,295936000.0,137075000.0,1.94,1.98,0.14,22.17,,78.76,21.24,22.17,,44.69,,68.23,31.61,101.94,,42.36,307.66,1.77,-5.94,1.77,-5.94,5.27,-57.4,19.77,-49.73,21.55,-50.37,2019q4
290303,002958.XSHE,2020-03-31,2020-04-27,2020-03-31,0.1536,852887000.0,120813000.0,847976000.0,3.43,3.43,0.25,30.23,,65.57,34.43,30.23,,20.77,,12.43,87.26,99.92,,-218.42,-5120.67,33.33,31.78,33.33,31.78,5.32,113.6,12.81,79.72,12.25,82.65,2020q1
326364,002958.XSHE,2020-06-30,2020-08-25,2020-06-30,0.1135,622882000.0,440353000.0,128681000.0,2.5,2.47,0.18,28.86,,73.81,26.19,28.86,,28.47,,75.82,22.16,98.78,,139.33,699.81,1.92,-21.91,1.92,-21.91,-15.21,-40.6,-3.85,-25.46,-3.81,-26.12,2020q2
335914,002958.XSHE,2020-09-30,2020-10-27,2020-09-30,0.17800000000000002,983574000.0,1232169000.0,-87152000.0,3.86,3.83,0.26,48.92,,43.19,56.81,48.92,,31.97,,106.8,-7.55,99.43,,469.74,770.74,-11.53,-8.59,-11.53,-8.59,7.17,98.29,4.34,54.94,5.06,56.87,2020q3
374665,002958.XSHE,2020-12-31,2021-04-27,2020-12-31,0.0875,437496000.0,177310000.0,152536000.0,1.77,1.59,0.12,19.71,,83.84,16.16,19.71,,35.56,,44.07,37.91,89.96,,-2.36,-33.38,16.57,23.93,16.57,23.93,-11.31,-64.75,3.63,-50.07,4.07,-50.83,2020q4
374206,002958.XSHE,2021-03-31,2021-04-27,2021-03-31,0.1643,906725000.0,580259000.0,430073000.0,3.01,2.99,0.22,34.6,,61.63,38.37,34.6,,23.48,,56.82,42.11,99.31,,-432.04,-1980.71,-6.08,6.17,-6.08,6.17,4.67,152.09,7.5,86.42,6.96,87.73,2021q1
404202,002958.XSHE,2021-06-30,2021-08-28,2021-06-30,0.1352,740381000.0,124688000.0,620417000.0,2.33,2.29,0.18,26.73,,73.1,26.9,26.73,,23.65,,16.31,81.14,98.54,,313.52,7148.75,28.54,6.87,28.54,6.87,32.05,-25.06,19.07,-17.43,19.16,-17.7,2021q2
