id,code,statDate,pubDate,statDate.1,total_operating_revenue,operating_revenue,interest_income,premiums_earned,commission_income,total_operating_cost,operating_cost,interest_expense,commission_expense,refunded_premiums,net_pay_insurance_claims,withdraw_insurance_contract_reserve,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,sale_expense,administration_expense,financial_expense,asset_impairment_loss,fair_value_variable_income,investment_income,invest_income_associates,exchange_income,operating_profit,non_operating_revenue,non_operating_expense,disposal_loss_non_current_liability,total_profit,income_tax_expense,net_profit,np_parent_company_owners,minority_profit,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,rd_expenses,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss,net_open_hedge_income,interest_cost_fin,interest_income_fin,other_earnings,other_composite_income_mino_at
23371,000001.XSHE,2013-12-31,2014-03-07,2013-12-31,52189000000.0,52189000000.0,40688000000.0,,10456000000.0,32234000000.0,,,,,0.0,0.0,,0.0,4065000000.0,,21279000000.0,,6890000000.0,711000000.0,347000000.0,102000000.0,-163000000.0,19955000000.0,111000000.0,26000000.0,,20040000000.0,4809000000.0,15231000000.0,15231000000.0,,1.86,1.86,-1811000000.0,13420000000.0,13420000000.0,,,,,,,,,,,
