code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
601818.XSHG,indicator,2014-03-31,2014q1,,eps,indicator.csv,eps,0.175,0.175,0.175,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,adjusted_profit,indicator.csv,adjusted_profit,8159000000.0,8159000000.0,8159000000.0,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,operating_profit,indicator.csv,operating_profit,9974000000.0,9974000000.0,9974000000.0,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,value_change_profit,indicator.csv,value_change_profit,732000000.0,732000000.0,732000000.0,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,roe,indicator.csv,roe,5.16,5.16,5.16,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,inc_return,indicator.csv,inc_return,5.16,5.16,5.16,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,roa,indicator.csv,roa,0.33,0.33,0.33,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,net_profit_margin,indicator.csv,net_profit_margin,45.6,45.6,45.6,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,gross_profit_margin,indicator.csv,gross_profit_margin,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601818.XSHG,indicator,2014-03-31,2014q1,,expense_to_total_revenue,indicator.csv,expense_to_total_revenue,40.07,40.07,40.07,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,operation_profit_to_total_revenue,indicator.csv,operation_profit_to_total_revenue,59.93,59.93,59.93,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,net_profit_to_total_revenue,indicator.csv,net_profit_to_total_revenue,45.6,45.6,45.6,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,operating_expense_to_total_revenue,indicator.csv,operating_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601818.XSHG,indicator,2014-03-31,2014q1,,ga_expense_to_total_revenue,indicator.csv,ga_expense_to_total_revenue,26.13,26.13,26.13,,identity_q1_or_ytd_diff,True,
601818.XSHG,indicator,2014-03-31,2014q1,,financing_expense_to_total_revenue,indicator.csv,financing_expense_to_total_revenue,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601818.XSHG,indicator,2014-03-31,2014q1,,operating_profit_to_profit,indicator.csv,operating_profit_to_profit,92.66,92.66,92.66,,identity_q1_or_ytd_diff,True,
