id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,deposit_in_ib,cash_equivalents,deposit_client,cash_in_cb,settlement_provi,settlement_provi_client,metal,lend_capital,fairvalue_fianancial_asset,other_grow_asset,bought_sellback_assets,interest_receivable,insurance_receivables,recover_receivable,separate_receivable,not_time_fund,not_decide_fund,response_fund,health_fund,margin_loan,deposit_period,loan_and_advance,margin_out,agent_asset,investment_reveiable,advance_payment,hold_for_sale_assets,hold_to_maturity_investments,longterm_equity_invest,finance_out,capital_margin_out,investment_property,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,other_cash_from_invest_act,gain_from_disposal,subtotal_invest_cash_inflow,inventories,fixed_assets,constru_in_process,intangible_assets,trade_fee,long_deferred_expense,fixed_assets_liquidation,independent_account_asset,deferred_tax_assets,other_asset,total_assets,borrowing_from_centralbank,deposit_in_ib_and_other,shortterm_loan,loan_pledge,borrowing_capital,fairvalue_financial_liability,derivative_financial_liability,sold_buyback_secu_proceeds,deposit_absorb,proxy_secu_proceeds,proxy_sell_proceeds,notes_payable,advance_peceipts,insurance_receive_early,commission_payable,insurance_payable,salaries_payable,taxs_payable,interest_payable,proxy_liability,estimate_liability,compensation_payable,interest_insurance_payable,investment_money,not_time_reserve,not_decide_reserve,live_reserve,longterm_reserve,longterm_loan,bonds_payable,independent_account,deferred_tax_liability,other_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,surplus_reserve_fund,equities_parent_company_owners,retained_profit,minority_interests,currency_mis,total_owner_equities,total_liability_equity,perferred_share_liability,account_receivable,other_equity_tools,perferred_share_equity,pep_debt_equity,other_comprehensive_income,good_will,shortterm_loan_payable,accounts_payable,ordinary_risk_reserve_fund,contract_assets,hold_sale_asset,bond_invest,other_bond_invest,other_equity_tools_invest,contract_liability,usufruct_assets,liease_liability
3848,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2018-10-30,2017-01-01,2017-12-31,2018-09-30,1,321003,定期报告,2593308000.0,,,62439926000.0,,,,,10421878000.0,,5518780000.0,2884924000.0,,,,,,,,,,140514680000.0,,,134711083000.0,,24742734000.0,69609368000.0,563295000.0,,,,,,,,,,,,,,1461138000.0,,335187000.0,,,,,1335057000.0,1067297000.0,458198655000.0,8500000000.0,14267355000.0,,,4800000000.0,,,16439956000.0,325240320000.0,,,,,,,,720291000.0,504076000.0,3391907000.0,,3000000.0,,,,,,,,,59528634000.0,,,1697255000.0,435092794000.0,3079398000.0,3595953000.0,,2021865000.0,23105861000.0,9270193000.0,,,23105861000.0,458198655000.0,,,,,,-324029000.0,,,,5462481000.0,,,,,,,,
3849,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2018-10-30,2018-01-01,2018-09-30,2018-09-30,0,321003,定期报告,5198298000.0,,,44933653000.0,,,,1250000000.0,16360646000.0,,9102793000.0,3430953000.0,,,,,,,,,,179430307000.0,,,121825418000.0,,38305839000.0,81642653000.0,563295000.0,,,,,,,,,,,,,,1483806000.0,,333052000.0,,,,,1200088000.0,1112783000.0,506173584000.0,9000000000.0,14180457000.0,,,859900000.0,,,14726600000.0,331912665000.0,,,,,,,,710313000.0,644756000.0,3955099000.0,,3000000.0,,,,,,,,,98812946000.0,,,1666367000.0,476472103000.0,3421554000.0,5895455000.0,,2021865000.0,29701481000.0,12960079000.0,,,29701481000.0,506173584000.0,,,,,,-59980000.0,,,,5462508000.0,,,,,,,,
3973,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2019-03-25,2017-01-01,2017-12-31,2018-12-31,1,321003,定期报告,2593308000.0,,,62439926000.0,,,,0.0,10421878000.0,,5518780000.0,2884924000.0,,,,,,,,,,140514680000.0,,,134711083000.0,,24742734000.0,69609368000.0,563295000.0,,,,,,,,,,,,,,1461138000.0,,335187000.0,,,,,1335057000.0,1067297000.0,458198655000.0,8500000000.0,14267355000.0,,,4800000000.0,0.0,,16439956000.0,325240320000.0,,,,,,,,720291000.0,504076000.0,3391907000.0,,3000000.0,,,,,,,,,59528634000.0,,,1697255000.0,435092794000.0,3079398000.0,3595953000.0,,2021865000.0,23105861000.0,9270193000.0,,,23105861000.0,458198655000.0,,,,,,-324029000.0,,,,5462481000.0,,,,,,,,
3974,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2019-03-25,2018-01-01,2018-12-31,2018-12-31,0,321003,定期报告,4739183000.0,,,42526097000.0,,,,1300000000.0,20717679000.0,,7640736000.0,3829160000.0,,,,,,,,,,186724413000.0,,,113194334000.0,,36017764000.0,94051516000.0,564845000.0,,,,,,,,,,,,,,1488685000.0,,410404000.0,,,,,1652511000.0,1005994000.0,515863321000.0,10200000000.0,19177052000.0,,,413760000.0,0.0,,10622400000.0,332851098000.0,,,,,,,,872494000.0,926489000.0,4285646000.0,,3000000.0,,,,,,,,,102412027000.0,,,3357075000.0,485121041000.0,3421554000.0,5895455000.0,,2021865000.0,30742280000.0,12725288000.0,,,30742280000.0,515863321000.0,,,,,,267423000.0,,,,6410695000.0,,,,,,,,
4181,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2019-04-29,2018-01-01,2018-12-31,2019-03-31,1,321003,定期报告,4739183000.0,,,42526097000.0,,,,1300000000.0,20717679000.0,,7640736000.0,3829160000.0,,,,,,,,,,186724413000.0,,,113194334000.0,,36017764000.0,94051516000.0,564845000.0,,,,,,,,,,,,,,1488685000.0,,410404000.0,,,,,1652511000.0,1005994000.0,515863321000.0,10200000000.0,19177052000.0,,,413760000.0,,,10622400000.0,332851098000.0,,,,,,,,872494000.0,926489000.0,4285646000.0,,3000000.0,,,,,,,,,102412027000.0,,,3357075000.0,485121041000.0,3421554000.0,5895455000.0,,2021865000.0,30742280000.0,12725288000.0,,,30742280000.0,515863321000.0,,,,,,267423000.0,,,,6410695000.0,,,,,,,,
4182,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2019-04-29,2019-01-01,2019-03-31,2019-03-31,0,321003,定期报告,4601865000.0,,,43130638000.0,,,,1172734000.0,67399778000.0,,24247578000.0,,,,,,,,,,,199934628000.0,,,,,,,870845000.0,,,,,,,,,,,,,,1470479000.0,,393020000.0,,,,,1834146000.0,1172471000.0,559954457000.0,7810188000.0,20729858000.0,,,474981000.0,,,3214053000.0,374213556000.0,,,,,,,,778158000.0,953864000.0,,,183678000.0,,,,,,,,,117165401000.0,,,2799050000.0,528322787000.0,3421554000.0,5780930000.0,,2021865000.0,31631670000.0,13578130000.0,,,31631670000.0,559954457000.0,,,,,,418496000.0,,,,6410695000.0,,,189051852000.0,24670673000.0,3750000.0,,,
6232,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2019-08-19,2018-01-01,2018-12-31,2019-06-30,1,321003,定期报告,4739183000.0,,,42526097000.0,,,,1300000000.0,20717679000.0,,7640736000.0,3829160000.0,,,,,,,,,,186724413000.0,,,113194334000.0,,36017764000.0,94051516000.0,564845000.0,,,,,,,,,,,,,,1488685000.0,,410404000.0,,,,,1652511000.0,1005994000.0,515863321000.0,10200000000.0,19177052000.0,,,413760000.0,,,10622400000.0,332851098000.0,,,,,,,,872494000.0,926489000.0,4285646000.0,,3000000.0,,,,,,,,,102412027000.0,,,3357075000.0,485121041000.0,3421554000.0,5895455000.0,,2021865000.0,30742280000.0,12725288000.0,,,30742280000.0,515863321000.0,,,,,,267423000.0,,,,6410695000.0,,,,,,,,
6233,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2019-08-19,2019-01-01,2019-06-30,2019-06-30,0,321003,定期报告,4472519000.0,,,43058810000.0,,,,2268468000.0,67525225000.0,,10577725000.0,,,,,,,,,,,212503666000.0,,,,,,,870845000.0,,,,,,,,,,,,,,1432177000.0,,404638000.0,,,,,2066311000.0,1016881000.0,564112615000.0,6601095000.0,19997888000.0,,,2876580000.0,657268000.0,,20898362000.0,359076901000.0,,,,,,,,769656000.0,803487000.0,,,204375000.0,,,,,,,,,116149639000.0,,,4141871000.0,532177122000.0,3421554000.0,5895455000.0,,2021865000.0,31935493000.0,13953321000.0,,,31935493000.0,564112615000.0,,,,,,232603000.0,,,,6410695000.0,,,196820809000.0,21090791000.0,3750000.0,,,
6546,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2019-10-30,2018-01-01,2018-12-31,2019-09-30,1,321003,定期报告,4739183000.0,,,42526097000.0,,,,1300000000.0,20717679000.0,,7640736000.0,3829160000.0,,,,,,,,,,186724413000.0,,,113194334000.0,,36017764000.0,94051516000.0,564845000.0,,,,,,,,,,,,,,1488685000.0,,410404000.0,,,,,1652511000.0,1005994000.0,515863321000.0,10200000000.0,19177052000.0,,,413760000.0,,,10622400000.0,332851098000.0,,,,,,,,872494000.0,926489000.0,4285646000.0,,3000000.0,,,,,,,,,102412027000.0,,,3357075000.0,485121041000.0,3421554000.0,5895455000.0,,2021865000.0,30742280000.0,12725288000.0,,,30742280000.0,515863321000.0,,,,,,267423000.0,,,,6410695000.0,,,,,,,,
6547,300021960,长沙银行股份有限公司,601577.XSHG,601577,,,2019-10-30,2019-01-01,2019-09-30,2019-09-30,0,321003,定期报告,2868356000.0,,,40077884000.0,,,,3960409000.0,74096089000.0,20000.0,3784467000.0,,,,,,,,,,,225980750000.0,,,,,,,870845000.0,,,,,,,,,,,,,,1452126000.0,,391750000.0,,,,,2264715000.0,1041812000.0,576037079000.0,4043010000.0,17915353000.0,,,2827224000.0,,20000.0,23181509000.0,366844445000.0,,,,,,,,784954000.0,1063866000.0,,,207909000.0,,,,,,,,,124378968000.0,,,1406958000.0,542654216000.0,3421554000.0,5895455000.0,,2021865000.0,33382863000.0,15369293000.0,,,33382863000.0,576037079000.0,,,,,,264001000.0,,,,6410695000.0,,,197853620000.0,21390486000.0,3750000.0,,,
