id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
338663,601577.XSHG,2020-09-30,2020-10-30,2020-09-30,0.4021,1373548000.0,1830129000.0,242213000.0,3.2,3.2,0.22,34.31,,57.27,42.73,34.31,,28.55,,86.83,13.25,99.83,,249.0,582.67,0.92,5.08,0.92,5.08,-5.82,7.73,-4.06,5.22,-6.8,2.75,2020q3
376265,601577.XSHG,2020-12-31,2021-04-28,2020-12-31,0.3186,1079914000.0,1340897000.0,535650000.0,2.48,2.46,0.16,23.01,,72.7,27.3,23.01,,35.45,,60.4,40.18,99.05,,-87.91,-322.01,6.42,14.69,6.42,14.69,12.15,-26.73,10.57,-23.09,16.93,-20.76,2020q4
375487,601577.XSHG,2021-03-31,2021-04-28,2021-03-31,0.4006,1610274000.0,1272677000.0,753394000.0,3.35,3.35,0.23,34.2,,57.83,42.17,34.2,,29.73,,62.78,37.16,99.96,,-237.11,-896.09,1.2,-2.07,1.2,-2.07,5.36,51.27,5.14,45.54,5.07,47.76,2021q1
399400,601577.XSHG,2021-06-30,2021-08-18,2021-06-30,0.4649,1572223000.0,1254891000.0,738264000.0,3.59,3.02,0.26,35.04,,56.61,43.39,35.04,,22.11,,52.51,30.89,84.1,,354.13,1565.66,36.13,15.35,36.13,15.35,41.7,18.67,39.22,18.2,39.62,16.05,2021q2
412507,601577.XSHG,2021-09-30,2021-10-26,2021-09-30,0.3878,1541220000.0,1080930000.0,924336000.0,2.93,2.9,0.21,31.06,,61.92,38.08,31.06,,27.79,,53.23,45.51,98.84,,169.57,836.62,24.53,-3.87,24.53,-3.87,10.97,-15.63,12.73,-14.8,13.33,-16.59,2021q3
427042,601577.XSHG,2021-12-31,2022-04-29,2021-12-31,0.3144,1286568000.0,1579901000.0,833839000.0,2.32,2.36,0.17,25.58,,69.48,30.52,25.58,,34.71,,47.79,53.41,101.75,,-264.16,-865.61,5.41,-2.93,5.41,-2.93,17.82,-22.21,17.16,-20.07,15.98,-18.91,2021q4
427843,601577.XSHG,2022-03-31,2022-04-29,2022-03-31,0.4529,1820765000.0,2294169000.0,954585000.0,3.26,3.26,0.23,35.0,,57.41,42.59,35.0,,28.71,,58.44,41.64,99.97,,-97.94,-229.98,12.01,4.06,12.01,4.06,13.1,45.21,14.64,42.41,13.05,44.04,2022q1
1216435,601577.XSHG,2022-06-30,2022-08-30,2022-06-30,0.4378,1779023000.0,2263798000.0,1140883000.0,3.09,3.12,0.22,31.49,,61.45,38.55,31.49,,24.4,,50.13,50.94,101.05,,-108.73,-282.05,5.84,9.0,5.84,9.0,-5.95,-1.32,-4.88,-1.92,-5.83,-3.34,2022q2
1371144,601577.XSHG,2022-09-30,2022-10-29,2022-09-30,0.4401,1747407000.0,2271822000.0,985511000.0,3.04,3.0,0.21,30.8,,62.34,37.66,30.8,,28.47,,56.8,43.51,98.72,,-175.49,-466.02,13.13,2.74,13.13,2.74,11.86,0.35,12.17,0.46,13.51,0.54,2022q3
2036777,601577.XSHG,2022-12-31,2023-04-29,2022-12-31,0.3629,1458204000.0,1894487000.0,447401000.0,2.44,2.44,0.17,27.81,,66.02,33.98,27.81,,31.84,,76.61,23.69,99.91,,752.87,2215.54,7.69,-7.59,7.69,-7.59,19.91,-16.61,17.11,-16.54,15.42,-17.55,2022q4
2041783,601577.XSHG,2023-03-31,2023-04-29,2023-03-31,0.4922,2024754000.0,2539063000.0,767821000.0,3.24,3.31,0.22,34.37,,58.25,41.75,34.37,,26.42,,69.75,30.23,102.29,,-202.73,-485.57,12.88,9.08,12.88,9.08,10.67,34.02,10.86,34.81,8.68,35.62,2023q1
2628663,601577.XSHG,2023-06-30,2023-08-25,2023-06-30,0.493,1980713000.0,2517760000.0,1009510000.0,3.17,3.17,0.22,32.35,,61.52,38.48,32.35,,24.84,,59.95,40.13,99.91,,-13.6,-35.33,11.42,7.58,11.42,7.58,11.22,-0.84,14.44,1.25,12.61,0.16,2023q2
2999735,601577.XSHG,2023-09-30,2023-10-27,2023-09-30,0.4682,1886315000.0,2293365000.0,662683000.0,2.95,2.95,0.19,31.23,,62.57,37.43,31.23,,27.6,,71.26,28.96,100.19,,374.28,1000.03,1.57,-6.34,1.57,-6.34,0.95,-8.91,3.01,-9.57,6.37,-5.03,2023q3
3019672,601577.XSHG,2023-12-31,2024-04-27,2023-12-31,0.4024,1614130000.0,2057263000.0,807727000.0,2.47,2.47,0.17,28.61,,66.0,34.0,28.61,,33.22,,61.14,39.52,99.74,,539.14,1585.87,8.54,-1.24,8.54,-1.24,8.59,-10.3,11.64,-9.55,10.89,-14.04,2023q4
3022344,601577.XSHG,2024-03-31,2024-04-27,2024-03-31,0.5205,2091070000.0,2620735000.0,1123843000.0,3.11,3.11,0.21,33.22,,60.06,39.94,33.22,,26.75,,57.42,43.11,99.89,,-361.43,-904.85,7.89,8.42,7.89,8.42,3.22,27.39,4.25,25.89,5.75,29.34,2024q1
3135564,601577.XSHG,2024-06-30,2024-08-30,2024-06-30,0.5042,2042546000.0,2462898000.0,1291887000.0,2.95,2.98,0.19,31.67,,62.0,38.0,31.67,,27.18,,48.01,52.97,100.74,,-421.71,-1109.78,-0.93,-1.21,-0.93,-1.21,-2.18,-6.02,-3.01,-5.81,2.27,-3.14,2024q2
3144852,601577.XSHG,2024-09-30,2024-10-30,2024-09-30,0.5137,2062820000.0,2549215000.0,1042447000.0,2.85,2.85,0.19,32.67,,60.34,39.66,32.67,,25.71,,59.14,40.92,99.86,,72.78,183.52,4.9,-0.82,4.9,-0.82,11.16,3.5,9.72,2.29,9.72,1.89,2024q3
3177442,601577.XSHG,2024-12-31,2025-04-26,2024-12-31,0.4078,1633417000.0,1835247000.0,474130000.0,2.13,2.12,0.14,24.39,,71.61,28.39,24.39,,34.18,,74.37,25.91,99.6,,1077.77,3796.79,6.84,0.58,6.84,0.58,-10.79,-28.01,-8.91,-24.9,1.34,-20.61,2024q4
3177930,601577.XSHG,2025-03-31,2025-04-26,2025-03-31,0.5404,2169501000.0,2598958000.0,1076893000.0,2.76,2.76,0.19,32.14,,61.83,38.17,32.14,,24.44,,58.51,41.4,99.83,,-775.19,-2031.01,3.78,5.32,3.78,5.32,-0.83,41.61,0.44,38.81,3.81,32.51,2025q1
3201235,601577.XSHG,2025-06-30,2025-08-30,2025-06-30,0.5361,2169961000.0,2534076000.0,1538426000.0,2.71,2.73,0.18,33.65,,60.65,39.35,33.65,,29.51,,39.58,61.15,100.66,,99.17,252.04,-0.64,-5.42,-0.64,-5.42,2.89,-2.5,5.58,-0.98,6.33,-0.8,2025q2
3212677,601577.XSHG,2025-09-30,2025-10-31,2025-09-30,0.5542,2223402000.0,2705009000.0,1445078000.0,2.77,2.77,0.18,34.95,,58.2,41.8,34.95,,26.1,,46.61,53.46,99.77,,414.77,992.34,0.68,0.49,0.68,0.49,6.11,6.75,7.72,4.37,7.88,3.38,2025q3
3256574,601577.XSHG,2025-12-31,2026-04-29,2025-12-31,0.3854,1493424000.0,2261450000.0,619963000.0,1.93,1.86,0.12,27.29,,60.67,39.33,27.29,,31.57,,73.17,27.64,96.35,,987.21,2509.97,-11.07,-11.16,-11.07,-11.16,23.22,-16.4,-0.48,-30.62,-5.48,-30.45,2025q4
3255977,601577.XSHG,2026-03-31,2026-04-29,2026-03-31,0.5716,2300871000.0,2945840000.0,1360385000.0,2.82,2.83,0.18,32.27,,59.05,40.95,32.27,,24.15,,53.92,46.26,100.1,,-299.98,-732.47,5.64,25.1,5.64,25.1,13.35,30.26,6.03,47.9,5.77,48.29,2026q1
