id,code,statDate,pubDate,statDate.1,goods_sale_and_service_render_cash,net_deposit_increase,net_borrowing_from_central_bank,net_borrowing_from_finance_co,net_original_insurance_cash,net_cash_received_from_reinsurance_business,net_insurer_deposit_investment,net_deal_trading_assets,interest_and_commission_cashin,net_increase_in_placements,net_buyback,tax_levy_refund,other_cashin_related_operate,subtotal_operate_cash_inflow,goods_and_services_cash_paid,net_loan_and_advance_increase,net_deposit_in_cb_and_ib,original_compensation_paid,handling_charges_and_commission,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_withdrawal_cash,invest_proceeds,fix_intan_other_asset_dispo_cash,net_cash_deal_subcompany,other_cash_from_invest_act,subtotal_invest_cash_inflow,fix_intan_other_asset_acqui_cash,invest_cash_paid,impawned_loan_net_increase,net_cash_from_sub_company,other_cash_to_invest_act,subtotal_invest_cash_outflow,net_invest_cash_flow,cash_from_invest,cash_from_mino_s_invest_sub,cash_from_borrowing,cash_from_bonds_issue,other_finance_act_cash,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,proceeds_from_sub_to_mino_s,other_finance_act_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,requested_period
294109,601577.XSHG,2018-03-31,2018-08-14,2018-03-31,,-22505932000.0,-500000000.0,4562640000.0,,,,,3080642000.0,,,,10176000.0,-15352474000.0,,10170362000.0,-5654884000.0,,1916745000.0,,794171000.0,312181000.0,1944707000.0,9483282000.0,-24835756000.0,277223791000.0,2407524000.0,,,2319000.0,279633634000.0,67079000.0,278821149000.0,,,0.0,278888228000.0,745406000.0,0.0,,,32343065000.0,0.0,32343065000.0,18250000000.0,26250000.0,,0.0,18276250000.0,14066815000.0,-12922000.0,-10036457000.0,26056960000.0,16020503000.0,2018q1
145594,601577.XSHG,2018-06-30,2018-08-14,2018-06-30,,22505932000.0,,,,,,,-3080642000.0,,,,-10176000.0,,,-10170362000.0,5654884000.0,,-1916745000.0,,-794171000.0,,-1944707000.0,,-4938860000.0,,-2407524000.0,,,-2319000.0,,,-278821149000.0,,,0.0,,-1543985000.0,0.0,,,-32343065000.0,0.0,,,-26250000.0,,0.0,,9847691000.0,,3380978000.0,,,2018q2
135592,601577.XSHG,2018-09-30,2018-10-30,2018-09-30,,5512511000.0,,,,,,,9622154000.0,,,,100879000.0,,,41894678000.0,-4832248000.0,,4541098000.0,,1697005000.0,,1516274000.0,,-7700262000.0,,7915011000.0,,,103521000.0,,,1192641709000.0,,,,,-9456699000.0,2641657000.0,,,127024103000.0,84265000.0,,,594925000.0,,,,15150594000.0,,-1992806000.0,19401481000.0,17408675000.0,2018q3
136524,601577.XSHG,2018-12-31,2019-03-25,2018-12-31,,3439304000.0,1350000000.0,-2010340000.0,,,,,4512517000.0,,,,1715021000.0,9006502000.0,,8857790000.0,-2618226000.0,,1989122000.0,,885658000.0,625589000.0,53904000.0,9793837000.0,-787335000.0,602872769000.0,2679891000.0,,,-91627000.0,605461033000.0,158045000.0,608413698000.0,,,,608571743000.0,-3110710000.0,0.0,,,36596157000.0,-84265000.0,36511892000.0,33930000000.0,25735000.0,,,33955735000.0,2556157000.0,-1617000.0,-1343505000.0,17408675000.0,16065170000.0,2018q4
143290,601577.XSHG,2019-03-31,2019-04-29,2019-03-31,,40356205000.0,-2499362000.0,,,,,,3720641000.0,-623705000.0,,,-540813000.0,33000976000.0,,14057118000.0,-3657435000.0,,2083632000.0,,916836000.0,681056000.0,588149000.0,20752681000.0,12248295000.0,70548891000.0,2269901000.0,-1121000.0,,,72817671000.0,21470000.0,73149480000.0,,,,73170950000.0,-353279000.0,294000000.0,294000000.0,,36296352000.0,,36590352000.0,22830000000.0,,,,22830000000.0,13760352000.0,-13030000.0,25642338000.0,16065170000.0,41707508000.0,2019q1
146681,601577.XSHG,2019-06-30,2019-08-19,2019-06-30,,-18193765000.0,-1130638000.0,,,,,,4555597000.0,,,,577803000.0,9682957000.0,,17008666000.0,-1042946000.0,,1581233000.0,,697084000.0,841387000.0,392734000.0,20714308000.0,-11031351000.0,66963292000.0,2677491000.0,2910000.0,,,69643693000.0,68340000.0,74574492000.0,,,,74642832000.0,-4999139000.0,0.0,0.0,,35923071000.0,,35923071000.0,37650000000.0,,,,37957000000.0,-2033929000.0,15937000.0,-18048482000.0,41707508000.0,23659026000.0,2019q2
155477,601577.XSHG,2019-09-30,2019-10-30,2019-09-30,,6091043000.0,-2500000000.0,,,,,,4344496000.0,869046000.0,,,107446000.0,11199208000.0,,17169480000.0,-3216760000.0,,2117734000.0,,556996000.0,527292000.0,2313908000.0,26645707000.0,-15446499000.0,-66963292000.0,2787612000.0,339000.0,,,-64175341000.0,98053000.0,-65628670000.0,,,,-65530617000.0,1355276000.0,0.0,0.0,,51000124000.0,,51000124000.0,43630000000.0,1183752000.0,,,44813752000.0,6186372000.0,25356000.0,-7879495000.0,23659026000.0,15779531000.0,2019q3
166226,601577.XSHG,2019-12-31,2020-03-30,2019-12-31,,13418444000.0,-2610000000.0,,,,,,5380383000.0,-162436000.0,,,-58487000.0,6791154000.0,,10626214000.0,3716289000.0,,2608846000.0,,582091000.0,536806000.0,-384719000.0,18350167000.0,-11559013000.0,208491220000.0,2075631000.0,2412000.0,,,210569263000.0,405420000.0,195986218000.0,,,,196391638000.0,14177625000.0,5994680000.0,0.0,,38026231000.0,,44020911000.0,38630000000.0,122713000.0,,,38755808000.0,5265103000.0,-11328000.0,7872387000.0,15779531000.0,23651918000.0,2019q4
174202,601577.XSHG,2020-03-31,2020-04-30,2020-03-31,,17252208000.0,4750600000.0,,,,,,4916131000.0,815189000.0,-9605200000.0,,1332000.0,18130260000.0,,17191891000.0,-1992540000.0,,1665864000.0,,1193578000.0,753175000.0,11435416000.0,30247384000.0,-12117124000.0,59047341000.0,2598108000.0,15000.0,,,61645464000.0,54774000.0,54563201000.0,,,,54617975000.0,7027489000.0,,,,32733395000.0,,32733395000.0,31080000000.0,132000.0,,3095000.0,31083227000.0,1650168000.0,12898000.0,-3426569000.0,23651918000.0,20225349000.0,2020q1
190146,601577.XSHG,2020-06-30,2020-08-28,2020-06-30,,36231198000.0,1336700000.0,,,,,,5186844000.0,1154844000.0,3300776000.0,,491224000.0,47701586000.0,,15215169000.0,3158529000.0,,2279844000.0,,542027000.0,776990000.0,-964181000.0,21008378000.0,26693208000.0,82312541000.0,2031289000.0,145000.0,,,84343975000.0,108638000.0,90484341000.0,,,,90592979000.0,-6249004000.0,,,,29435606000.0,,29435606000.0,45020000000.0,294349000.0,,,45311254000.0,-15875648000.0,9605000.0,4578161000.0,20225349000.0,24803510000.0,2020q2
