code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
601963.XSHG,bank_indicator,2021-12-31,,2021,total_loan,bank_indicator.csv,total_loan,318061937000.0,318061937000.0,318061937000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,total_deposit,bank_indicator.csv,total_deposit,338695343000.0,338695343000.0,338695343000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,interest_earning_assets,bank_indicator.csv,interest_earning_assets,563322932000.0,563322932000.0,563322932000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,non_interest_earning_assets,bank_indicator.csv,non_interest_earning_assets,55630688000.0,55630688000.0,55630688000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,interest_earning_assets_yield,bank_indicator.csv,interest_earning_assets_yield,4.87,4.87,4.87,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,interest_bearing_liabilities,bank_indicator.csv,interest_bearing_liabilities,537862333000.0,537862333000.0,537862333000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,non_interest_bearing_liabilities,bank_indicator.csv,non_interest_bearing_liabilities,31844592000.0,31844592000.0,31844592000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,interest_bearing_liabilities_interest_rate,bank_indicator.csv,interest_bearing_liabilities_interest_rate,2.94,2.94,2.94,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,non_interest_income,bank_indicator.csv,non_interest_income,2918457000.0,2918457000.0,2918457000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,non_interest_income_ratio,bank_indicator.csv,non_interest_income_ratio,20.1062,20.1062,20.1062,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,net_interest_margin,bank_indicator.csv,net_interest_margin,2.06,2.06,2.06,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,net_profit_margin,bank_indicator.csv,net_profit_margin,1.93,1.93,1.93,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,core_level_capital,bank_indicator.csv,core_level_capital,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601963.XSHG,bank_indicator,2021-12-31,,2021,net_core_level_capital,bank_indicator.csv,net_core_level_capital,43214481000.0,43214481000.0,43214481000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,core_level_capital_adequacy_ratio,bank_indicator.csv,core_level_capital_adequacy_ratio,9.36,9.36,9.36,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,net_level_1_capital,bank_indicator.csv,net_level_1_capital,48277879000.0,48277879000.0,48277879000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,level_1_capital_adequacy_ratio,bank_indicator.csv,level_1_capital_adequacy_ratio,10.45,10.45,10.45,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,net_capital,bank_indicator.csv,net_capital,59974137000.0,59974137000.0,59974137000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,capital_adequacy_ratio,bank_indicator.csv,capital_adequacy_ratio,12.99,12.99,12.99,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,weighted_risky_asset,bank_indicator.csv,weighted_risky_asset,461807558000.0,461807558000.0,461807558000.0,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,deposit_loan_ratio,bank_indicator.csv,deposit_loan_ratio,93.91,93.91,93.91,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,short_term_asset_liquidity_ratio_CNY,bank_indicator.csv,short_term_asset_liquidity_ratio_CNY,78.51,78.51,78.51,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,short_term_asset_liquidity_ratio_FC,bank_indicator.csv,short_term_asset_liquidity_ratio_FC,622.1,622.1,622.1,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,Nonperforming_loan_rate,bank_indicator.csv,Nonperforming_loan_rate,1.3,1.3,1.3,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,single_largest_customer_loan_ratio,bank_indicator.csv,single_largest_customer_loan_ratio,3.3,3.3,3.3,,identity_q1_or_ytd_diff,True,
601963.XSHG,bank_indicator,2021-12-31,,2021,top_ten_customer_loan_ratio,bank_indicator.csv,top_ten_customer_loan_ratio,23.9,23.9,23.9,,identity_q1_or_ytd_diff,True,
