id,code,statDate,pubDate,statDate.1,goods_sale_and_service_render_cash,net_deposit_increase,net_borrowing_from_central_bank,net_borrowing_from_finance_co,net_original_insurance_cash,net_cash_received_from_reinsurance_business,net_insurer_deposit_investment,net_deal_trading_assets,interest_and_commission_cashin,net_increase_in_placements,net_buyback,tax_levy_refund,other_cashin_related_operate,subtotal_operate_cash_inflow,goods_and_services_cash_paid,net_loan_and_advance_increase,net_deposit_in_cb_and_ib,original_compensation_paid,handling_charges_and_commission,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_withdrawal_cash,invest_proceeds,fix_intan_other_asset_dispo_cash,net_cash_deal_subcompany,other_cash_from_invest_act,subtotal_invest_cash_inflow,fix_intan_other_asset_acqui_cash,invest_cash_paid,impawned_loan_net_increase,net_cash_from_sub_company,other_cash_to_invest_act,subtotal_invest_cash_outflow,net_invest_cash_flow,cash_from_invest,cash_from_mino_s_invest_sub,cash_from_borrowing,cash_from_bonds_issue,other_finance_act_cash,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,proceeds_from_sub_to_mino_s,other_finance_act_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,requested_period
147567,002966.XSHE,2019-06-30,2019-08-23,2019-06-30,,294124932.0,,,,,,,3082024378.0,,,,332294094.0,3953091383.0,,3537412225.0,,,1336995093.0,,337386114.0,465028051.0,-172271643.0,12727382856.0,-8774291473.0,25084475849.0,1001125122.0,19073012.0,,,26104673983.0,37664548.0,31930934166.0,,,,31968598714.0,-5863924731.0,,,,35470000000.0,,35470000000.0,31292552912.0,612902300.0,,,31905455212.0,3564544788.0,58775828.0,-11014895588.0,25368267927.0,14353372339.0,2019q2
158706,002966.XSHE,2019-09-30,2019-10-31,2019-09-30,,577030117.0,,,,,,,2883713669.0,,,,102986127.0,1454011586.0,,2483346027.0,,,1193090751.0,,334188890.0,206484156.0,490148193.0,-1690443521.0,3144455107.0,31160908868.0,781773650.0,4131215.0,,,31946813733.0,41496211.0,39960374915.0,,,,40001871126.0,-8055057393.0,,,,57810000000.0,,60430000006.0,58111086874.0,668423638.0,,,58829203564.0,1600796442.0,21453650.0,-3288352194.0,14353372339.0,11065020145.0,2019q3
166991,002966.XSHE,2019-12-31,2020-03-31,2019-12-31,,2218340907.0,,,,,,,2897300509.0,,,,-4901621.0,13756939723.0,,6661712556.0,,,1452073498.0,,310602249.0,190610114.0,548330834.0,23185626747.0,-9428687024.0,70226321496.0,1723228257.0,-4457093.0,,,71945092660.0,131751871.0,43705657908.0,,,,43837409779.0,28107682881.0,-1.0,,,52545220215.0,,52545220214.0,63163013511.0,369552474.0,,-4905001.0,63527660984.0,-10982440770.0,-8384196.0,7688170891.0,11065020145.0,18753191036.0,2019q4
172871,002966.XSHE,2020-03-31,2020-04-29,2020-03-31,,23376203445.0,2004514401.0,683747504.0,,,,,3082293139.0,,,,460800257.0,29607558746.0,,9274867928.0,433169887.0,,1747899483.0,,718253378.0,66550734.0,22933854069.0,38974484031.0,-9366925285.0,49395365453.0,1013936233.0,39869696.0,,,50449171382.0,32757852.0,61869390391.0,,,,61902148243.0,-11452976861.0,,,,60414149466.0,,60414149466.0,43270000000.0,314398666.0,,,43584398666.0,16829750800.0,28302832.0,-3961848514.0,18753191036.0,14791342522.0,2020q1
191312,002966.XSHE,2020-06-30,2020-08-31,2020-06-30,,7419716010.0,5649492019.0,,,,,,3469247378.0,,,,2239569950.0,20039635474.0,,11483651846.0,,,1649551474.0,,369279869.0,687286357.0,6153964096.0,4712784643.0,15326850831.0,258602583902.0,1489168732.0,-1680031.0,,,260090072603.0,50447465.0,266691811868.0,,,,266742259333.0,-6652186730.0,,,,52924596249.0,,53154596249.0,58437809304.0,1221404241.0,,,59659213545.0,-6504617296.0,-14691731.0,2155355074.0,14791342522.0,16946697596.0,2020q2
196017,002966.XSHE,2020-09-30,2020-10-30,2020-09-30,,-1477532800.0,2821883067.0,,,,,,2772352174.0,-704253301.0,,,-397191175.0,3017353585.0,,4995629310.0,,,1505961178.0,,304161870.0,205085038.0,-18534386000.0,-125658044.0,3143011629.0,231025781321.0,1511118312.0,246112.0,,,232537145745.0,81353737.0,234527806504.0,,,,234609160241.0,-2072014496.0,0.0,,,22750586677.0,,22750586677.0,29578258142.0,241738025.0,,,29819996167.0,-7069409490.0,-59394173.0,-6057806530.0,16946697596.0,10888891066.0,2020q3
218920,002966.XSHE,2020-12-31,2021-04-27,2020-12-31,,-2169468339.0,9323320973.0,,,,,,5829866462.0,8886317912.0,,,736610636.0,22604552024.0,,6517619989.0,,,1318216699.0,,340650739.0,121846356.0,4274284698.0,12572618481.0,10031933543.0,-268761034471.0,-1318882771.0,5198775.0,,,-270074718467.0,153898416.0,-268775043107.0,,,,-268621144691.0,-1453573776.0,0.0,,,39847398525.0,,39847398525.0,48461027294.0,234196914.0,,,48695224208.0,-8847825683.0,-38096601.0,-307562517.0,10888891066.0,10581328549.0,2020q4
218821,002966.XSHE,2021-03-31,2021-04-27,2021-03-31,,25282446769.0,,,,,,,2870325003.0,2469378952.0,,,261435799.0,38096913745.0,,10588160659.0,1641863780.0,,1983300968.0,,896596883.0,265698772.0,431371075.0,21550625717.0,16546288028.0,61288312203.0,1635311535.0,,,,62923623738.0,42145740.0,81904069781.0,,,,81946215521.0,-19022591783.0,,,,31590148334.0,,31590148334.0,19849032777.0,296656830.0,,,20167927255.0,11422221079.0,12737164.0,8958654488.0,10581328549.0,19539983037.0,2021q1
226844,002966.XSHE,2021-06-30,2021-08-30,2021-06-30,,-6010256511.0,,,,,,,3791655457.0,-1412018032.0,,,-134786277.0,-6297993979.0,,8862337720.0,-971587369.0,,1735327047.0,,366590285.0,828142947.0,628225394.0,17778493812.0,-24076487791.0,95032853478.0,1281234997.0,,,,96314088475.0,53607092.0,96121280886.0,,,,96174887978.0,139200497.0,,,,71196036259.0,,71196036259.0,54418192012.0,1172622588.0,,,55610338561.0,15585697698.0,-16435293.0,-8368024889.0,19539983037.0,11171958148.0,2021q2
231663,002966.XSHE,2021-09-30,2021-10-30,2021-09-30,,5538664387.0,,,,,,,3387573966.0,,,,36623267.0,6123827891.0,,2196761150.0,-170262595.0,,1949941015.0,,269037958.0,133967370.0,168918743.0,5276443729.0,847384162.0,93554784551.0,1460347890.0,,,,95015132441.0,124757302.0,90574200852.0,,,,90698958154.0,4316174287.0,,,,47590918154.0,,47590918154.0,44792512917.0,619002643.0,,,45442120045.0,2148798109.0,12470011.0,7324826569.0,11171958148.0,18496784717.0,2021q3
233285,002966.XSHE,2021-12-31,2022-03-29,2021-12-31,,4700007898.0,148925972.0,,,,,,3808310059.0,,,,1598541056.0,11187879071.0,,8863330965.0,,,1742583969.0,,570395354.0,124839911.0,1334159983.0,12135296366.0,-947417295.0,69730536155.0,1468694557.0,,,,71208535264.0,302135985.0,76745169027.0,,,,77047305012.0,-5838769748.0,,,,45201706828.0,,45201706828.0,42023060852.0,412004683.0,,35855778.0,42470921313.0,2730785515.0,-64944840.0,-4120346368.0,18496784717.0,14376438349.0,2021q4
237695,002966.XSHE,2022-03-31,2022-04-27,2022-03-31,,28005871213.0,,,,,,2332856600.0,3888854883.0,3811811537.0,,,6979609536.0,45019003769.0,,17007947512.0,1590660061.0,,2755760348.0,,919201984.0,282772816.0,6798144077.0,29354486798.0,15664516971.0,76852712501.0,1455373468.0,,,,78308085969.0,113067776.0,97360880171.0,,,,97473947947.0,-19165861978.0,117600000.0,,,65037080186.0,,65154680186.0,58802606255.0,507479148.0,,36964871.0,59347050274.0,5807629912.0,-35079811.0,2271205094.0,14376438349.0,16647643443.0,2022q1
243737,002966.XSHE,2022-06-30,2022-08-23,2022-06-30,,8060142255.0,,,,,,,4055664048.0,234041679.0,1742136567.0,,3547865053.0,15306993002.0,,9506844372.0,-872511822.0,,1955684771.0,,460539832.0,1128799976.0,5111099297.0,17290456426.0,-1983463424.0,79773686342.0,1547034567.0,,,,81320720909.0,43955917.0,79490969667.0,,,,79534925584.0,1785795325.0,0.0,,,52836207099.0,,55835108042.0,57372967726.0,1377626234.0,,31709119.0,58782303079.0,-2947195037.0,129252162.0,-3015610974.0,16647643443.0,13632032469.0,2022q2
247597,002966.XSHE,2022-09-30,2022-10-24,2022-09-30,,1246365478.0,,,,,,,3942533635.0,-1903172439.0,,,5002806495.0,2429660504.0,,7150845788.0,-266869292.0,,2107696965.0,,477108466.0,355467845.0,6012380031.0,15836629803.0,-13406969299.0,88662317710.0,1449990245.0,,,,90112307955.0,112320145.0,86905339675.0,,,,87017659820.0,3094648135.0,0.0,,,56177119983.0,0.0,56177119983.0,48498478597.0,575020451.0,,27956175.0,49101455223.0,7075664760.0,158204725.0,-3078451679.0,13632032469.0,10553580790.0,2022q3
256221,002966.XSHE,2022-12-31,2023-04-25,2022-12-31,,8001515380.0,,,,,,203117426.0,4311798217.0,5719938256.0,,,-8286510779.0,13948074230.0,,8569715759.0,-249743944.0,,1689767613.0,,477737871.0,411033843.0,2742906009.0,13641417151.0,306657079.0,87049280473.0,1401504526.0,,,,88482176537.0,149861514.0,87527988160.0,,,,87677849674.0,804326863.0,0.0,,,49798779984.0,0.0,49798779984.0,46101721465.0,378780597.0,,37935089.0,46518437151.0,3280342833.0,34880992.0,4426207767.0,10553580790.0,14979788557.0,2022q4
256327,002966.XSHE,2023-03-31,2023-04-25,2023-03-31,,36758046993.0,523614395.0,,,,,,4225124871.0,1249351086.0,4898650000.0,,1415396338.0,49070183683.0,,18081916421.0,1132705381.0,,2228134494.0,,1143825461.0,416619215.0,4291460467.0,27294661439.0,21775522244.0,44754642940.0,1461812800.0,5911222.0,,,46222366962.0,97190439.0,57403464068.0,,,,57500654507.0,-11278287545.0,,,,45783079830.0,,45783079830.0,59640000889.0,193252072.0,,34954377.0,59868207338.0,-14085127508.0,-16294169.0,-3604186978.0,14979788557.0,11375601579.0,2023q1
265548,002966.XSHE,2023-06-30,2023-08-29,2023-06-30,,16895110880.0,275879450.0,,,,,,4552544830.0,8043807927.0,,,6269187008.0,31137880095.0,,15597385683.0,225110430.0,,2471989592.0,,493203944.0,1003189709.0,3175919491.0,22966798849.0,8171081246.0,49978731404.0,1997087673.0,-2009854.0,,,51973809223.0,105544770.0,58174323834.0,,,,58279868604.0,-6306059381.0,,,,42474836954.0,,45539737897.0,45270000242.0,1279094672.0,,29223974.0,46578318888.0,-1038580991.0,77062517.0,903503391.0,11375601579.0,12279104970.0,2023q2
267630,002966.XSHE,2023-09-30,2023-10-24,2023-09-30,,-3314908055.0,759854108.0,,,,,,4408584224.0,-2653643907.0,,,2076380222.0,1276266592.0,,5795011202.0,418277026.0,,2045247092.0,,515251861.0,454332249.0,-2653282234.0,6574837196.0,-5298570604.0,35582335712.0,1242325763.0,0.0,,,36824661475.0,89307838.0,33026532041.0,,,,33115839879.0,3708821596.0,0.0,,,59792256470.0,0.0,59792256470.0,58230000177.0,207899881.0,,32895249.0,58470795307.0,1321461163.0,27715116.0,-240572729.0,12279104970.0,12038532241.0,2023q3
280595,002966.XSHE,2023-12-31,2024-04-27,2023-12-31,,-2866249153.0,5425952643.0,,,,,,4405664209.0,4839167044.0,,,-9509419068.0,13906903744.0,,6348704860.0,63409325.0,,1822866114.0,,581183161.0,521691661.0,12751617327.0,22089472448.0,-8182568704.0,50423857663.0,1229017108.0,-1797634.0,,,51651077137.0,128887762.0,52814494431.0,,,,52943382193.0,-1292305056.0,0.0,,,48096953465.0,,48096953465.0,37820000083.0,96519937.0,,,37959848948.0,10137104517.0,-12969822.0,649260935.0,12038532241.0,12687793176.0,2023q4
280517,002966.XSHE,2024-03-31,2024-04-27,2024-03-31,,54963918175.0,,,,,,256328235.0,4622199733.0,,,,508757808.0,62288468120.0,,30865479195.0,2546101286.0,,2820656534.0,,1103367064.0,457569814.0,2875776460.0,43800130504.0,18488337616.0,44826033769.0,2045448586.0,,,,46871482355.0,73794538.0,53470367683.0,,,,53544162221.0,-6672679866.0,,,,32191488070.0,,32191488070.0,37770000192.0,149499848.0,,,37956309158.0,-5764821088.0,10344559.0,6061181221.0,12687793176.0,18748974397.0,2024q1
288504,002966.XSHE,2024-06-30,2024-08-31,2024-06-30,,9988279817.0,,,,,,3196069184.0,4639072302.0,,,,29645241.0,18985983105.0,,5246737576.0,250258062.0,,2435281113.0,,532725609.0,932474923.0,-434542465.0,5831754667.0,13154228438.0,45215689428.0,1774568487.0,,,,46996605882.0,115375981.0,60143732790.0,,,,60259108771.0,-13262502889.0,,,,50220728080.0,,50220728080.0,54949999574.0,1732023524.0,,,56713560308.0,-6492832228.0,4120289.0,-6596986390.0,18748974397.0,12151988007.0,2024q2
293802,002966.XSHE,2024-09-30,2024-10-31,2024-09-30,,-7698702328.0,,,,,,,4795076456.0,3911526020.0,,,-199805890.0,358068419.0,,5195942454.0,183938720.0,,1949532879.0,,569814150.0,440081836.0,-541606792.0,7797703247.0,-7439634828.0,52327741248.0,1287290743.0,0.0,,,53615031991.0,75299118.0,62974981908.0,,,,63050281026.0,-9435249035.0,,,,76422047799.0,,76422047799.0,59470690998.0,207209039.0,,,59710523498.0,16711524301.0,-74812474.0,-238172036.0,12151988007.0,11913815971.0,2024q3
317677,002966.XSHE,2024-12-31,2025-04-29,2024-12-31,,264763342.0,,,,,,,4745817352.0,984086028.0,,,650927450.0,7106145476.0,,4215978228.0,172772006.0,,1952878633.0,,589521338.0,827067250.0,10809186100.0,20340479555.0,-13234334079.0,62110933728.0,602613751.0,5931930.0,,,62719479409.0,250876657.0,60200753057.0,,,,60451629714.0,2267849695.0,,,,84770117521.0,,94064942367.0,79229309236.0,1024785650.0,,,80292074437.0,13772867930.0,126509822.0,2932893368.0,11913815971.0,14846709339.0,2024q4
317618,002966.XSHE,2025-03-31,2025-04-29,2025-03-31,,52085647310.0,1821210641.0,,,,,631281076.0,5079173718.0,4945633276.0,,,134078814.0,62808498453.0,,34194904408.0,1314720254.0,,2844632919.0,,1134872730.0,235014052.0,12221719810.0,51945864173.0,10862634280.0,82073982492.0,1450335536.0,9008222.0,,,83533326250.0,127955001.0,75958634279.0,,,,76086589280.0,7446736970.0,609032587.0,,,52823906370.0,,53432938957.0,70204558080.0,299326284.0,,33157673.0,70537042037.0,-17104103080.0,3004597.0,1208272767.0,14846709338.0,16054982105.0,2025q1
323795,002966.XSHE,2025-06-30,2025-08-29,2025-06-30,,,-617221602.0,,,,,,4974316051.0,4304862848.0,,,35091378.0,5467594072.0,,2079925986.0,-313565708.0,,2545859698.0,,574725691.0,702324003.0,-6600424140.0,64552793.0,5403041279.0,61860296144.0,1272790231.0,-1041500.0,,,63132044875.0,60731101.0,87774267451.0,,,,87834998552.0,-24702953677.0,-257544366.0,,,51417453481.0,,51159909115.0,32615441920.0,964904443.0,,,33612560251.0,17547348864.0,-19590955.0,-1772154489.0,16054982106.0,14282827617.0,2025q2
329493,002966.XSHE,2025-09-30,2025-10-31,2025-09-30,,,-685742853.0,,,,,,3879773015.0,2498779270.0,1182234338.0,,4522377.0,17894833644.0,,5552191416.0,738798529.0,,2020122702.0,,550830778.0,526106598.0,-2223297586.0,6089045174.0,11805788470.0,42034785954.0,2713307035.0,1939655.0,,,44750032644.0,94788937.0,61250059653.0,,,,61344848590.0,-16594815946.0,996771345.0,,,64453785271.0,,65450556616.0,55390000000.0,342547984.0,,,55989049430.0,9461507186.0,-5271880.0,4667207830.0,14282827617.0,18950035447.0,2025q3
339065,002966.XSHE,2025-12-31,2026-04-29,2025-12-31,,-388771637.0,5207786565.0,,,,,,4741879523.0,-4802397532.0,,,1523455984.0,304421271.0,,6510923586.0,13613746.0,,2280056571.0,,575952766.0,546960210.0,7357315556.0,17284822435.0,-16980401164.0,61080350132.0,1679493748.0,29183727.0,,,62789027607.0,129114100.0,66895288447.0,,,,67024402547.0,-4235374940.0,4759196583.0,,,64251814791.0,,71010688735.0,51880000000.0,1337149468.0,,37933873.0,53255083341.0,17755605394.0,-42456888.0,-3502627598.0,18950035447.0,15447407849.0,2025q4
338970,002966.XSHE,2026-03-31,2026-04-29,2026-03-31,,66238556214.0,9311973720.0,,,,,,4837259292.0,4199870799.0,2117480678.0,,1666471368.0,90558837671.0,,44593845035.0,2611390060.0,,3794865932.0,,978980090.0,333274122.0,841927693.0,53154282932.0,37404554739.0,57372242602.0,1822232090.0,,,,59194474692.0,120916140.0,78903836605.0,,,,79024752745.0,-19830278053.0,,,,27955812891.0,,27955812891.0,35700000000.0,113994341.0,,5532346783.0,41346341124.0,-13390528233.0,-72423270.0,4111325183.0,15447407849.0,19558733032.0,2026q1
