id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
420094,002966.XSHE,2021-12-31,2022-03-29,2021-12-31,0.1934,635652468.0,869176573.0,528785876.0,2.0,1.97,0.15,24.59,,68.22,31.78,24.59,,36.97,,39.61,61.54,98.61,,-34.64,-109.0,11.75,5.85,11.75,5.85,48.13,-6.15,38.92,-13.14,37.21,-10.69,2021q4
424451,002966.XSHE,2022-03-31,2022-04-27,2022-03-31,0.3218,1072135000.0,1316020688.0,469485600.0,3.09,3.09,0.23,36.94,,56.14,43.86,36.94,,29.22,,64.92,36.01,99.96,,522.05,1190.29,5.01,9.72,5.01,9.72,17.59,51.41,16.34,64.86,20.56,66.38,2022q1
1188493,002966.XSHE,2022-06-30,2022-08-23,2022-06-30,0.3012,1072410687.0,1367629535.0,585425580.0,3.0,2.91,0.23,38.77,,53.7,46.3,38.77,,31.78,,57.26,42.86,97.12,,-67.15,-145.03,11.32,-1.56,11.32,-1.56,36.9,3.92,28.93,3.31,29.82,2.96,2022q2
1329775,002966.XSHE,2022-09-30,2022-10-24,2022-09-30,0.2518,892560617.0,1217034430.0,594994508.0,2.46,2.38,0.19,32.12,,60.37,39.63,32.12,,32.47,,51.21,48.98,96.66,,-436.62,-1101.61,18.85,3.95,18.85,3.95,31.41,-11.01,27.43,-13.87,27.93,-16.38,2022q3
1959454,002966.XSHE,2022-12-31,2023-04-25,2022-12-31,0.2232,759175864.0,1028000773.0,167658682.0,2.14,1.98,0.17,32.03,,62.45,37.55,32.03,,38.02,,83.76,16.32,92.78,,11.2,29.83,0.11,-10.84,0.11,-10.84,18.27,-15.53,30.41,-11.1,26.93,-11.39,2022q4
1960589,002966.XSHE,2023-03-31,2023-04-25,2023-03-31,0.3535,1271038213.0,1582906125.0,374012550.0,3.3,3.24,0.25,42.78,,49.88,50.12,42.78,,31.83,,76.46,23.66,98.07,,689.44,1375.67,5.26,15.36,5.26,15.36,20.28,53.98,21.91,54.11,20.84,58.4,2023q1
2673204,002966.XSHE,2023-06-30,2023-08-29,2023-06-30,0.3649,1276783673.0,1604313474.0,610135983.0,3.22,3.07,0.24,44.54,,48.44,51.56,44.54,,33.8,,61.99,38.04,95.43,,262.6,509.32,5.34,-1.48,5.34,-1.48,17.31,1.35,21.03,2.56,21.15,3.22,2023q2
3000544,002966.XSHE,2023-09-30,2023-10-24,2023-09-30,0.3077,1103517409.0,1440197431.0,492917897.0,2.57,2.52,0.2,40.57,,50.65,49.35,40.57,,35.21,,65.96,34.32,97.8,,-181.56,-367.91,-4.96,-6.21,-4.96,-6.21,18.34,-10.23,20.04,-14.57,22.19,-15.66,2023q3
3022138,002966.XSHE,2023-12-31,2024-04-27,2023-12-31,0.2286,825706367.0,1113219623.0,422416885.0,1.86,1.84,0.15,32.71,,58.43,41.57,32.71,,45.63,,61.86,37.83,98.49,,-305.58,-735.04,-2.2,-8.25,-2.2,-8.25,8.29,-22.7,-0.1,-26.01,2.46,-25.69,2023q4
3021979,002966.XSHE,2024-03-31,2024-04-27,2024-03-31,0.3969,1450746385.0,1785786320.0,620871780.0,3.15,3.14,0.24,46.67,,44.63,55.37,46.67,,33.28,,65.32,34.82,99.68,,573.28,1035.31,2.11,20.44,2.11,20.44,12.82,60.42,11.39,71.84,12.29,73.59,2024q1
3136954,002966.XSHE,2024-06-30,2024-08-31,2024-06-30,0.4083,1469649682.0,1797387777.0,808810595.0,3.18,3.12,0.24,48.64,,43.17,56.83,48.64,,34.26,,54.99,44.99,98.15,,415.88,731.85,1.65,-1.92,1.65,-1.92,12.03,0.65,11.01,2.21,11.92,2.88,2024q2
3147718,002966.XSHE,2024-09-30,2024-10-31,2024-09-30,0.3346,1225612933.0,1602507197.0,797249852.0,2.57,2.57,0.19,44.33,,44.76,55.24,44.33,,37.64,,50.3,49.8,99.9,,-256.43,-464.25,-0.59,-8.27,-0.59,-8.27,11.27,-10.84,8.63,-16.41,8.73,-18.07,2024q3
3183759,002966.XSHE,2024-12-31,2025-04-29,2024-12-31,0.2361,893285582.0,1203854745.0,841275121.0,1.76,1.77,0.14,32.14,,58.98,41.02,32.14,,41.08,,30.37,70.48,100.52,,-450.98,-1099.33,9.59,1.15,9.59,1.15,8.14,-24.88,7.66,-26.67,6.0,-27.56,2024q4
3183084,002966.XSHE,2025-03-31,2025-04-29,2025-03-31,0.3477,1525275362.0,1901470243.0,530702899.0,2.81,2.76,0.23,49.54,,41.49,58.51,49.54,,30.13,,71.91,27.84,98.13,,334.27,571.28,0.76,10.74,0.76,10.74,6.48,57.95,6.95,70.7,6.8,74.9,2025q1
3199250,002966.XSHE,2025-06-30,2025-08-29,2025-06-30,0.3534,1574948367.0,1900735078.0,824686923.0,2.72,2.71,0.22,50.06,,41.59,58.41,50.06,,29.99,,56.53,43.33,99.68,,166.04,284.26,2.88,0.14,2.88,0.14,5.75,-0.04,5.88,1.19,5.52,1.65,2025q2
3212683,002966.XSHE,2025-09-30,2025-10-31,2025-09-30,0.3003,1347095982.0,1737633210.0,515343666.0,2.28,2.29,0.18,47.51,,41.56,58.44,47.51,,34.0,,70.61,29.77,100.33,,397.03,679.42,2.49,-8.62,2.49,-8.62,8.43,-8.58,9.85,-13.27,9.45,-15.02,2025q3
3257940,002966.XSHE,2025-12-31,2026-04-29,2025-12-31,0.1949,857982643.0,1076429875.0,542122053.0,1.45,1.43,0.12,32.2,,62.6,37.4,32.2,,45.63,,50.27,51.01,98.48,,-589.95,-1577.47,-1.92,-3.2,-1.92,-3.2,-10.58,-38.05,-1.72,-34.4,-1.97,-35.12,2025q4
3256818,002966.XSHE,2026-03-31,2026-04-29,2026-03-31,0.3763,1680976609.0,2059267418.0,616480835.0,2.72,2.71,0.21,48.44,,42.88,57.12,48.44,,28.2,,70.09,29.95,99.93,,1037.52,1816.4,10.94,25.25,10.94,25.25,8.3,91.31,8.47,88.41,8.23,93.09,2026q1
