id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,operate_cash_flow,net_loan_and_advance_decrease,net_deposit_increase,net_borrowing_from_central_bank,net_deposit_in_cb_and_ib_de,net_borrowing_from_finance_co,interest_and_commission_cashin,trade_asset_increase,net_increase_in_placements,net_buyback,tax_levy_refund,net_original_insurance_cash,insurance_cash_amount,net_insurer_deposit_investment,subtotal_operate_cash_inflow,net_loan_and_advance_increase,saving_clients_decrease_amount,net_deposit_in_cb_and_ib,central_borrowing_decrease,other_money_increase,purchase_trade_asset_increase,repurchase_decrease,handling_charges_and_commission,goods_and_services_cash_paid,goods_sale_and_service_render_cash,net_cash_re_insurance,reserve_investment_decrease,original_compensation_paid,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,gain_from_disposal,subtotal_invest_cash_inflow,invest_cash_paid,impawned_loan_net_increase,fix_intan_other_asset_acqui_cash,subtotal_invest_cash_outflow,net_invest_cash_flow,finance_cash_flow,cash_from_invest,cash_from_bonds_issue,cash_from_borrowing,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,other_reason_effect_cash,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,net_profit_cashflow_adjustment,net_profit,assets_depreciation_reserves,fixed_assets_depreciation,intangible_assets_amortization,defferred_expense_amortization,fix_intan_other_asset_dispo_loss,fixed_asset_scrap_loss,fair_value_change_loss,financial_cost,invest_loss,deffered_tax_asset_decrease,deffered_tax_liability_increase,inventory_decrease,operate_receivables_decrease,operate_payable_increase,others,net_operate_cash_flow2,activities_not_relate_major,debt_to_capital,cbs_expiring_in_one_year,financial_lease_fixed_assets,change_info_cash,cash_at_end,cash_at_beginning,equivalents_at_end,equivalents_at_beginning,other_influence2,cash_equivalent_increase2,investment_property_depreciation,net_dec_finance_out,net_cash_received_from_proxy_secu,net_inc_finance_out,net_cash_paid_to_proxy_secu,net_dec_in_placements,credit_impairment_loss
7062,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2019-10-31,2019-01-01,2019-09-30,2019-09-30,0,321003,定期报告,,,21499785358.0,,742577793.0,,8926606514.0,,,,,,,,36485688795.0,15282767414.0,2162539822.0,,799779205.0,4793035379.0,10298668208.0,,4139531105.0,,,,,,,1305298928.0,752059768.0,40957736879.0,-4472048084.0,,114688743908.0,2415030039.0,35653686.0,117139427633.0,140864420425.0,,170328388.0,141034748813.0,-23895321180.0,,2620000006.0,128980000000.0,,131600000006.0,119746986489.0,1646415935.0,121443095476.0,10156904530.0,34716593.0,,-18175748141.0,29240768286.0,11065020145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260174822.0,
7305,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2020-03-31,2019-01-01,2019-12-31,2019-12-31,0,321003,定期报告,,,23718126265.0,,2952121652.0,,11823907023.0,,,,,,,,50242628518.0,21944479970.0,5653437508.0,,639872117.0,5988149080.0,19374180351.0,,5591604603.0,,,,,,,1615901177.0,942669882.0,64143363626.0,-13900735108.0,,184915065404.0,4138258296.0,31196593.0,189084520293.0,184570078333.0,,302080259.0,184872158592.0,4212361701.0,,2620000005.0,181525220215.0,,184145220220.0,182910000000.0,2015968409.0,184970756460.0,-825536240.0,26332397.0,,-10487577250.0,29240768286.0,18753191036.0,,2610550709.0,3043196719.0,255792236.0,112939081.0,55020748.0,-13864918.0,,-200966471.0,1666934619.0,-4672757165.0,-430529524.0,,,-45158674239.0,28831623097.0,,-13900735108.0,,,,,,7332713785.0,14029572810.0,11420477251.0,15211195476.0,,-10487577250.0,,,,,,680855876.0,
8677,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2020-04-29,2020-01-01,2020-03-31,2020-03-31,0,321003,定期报告,,,23376203445.0,2004514401.0,0.0,683747504.0,3082293139.0,,,,,,,,29607558746.0,9274867928.0,,433169887.0,,5002662810.0,17616978019.0,,1747899483.0,,,,,,,718253378.0,66550734.0,38974484031.0,-9366925285.0,,49395365453.0,1013936233.0,39869696.0,50449171382.0,61869390391.0,,32757852.0,61902148243.0,-11452976861.0,,,60414149466.0,,60414149466.0,43270000000.0,314398666.0,43584398666.0,16829750800.0,28302832.0,,-3961848514.0,18753191036.0,14791342522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
8938,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2020-08-31,2020-01-01,2020-06-30,2020-06-30,0,321003,定期报告,,,30795919455.0,7654006420.0,1675967381.0,,6551540517.0,,1945357621.0,,,,,,49647194220.0,20758519774.0,4290127256.0,,,1500623707.0,,11397890560.0,3397450957.0,,,,,,,1087533247.0,753837091.0,43687268674.0,5959925546.0,,307997949355.0,2503104965.0,38189665.0,310539243985.0,328561202259.0,,83205317.0,328644407576.0,-18105163591.0,,230000000.0,113338745715.0,,113568745715.0,101707809304.0,1535802907.0,103243612211.0,10325133504.0,13611101.0,,-1806493440.0,18753191036.0,16946697596.0,,1582804973.0,,112468298.0,31354501.0,16958301.0,1019.0,,-1496181.0,,-2743911220.0,-397983300.0,,,-19846952594.0,24522375436.0,2684306313.0,5959925546.0,,,,,,9447844596.0,7332713785.0,7498853000.0,11420477251.0,,-1806493440.0,,,,,,,
9055,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2020-10-30,2020-01-01,2020-09-30,2020-09-30,0,321003,定期报告,,,29318386655.0,10475889487.0,1542363743.0,,9323892691.0,2095620.0,1241104320.0,,,,,,52664547805.0,25754149084.0,,,,4936251746.0,,,4903412135.0,,,,,,,1391695117.0,958922129.0,43561610630.0,9102937175.0,,539023730676.0,4014223277.0,38435777.0,543076389730.0,563089008763.0,,164559054.0,563253567817.0,-20177178087.0,,230000000.0,136089332392.0,,136319332392.0,131286067446.0,1777540932.0,133063608378.0,3255724014.0,-45783072.0,,-7864299970.0,18753191036.0,10888891066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
12748,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2021-04-27,2021-01-01,2021-03-31,2021-03-31,0,321003,定期报告,,,25282446769.0,,,,2870325003.0,,2469378952.0,7213327222.0,,,,,38096913745.0,10588160659.0,,1641863780.0,3759609247.0,1850188073.0,133836260.0,,1983300968.0,,,,,,,896596883.0,265698772.0,21550625717.0,16546288028.0,,61288312203.0,1635311535.0,,62923623738.0,81904069781.0,,42145740.0,81946215521.0,-19022591783.0,,,31590148334.0,,31590148334.0,19849032777.0,,20167927255.0,11422221079.0,12737164.0,,8958654488.0,10581328549.0,19539983037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12749,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2021-04-27,2020-01-01,2020-12-31,2020-12-31,0,321003,定期报告,,,27148918316.0,19799210460.0,1596653778.0,,15153759153.0,,10127422232.0,,,,,,75269099829.0,32271769073.0,3673901166.0,,,,1384426073.0,8848769682.0,6221628834.0,,,,,,,1732345856.0,1080768485.0,56134229111.0,19134870718.0,,270262696205.0,2695340506.0,43634552.0,273001671263.0,294313965656.0,,318457470.0,294632423126.0,-21630751863.0,,230000000.0,175936730917.0,,176166730917.0,179747094740.0,2011737846.0,181758832586.0,-5592101669.0,-83879673.0,,-8171862487.0,18753191036.0,10581328549.0,,2725376164.0,,221007110.0,68244513.0,32636157.0,-5171242.0,,-41122244.0,,-3189098918.0,-697543801.0,,,-31088304518.0,45868788086.0,1377078504.0,19134870718.0,,,,,,8192392549.0,7332713785.0,2388936000.0,11420477251.0,,-8171862487.0,227.0,,,,,,3862980680.0
13139,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2021-08-30,2021-01-01,2021-06-30,2021-06-30,0,321003,定期报告,,,19272190258.0,,,,6661980460.0,,1057360920.0,,,,,,31798919766.0,19450498379.0,,670276411.0,2347064881.0,4543552577.0,3787673910.0,,3718628015.0,,,,,,,1263187168.0,1093841719.0,39329119529.0,-7530199763.0,,156321165681.0,2916546532.0,,159237712213.0,178025350667.0,,95752832.0,178121103499.0,-18883391286.0,,,102786184593.0,,102786184593.0,74267224789.0,1469279418.0,75778265816.0,27007918777.0,-3698129.0,,590629599.0,10581328549.0,11171958148.0,,1840899202.0,,111202876.0,34477333.0,15709568.0,-11265541.0,,-223192149.0,,-3034332512.0,-314915807.0,,,-30194631844.0,21739306675.0,787621888.0,-7530199763.0,,,,,,10253763380.0,8192392549.0,918194768.0,2388936000.0,,590629599.0,,,,,,,1718920548.0
13359,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2021-10-30,2021-01-01,2021-09-30,2021-09-30,0,321003,定期报告,,,24810854645.0,2899065797.0,,,10049554426.0,,,,,,,,37922747657.0,21647259529.0,,500013816.0,,6399839894.0,1349834960.0,,5668569030.0,,,,,,,1532225126.0,1227809089.0,44605563258.0,-6682815601.0,,249875950232.0,4376894422.0,,254252844654.0,268599551519.0,,220510134.0,268820061653.0,-14567216999.0,,,150377102747.0,,150377102747.0,119059737706.0,2088282061.0,121220385861.0,29156716886.0,8771882.0,,7915456168.0,10581328549.0,18496784717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271499824.0,
13449,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2022-03-29,2021-01-01,2021-12-31,2021-12-31,0,321003,定期报告,,,29510862543.0,3047991769.0,747125713.0,,13857864485.0,,932094086.0,,,,,,49110626728.0,30510590494.0,,,,,,6183238508.0,7411152999.0,,,,,,,2102620480.0,1352649000.0,56740859624.0,-7630232896.0,,319606486387.0,5845588979.0,9304552.0,325461379918.0,345344720546.0,,522646119.0,345867366665.0,-20405986747.0,,,195578809575.0,,195578809575.0,161082798558.0,2500286744.0,163691307174.0,31887502401.0,-56172958.0,,3795109800.0,10581328549.0,14376438349.0,,3287289789.0,,225201511.0,75187372.0,34925772.0,-7324588.0,,-158143984.0,,-6162974586.0,-400947095.0,,,-37497059248.0,27728320461.0,1904068210.0,-7630232896.0,,,,,,10347522949.0,8192392549.0,4028915400.0,2388936000.0,,3795109800.0,,,,,,,3341223490.0
13575,300027389,苏州银行股份有限公司,002966.XSHE,002966,,,2022-04-27,2022-01-01,2022-03-31,2022-03-31,0,321003,定期报告,,,28005871213.0,,,,3888854883.0,2332856600.0,3811811537.0,,,,,,45019003769.0,17007947512.0,,1590660061.0,1800612478.0,4004348534.0,,,2755760348.0,,,,,,,919201984.0,282772816.0,29354486798.0,15664516971.0,,76852712501.0,1455373468.0,,78308085969.0,97360880171.0,,113067776.0,97473947947.0,-19165861978.0,,117600000.0,65037080186.0,,65154680186.0,58802606255.0,507479148.0,59347050274.0,5807629912.0,-35079811.0,,2271205094.0,14376438349.0,16647643443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
