id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110914,002966.XSHE,2020-03-31,2019-12-31,155326331000.0,222114144042.0,290799268000.0,52672289896.0,5.04,313750987000.0,767369521.0,2.62,3000058000.0,31.8334,2.21,2.42,,28377780000.0,11.3,28473990000.0,11.34,36048080000.0,14.36,251043990000.0,74.06,55.65,,1.53,2.36,13.84,5401387000.0,224.07,31.68,,28377780000.0,,,,,153922359000.0,95.95,4054364000.0,2.53,1070509000.0,0.67,368904000.0,0.23,1001400000.0,0.62,,,,,118180693000.0,2.06,84875278000.0,2.82,2019
111029,002966.XSHE,2021-04-27,2020-12-31,188450733000.0,250109032099.0,339295938000.0,48772142296.0,4.68,347955890000.0,8881244537.0,2.4,2838508000.0,27.3883,2.22,2.28,,30231530000.0,11.26,30344860000.0,11.3,38161660000.0,14.21,268540970000.0,77.18,63.78,,1.38,2.1,12.75,7416895000.0,291.74,29.74,,30231530000.0,,,,,182946770000.0,97.25,2578760000.0,1.37,1270543000.0,0.68,735984000.0,0.39,585196000.0,0.31,,,,,132130501000.0,2.08,95464098000.0,2.8,2020
111076,002966.XSHE,2022-03-29,2021-12-31,213282065000.0,278343253646.0,393947204000.0,59081816092.0,4.37,405108132000.0,13632060325.0,2.39,3296604000.0,30.44,1.91,1.98,,33186440000.0,10.37,33324200000.0,10.41,41797180000.0,13.06,320051200000.0,78.59,72.63,,1.11,2.34,13.0,9883235000.0,422.91,32.02,,33186440000.0,,,,,208857558000.0,97.93,2055769000.0,0.96,1103431000.0,0.52,965257000.0,0.45,300050000.0,0.14,,,,,140797282000.0,1.98,109455484000.0,2.68,2021
111367,002966.XSHE,2023-04-25,2022-12-31,250633640752.0,323585000000.0,446889852000.0,77658837036.0,4.23,459475906000.0,24610767129.0,2.3,3422031000.0,29.09,1.87,1.93,,35929890000.0,9.63,39081330000.0,10.47,48230030000.0,12.92,373171540000.0,79.23,79.96,,0.88,2.15,13.75,11550381401.0,530.81,33.33,,35929890000.0,,,,,246557966000.0,98.37,1870099000.0,0.75,1106799000.0,0.44,823105000.0,0.33,275672000.0,0.11,,,,,146680948000.0,1.98,135193044000.0,2.56,2022
112093,002966.XSHE,2024-04-27,2023-12-31,293400737557.0,363820465724.0,506199571000.0,95641885223.0,4.01,519214804000.0,34960505985.0,2.28,3383227000.0,28.51,1.68,1.73,,40223660000.0,9.38,46374790000.0,10.81,60179990000.0,14.03,428968910000.0,80.64,87.55,,0.84,1.71,14.02,12699231714.0,522.77,36.46,,,,,,,288561002000.0,98.35,2378045000.0,0.81,1194798000.0,0.41,319270000.0,0.11,947623000.0,0.32,,,,,175744829000.0,1.89,176838968000.0,2.53,2023
