fold_id,scenario_name,combo_name,rebalance_date,bucket,stock_count,avg_return
annual_05,base_core_7,combo__ic_weight_train,2025-05-06,3,6,0.0010158706
annual_05,base_core_7,combo__ic_weight_train,2025-05-06,4,6,0.0005546249
annual_05,base_core_7,combo__ic_weight_train,2025-05-06,5,6,0.0010992133
annual_05,base_core_7,combo__ic_weight_train,2025-09-01,1,7,-0.0019855532
annual_05,base_core_7,combo__ic_weight_train,2025-09-01,2,6,-0.0005564008
annual_05,base_core_7,combo__ic_weight_train,2025-09-01,3,6,-0.0004082065
annual_05,base_core_7,combo__ic_weight_train,2025-09-01,4,6,0.0005157141
annual_05,base_core_7,combo__ic_weight_train,2025-09-01,5,6,0.0003580215
annual_05,base_core_7,combo__quarterly_plus_annual,2025-05-06,1,7,0.001275156
annual_05,base_core_7,combo__quarterly_plus_annual,2025-05-06,2,6,0.0003110413
annual_05,base_core_7,combo__quarterly_plus_annual,2025-05-06,3,6,0.0005146915
annual_05,base_core_7,combo__quarterly_plus_annual,2025-05-06,4,6,0.0013689478
annual_05,base_core_7,combo__quarterly_plus_annual,2025-05-06,5,6,0.0010992133
annual_05,base_core_7,combo__quarterly_plus_annual,2025-09-01,1,7,-0.000428169
annual_05,base_core_7,combo__quarterly_plus_annual,2025-09-01,2,6,0.0001894498
annual_05,base_core_7,combo__quarterly_plus_annual,2025-09-01,3,6,-0.0011778788
annual_05,base_core_7,combo__quarterly_plus_annual,2025-09-01,4,6,-0.0012774124
annual_05,base_core_7,combo__quarterly_plus_annual,2025-09-01,5,6,0.0003580215
annual_05,base_plus_top2_9,combo__equal_weight,2025-05-06,1,7,0.0014708669
annual_05,base_plus_top2_9,combo__equal_weight,2025-05-06,2,6,0.0007584495
annual_05,base_plus_top2_9,combo__equal_weight,2025-05-06,3,6,0.0008988453
annual_05,base_plus_top2_9,combo__equal_weight,2025-05-06,4,6,0.0005042886
annual_05,base_plus_top2_9,combo__equal_weight,2025-05-06,5,6,0.0009039812
annual_05,base_plus_top2_9,combo__equal_weight,2025-09-01,1,7,-0.0015166531
annual_05,base_plus_top2_9,combo__equal_weight,2025-09-01,2,6,0.0001155425
annual_05,base_plus_top2_9,combo__equal_weight,2025-09-01,3,6,-0.0008297475
annual_05,base_plus_top2_9,combo__equal_weight,2025-09-01,4,6,-0.0002817382
annual_05,base_plus_top2_9,combo__equal_weight,2025-09-01,5,6,0.0003580215
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-05-06,1,6,0.0012700179
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-05-06,2,6,0.0006390902
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-05-06,3,6,0.0010158706
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-05-06,4,6,0.0005546249
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-05-06,5,6,0.0010992133
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-09-01,1,6,-0.0021530853
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-09-01,2,6,-0.0005564008
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-09-01,3,5,-0.0004575687
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-09-01,4,6,0.000425317
annual_05,base_plus_top2_9,combo__ic_weight_train,2025-09-01,5,6,0.0003580215
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-05-06,1,7,0.0014517627
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-05-06,2,6,0.0012183405
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-05-06,3,6,0.0004240203
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-05-06,4,6,0.0005415108
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-05-06,5,6,0.0009039812
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-09-01,1,7,-0.0003415574
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-09-01,2,6,-6.58915e-05
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-09-01,3,6,-0.0012984792
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-09-01,4,6,-0.0001998154
annual_05,base_plus_top2_9,combo__quarterly_plus_annual,2025-09-01,5,6,-0.0004446807
