rebalance_date,code,y_quarter_avg_daily_return_close,y_year_avg_daily_return_close,combo__equal_weight,combo__ic_weight,combo__quarterly_plus_annual,adj__indicator__roe,adj__indicator__inc_net_profit_to_shareholders_annual,adj__derived__log_total_assets,adj__bank_indicator__cost_to_income_ratio,adj__bank_indicator__deposit_loan_ratio,adj__bank_indicator__capital_adequacy_ratio,adj__derived__investment_income_to_operating_revenue
2014-09-01,600016.XSHG,0.0002139012,0.0018779557,-0.1822889796755426,-0.03231798336390329,-0.06260056342182935,2.302917584368012,-0.30370759721117335,-0.4655242203177113,-1.0696611826993532,-0.07660723890549946,-1.4821361913993973,-0.18130401156367568
2014-09-01,600036.XSHG,4.51329e-05,0.0024615083,-0.1708364331140939,-0.15256012450531004,-0.03667244787568613,1.7210038431857293,-0.24079175470382072,-0.12090404436934721,-1.5130427245810647,-0.17206294618296822,-1.1606903283766457,0.2906329232294597
2014-09-01,601166.XSHG,0.0008033491,0.0020351288,0.13379696110741945,0.43895223380299575,0.14681543235847544,1.883939690716768,-0.6255115954904078,-0.36478280551709286,0.5937080800121612,0.9634054194318771,-1.382130811792319,-0.13204924960905054
2014-09-01,601169.XSHG,0.0028946389,0.0020685256,-0.18199795040980682,0.1397951131861927,-0.2114806538392647,1.2671111250635478,-0.4867355026871084,-1.3534252281813852,0.9241787944581573,0.3461251790375781,-1.303555156386758,-0.6676848641726792
2014-09-01,601288.XSHG,0.0008134791,0.0015794572,0.021442265070728248,0.33454902389444874,0.12055455980173793,1.883939690716768,-0.514731547439184,1.0412901947444841,-2.047303712935425,1.0343153734094255,-0.646376947540245,-0.601037195460726
2014-09-01,601328.XSHG,0.0001599691,0.0025161273,-0.2265420169000069,-0.15762819168104603,-0.22536652032603893,0.16147501681721121,-0.45332086862817944,0.10205590882286152,-0.13332749176903078,-0.07751634087957106,-0.4892256367291219,-0.6959347059342176
2014-09-01,601398.XSHG,0.0008266709,0.0014994277,0.47008255769953744,0.6351950804914358,0.4922610499420128,1.7908334921276028,-0.2940745495545452,1.2801658564642076,0.23019029412156522,0.5406730014888007,0.25367146892345743,-0.5108816596743262
2014-09-01,601818.XSHG,0.0024572189,0.0026473326,-0.5025091267935718,-0.3264448752920753,-0.45583873286072574,0.8132184069413676,-0.5358038391880581,-0.7578921653913188,-0.7474522361145063,-0.003879080979809041,-1.5678550882054638,-0.7178998846172149
2014-09-01,601998.XSHG,0.0031036052,0.0021794905,-0.18418072907246402,-0.15742939182899643,-0.11176451611941733,0.906324605530533,-0.18058520684989474,-0.2764315073446542,-0.7006355515679907,-0.02206112046123197,-1.0892579143715901,0.07338159155758059
2014-11-03,600000.XSHG,0.0055579121,0.0027578135,0.009683718562718007,0.11750639443316108,0.03942183772932017,1.662812469067501,-0.3058148263860608,-0.3626372381257893,0.8360532706058925,-0.0420613638907968,-1.2821254321852404,-0.43844084914648024
2014-11-03,600016.XSHG,0.0050143249,0.0017636957,-0.4741126190128061,-0.3208982173670243,-0.4047637805447708,1.104175277532509,-0.7492360513302257,-0.4113520790802175,-1.0696611826993532,-0.07660723890549946,-1.4821361913993973,-0.6339708672074584
2014-11-03,600036.XSHG,0.005322558,0.0027836474,-0.2915836383756148,-0.22554592510621008,-0.17824854604481932,1.4533235222418786,-0.3882977969459394,-0.1848628292077721,-1.5130427245810647,-0.17206294618296822,-1.1606903283766457,-0.07545236557679207
2014-11-03,601166.XSHG,0.0057458567,0.0020592145,0.06632529987368538,0.46831690361790335,0.06770490956192224,1.9188545151877052,-0.20376472777365623,-0.3528006348798312,0.5937080800121612,0.9634054194318771,-1.382130811792319,-1.0729947410701395
2014-11-03,601169.XSHG,0.0043546268,0.0017369569,-0.3318851102745546,-0.09109171605896244,-0.3872233487806815,0.2429429405827301,-0.7591701317261236,-1.343233814890945,0.9241787944581573,0.3461251790375781,-1.303555156386758,-0.430483582996521
2014-11-03,601288.XSHG,0.0042859541,0.0014205243,-0.019664351668862125,0.2444072283481593,0.07235705167456821,1.4300469725945877,-0.48613343720856916,1.0383134407065857,-2.047303712935425,1.0343153734094255,-0.646376947540245,-0.46051215070839485
2014-11-03,601328.XSHG,0.0045676072,0.0022446344,-0.3477769733004856,-0.3849761837469035,-0.36751450670560026,-0.792863518721733,-0.9105895995787474,0.0906063021733531,-0.13332749176903078,-0.07751634087957106,-0.4892256367291219,-0.12152252759854822
2014-11-03,601398.XSHG,0.0038821543,0.0014289147,0.39298684222691177,0.5474270525729469,0.4018663235503592,1.4300469725945877,-0.45332086862817944,1.272581436149707,0.23019029412156522,0.5406730014888007,0.25367146892345743,-0.5229344090615566
2014-11-03,601818.XSHG,0.006212348,0.0021951365,-0.520202484537597,-0.3758304067919283,-0.4765841948155953,0.5338998111738715,-0.4343558060541928,-0.7916255984390591,-0.7474522361145063,-0.003879080979809041,-1.5678550882054638,-0.6301493931440196
2014-11-03,601998.XSHG,0.0049680106,0.0017134133,-0.43179622462735184,-0.33744742331429234,-0.4020936846575233,0.25458121540637657,-0.6429714943680465,-0.3402312305023654,-0.7006355515679907,-0.02206112046123197,-1.0892579143715901,-0.48199747652661495
2015-04-29,600000.XSHG,-0.015258216,0.0005028122,0.06735118320867299,0.1892457168387754,0.04400554801760588,1.1740049264743835,-0.3347139693559453,-0.3036537709269258,1.5823663007297666,0.05066703746445975,-1.0249687417670401,-0.6722435001579876
2015-04-29,600036.XSHG,-0.0034305317,0.0003432406,-0.49908924305498376,-0.3373655811462198,-0.553618067659794,-0.804501793545379,-1.3829099674927967,-0.18291189576253325,-0.4610442835946431,0.18703233357512977,-0.2749283947139541,-0.5743606998507099
2015-04-29,601288.XSHG,0.0,-0.0005380495,-0.45154283656567074,-0.34235459233472215,-0.48302212316753856,-1.4562451836695354,-1.5768322478028995,1.0392510423905619,-1.5681211769887315,0.7215842943289559,0.03937422690829091,-0.35981081112633734
2015-04-29,601328.XSHG,0.013368984,-0.0004408089,-0.28913052628828445,-0.15733968170224377,-0.36086861104921153,-1.0256290151946463,-0.44127955905739424,0.09955313017553567,-0.39219621808506056,-0.13842617314233588,0.9108496777699704,-1.0367855264840602
2015-04-29,601398.XSHG,-0.0066666667,-0.0005787865,0.24514211081720613,0.35057356020538855,0.15974488126349556,-0.2691411516576782,-1.0635142311277195,1.2952056856145613,0.5826923895306282,0.3770346461559957,1.2608685063947438,-0.4671510691900882
2015-04-29,601818.XSHG,-0.0095541401,-0.0011902336,-0.6640447047038581,-0.5019531116893814,-0.7124120907464393,-0.9441610914291265,-1.1270321391136113,-0.7328336624159335,-0.2627618549270457,0.22248731056390403,-1.1106876385731066,-0.6933238570320869
2015-04-29,601939.XSHG,0.0077922078,-0.0010455804,-0.05382106048298315,-0.021511353217096685,-0.14467430048662372,-1.0372672900182918,-1.4711125600987984,1.086539794832193,0.004368639250134347,-0.08237094542111058,1.496595472611428,-0.3735005345364366
2015-04-29,601988.XSHG,-0.0037453184,-0.0010132646,0.02375964266894234,0.03785279969823588,-0.02000873417945967,-0.4553535488360089,-0.5698205387255262,0.9927398300500986,0.08147847262086712,-0.0384249559945117,0.7894145739613757,-0.6337163343936982
2015-05-04,600000.XSHG,-0.0002707882,0.0008488043,-0.05831511960308279,-0.039695236213309226,-0.1033381920291778,0.14983674199356478,-0.6098578930483871,-0.28953073948994873,1.5823663007297666,0.05066703746445975,-1.0249687417670401,-0.2667185431039947
2015-05-04,600015.XSHG,-0.0009932343,-0.0003847868,-0.8276814581671663,-0.474937114491857,-0.8025309639315994,0.03345399375710861,-0.774221768689605,-1.1421106014740041,-2.047303712935425,0.36612542246714297,-1.239265983782208,-0.9904475565131743
2015-05-04,600016.XSHG,-0.0014451547,-0.0001097028,0.0007916981855277909,0.09546027498806142,0.1419478094135312,1.6744507438911465,1.818272181900448,-0.3474898616398381,-1.2128651589592858,0.24248755399346886,-1.4821361913993973,-0.6871773804878473
2015-05-04,600036.XSHG,0.0006007399,0.000507032,0.3698087188171923,0.4147473953949485,0.46516479263533245,1.5813445453019812,1.7631831906141058,-0.14599865381536253,-0.4610442835946431,0.18703233357512977,-0.2749283947139541,-0.06092770564691125
2015-05-04,601166.XSHG,-0.0013736878,-4.51463e-05,0.6070733696046393,0.699317724652804,0.6511302516162752,1.8606631410694772,1.6740774997902954,-0.23046772834170787,1.4006074077844688,0.7079477647178883,-1.0535417073690632,-0.10977279041888381
2015-05-04,601288.XSHG,-0.0010765474,-0.0003245572,0.5312028417176824,0.5491038367956774,0.669247184619693,1.2205580257689652,2.6504377543224957,1.0920678666666148,-1.5681211769887315,0.7215842943289559,0.03937422690829091,-0.4374810989828137
2015-05-04,601328.XSHG,0.0015150839,-0.0002482981,0.07993126505710914,0.14145763068669076,0.07185633930326246,-0.024737380361119467,0.6198608468680513,0.1554882309994764,-0.39219621808506056,-0.13842617314233588,0.9108496777699704,-0.5713201286492182
2015-05-04,601398.XSHG,-0.0006990927,-0.0003417286,0.6874798803396794,0.7307351618036781,0.6783859160285957,0.8830480558832421,0.6767560345900113,1.3328345696650241,0.5826923895306282,0.3770346461559957,1.2608685063947438,-0.3008750398418889
2015-05-04,601818.XSHG,-0.0011293526,-0.0009084335,-0.0772443512363558,0.020473283684352528,-0.024388676305792903,0.6851973838812649,1.158709450160689,-0.6856832141938325,-0.2627618549270457,0.22248731056390403,-1.1106876385731066,-0.5479718955663636
2015-05-04,601939.XSHG,-0.0006532053,-0.0008259978,0.7773573789768004,0.7792699699533192,0.8298824197799726,1.4998766215364612,2.0085248731188545,1.1295083019198588,0.004368639250134347,-0.08237094542111058,1.496595472611428,-0.6150013101780227
2015-05-04,601988.XSHG,-0.0003457934,-0.0007805368,0.21712686053274113,0.1739433584829072,0.2067143287658444,-0.11784357895028481,0.2218955655536005,1.0420801797793964,0.08147847262086712,-0.0384249559945117,0.7894145739613757,-0.4587122332412554
2015-09-01,600000.XSHG,0.0035426447,0.0011819558,0.046605639680485735,0.09378529329765323,0.019681398230806307,0.5571763608211634,0.05181206786625956,-0.2104788086401644,1.5823663007297666,0.05066703746445975,-1.0249687417670401,-0.6803347387110447
2015-09-01,600016.XSHG,-0.002076332,0.0002604476,-0.16618300430389413,-0.15275391163050323,-0.05383002925531602,1.2205580257689652,-0.3500666390586964,-0.27879087628482296,-1.2128651589592858,0.24248755399346886,-1.4821361913993973,0.6975322558125095
2015-09-01,600036.XSHG,0.001887447,0.0007036122,0.060568416524709845,0.09718196674303888,0.10258053819739665,0.906324605530533,-0.6113630567447351,-0.0840472804162995,-0.4610442835946431,0.18703233357512977,-0.2749283947139541,0.762004992036938
2015-09-01,601166.XSHG,0.0008484856,0.000612526,0.1763329588428328,0.28577492307483715,0.14608711999805704,0.7550270328231395,-0.7290668577991606,-0.10255519082232505,1.4006074077844688,0.7079477647178883,-1.0535417073690632,0.25591226256488153
2015-09-01,601288.XSHG,-0.0021701164,4.54483e-05,-0.030649953881102976,0.15918568677763612,0.010474781780117154,0.5804529104684543,-0.5734329315967618,1.128568286467807,-1.5681211769887315,0.7215842943289559,0.03937422690829091,-0.5429752867557356
2015-09-01,601328.XSHG,-0.0028375836,-0.0004430606,-0.0703529854228839,0.011403702026864582,-0.10435194438452935,-0.25750287683403283,-0.45332086862817944,0.22783605065700377,-0.39219621808506056,-0.13842617314233588,0.9108496777699704,-0.38971048969755245
2015-09-01,601398.XSHG,-0.0023242887,-6.33382e-05,0.5191821029242053,0.6299371028390955,0.481056772008952,0.7899418572940767,-0.34043359140206825,1.3796445190794842,0.5826923895306282,0.3770346461559957,1.2608685063947438,-0.41547360658342347
2015-09-01,601818.XSHG,-0.0026633687,-8.27073e-05,-0.41726092480417926,-0.2512855437189916,-0.42305810881406597,0.021815718933463204,-0.5264718242706995,-0.6405599983555738,-0.2627618549270457,0.22248731056390403,-1.1106876385731066,-0.6246481870001966
2015-09-01,601939.XSHG,-0.0022490178,-0.0001211894,0.4344748795460787,0.5210284093926935,0.42785268919745134,1.1740049264743835,-0.4506115739747528,1.1713491173368138,0.004368639250134347,-0.08237094542111058,1.496595472611428,-0.27201147945434506
2015-09-01,601988.XSHG,-0.0026280844,-0.0004977815,0.13735380221618845,0.07885931715577936,0.11318041788968641,-0.3506090754231982,-0.4165948744372846,1.0594488529303232,0.08147847262086712,-0.0384249559945117,0.7894145739613757,-0.1632363781442524
2015-11-02,600000.XSHG,0.0010328922,0.000644951,0.017050429793208748,0.09106386483054435,-0.014972085362025947,0.6502825594103288,-0.22513805226179998,-0.16381852068157937,1.5823663007297666,0.05066703746445975,-1.0249687417670401,-0.7500375743416744
2015-11-02,600016.XSHG,0.0009639905,0.0005783584,-0.4645498728556633,-0.4261650936956981,-0.4036651826322655,0.0916453678753367,-0.7603742626832021,-0.26170693394420796,-1.2128651589592858,0.24248755399346886,-1.4821361913993973,0.1311005151276443
2015-11-02,600036.XSHG,6.65755e-05,0.0002695573,-0.09708710677692615,0.05461455103078526,-0.08227056287377155,0.6851973838812649,-0.39973704103818536,-0.08384124935432229,-0.4610442835946431,0.18703233357512977,-0.2749283947139541,-0.33228849619377293
2015-11-02,601166.XSHG,0.000686697,0.0006081599,0.0541506805782131,0.29730431418146414,0.002828398732790491,0.6968356587049115,-0.23386800170061922,-0.07101544693582046,1.4006074077844688,0.7079477647178883,-1.0535417073690632,-1.067910911154274
2015-11-02,601288.XSHG,0.0002288698,0.0003947429,-0.10848528751388105,0.11426673530000965,-0.08078714690431515,0.3360491391718955,-0.4337537405756535,1.1428473559715713,-1.5681211769887315,0.7215842943289559,0.03937422690829091,-0.9973771114134959
2015-11-02,601328.XSHG,-0.0009869055,-7.20973e-05,-0.362998111101386,-0.2357307051603969,-0.44747835424257315,-1.2234796871966225,-0.9521321175979562,0.23971336326737458,-0.39219621808506056,-0.13842617314233588,0.9108496777699704,-0.9853156227250723
2015-11-02,601398.XSHG,-0.0002792398,0.0002710774,0.4546318207592241,0.5680223439790535,0.4053715661705116,0.5338998111738715,-0.4343558060541928,1.365548363954027,0.5826923895306282,0.3770346461559957,1.2608685063947438,-0.5032651658405047
2015-11-02,601818.XSHG,-0.0005028819,0.0002137353,-0.47345469811467933,-0.3393563382127211,-0.4889453080206273,-0.4320769991887176,-0.4506115739747528,-0.6120159451699471,-0.2627618549270457,0.22248731056390403,-1.1106876385731066,-0.6685161855330898
2015-11-02,601988.XSHG,-0.000910208,-0.0001691763,0.008862924966114358,-0.03275421049621077,-0.03747513568602548,-0.792863518721733,-0.6309301847972612,1.0822042701826724,0.08147847262086712,-0.0384249559945117,0.7894145739613757,-0.42883818248860905
2015-11-02,601998.XSHG,-0.0001670643,0.0002462899,-0.33859957426420056,-0.2886262875839024,-0.353335160065886,-0.4553535488360089,-0.6959532564795012,-0.19975772257977564,-0.4004579859462108,-0.04842507770929412,-0.3106446017164825,-0.25960482658213124
2016-04-29,600000.XSHG,,-0.000193542,0.09296472590395369,0.11277538903266197,0.034413675511239736,0.4640701622319981,-0.3139427103463408,-0.1186652299299851,1.9513919318611292,-0.3150010495661724,-0.33921756731850544,-0.6778824556044478
2016-04-29,600016.XSHG,,-0.0005730687,-0.8382333884859586,-0.802356016435664,-0.8805854640489648,-1.584266206729638,-1.3585263156119567,-0.2287659692124352,-0.6483110217807075,-0.219154428439853,-0.9106768793589508,-0.9179328982681692
2016-04-29,600036.XSHG,,0.0005047355,-0.5351653349412758,-0.500754096729142,-0.6311858476222721,-1.6075427563769293,-1.5768322478028995,-0.03637566240923229,0.32933150845536396,-0.12569874550534124,-0.1392068081043485,-0.5898326328455434
2016-04-29,601288.XSHG,,0.0004813367,-0.43950571907408964,-0.34870422276190105,-0.506714834237034,-1.9373749563614941,-1.5768322478028995,1.147481237784529,-1.2156190815796686,0.612273872966643,0.4536822281376144,-0.5601510866633512
2016-04-29,601328.XSHG,,0.0005924495,-0.311494175942614,-0.3047609750110646,-0.3688810313951221,-1.4213303591985986,-0.4021453029523424,0.2325087471343266,-0.31508638471432876,-0.13933527511640748,0.5179714007421645,-0.6530420574931122
2016-04-29,601398.XSHG,,0.0007248722,0.25793559581799774,0.27320550619167905,0.14213427183846783,-0.9092462669581898,-1.074351409741426,1.37030242919703,0.9296866396989247,0.10430405393465564,1.7537521630296296,-0.3688984384346398
2016-04-29,601939.XSHG,,0.0011722976,0.04333520611850537,0.12312635548912021,-0.10123670966450171,-1.572627931905992,-1.5195788311212088,1.1785078618312275,0.5193521692618122,0.24976036978603777,1.8751872668382243,-0.4272544618605637
2016-05-03,600000.XSHG,0.0003712826,0.0002080457,0.2052110723190876,0.09542085815979771,0.16602251668298423,0.30113431470095925,-0.24801654044629184,-0.08274774159787175,1.9513919318611292,-0.3150010495661724,-0.33921756731850544,0.16893415860036606
2016-05-03,600016.XSHG,0.0001304656,-0.0001574967,0.27588996173491204,-0.05741632972355909,0.4257241640850063,0.5920911852921007,1.9690895842745326,-0.16419997870953051,-0.6483110217807075,-0.219154428439853,-0.9106768793589508,1.3123912708667926
2016-05-03,600036.XSHG,0.0011595484,0.0015826806,0.6506072888775382,0.423177778529627,0.7591325538052873,1.1507283768270917,2.640994658324347,-0.044284407105462165,0.32933150845536396,-0.12569874550534124,-0.1392068081043485,0.7423864392511162
2016-05-03,601166.XSHG,0.0004173319,0.0005161682,0.7506827375005044,0.5289851086776075,0.8051027106307035,1.0576221782379263,1.8938313994571252,-0.037145636142567974,1.999007253967557,0.43158076460026445,-1.1249741213741187,1.0348573237573448
2016-05-03,601169.XSHG,0.0008619578,0.0003953106,0.29252083720191496,0.23390154153182874,0.3191842732378875,0.5338998111738715,2.5088412857849796,-1.0968272352531163,1.0673827707180898,-0.30002814005322115,-0.3535040501195163,-0.3121185818376826
2016-05-03,601288.XSHG,0.0008680572,0.0008464829,0.5219885445570872,0.5006189990110065,0.6206371898705211,0.5338998111738715,2.648821509545357,1.182004340145635,-1.2156190815796686,0.612273872966643,0.4536822281376144,-0.561142868489841
2016-05-03,601328.XSHG,0.0013338979,0.0008712471,-0.037136330688252873,-0.04352644548721028,-0.04719645783438361,-0.5484597474251742,0.595778227726481,0.26687820520671574,-0.31508638471432876,-0.13933527511640748,0.5179714007421645,-0.6377007412372209
2016-05-03,601398.XSHG,0.0013480443,0.0012643253,0.6497004263712921,0.6307352780000355,0.6014785356622054,0.13819846716991938,0.6990324572959641,1.4003133011849924,0.9296866396989247,0.10430405393465564,1.7537521630296296,-0.4773840977150411
2016-05-03,601939.XSHG,0.0021287847,0.0014957959,0.9658906747913006,0.9110694320273489,0.9804595773543507,0.766665307646785,2.2249674126537182,1.2210762339975845,0.5193521692618122,0.24976036978603777,1.8751872668382243,-0.09577403664505835
2016-05-03,601988.XSHG,0.0010375708,0.0010132729,0.19335806551433338,-0.02417235223306799,0.19248497808867138,-0.5368214726015289,0.20503773215450125,1.104132961774169,0.15583438337121616,-0.4857122182572506,0.9251361605709826,-0.014101088411755999
2016-09-01,600000.XSHG,-0.00030174,5.80953e-05,0.06952244271869264,-0.05242635217336207,0.006927598476521163,-0.28077942648132415,-0.5875814703424344,-0.05558173421106302,1.9513919318611292,-0.3150010495661724,-0.33921756731850544,0.11342641508921869
2016-09-01,600016.XSHG,1.20329e-05,-0.000236248,-0.25911628816802573,-0.3053812624135173,-0.2015706639261883,0.37096396364283274,-0.3970277463847587,-0.07849462871015656,-0.6483110217807075,-0.219154428439853,-0.9106768793589508,0.06888672385541347
2016-09-01,600036.XSHG,-0.0010604213,0.001522596,0.07845300585849364,0.04267358371966143,0.08828165696545752,0.5688146356448088,-0.5966124525205233,-0.025006071734416595,0.32933150845536396,-0.12569874550534124,-0.1392068081043485,0.5375489747739123
2016-09-01,601166.XSHG,0.0007293373,0.0004248266,0.3282194590104477,0.15741653105591358,0.30976451660111204,0.2429429405827301,-0.731174086974048,0.005791018829848616,1.999007253967557,0.43158076460026445,-1.1249741213741187,1.4743624434409004
2016-09-01,601169.XSHG,0.0008625134,3.46769e-05,-0.13804823094991409,-0.008853019233245413,-0.18565795917013203,0.45243188740835266,-0.3148458085641497,-1.0624357827500435,1.0673827707180898,-0.30002814005322115,-0.3535040501195163,-0.4553384932889104
2016-09-01,601288.XSHG,-0.0001348462,0.0007673421,-0.0073380703364653065,0.14199015572708343,1.7339078305922406e-06,0.045092268580754026,-0.5881835358209737,1.1964521937054418,-1.2156190815796686,0.612273872966643,0.4536822281376144,-0.5550644383450679
2016-09-01,601398.XSHG,-0.0005049633,0.0012620656,0.5086274329573388,0.5428721845630946,0.43607045088434515,0.1032836426989821,-0.3277902163527438,1.4280648512981529,0.9296866396989247,0.10430405393465564,1.7537521630296296,-0.4309091036062297
2016-09-01,601939.XSHG,-6.64513e-05,0.0012274585,0.5480916360142424,0.6352228922932106,0.49059020438825,0.4640701622319981,-0.46596424367750394,1.2529083079101293,0.5193521692618122,0.24976036978603777,1.8751872668382243,-0.05867258025100094
2016-09-01,601988.XSHG,-0.0006660561,0.0006141922,0.6216221997598267,-0.041199576496693285,0.6946246754915123,-0.6182893963670483,-0.3684296361541438,1.1366887311505443,0.15583438337121616,-0.4857122182572506,0.9251361605709826,3.6061273740044864
2016-11-01,600000.XSHG,-0.0005250325,-0.0002350347,0.10159670502966667,0.03284000097767391,0.04453467103613819,-0.024737380361119467,-0.10623012025029616,-0.020122784967033867,1.9513919318611292,-0.3150010495661724,-0.33921756731850544,-0.4349060941903353
2016-11-01,600016.XSHG,-0.0012506657,-0.0003181346,-0.44545907838890997,-0.4757530372810565,-0.420057585460175,-0.3156942509522609,-0.7067904350932078,-0.007155388215151295,-0.6483110217807075,-0.219154428439853,-0.9106768793589508,-0.3104311448822381
2016-11-01,600036.XSHG,0.0005712987,0.0016078346,0.007142717904909196,0.0326633433855405,0.004670344339879768,0.4640701622319981,-0.3500666390586964,-0.020175501324254247,0.32933150845536396,-0.12569874550534124,-0.1392068081043485,-0.10825495136035729
2016-11-01,601166.XSHG,-0.0004664116,9.61394e-05,0.2341604710022715,0.2204176030824731,0.19948035316152546,0.4175170629374154,-0.18028417411062508,0.024478238381497902,1.999007253967557,0.43158076460026445,-1.1249741213741187,0.07179827261390968
2016-11-01,601169.XSHG,-0.0003478688,-0.0002495034,-0.4167332894487737,-0.32110843094158137,-0.5124161902600449,-0.8161400683690244,-0.9253402038029591,-1.0266803358149141,1.0673827707180898,-0.30002814005322115,-0.3535040501195163,-0.5628229986998706
2016-11-01,601328.XSHG,0.0004814829,0.0004285866,-0.2885110675505467,-0.38420787782859567,-0.34193333680542315,-1.654095855671512,-0.9509279866408777,0.3560554538496807,-0.31508638471432876,-0.13933527511640748,0.5179714007421645,0.16584117469745416
2016-11-01,601398.XSHG,0.0007605784,0.0010390821,0.4551929110749934,0.47425406325355507,0.37341847397729516,-0.1760349530685134,-0.47017870202727874,1.4332671259193663,0.9296866396989247,0.10430405393465564,1.7537521630296296,-0.3884459499618307
2016-11-01,601939.XSHG,0.0010037616,0.0011918421,0.4370532691847004,0.52468096903826,0.360397719280612,-0.013099105537474058,-0.5869794048638951,1.2898657304820889,0.5193521692618122,0.24976036978603777,1.8751872668382243,-0.2747141416738911
2016-11-01,601988.XSHG,0.0004649788,0.0005137844,-0.04157604981704371,-0.20650287302019946,-0.08297527213736827,-1.0721821144892292,-0.6565179676351797,1.1512069680136048,0.15583438337121616,-0.4857122182572506,0.9251361605709826,-0.30879756029344996
2017-05-02,002142.XSHE,0.0027535512,0.0010501835,-0.11396628854590499,0.5643580855211028,-0.12568694975980307,0.766665307646785,1.4750948591330701,-1.828468166221997,-1.4855034983772313,1.7152327519887047,-0.36779053292052716,-1.0729947410701395
2017-05-02,002807.XSHE,-0.0048901352,-0.0033836015,-0.8492611583925325,-0.5647588432761106,-0.9380525527565958,-1.9373749563614941,-1.4008545290806593,-2.5202919965054145,-1.9536703438423935,0.11066776775315425,0.8394172637649149,0.9172786855241644
2017-05-02,600000.XSHG,0.0013945196,-0.0002246605,-0.0373939701160495,-0.6415675104967076,0.02494701936895391,-0.12156782689385152,0.14029763124717462,0.036965079716007924,1.5713506102482337,-1.7713278659096845,-0.9963957761650184,0.8789203569447915
2017-05-02,600015.XSHG,0.0015131771,-0.0001470104,-0.9726123542524033,-1.0209822271936317,-0.9458849129825307,-1.2182424635259816,-0.6892402263937885,-0.8652209144922073,-1.551597641266431,-0.8275254694882562,-1.0035390175655239,-0.6529207470346351
