rebalance_date,quarter_key,code,active_quarter_key,effective_data_flag,rebalance_stock_pool_flag,liquidity_top_80_flag,market_cap_top_80_flag,avg_traded_amount_lookback,avg_traded_volume_lookback,market_cap,circulating_market_cap,y_quarter_avg_daily_return_close,y_quarter_end_date,y_year_avg_daily_return_close,y_year_end_date,income__operating_revenue,income__interest_income,income__interest_expense,income__commission_income,income__commission_expense,income__investment_income,income__operating_profit,income__total_profit,income__income_tax_expense,income__net_profit,income__np_parent_company_owners,income__minority_profit,cash_flow__cash_and_equivalents_at_end,cash_flow__cash_equivalent_increase,cash_flow__cash_equivalents_at_beginning,cash_flow__invest_cash_paid,cash_flow__net_invest_cash_flow,cash_flow__net_operate_cash_flow,cash_flow__staff_behalf_paid,cash_flow__subtotal_invest_cash_inflow,cash_flow__subtotal_invest_cash_outflow,cash_flow__subtotal_operate_cash_inflow,cash_flow__subtotal_operate_cash_outflow,cash_flow__net_finance_cash_flow,cash_flow__interest_and_commission_cashin,cash_flow__invest_withdrawal_cash,cash_flow__subtotal_finance_cash_outflow,cash_flow__fix_intan_other_asset_acqui_cash,cash_flow__net_loan_and_advance_increase,cash_flow__tax_payments,cash_flow__invest_proceeds,cash_flow__exchange_rate_change_effect,indicator__eps,indicator__adjusted_profit,indicator__operating_profit,indicator__value_change_profit,indicator__roe,indicator__inc_return,indicator__roa,indicator__net_profit_margin,indicator__expense_to_total_revenue,indicator__operation_profit_to_total_revenue,indicator__net_profit_to_total_revenue,indicator__ocf_to_revenue,indicator__inc_total_revenue_annual,indicator__inc_revenue_annual,indicator__inc_operation_profit_annual,indicator__inc_net_profit_annual,indicator__inc_net_profit_to_shareholders_annual,balance__cash_equivalents,balance__deferred_tax_assets,balance__lend_capital,balance__paidin_capital,balance__retained_profit,balance__total_assets,balance__total_liability,balance__total_owner_equities,balance__capital_reserve_fund,balance__equities_parent_company_owners,balance__ordinary_risk_reserve_fund,balance__surplus_reserve_fund,balance__taxs_payable,balance__salaries_payable,bank_indicator__Nonperforming_loan_rate,bank_indicator__Nonperforming_loan_rate__source_year,bank_indicator__capital_adequacy_ratio,bank_indicator__capital_adequacy_ratio__source_year,bank_indicator__core_level_capital_adequacy_ratio,bank_indicator__core_level_capital_adequacy_ratio__source_year,bank_indicator__cost_to_income_ratio,bank_indicator__cost_to_income_ratio__source_year,bank_indicator__deposit_loan_ratio,bank_indicator__deposit_loan_ratio__source_year,bank_indicator__net_interest_margin,bank_indicator__net_interest_margin__source_year,bank_indicator__non_interest_income_ratio,bank_indicator__non_interest_income_ratio__source_year,bank_indicator__non_performing_loan_provision_coverage,bank_indicator__non_performing_loan_provision_coverage__source_year,bank_indicator__total_deposit,bank_indicator__total_deposit__source_year,bank_indicator__total_loan,bank_indicator__total_loan__source_year,bank_indicator__weighted_risky_asset,bank_indicator__weighted_risky_asset__source_year,derived__log_total_assets,derived__staff_cash_to_operating_revenue,derived__investment_income_to_operating_revenue
2019-04-30,2019q1,601939.XSHG,2018q4,1,1,1,1,1264952205.500000,251498235.950000,18600.8167,713.7681,0.0005452589,2019-10-31,0.0001358785,2021-04-30,158844000000.0,206267000000.0,85714000000.0,31813000000.0,5306000000.0,1774000000.0,45651000000.0,44326000000.0,3556000000.0,40770000000.0,40547000000.0,223000000.0,-129718000000.0,-129718000000.0,0.0,-365235000000.0,-35159000000.0,-129035000000.0,26870000000.0,-389895000000.0,-354736000000.0,55044000000.0,184079000000.0,36936000000.0,263211000000.0,-387658000000.0,10996000000.0,10025000000.0,17268000000.0,11861000000.0,,-2460000000.0,0.1622,41452000000.0,45651000000.0,2694000000.0,2.08,2.13,0.18,25.67,71.26,28.74,25.67,-81.23,-0.81,-0.81,-44.52,-39.5,-39.56,3119812000000.0,58730000000.0,349727000000.0,250011000000.0,990872000000.0,23222693000000.0,21231099000000.0,1991594000000.0,134537000000.0,1976463000000.0,279725000000.0,223231000000.0,77883000000.0,36213000000.0,1.46,2018,17.19,2018,13.83,2018,26.42,2018,80.568,2018,2.36,2018,26.1975,2018,208.37,2018,17108678000000.0,2018,13784115000000.0,2018,13659497000000.0,2018,30.7761510631,0.1691596787,0.0111681902
2019-04-30,2019q1,601988.XSHG,2018q4,1,1,1,1,765954478.600000,293784155.500000,11451.6851,8198.7785,0.0002502751,2019-10-31,-0.0000690412,2021-04-30,127966000000.0,182322000000.0,86922000000.0,23064000000.0,4374000000.0,7707000000.0,33793000000.0,34029000000.0,4342000000.0,29687000000.0,26812000000.0,2875000000.0,277663000000.0,277663000000.0,0.0,643491000000.0,48950000000.0,91303000000.0,20486000000.0,712333000000.0,663383000000.0,321163000000.0,229860000000.0,140411000000.0,169829000000.0,671370000000.0,73762000000.0,17759000000.0,101793000000.0,15021000000.0,30920000000.0,-3001000000.0,0.0911,26579000000.0,33793000000.0,4435000000.0,1.68,1.67,0.14,23.2,73.59,26.41,23.2,71.35,2.62,2.62,-36.73,-37.07,-39.32,2770984000000.0,38204000000.0,781761000000.0,294388000000.0,686405000000.0,21267275000000.0,19541878000000.0,1725397000000.0,142135000000.0,1612980000000.0,231525000000.0,157464000000.0,27894000000.0,33822000000.0,1.42,2018,14.97,2018,11.41,2018,28.09,2018,79.4114,2018,1.95,2018,28.64,2018,181.97,2018,14883596000000.0,2018,11819272000000.0,2018,12841526000000.0,2018,30.6881906222,0.1600893987,0.0602269353
2019-04-30,2019q1,601997.XSHG,2018q4,1,1,1,1,509124401.950000,72881067.300000,316.2862,170.4816,0.0000518576,2019-10-31,-0.0001495034,2021-04-30,3520757000.0,6294886000.0,3250760000.0,422184000.0,104416000.0,77036000.0,1413934000.0,1423034000.0,-9390000.0,1432424000.0,1403704000.0,28720000.0,-8178238000.0,-8178238000.0,0.0,135482756000.0,-8076821000.0,514721000.0,488124000.0,127785414000.0,135862235000.0,9451661000.0,8936940000.0,-619536000.0,3847173000.0,124649746000.0,24518339000.0,379479000.0,10190900000.0,285263000.0,3135580000.0,3398000.0,0.6107,1360682000.0,1260191000.0,94836000.0,4.46,4.33,0.29,40.69,59.84,40.16,40.69,14.62,14.2,14.2,-13.88,-3.39,-3.53,47335526000.0,1796793000.0,0.0,2298592000.0,14577869000.0,503326324000.0,467483050000.0,35843274000.0,4861949000.0,34829517000.0,5387625000.0,2477507000.0,248576000.0,1116547000.0,1.35,2018,12.97,2018,9.61,2018,26.73,2018,54.5,2018,2.33,2018,12.4876,2018,266.05,2018,312478883000.0,2018,170304666000.0,2018,316930230000.0,2018,26.9445045522,0.1386417751,0.0218805217
2019-04-30,2019q1,002142.XSHE,2019q1,1,1,1,1,531391716.578500,28139157.700000,1192.7659,1060.4641,0.0022261822,2019-10-31,0.0017101755,2021-04-30,8123629000.0,10757891000.0,6148095000.0,1920306000.0,144622000.0,2051833000.0,3804967000.0,3803279000.0,383344000.0,3419935000.0,3387942000.0,31993000.0,29339585000.0,3766370000.0,25573215000.0,75544395000.0,83563416000.0,-39032749000.0,3469536000.0,159311614000.0,75748198000.0,132252372000.0,171285121000.0,-40639974000.0,8176715000.0,156563362000.0,94660529000.0,87307000.0,16111002000.0,126054000.0,2748252000.0,-124323000.0,0.6505,3388087000.0,3804967000.0,1729490000.0,4.06,4.06,0.3,42.1,53.16,46.84,42.1,-480.48,5.48,5.48,81.52,50.8,49.74,111661219000.0,4590539000.0,3962016000.0,5208585000.0,36352112000.0,1160997363000.0,1074394852000.0,86602511000.0,11219730000.0,86219819000.0,9156274000.0,5942864000.0,2141610000.0,563569000.0,0.78,2018,14.86,2018,9.16,2018,34.44,2018,65.88,2018,2.23,2018,33.9093,2018,521.83,2018,646721375000.0,2018,429087000000.0,2018,718274000000.0,2018,27.7803005473,0.4270918822,0.2525759116
2019-04-30,2019q1,002807.XSHE,2019q1,1,0,0,0,140567636.221000,39721221.950000,110.3278,46.377,-0.0009213672,2019-10-31,-0.0001797856,2021-04-30,880724000.0,1182034000.0,573211000.0,24909000.0,5723000.0,115635000.0,131445000.0,131407000.0,-62939000.0,194346000.0,193862000.0,484000.0,1631216000.0,-897510000.0,2528726000.0,25901459000.0,-6178089000.0,357214000.0,144856000.0,19756182000.0,25934271000.0,4626574000.0,4269360000.0,4935593000.0,1596706000.0,19738216000.0,8125999000.0,32812000.0,1989795000.0,73865000.0,17965000.0,-12228000.0,0.1071,193869000.0,-120268000.0,248894000.0,1.8,1.8,0.16,22.07,85.08,14.92,22.07,40.56,-1.79,-1.79,-55.92,-37.8,-38.93,10923098000.0,1209317000.0,518932000.0,1809520000.0,3096674000.0,121069884000.0,109978327000.0,11091558000.0,922808000.0,10971695000.0,1376195000.0,3068897000.0,77196000.0,372542000.0,2.15,2018,15.21,2018,14.02,2018,32.03,2018,74.31,2018,2.67,2018,26.4985,2018,233.71,2018,84758488000.0,2018,62986116000.0,2018,75150852700.0,2018,25.5196337695,0.1644737738,0.1312953888
2019-04-30,2019q1,002839.XSHE,2019q1,1,0,0,0,249358443.369500,57515558.850000,117.3085,55.7987,-0.0003767919,2019-10-31,0.0000066743,2021-04-30,846828449.46,1378910336.75,589940519.47,25761349.8,23949260.64,62854670.99,283228752.22,282567751.39,22647475.5,259920275.89,260066187.76,-145911.87,4845533773.17,1689693794.04,3155839979.13,17343333616.55,-654861278.97,1161794121.26,306005793.26,16707494395.13,17362355674.1,11652281675.1,10490487553.84,1180470079.83,1550250049.17,16663336044.36,6010278248.81,19022057.55,3039516547.25,86410460.19,43632919.78,2290871.92,0.1439,248948341.47,283228752.22,39148874.19,2.58,2.47,0.22,30.69,66.55,33.45,30.69,137.19,1.33,1.33,67.9,51.45,35.09,13038013281.83,876530557.13,849541845.42,1807526665.0,1866487949.72,124244887184.9,113926872550.11,10318014634.79,866431340.63,10230285789.55,1615152306.91,3277573950.59,137677814.94,308261562.51,1.47,2018,15.65,2018,11.94,2018,35.43,2018,75.67,2018,2.56,2018,9.1045,2018,223.85,2018,79503686221.4,2018,60159749146.38,2018,80401478700.0,2018,25.5455203517,0.3613551168,0.0742236176
2019-04-30,2019q1,600908.XSHG,2019q1,1,0,0,0,115046306.300000,22130691.050000,118.4716,52.3201,-0.0006849656,2019-10-31,0.0002283922,2021-04-30,809371000.0,1574452000.0,869117000.0,40724000.0,6890000.0,80632000.0,357996000.0,354198000.0,50040000.0,304158000.0,303472000.0,686000.0,7243292000.0,-2496423000.0,9739715000.0,9902300000.0,-2746981000.0,2217974000.0,129718000.0,7175991000.0,9922972000.0,8774375000.0,6556401000.0,-1965754000.0,1671580000.0,7122644000.0,4788998000.0,20672000.0,4691591000.0,117826000.0,53347000.0,-1662000.0,0.1642,306320000.0,288471000.0,69132000.0,2.78,2.8,0.19,37.58,55.77,44.23,37.58,274.04,0.84,0.84,46.83,42.03,30.15,19224486000.0,700229000.0,406920000.0,1848232000.0,838878000.0,159467062000.0,148396362000.0,11070700000.0,955697000.0,10991538000.0,1805253000.0,4850586000.0,227505000.0,12553000.0,1.24,2018,16.81,2018,10.44,2018,29.18,2018,65.06,2018,2.16,2018,6.3646,2018,234.76,2018,115808239000.0,2018,75342525000.0,2018,103719082000.0,2018,25.7951032300,0.1602701357,0.0996230406
2019-04-30,2019q1,600919.XSHG,2019q1,1,1,1,1,356319823.950000,77688069.550000,847.3626,441.0038,0.0001669248,2019-10-31,0.0003324304,2021-04-30,11124835000.0,19330813000.0,14078782000.0,1593695000.0,53588000.0,4011408000.0,4173803000.0,4174881000.0,339381000.0,3835500000.0,3771083000.0,64417000.0,60668928000.0,12933143000.0,47735785000.0,480259721000.0,-11092862000.0,24051674000.0,3175646000.0,469271204000.0,480364066000.0,130401760000.0,106350086000.0,265484000.0,15454369000.0,459726872000.0,80301246000.0,104345000.0,42041453000.0,1163532000.0,9530568000.0,-291153000.0,0.3267,3726079000.0,-152129000.0,4262298000.0,3.02,2.98,0.2,34.48,62.48,37.52,34.48,216.2,21.52,21.52,40.83,33.34,34.33,165516172000.0,6422168000.0,29645324000.0,11544450000.0,34950821000.0,2005474781000.0,1876091747000.0,129383034000.0,16075278000.0,127439670000.0,25376162000.0,14475708000.0,3080949000.0,4179252000.0,1.39,2018,12.55,2018,8.61,2018,28.68,2018,78.53,2018,1.8692,2017,27.7569,2018,203.84,2018,1093327642000.0,2018,889208996000.0,2018,1206116984000.0,2018,28.3269019472,0.2854555596,0.3605813479
2019-04-30,2019q1,601128.XSHG,2019q1,1,1,1,1,481770017.300000,99129650.200000,204.7428,104.7388,0.0010494839,2019-10-31,0.0000620609,2021-04-30,1537466000.0,2266583000.0,928160000.0,108558000.0,19895000.0,111312000.0,604737000.0,603458000.0,120526000.0,482932000.0,446730000.0,36202000.0,7607442000.0,2035148000.0,5572294000.0,7634825000.0,4453226000.0,5657124000.0,520241000.0,12144198000.0,7690972000.0,10981935000.0,5324811000.0,-8053678000.0,2909689000.0,12047656000.0,8422761000.0,56147000.0,2632375000.0,117600000.0,96542000.0,-21524000.0,0.178,447619000.0,498554000.0,97219000.0,3.25,3.25,0.29,31.41,60.67,39.33,31.41,367.95,-0.41,-0.41,42.21,27.79,22.05,18335943000.0,1009148000.0,986782000.0,2509103000.0,2720835000.0,170632488000.0,155210956000.0,15421532000.0,2101057000.0,14694846000.0,3144842000.0,3622838000.0,562768000.0,231874000.0,0.99,2018,15.12,2018,10.49,2018,36.53,2018,82.05,2018,3.43,2018,12.41,2018,445.02,2018,113100856000.0,2018,92795352000.0,2018,125742905000.0,2018,25.8627778876,0.3383756129,0.0723996498
2019-04-30,2019q1,601169.XSHG,2019q1,1,1,1,1,515671867.550000,122805047.450000,1346.8081,1162.3983,-0.0004898983,2019-10-31,-0.0002798659,2021-04-30,16978000000.0,27022000000.0,15375000000.0,3357000000.0,155000000.0,1713000000.0,7489000000.0,7502000000.0,1128000000.0,6374000000.0,6334000000.0,40000000.0,204433000000.0,8620000000.0,195813000000.0,156707000000.0,4610000000.0,22112000000.0,1620000000.0,162511000000.0,157901000000.0,139470000000.0,117358000000.0,-17864000000.0,21473000000.0,154586000000.0,76043000000.0,1194000000.0,64893000000.0,2827000000.0,7916000000.0,-238000000.0,0.2996,6324000000.0,7489000000.0,2115000000.0,3.25,3.24,0.24,37.54,55.89,44.11,37.54,130.24,18.14,18.14,94.27,84.97,87.67,221299000000.0,14796000000.0,70063000000.0,21143000000.0,66265000000.0,2637501000000.0,2438125000000.0,199376000000.0,43885000000.0,197650000000.0,30682000000.0,15637000000.0,2762000000.0,2954000000.0,1.46,2018,12.07,2018,8.93,2018,25.19,2018,91.0394,2018,1.88,2018,17.9048,2018,217.51,2018,1386006000000.0,2018,1261811000000.0,2018,1967050000000.0,2018,28.6008529939,0.0954175992,0.1008952762
2019-04-30,2019q1,601229.XSHG,2019q1,1,1,1,1,478538790.350000,76598536.450000,1384.5901,658.2797,0.0002473769,2019-10-31,-0.0000694196,2021-04-30,13015439000.0,18493867000.0,11673240000.0,1984184000.0,159193000.0,2732829000.0,5616987000.0,5637627000.0,602504000.0,5035123000.0,5019498000.0,15625000.0,78374884000.0,-7026881000.0,85401765000.0,221664816000.0,-6666483000.0,3225393000.0,2042069000.0,215087193000.0,221753676000.0,91911317000.0,88685924000.0,-3283834000.0,16095666000.0,208340340000.0,204944706000.0,88860000.0,39841929000.0,1990092000.0,6741973000.0,-301957000.0,0.4593,5001779000.0,1287713000.0,4325490000.0,3.07,3.06,0.25,38.69,56.84,43.16,38.69,24.78,6.18,6.18,46.43,33.91,33.58,147829351000.0,10802049000.0,115050940000.0,10928099000.0,50631078000.0,2061522441000.0,1894909085000.0,166613356000.0,25331364000.0,166106324000.0,25720985000.0,30969554000.0,5126533000.0,3193661000.0,1.14,2018,13.0,2018,9.83,2018,20.52,2018,81.61,2018,1.81,2018,31.79,2018,332.95,2018,1042489605000.0,2018,850695655000.0,2018,1435652196000.0,2018,28.3544658748,0.1568958988,0.2099682539
2019-04-30,2019q1,601288.XSHG,2019q1,1,1,1,1,1518439235.700000,613332943.150000,13159.3621,11056.4791,0.0003592321,2019-10-31,-0.0000457435,2021-04-30,173031000000.0,208463000000.0,89350000000.0,32350000000.0,3132000000.0,4057000000.0,74259000000.0,74664000000.0,12543000000.0,62121000000.0,61251000000.0,870000000.0,1155930000000.0,176457000000.0,979473000000.0,508249000000.0,-80341000000.0,263874000000.0,33248000000.0,428376000000.0,508717000000.0,1652860000000.0,1388986000000.0,-3757000000.0,180274000000.0,378246000000.0,244956000000.0,468000000.0,722707000000.0,22010000000.0,49930000000.0,-3319000000.0,0.175,61144000000.0,50452000000.0,8862000000.0,3.6,3.59,0.27,35.9,57.08,42.92,35.9,152.5,22.6,22.6,78.79,101.51,96.49,2609621000000.0,117432000000.0,487107000000.0,349983000000.0,711817000000.0,23657926000000.0,21920411000000.0,1737515000000.0,173556000000.0,1732411000000.0,239346000000.0,154279000000.0,62711000000.0,40754000000.0,1.59,2018,15.12,2018,11.55,2018,31.27,2018,68.835,2018,2.33,2018,20.1855,2018,252.18,2018,17346290000000.0,2018,11940322000000.0,2018,13712894000000.0,2018,30.7947193121,0.1921505395,0.0234466656
2019-04-30,2019q1,601577.XSHG,2019q1,1,1,1,1,263581030.500000,32137064.100000,362.6847,36.2685,-0.0007901568,2019-10-31,0.0000497716,2021-04-30,4202698000.0,5848429000.0,2999249000.0,530174000.0,74846000.0,648490000.0,1719833000.0,1709574000.0,314467000.0,1395107000.0,1368852000.0,26255000.0,41707508000.0,25642338000.0,16065170000.0,73149480000.0,-353279000.0,12248295000.0,916836000.0,72817671000.0,73170950000.0,33000976000.0,20752681000.0,13760352000.0,3720641000.0,70548891000.0,22830000000.0,21470000.0,14057118000.0,681056000.0,2269901000.0,-13030000.0,0.4001,1375506000.0,823563000.0,894865000.0,4.35,4.37,0.25,33.2,59.08,40.92,33.2,291.44,11.32,11.32,86.88,77.97,82.65,49904163000.0,1891411000.0,302773000.0,3421554000.0,13743871000.0,571641369000.0,538663912000.0,32977457000.0,5785652000.0,31894356000.0,6502918000.0,2021865000.0,999943000.0,789147000.0,1.29,2018,12.24,2018,9.53,2018,34.12,2018,59.26,2018,2.45,2018,17.1493,2018,275.4,2018,341202398000.0,2018,204403060000.0,2018,326361334000.0,2018,27.0717776544,0.2181541476,0.1543032595
2019-04-30,2019q1,601818.XSHG,2019q1,1,1,1,1,695849548.750000,249110421.800000,2188.8035,1660.1002,0.0010152872,2019-10-31,0.0001994307,2021-04-30,33843000000.0,51049000000.0,26816000000.0,7626000000.0,671000000.0,3635000000.0,11760000000.0,11775000000.0,2024000000.0,9751000000.0,9733000000.0,18000000.0,192809000000.0,5129000000.0,187680000000.0,270892000000.0,48961000000.0,-32197000000.0,6607000000.0,320589000000.0,271628000000.0,348094000000.0,380291000000.0,-10763000000.0,47553000000.0,305789000000.0,10763000000.0,736000000.0,96996000000.0,3930000000.0,14756000000.0,-872000000.0,0.1854,9722000000.0,9216000000.0,2421000000.0,2.98,2.98,0.22,28.81,65.25,34.75,28.81,-95.14,17.15,17.15,44.45,64.63,64.99,428181000000.0,13396000000.0,67299000000.0,52489000000.0,110029000000.0,4520309000000.0,4187405000000.0,332904000000.0,53533000000.0,331901000000.0,54036000000.0,24371000000.0,9493000000.0,6852000000.0,1.59,2018,13.01,2018,9.15,2018,28.79,2018,94.1433,2018,1.97,2018,44.6292,2018,176.16,2018,2571961000000.0,2018,2421329000000.0,2018,3166668000000.0,2018,29.1396014703,0.1952250096,0.1074077357
2019-04-30,2019q1,601838.XSHG,2019q1,1,1,1,1,311254824.650000,46122014.700000,341.3578,176.397,-0.0001661769,2019-10-31,0.0009608569,2021-04-30,3002847000.0,4816250000.0,2367166000.0,112680000.0,24512000.0,346824000.0,1418095000.0,1416871000.0,149155000.0,1267716000.0,1266596000.0,1120000.0,9405078000.0,-27448303000.0,36853381000.0,88512096000.0,-33009446000.0,3195968000.0,844653000.0,55511034000.0,88520480000.0,20308031000.0,17112063000.0,2381369000.0,4362794000.0,55266196000.0,41259597000.0,8384000.0,11774074000.0,412877000.0,244487000.0,-16194000.0,0.3506,1267769000.0,1418095000.0,463798000.0,3.98,3.98,0.25,42.22,52.77,47.23,42.22,106.43,-5.33,-5.33,-0.2,1.02,1.06,53201276000.0,2526936000.0,1215780000.0,3612251000.0,13949133000.0,508886062000.0,476286692000.0,32599370000.0,6155624000.0,32521625000.0,5976928000.0,2715253000.0,832966000.0,1526874000.0,1.54,2018,14.08,2018,11.14,2018,25.77,2018,53.72,2018,2.21,2018,16.5314,2018,237.01,2018,352292279000.0,2018,185829871000.0,2018,281136400000.0,2018,26.9554899817,0.2812840614,0.1154983920
2019-04-30,2019q1,601998.XSHG,2019q1,1,1,1,1,399110459.750000,92074148.400000,3077.9987,2006.8348,0.0004225057,2019-10-31,-0.0000906166,2021-04-30,47410000000.0,62289000000.0,34219000000.0,16811000000.0,1363000000.0,2860000000.0,15894000000.0,15874000000.0,2472000000.0,13402000000.0,13216000000.0,186000000.0,214630000000.0,-161379000000.0,376009000000.0,633728000000.0,-193185000000.0,-8434000000.0,8460000000.0,441065000000.0,634250000000.0,423156000000.0,431590000000.0,43259000000.0,82551000000.0,440918000000.0,100691000000.0,522000000.0,133801000000.0,8174000000.0,11000000.0,-3019000000.0,0.2701,13257000000.0,15894000000.0,3918000000.0,2.97,2.98,0.22,28.27,66.48,33.52,28.27,-17.79,9.06,9.06,85.37,69.56,71.32,427825000000.0,25263000000.0,189582000000.0,48935000000.0,193036000000.0,6241410000000.0,5771395000000.0,470015000000.0,62112000000.0,453310000000.0,74255000000.0,34450000000.0,5318000000.0,8356000000.0,1.77,2018,12.47,2018,8.62,2018,30.57,2018,54.1,2018,2.31,2018,31.5,2018,157.98,2018,3649611000000.0,2018,3608412000000.0,2018,4677713000000.0,2018,29.4622272343,0.1784433664,0.0603248260
2019-04-30,2019q1,603323.XSHG,2019q1,1,0,1,0,271548493.750000,54632143.800000,114.39,55.6773,-0.0010899660,2019-10-31,-0.0004200070,2021-04-30,874010000.0,1262035000.0,477526000.0,30701000.0,14880000.0,33743000.0,252819000.0,254087000.0,34050000.0,220037000.0,218567000.0,1470000.0,9441559000.0,2683637000.0,6757922000.0,62585337000.0,2477833000.0,-2084731000.0,123513000.0,65329434000.0,62851601000.0,664004000.0,2748735000.0,2288288000.0,1088803000.0,65305052000.0,8959489000.0,266264000.0,2590921000.0,46528000.0,24382000.0,2247000.0,0.1334,217610000.0,179684000.0,73126000.0,2.12,2.11,0.19,25.18,71.07,28.93,25.18,-238.52,1.76,1.76,214.45,157.21,162.95,14744943000.0,465457000.0,3750142000.0,1638825000.0,1567564000.0,119786123000.0,108490600000.0,11295523000.0,2288649000.0,11183260000.0,2078960000.0,2858630000.0,211748000.0,261016000.0,1.31,2018,14.89,2018,10.99,2018,34.18,2018,71.92,2018,2.84,2018,14.7714,2018,248.18,2018,82747957000.0,2018,59390720000.0,2018,80956209000.0,2018,25.5089736812,0.1413176051,0.0386071098
2019-10-31,2019q3,002807.XSHE,2019q3,1,0,0,0,63612158.247500,21322845.300000,95.5671,94.9357,-0.0004342007,2020-04-30,-0.0000531506,2021-08-31,937731000.0,1257177000.0,644945000.0,29741000.0,6681000.0,358657000.0,331899000.0,324339000.0,74020000.0,250320000.0,235112000.0,15208000.0,1220324000.0,1220324000.0,0.0,11633956000.0,6226554000.0,-1244447000.0,127640000.0,17857253000.0,11630699000.0,196270000.0,1440717000.0,-3778550000.0,1343772000.0,17695960000.0,10325998000.0,-3257000.0,1652771000.0,50856000.0,161154000.0,16766000.0,0.1082,239303000.0,30788000.0,297646000.0,2.1,2.13,0.2,26.69,64.61,35.39,26.69,-132.71,22.44,22.44,25.75,29.01,13.16,12450359000.0,1175634000.0,438188000.0,2171980000.0,2737100000.0,121606787000.0,110152948000.0,11453839000.0,924557000.0,11335517000.0,1526195000.0,3268897000.0,132089000.0,398305000.0,2.15,2018,15.21,2018,14.02,2018,32.03,2018,74.31,2018,2.67,2018,26.4985,2018,233.71,2018,84758488000.0,2018,62986116000.0,2018,75150852700.0,2018,25.5240586191,0.1361157944,0.3824732253
2019-10-31,2019q3,002839.XSHE,2019q3,1,0,1,0,188727903.968000,50433469.600000,105.923,50.7253,-0.0005092965,2020-04-30,0.0001997198,2021-08-31,1003684157.6200001,1381054573.5500002,597586722.23,33707770.69,35797977.14,217748920.25,298187341.24999994,299118195.6999999,48798552.18,250319643.51999998,259005509.32000005,-8685865.8,-1431382260.2000003,-1431382260.2,0.0,-59616789007.39,-250804684.25,3003935874.7200003,151964147.94000006,-59770943743.54001,-59520139059.28999,2384555199.1800003,-619380675.5399971,-4188664925.67,1011699231.4299998,-60863397437.5,6212140266.09,96649948.10000002,3271329864.4400005,14197157.47999999,1091874932.6200001,4151475.000000001,0.1433,255040810.5,298187341.25,217762625.97,2.54,2.5,0.21,24.94,70.29,29.71,24.94,299.29,4.93,4.93,35.3,13.05,21.3,12428093099.49,905807909.48,617350832.06,1807558637.0,1631010936.22,119510431693.39,109102219910.85,10408211782.54,866596856.79,10323017893.48,1789898500.51,3539693240.99,162912874.05,432451909.29,1.47,2018,15.65,2018,11.94,2018,35.43,2018,75.67,2018,2.56,2018,9.1045,2018,223.85,2018,79503686221.4,2018,60159749146.38,2018,80401478700.0,2018,25.5066694990,0.1514063431,0.2169496436
2019-10-31,2019q3,002936.XSHE,2019q3,1,0,0,1,94199989.547000,27031819.200000,276.5542,69.7919,-0.0015779785,2020-04-30,-0.0003271146,2021-08-31,3365481000.0,5399437000.0,3045366000.0,446870000.0,39449000.0,432862000.0,1421919000.0,1419290000.0,274519000.0,1144771000.0,1120625000.0,24146000.0,-2174000.0,-2174000.0,0.0,30012101000.0,2461669000.0,-3871613000.0,470299000.0,32653447000.0,30191778000.0,13849076000.0,17720689000.0,1371605000.0,3501224000.0,30564432000.0,34587331000.0,179677000.0,12159144000.0,616570000.0,2096478000.0,36165000.0,0.1892,1120330000.0,827109000.0,592109000.0,2.89,2.89,0.24,34.02,57.75,42.25,34.02,-115.04,-0.91,-0.91,-16.85,-20.24,-21.2,35917606000.0,2191505000.0,1335093000.0,5921932000.0,12219662000.0,492793859000.0,452125723000.0,40668136000.0,5163655000.0,39386604000.0,5870320000.0,2356214000.0,527370000.0,535194000.0,2.47,2018,13.15,2018,8.22,2018,27.96,2018,66.06,2018,1.7,2018,40.4608,2018,154.84,2018,267758206000.0,2018,159572792000.0,2018,349504822000.0,2018,26.9233567876,0.1397419864,0.1286181678
2019-10-31,2019q3,600000.XSHG,2019q3,1,1,1,1,759625048.050000,78283080.900000,3671.9453,3515.7809,-0.0014085017,2020-04-30,-0.0004526893,2021-08-31,48787000000.0,72679000000.0,39121000000.0,11506000000.0,2945000000.0,1780000000.0,19504000000.0,19512000000.0,3059000000.0,16453000000.0,16244000000.0,209000000.0,42462000000.0,42462000000.0,0.0,-308449000000.0,122528000000.0,-76281000000.0,4598000000.0,-183590000000.0,-306118000000.0,189903000000.0,266184000000.0,-6007000000.0,88087000000.0,-197027000000.0,364848000000.0,2331000000.0,136490000000.0,6220000000.0,11506000000.0,2222000000.0,0.5534,15078000000.0,12577000000.0,5054000000.0,3.15,2.92,0.24,33.72,60.02,39.98,33.72,-156.36,2.68,2.68,2.95,4.23,3.82,523214000000.0,39702000000.0,187975000000.0,29352000000.0,161167000000.0,6790670000000.0,6243507000000.0,547163000000.0,81760000000.0,540079000000.0,76151000000.0,125805000000.0,23229000000.0,14657000000.0,1.9,2018,13.67,2018,10.09,2018,24.9,2018,110.6095,2018,2.13,2018,34.8,2018,156.08,2018,3253315000000.0,2018,3598474000000.0,2018,4311886000000.0,2018,29.5465707272,0.0942464181,0.0364851292
