rebalance_date,quarter_key,code,active_quarter_key,effective_data_flag,rebalance_stock_pool_flag,liquidity_top_80_flag,market_cap_top_80_flag,avg_traded_amount_lookback,avg_traded_volume_lookback,market_cap,circulating_market_cap,y_quarter_avg_daily_return_close,y_quarter_end_date,y_year_avg_daily_return_close,y_year_end_date,income__operating_revenue,income__interest_income,income__interest_expense,income__commission_income,income__commission_expense,income__investment_income,income__operating_profit,income__total_profit,income__income_tax_expense,income__net_profit,income__np_parent_company_owners,income__minority_profit,cash_flow__cash_and_equivalents_at_end,cash_flow__cash_equivalent_increase,cash_flow__cash_equivalents_at_beginning,cash_flow__invest_cash_paid,cash_flow__net_invest_cash_flow,cash_flow__net_operate_cash_flow,cash_flow__staff_behalf_paid,cash_flow__subtotal_invest_cash_inflow,cash_flow__subtotal_invest_cash_outflow,cash_flow__subtotal_operate_cash_inflow,cash_flow__subtotal_operate_cash_outflow,cash_flow__net_finance_cash_flow,cash_flow__interest_and_commission_cashin,cash_flow__invest_withdrawal_cash,cash_flow__subtotal_finance_cash_outflow,cash_flow__fix_intan_other_asset_acqui_cash,cash_flow__net_loan_and_advance_increase,cash_flow__tax_payments,cash_flow__invest_proceeds,cash_flow__exchange_rate_change_effect,indicator__eps,indicator__adjusted_profit,indicator__operating_profit,indicator__value_change_profit,indicator__roe,indicator__inc_return,indicator__roa,indicator__net_profit_margin,indicator__expense_to_total_revenue,indicator__operation_profit_to_total_revenue,indicator__net_profit_to_total_revenue,indicator__ocf_to_revenue,indicator__inc_total_revenue_annual,indicator__inc_revenue_annual,indicator__inc_operation_profit_annual,indicator__inc_net_profit_annual,indicator__inc_net_profit_to_shareholders_annual,balance__cash_equivalents,balance__deferred_tax_assets,balance__lend_capital,balance__paidin_capital,balance__retained_profit,balance__total_assets,balance__total_liability,balance__total_owner_equities,balance__capital_reserve_fund,balance__equities_parent_company_owners,balance__ordinary_risk_reserve_fund,balance__surplus_reserve_fund,balance__taxs_payable,balance__salaries_payable,bank_indicator__Nonperforming_loan_rate,bank_indicator__Nonperforming_loan_rate__source_year,bank_indicator__capital_adequacy_ratio,bank_indicator__capital_adequacy_ratio__source_year,bank_indicator__core_level_capital_adequacy_ratio,bank_indicator__core_level_capital_adequacy_ratio__source_year,bank_indicator__cost_to_income_ratio,bank_indicator__cost_to_income_ratio__source_year,bank_indicator__deposit_loan_ratio,bank_indicator__deposit_loan_ratio__source_year,bank_indicator__net_interest_margin,bank_indicator__net_interest_margin__source_year,bank_indicator__non_interest_income_ratio,bank_indicator__non_interest_income_ratio__source_year,bank_indicator__non_performing_loan_provision_coverage,bank_indicator__non_performing_loan_provision_coverage__source_year,bank_indicator__total_deposit,bank_indicator__total_deposit__source_year,bank_indicator__total_loan,bank_indicator__total_loan__source_year,bank_indicator__weighted_risky_asset,bank_indicator__weighted_risky_asset__source_year,derived__log_total_assets,derived__staff_cash_to_operating_revenue,derived__investment_income_to_operating_revenue
2021-04-30,2021q1,601398.XSHG,2020q4,1,1,1,1,872260427.004000,221587187.950000,18283.641,13831.1065,-0.0005733289,2021-08-31,0.0001685167,2023-08-31,216972000000.0,295529000000.0,111582000000.0,10504000000.0,4259000000.0,4861000000.0,107685000000.0,108000000000.0,20488000000.0,87512000000.0,87231000000.0,281000000.0,-624548000000.0,-624548000000.0,0.0,604816000000.0,-128782000000.0,-462826000000.0,41011000000.0,498608000000.0,627390000000.0,-5510000000.0,457316000000.0,-11961000000.0,275086000000.0,435095000000.0,213689000000.0,18594000000.0,268002000000.0,18637000000.0,56429000000.0,-20979000000.0,0.2448,86428000000.0,107685000000.0,11031000000.0,3.06,3.03,0.26,40.33,50.37,49.63,40.33,-213.31,-0.12,-0.12,13.9,8.88,9.2,4060708000000.0,67713000000.0,558984000000.0,356407000000.0,1510558000000.0,33345058000000.0,30435543000000.0,2909515000000.0,148534000000.0,2893502000000.0,339701000000.0,322911000000.0,105380000000.0,32460000000.0,1.58,2020,16.88,2020,13.18,2020,22.3,2020,72.8,2020,2.15,2020,26.7,2020,180.68,2020,25134726000000.0,2020,18624308000000.0,2020,20124139000000.0,2020,31.1379306914,0.1890151725,0.0224038125
2021-04-30,2021q1,601658.XSHG,2020q4,1,1,1,1,496758447.277500,116752764.150000,4702.344,573.8701,0.0007563960,2021-08-31,0.0003063529,2023-08-31,69939000000.0,109788000000.0,42813000000.0,5461000000.0,3918000000.0,2805000000.0,10901000000.0,10766000000.0,-657000000.0,11423000000.0,11355000000.0,68000000.0,182138000000.0,182138000000.0,0.0,348700000000.0,85034000000.0,138213000000.0,15293000000.0,438325000000.0,353291000000.0,388550000000.0,250337000000.0,-40937000000.0,86834000000.0,415131000000.0,40980000000.0,4591000000.0,69547000000.0,-380000000.0,22961000000.0,-172000000.0,0.1305,11009000000.0,9524000000.0,898000000.0,1.71,1.66,0.1,16.33,84.41,15.59,16.33,197.62,0.03,0.03,-48.22,-40.57,-40.82,1263544000000.0,53217000000.0,248396000000.0,86979000000.0,180572000000.0,11353263000000.0,10680333000000.0,672930000000.0,100906000000.0,671799000000.0,130071000000.0,42688000000.0,14635000000.0,15615000000.0,0.88,2020,13.88,2020,9.6,2020,57.88,2020,55.19,2020,2.42,2020,11.47,2020,408.06,2020,10358029000000.0,2020,5716258000000.0,2020,5651439000000.0,2020,30.0605263075,0.2186619769,0.0401063784
2021-04-30,2021q1,601916.XSHG,2020q4,1,0,0,1,66525841.321000,21936147.150000,840.1135,276.9205,-0.0007805337,2021-08-31,-0.0004035368,2023-08-31,12464000000.0,22966000000.0,12850000000.0,399000000.0,139000000.0,818000000.0,2470000000.0,2474000000.0,265000000.0,2209000000.0,2165000000.0,44000000.0,28346000000.0,28346000000.0,0.0,876466000000.0,60847000000.0,-62258000000.0,1445000000.0,937651000000.0,876804000000.0,-4674000000.0,57584000000.0,30259000000.0,24616000000.0,934223000000.0,87412000000.0,338000000.0,39232000000.0,1247000000.0,3414000000.0,-502000000.0,0.1018,2097000000.0,435000000.0,1916000000.0,1.67,1.62,0.11,17.72,80.18,19.82,17.72,-499.5,23.47,23.47,-39.7,-35.75,-35.74,176268000000.0,14620000000.0,5637000000.0,21269000000.0,32389000000.0,2048225000000.0,1915682000000.0,132543000000.0,32018000000.0,130512000000.0,21118000000.0,8499000000.0,4663000000.0,4873000000.0,1.42,2020,12.93,2020,8.75,2020,25.96,2020,83.7,2020,2.19,2020,22.24,2020,191.01,2020,1335636000000.0,2020,1197698000000.0,2020,1330565000000.0,2020,28.3479946804,0.1159338896,0.0656290116
2021-04-30,2021q1,601988.XSHG,2020q4,1,1,1,1,428347259.577000,175994141.850000,9567.6032,6849.8792,-0.0000895080,2021-08-31,0.0006375303,2023-08-31,136575000000.0,201173000000.0,82760000000.0,6081000000.0,2633000000.0,5609000000.0,57629000000.0,57599000000.0,8489000000.0,49110000000.0,47159000000.0,1951000000.0,-285245000000.0,-285245000000.0,0.0,844501000000.0,-248450000000.0,23184000000.0,20413000000.0,612971000000.0,861421000000.0,-176595000000.0,-199779000000.0,-38658000000.0,188710000000.0,584258000000.0,471696000000.0,16825000000.0,-65969000000.0,14356000000.0,27449000000.0,-21321000000.0,0.1602,47506000000.0,57629000000.0,4099000000.0,2.35,2.36,0.2,35.96,57.8,42.2,35.96,16.98,-4.66,-4.66,-2.17,1.94,5.28,2879985000000.0,58916000000.0,709263000000.0,294388000000.0,864848000000.0,24402659000000.0,22239822000000.0,2162837000000.0,135973000000.0,2038419000000.0,267981000000.0,193438000000.0,55665000000.0,36378000000.0,1.46,2020,16.22,2020,11.28,2020,26.73,2020,84.225,2020,1.85,2020,26.46,2020,177.84,2020,16879171000000.0,2020,14216477000000.0,2020,15109085000000.0,2020,30.8257132177,0.1494636647,0.0410690097
2021-04-30,2021q1,601998.XSHG,2020q4,1,1,1,1,134375791.007000,34528194.200000,2534.8247,1763.9286,-0.0008677025,2021-08-31,0.0004954443,2023-08-31,45557000000.0,87780000000.0,36323000000.0,-6638000000.0,1066000000.0,2068000000.0,13692000000.0,13704000000.0,1535000000.0,12169000000.0,12062000000.0,107000000.0,15266000000.0,15266000000.0,0.0,896994000000.0,-30464000000.0,106509000000.0,8308000000.0,871182000000.0,901646000000.0,293889000000.0,187380000000.0,-55819000000.0,82832000000.0,870996000000.0,299162000000.0,2625000000.0,156519000000.0,6565000000.0,-61000000.0,-4960000000.0,0.2465,11936000000.0,13692000000.0,1500000000.0,2.24,2.21,0.16,26.71,69.95,30.05,26.71,233.79,-3.4,-3.4,2.39,6.75,6.02,568561000000.0,41913000000.0,168380000000.0,48935000000.0,223625000000.0,7511161000000.0,6951123000000.0,560038000000.0,59216000000.0,544573000000.0,90819000000.0,43786000000.0,8411000000.0,20333000000.0,1.64,2020,13.01,2020,8.74,2020,26.65,2020,97.8352,2020,2.26,2020,22.7,2020,171.68,2020,4572286000000.0,2020,4473307000000.0,2020,5393248000000.0,2020,29.6474111636,0.1823649494,0.0453936826
2021-04-30,2021q1,000001.XSHE,2021q1,1,1,1,1,1497832613.003500,85576453.600000,4519.6383,4519.6002,-0.0030184402,2021-08-31,-0.0010350625,2023-08-31,41788000000.0,52074000000.0,22308000000.0,10733000000.0,2252000000.0,2757000000.0,12929000000.0,12874000000.0,2742000000.0,10132000000.0,10132000000.0,,283391000000.0,4441000000.0,278950000000.0,106909000000.0,-13512000000.0,-11553000000.0,8617000000.0,96947000000.0,110459000000.0,200992000000.0,212545000000.0,29489000000.0,57614000000.0,89125000000.0,228136000000.0,3550000000.0,121222000000.0,2705000000.0,7807000000.0,17000000.0,0.5221,10111000000.0,9412000000.0,3436000000.0,2.75,2.74,0.22,24.25,69.06,30.94,24.25,-27.65,13.01,13.01,61.9,55.16,55.16,406705000000.0,37207000000.0,78386000000.0,19406000000.0,139287000000.0,4572974000000.0,4200357000000.0,372617000000.0,80816000000.0,372617000000.0,51538000000.0,10781000000.0,12750000000.0,14231000000.0,1.18,2020,13.29,2020,8.69,2020,29.11,2020,98.9006,2020,2.88,2020,35.1,2020,201.4,2020,2695935000000.0,2020,2666297000000.0,2020,3151764000000.0,2020,29.1511848750,0.2062075237,0.0659758782
2021-04-30,2021q1,002142.XSHE,2021q1,1,1,1,1,834273034.809500,24757649.100000,2537.1853,2503.5031,-0.0028751330,2021-08-31,-0.0004533117,2023-08-31,13226000000.0,15989000000.0,7557000000.0,2183000000.0,391000000.0,2188000000.0,5119000000.0,5135000000.0,396000000.0,4739000000.0,4735000000.0,4000000.0,28426000000.0,-8021000000.0,36447000000.0,356174000000.0,-16650000000.0,7858000000.0,4968000000.0,339861000000.0,356511000000.0,117561000000.0,109703000000.0,757000000.0,14616000000.0,337082000000.0,100573000000.0,337000000.0,48930000000.0,354000000.0,2707000000.0,14000000.0,0.7881,4721000000.0,5119000000.0,2937000000.0,3.92,3.91,0.28,35.83,61.3,38.7,35.83,59.41,21.9,21.9,25.29,25.61,25.29,113220000000.0,7465000000.0,1188000000.0,6008000000.0,52610000000.0,1722723000000.0,1598977000000.0,123746000000.0,26403000000.0,123229000000.0,13652000000.0,8632000000.0,4140000000.0,777000000.0,0.79,2020,14.84,2020,9.52,2020,37.96,2020,71.85,2020,2.3,2020,32.23,2020,505.59,2020,933164000000.0,2020,687715000000.0,2020,1084870000000.0,2020,28.1749272944,0.3756237714,0.1654317254
2021-04-30,2021q1,002807.XSHE,2021q1,1,0,0,0,48063722.934500,16675799.750000,89.7038,89.5976,-0.0004575987,2021-08-31,0.0001518248,2023-08-31,814726000.0,1378037000.0,730103000.0,44694000.0,7019000.0,11594000.0,180590000.0,176439000.0,-46666000.0,223105000.0,228160000.0,-5055000.0,2661480000.0,-671530000.0,3333010000.0,2371272000.0,1590066000.0,3931914000.0,198672000.0,3991333000.0,2401267000.0,8698832000.0,4766918000.0,-6197013000.0,1320730000.0,3964355000.0,6197013000.0,29995000.0,4150690000.0,73868000.0,26937000.0,3503000.0,0.105,229777000.0,412616000.0,124773000.0,1.87,1.88,0.16,27.38,33.66,22.17,27.38,482.61,-4.34,-4.34,-64.98,-47.38,-44.15,10090327000.0,1330148000.0,498931000.0,2172005000.0,3401151000.0,143984175000.0,131539405000.0,12444770000.0,924658000.0,12321124000.0,1826195000.0,3574869000.0,70255000.0,178797000.0,1.79,2020,14.48,2020,13.34,2020,31.47,2020,77.84,2020,2.19,2020,23.6368,2020,224.27,2020,105759036000.0,2020,80367453000.0,2020,90817239500.0,2020,25.6929692347,0.2438513071,0.0142305511
2021-04-30,2021q1,002936.XSHE,2021q1,1,0,0,1,47091312.136500,15393358.300000,276.5198,60.9632,-0.0009090403,2021-08-31,-0.0005736563,2023-08-31,3193708000.0,6148870000.0,3411245000.0,384396000.0,42644000.0,27163000.0,1434426000.0,1430475000.0,265431000.0,1165044000.0,1125256000.0,39788000.0,11326427000.0,-8273625000.0,19600052000.0,53507254000.0,120184000.0,-2687681000.0,666275000.0,53707598000.0,53587414000.0,23454913000.0,26142594000.0,-5733159000.0,4368590000.0,50254354000.0,26416120000.0,80160000.0,15643781000.0,245932000.0,3452141000.0,27031000.0,0.1498,1121295000.0,1320406000.0,100356000.0,2.5,2.49,0.21,36.48,55.09,44.91,36.48,-84.16,-13.17,-13.17,762.42,1363.96,999.43,28946593000.0,3718962000.0,4310297000.0,7514125000.0,12780752000.0,554387540000.0,507214864000.0,47172676000.0,8203903000.0,45655864000.0,7078451000.0,2976573000.0,938155000.0,554889000.0,2.08,2020,12.86,2020,8.92,2020,22.4,2020,82.63,2020,2.4,2020,23.054,2020,160.44,2020,316512735000.0,2020,237959190000.0,2020,409505750000.0,2020,27.0411298098,0.2086211388,0.0085051608
2021-04-30,2021q1,002958.XSHE,2021q1,1,0,0,1,67490708.054000,17686022.900000,238.3341,115.6381,-0.0008294430,2021-08-31,-0.0006340449,2023-08-31,2660227000.0,4030534000.0,2027851000.0,225018000.0,18432000.0,210039000.0,1020632000.0,1021295000.0,100758000.0,920537000.0,912998000.0,7539000.0,14668262000.0,-2833169000.0,17501431000.0,24691433000.0,-84067000.0,-11493271000.0,628094000.0,24671140000.0,24755207000.0,25004145000.0,36497416000.0,8741014000.0,3708603000.0,23731777000.0,17792885000.0,63774000.0,15416910000.0,823320000.0,938932000.0,3155000.0,0.1643,906725000.0,580259000.0,430073000.0,3.01,2.99,0.22,34.6,61.63,38.37,34.6,-432.04,6.17,6.17,152.09,86.42,87.73,31160329000.0,2710577000.0,7684371000.0,5555573000.0,9141514000.0,423292259000.0,390634586000.0,32657673000.0,3818044000.0,31790160000.0,5026591000.0,3257488000.0,572623000.0,1345130000.0,1.44,2020,12.32,2020,9.73,2020,28.79,2020,87.061,2020,2.52,2020,15.526,2020,278.73,2020,250693543000.0,2020,218256342000.0,2020,277949525000.0,2020,26.7713286970,0.2361054151,0.0789552922
2021-04-30,2021q1,002966.XSHE,2021q1,1,1,1,1,105992579.473500,20165124.050000,251.0,122.3439,-0.0005685398,2021-08-31,0.0002932046,2023-08-31,2857515800.0,4126203356.0,2183162588.0,461739684.0,18949107.0,272515448.0,1119193630.0,1116692798.0,163918690.0,952774108.0,889645644.0,63128464.0,19539983037.0,8958654488.0,10581328549.0,81904069781.0,-19022591783.0,16546288028.0,896596883.0,62923623738.0,81946215521.0,38096913745.0,21550625717.0,11422221079.0,2870325003.0,61288312203.0,20167927255.0,42145740.0,10588160659.0,265698772.0,1635311535.0,12737164.0,0.2669,875924603.0,1119193630.0,386181181.0,2.95,2.9,0.23,33.34,60.83,39.17,33.34,579.04,16.77,16.77,90.74,96.86,89.37,30351848176.0,2390335515.0,11298017724.0,3333333334.0,9684545364.0,431711966249.0,399538517728.0,32173448521.0,10829059592.0,30644962261.0,4106362300.0,2504432336.0,1227758750.0,524333222.0,1.38,2020,14.21,2020,11.26,2020,29.74,2020,77.18,2020,2.22,2020,27.3883,2020,291.74,2020,250109032099.0,2020,188450733000.0,2020,268540970000.0,2020,26.7910244580,0.3137679529,0.0953679584
2021-04-30,2021q1,600036.XSHG,2021q1,1,1,1,1,2391487380.317500,59792703.450000,13290.8586,10871.4537,-0.0005601559,2021-08-31,-0.0005196727,2023-08-31,84751000000.0,78987000000.0,29463000000.0,29074000000.0,1872000000.0,5321000000.0,40000000000.0,40093000000.0,7844000000.0,32249000000.0,32015000000.0,234000000.0,546721000000.0,-6069000000.0,552790000000.0,268516000000.0,-44731000000.0,-32388000000.0,14988000000.0,227635000000.0,272366000000.0,396040000000.0,428428000000.0,71137000000.0,90424000000.0,210958000000.0,106093000000.0,3850000000.0,283401000000.0,8228000000.0,16313000000.0,-87000000.0,1.2694,31886000000.0,40000000000.0,6468000000.0,4.33,4.31,0.38,38.05,52.8,47.2,38.05,-38.22,22.74,22.74,62.63,54.38,54.37,670026000000.0,75910000000.0,240589000000.0,25220000000.0,402099000000.0,8664641000000.0,7902787000000.0,761854000000.0,67523000000.0,755107000000.0,98263000000.0,71158000000.0,27316000000.0,15936000000.0,1.07,2020,16.54,2020,12.29,2020,33.3,2020,89.3537,2020,2.49,2020,36.3,2020,437.68,2020,5628336000000.0,2020,5029128000000.0,2020,4964542000000.0,2020,29.7902716072,0.1768474708,0.0627839200
2021-04-30,2021q1,600919.XSHG,2021q1,1,1,1,1,549738293.383500,116768467.900000,1044.2113,1036.1343,-0.0003829114,2021-08-31,0.0004550080,2023-08-31,15338919000.0,25142125000.0,14205344000.0,1883644000.0,104056000.0,1828572000.0,6590516000.0,6553819000.0,1159545000.0,5394274000.0,5225412000.0,168862000.0,114223034000.0,45636052000.0,68586982000.0,619208858000.0,-39171740000.0,87121728000.0,2987837000.0,580521958000.0,619693698000.0,194579753000.0,107458025000.0,-2182748000.0,25631453000.0,573775909000.0,86610964000.0,484840000.0,71818676000.0,1964491000.0,6746049000.0,-131188000.0,0.3538,5135451000.0,3970771000.0,2452046000.0,2.9,2.85,0.22,35.17,57.03,42.97,35.17,567.98,5.78,5.78,93.63,70.4,68.03,207971902000.0,15027553000.0,48861482000.0,14769608000.0,43721722000.0,2504781678000.0,2317563198000.0,187218480000.0,27699326000.0,182708684000.0,32385772000.0,19859396000.0,7753101000.0,6789471000.0,1.32,2020,14.47,2020,9.25,2020,23.46,2020,88.71,2020,2.14,2020,28.9079,2020,256.4,2020,1329869837000.0,2020,1206549030000.0,2020,1513599663000.0,2020,28.5492226922,0.1947879769,0.1192112691
2021-04-30,2021q1,600926.XSHG,2017q4,1,1,1,1,315795582.128500,24016888.950000,980.8552,833.841,-0.0023505244,2021-08-31,-0.0004210133,2023-08-31,3913681000.0,8566092000.0,5489017000.0,508958000.0,57153000.0,548937000.0,768285000.0,771240000.0,-113386000.0,884626000.0,884626000.0,,-32632041000.0,-32632041000.0,0.0,1995446569000.0,-60012894000.0,5627061000.0,608934000.0,623045401000.0,683058295000.0,19185907000.0,13558846000.0,21816826000.0,6130624000.0,,70977413000.0,76330000.0,5030671000.0,415055000.0,2635318000.0,-63034000.0,0.2414,882214000.0,385359000.0,364758000.0,1.9005,1.8953,0.1085,22.6034,80.3692,19.6308,22.6034,143.7792,7.9588,7.9588,-40.1464,-22.0333,-22.0333,93042240000.0,3381133000.0,8400814000.0,3664429000.0,14571921000.0,833338728000.0,781507770000.0,51830958000.0,10332639000.0,51830958000.0,10580594000.0,3415363000.0,1445669000.0,1547938000.0,1.07,2020,14.41,2020,8.53,2020,26.35,2020,68.91,2020,1.98,2020,22.31,2020,469.54,2020,703680405000.0,2020,483648968000.0,2020,738405103000.0,2020,27.4487060327,0.1555911174,0.1402610484
2021-04-30,2021q1,601187.XSHG,2021q1,1,0,1,0,82145389.785000,11375362.050000,224.062,22.4062,0.0002603327,2021-08-31,-0.0005016847,2023-08-31,1156464000.0,2635650000.0,1623135000.0,121867000.0,27332000.0,23157000.0,577418000.0,580503000.0,38155000.0,542348000.0,538206000.0,4143000.0,16310800000.0,-8832094000.0,25142894000.0,505420271000.0,3380005000.0,-20282299000.0,452446000.0,508878092000.0,505498088000.0,6666330000.0,26948629000.0,8159527000.0,2110625000.0,508609196000.0,28696846000.0,77817000.0,9388662000.0,182901000.0,268816000.0,-89326000.0,0.2039,525005000.0,529299000.0,32980000.0,2.64,2.58,0.19,46.9,50.07,49.93,46.9,-1753.82,-36.35,-36.35,-8.15,-5.74,-5.31,34162367000.0,1432579000.0,4814052000.0,2639128000.0,5291650000.0,286575786000.0,264762919000.0,21812867000.0,6785874000.0,21345041000.0,3114692000.0,1067855000.0,495674000.0,210811000.0,0.98,2020,14.49,2020,11.34,2020,28.64,2020,90.6578,2020,1.65,2020,16.9858,2020,368.03,2020,155450878057.81,2020,140928421000.0,2020,162822146000.0,2020,26.3812688617,0.3912322390,0.0200239696
2021-04-30,2021q1,601577.XSHG,2021q1,1,1,1,1,146375503.931500,19072129.150000,362.342,89.6795,-0.0000415620,2021-08-31,0.0001272380,2023-08-31,4809759000.0,7774764000.0,3952825000.0,336734000.0,105015000.0,520864000.0,2028377000.0,2027253000.0,382404000.0,1644849000.0,1610981000.0,33868000.0,17234156000.0,-7810138000.0,25044294000.0,90520533000.0,-10891208000.0,-11404323000.0,1116396000.0,79690344000.0,90581552000.0,17136102000.0,28540425000.0,14557076000.0,5886238000.0,77045125000.0,32443066000.0,61019000.0,18261722000.0,723887000.0,2645218000.0,-71683000.0,0.4006,1610274000.0,1272677000.0,753394000.0,3.35,3.35,0.23,34.2,57.83,42.17,34.2,-237.11,-2.07,-2.07,51.27,45.54,47.76,57170776000.0,3490933000.0,3224043000.0,4021554000.0,20307446000.0,734953564000.0,681746251000.0,53207313000.0,11178025000.0,51784247000.0,8229286000.0,2021865000.0,1361789000.0,841895000.0,1.21,2020,13.6,2020,8.61,2020,29.69,2020,66.64,2020,2.58,2020,16.9862,2020,292.68,2020,463645835000.0,2020,314997031000.0,2020,449096167000.0,2020,27.3230731559,0.2321105902,0.1082931598
2021-04-30,2021q1,601818.XSHG,2021q1,1,1,1,1,446908746.142000,155845950.250000,2042.4063,1563.1501,-0.0006972511,2021-08-31,-0.0000164354,2023-08-31,38691000000.0,55977000000.0,28101000000.0,8465000000.0,641000000.0,1678000000.0,14547000000.0,14561000000.0,3001000000.0,11560000000.0,11515000000.0,45000000.0,130258000000.0,-14818000000.0,145076000000.0,257394000000.0,-29741000000.0,-72209000000.0,7223000000.0,228290000000.0,258031000000.0,223944000000.0,296153000000.0,87248000000.0,53479000000.0,212584000000.0,67946000000.0,637000000.0,161601000000.0,4513000000.0,15564000000.0,-116000000.0,0.2131,11468000000.0,11481000000.0,2787000000.0,2.51,2.5,0.21,29.88,62.4,37.6,29.88,-186.63,8.51,8.51,40.95,40.96,40.1,397518000000.0,19735000000.0,67037000000.0,54032000000.0,146376000000.0,5581691000000.0,5117212000000.0,464479000000.0,58434000000.0,462905000000.0,67742000000.0,26245000000.0,10651000000.0,14266000000.0,1.38,2020,13.9,2020,9.02,2020,26.41,2020,86.4628,2020,2.29,2020,22.3064,2020,182.71,2020,3480667000000.0,2020,3009482000000.0,2020,3837489000000.0,2020,29.3505128930,0.1866842418,0.0433692590
2021-04-30,2021q1,601838.XSHG,2021q1,1,1,1,1,248744180.733500,28476182.400000,430.9416,429.4454,0.0002230514,2021-08-31,0.0005848322,2023-08-31,4110407000.0,6584841000.0,3368876000.0,169647000.0,22446000.0,489747000.0,1880981000.0,1873697000.0,203203000.0,1670494000.0,1669305000.0,1189000.0,39475172000.0,9329818000.0,30145354000.0,43974453000.0,-5353031000.0,-1629262000.0,1181699000.0,38667387000.0,44020418000.0,56200660000.0,57829922000.0,16288093000.0,4316399000.0,36471746000.0,42260000000.0,45965000.0,31145855000.0,454719000.0,2194743000.0,24018000.0,0.4621,1676280000.0,1880981000.0,744449000.0,3.56,3.58,0.24,40.64,54.24,45.76,40.64,-39.64,-1.56,-1.56,-12.41,-8.47,-8.5,68912210000.0,3995493000.0,40535907000.0,3612251000.0,19391174000.0,713740529000.0,665969062000.0,47771467000.0,6155624000.0,47688067000.0,8575006000.0,3871890000.0,1561465000.0,1722924000.0,1.37,2020,14.23,2020,9.26,2020,23.87,2020,66.66,2020,2.19,2020,18.9923,2020,293.43,2020,444987703000.0,2020,284066782000.0,2020,436526073000.0,2020,27.2937853285,0.2874895357,0.1191480552
2021-04-30,2021q1,601939.XSHG,2021q1,1,1,1,1,564413112.288500,106074124.400000,16825.7388,645.6532,-0.0010269887,2021-08-31,0.0001571833,2023-08-31,216523000000.0,255239000000.0,108091000000.0,45545000000.0,4466000000.0,5651000000.0,100214000000.0,100320000000.0,17300000000.0,83020000000.0,83115000000.0,-95000000.0,1076483000000.0,197552000000.0,878931000000.0,594256000000.0,-75657000000.0,253365000000.0,29242000000.0,521242000000.0,596899000000.0,1679606000000.0,1426241000000.0,19051000000.0,254508000000.0,476112000000.0,6949000000.0,2174000000.0,892630000000.0,19557000000.0,44326000000.0,793000000.0,0.3324,83009000000.0,100214000000.0,6528000000.0,3.46,3.45,0.29,38.34,53.72,46.28,38.34,117.02,17.41,17.41,14.69,25.85,27.44,3602841000000.0,97374000000.0,320337000000.0,250011000000.0,1322855000000.0,29378083000000.0,26908834000000.0,2469249000000.0,134263000000.0,2444774000000.0,349783000000.0,275995000000.0,99937000000.0,31327000000.0,1.56,2020,17.06,2020,13.62,2020,25.12,2020,78.49,2020,2.19,2020,23.81,2020,213.59,2020,20614976000000.0,2020,16787432000000.0,2020,16604591000000.0,2020,31.0112700361,0.1350526272,0.0260988440
2021-04-30,2021q1,603323.XSHG,2021q1,1,0,0,0,45395206.651000,12896673.150000,80.7775,64.5116,0.0013190576,2021-08-31,0.0002371768,2023-08-31,919210000.0,1397047000.0,619595000.0,61888000.0,23529000.0,54403000.0,291597000.0,291544000.0,35485000.0,256059000.0,254100000.0,1959000.0,4621252000.0,-1182990000.0,5804242000.0,21954927000.0,-2773461000.0,553291000.0,301972000.0,19253224000.0,22026685000.0,2247289000.0,1693998000.0,1042555000.0,1156862000.0,18928477000.0,4380189000.0,71758000.0,2415243000.0,53785000.0,324747000.0,-5375000.0,0.1409,254147000.0,188870000.0,102727000.0,2.08,2.08,0.18,27.86,68.28,31.72,27.86,60.19,-3.33,-3.33,297.92,245.61,273.12,13032929000.0,883677000.0,1535754000.0,1803069000.0,1530212000.0,142820651000.0,130335977000.0,12484674000.0,2288200000.0,12362755000.0,2616936000.0,3584937000.0,297935000.0,278460000.0,1.28,2020,13.53,2020,11.38,2020,32.72,2020,73.61,2020,2.5,2020,19.9898,2020,305.31,2020,106725338000.0,2020,78558537000.0,2020,98453830000.0,2020,25.6848554912,0.3285125271,0.0591845171
2021-08-31,2021q2,000001.XSHE,2021q2,1,1,1,1,1774242627.653500,115134332.600000,3454.2534,3454.2243,-0.0011180619,2022-08-31,-0.0007760548,2023-10-31,42892000000.0,52758000000.0,23163000000.0,9955000000.0,1038000000.0,3206000000.0,9486000000.0,9467000000.0,2016000000.0,7451000000.0,7451000000.0,,14726000000.0,14726000000.0,0.0,139718000000.0,1006000000.0,-104419000000.0,3740000000.0,141484000000.0,140478000000.0,55275000000.0,159694000000.0,119210000000.0,57079000000.0,131262000000.0,145916000000.0,760000000.0,106436000000.0,10790000000.0,9906000000.0,-1071000000.0,0.384,7400000000.0,5158000000.0,4247000000.0,1.99,1.97,0.16,17.37,77.88,22.12,17.37,-243.45,2.64,2.64,-26.63,-26.46,-26.46,405165000000.0,39161000000.0,106005000000.0,19406000000.0,143239000000.0,4723520000000.0,4346327000000.0,377193000000.0,80816000000.0,377193000000.0,51544000000.0,10781000000.0,9449000000.0,16167000000.0,1.18,2020,13.29,2020,8.69,2020,29.11,2020,98.9006,2020,2.88,2020,35.1,2020,201.4,2020,2695935000000.0,2020,2666297000000.0,2020,3151764000000.0,2020,29.1835754003,0.0871957475,0.0747458734
