rebalance_date,code,y_quarter_avg_daily_return_close,y_year_avg_daily_return_close,improve__snapshot_delta__derived__log_total_assets,improve__season_yoy_delta__derived__log_total_assets,improve__snapshot_delta__indicator__roe,improve__season_yoy_delta__indicator__roe,improve__snapshot_delta__indicator__inc_net_profit_to_shareholders_annual,improve__season_yoy_delta__indicator__inc_net_profit_to_shareholders_annual,improve__annual_delta__bank_indicator__Nonperforming_loan_rate,improve__annual_delta__bank_indicator__non_performing_loan_provision_coverage,improve__annual_delta__bank_indicator__capital_adequacy_ratio,improve__annual_delta__bank_indicator__core_level_capital_adequacy_ratio,improve__annual_delta__bank_indicator__cost_to_income_ratio,improve__annual_delta__bank_indicator__deposit_loan_ratio,improve__annual_delta__bank_indicator__net_interest_margin,improve__annual_delta__bank_indicator__non_interest_income_ratio,improve__snapshot_delta__derived__staff_cash_to_operating_revenue,improve__season_yoy_delta__derived__staff_cash_to_operating_revenue,improve__snapshot_delta__derived__investment_income_to_operating_revenue,improve__season_yoy_delta__derived__investment_income_to_operating_revenue,improve__snapshot_delta__income__minority_profit,improve__season_yoy_delta__income__minority_profit,improve__snapshot_delta__indicator__eps,improve__season_yoy_delta__indicator__eps
2015-05-04,600016.XSHG,-0.0014451547,-0.0001097028,0.06357467560000174,0.036690815099998275,0.4900000000000002,-0.7000000000000002,85.28999999999999,-12.31,0.31999999999999995,-77.54000000000002,0.0,-0.14000000000000057,0.5200000000000031,-3.510000000000005,0.09999999999999964,3.6380000000000017,-0.01446770779999998,-0.028492520399999985,-0.0029935623,0.0265208443,59000000.0,72000000.0,0.060799999999999965,0.009600000000000053
2015-05-04,600036.XSHG,0.0006007399,0.000507032,0.03674703880000152,0.10036162329999954,2.0500000000000003,-0.46999999999999975,104.50999999999999,-7.41,0.28000000000000014,-32.58000000000001,1.2400000000000002,1.17,-3.8200000000000003,-3.950000000000003,-0.17999999999999972,7.059999999999999,-0.17570269389999998,-0.0292803591,0.0288873215,0.047117930100000004,60000000.0,55000000.0,0.282,0.014700000000000046
2015-05-04,601166.XSHG,-0.0013736878,-4.51463e-05,0.12178209840000065,0.24911870529999902,-0.04999999999999982,-1.0,62.38,-17.45,0.3400000000000001,-101.89000000000001,0.4599999999999991,-0.23000000000000043,-2.9299999999999997,2.8100000000000023,0.040000000000000036,2.039999999999999,0.0676459446,-0.022200199000000004,0.0551274953,0.0757020626,9000000.0,29000000.0,0.10570000000000002,0.009299999999999975
2015-05-04,601288.XSHG,-0.0010765474,-0.0003245572,0.052579014700000926,0.08984847019999975,2.2999999999999994,-0.7300000000000004,144.45,-2.9000000000000004,0.32000000000000006,-80.51000000000005,0.9600000000000009,-0.16000000000000014,-1.7399999999999949,3.4399999999999977,0.1299999999999999,-1.2162000000000006,-0.0566603373,-0.02494317800000001,-0.004369969600000001,-0.00463963,220000000.0,15000000.0,0.0834,0.004599999999999993
2015-05-04,601328.XSHG,0.0015150839,-0.0002482981,0.05568325109999961,0.12521381240000196,0.8600000000000003,-0.3600000000000003,35.25,0.0,0.19999999999999996,-34.77000000000001,1.959999999999999,1.540000000000001,0.9399999999999977,0.6699999999999875,-0.29780000000000006,3.4863,0.04667564760000001,-0.003253937999999998,0.0261885168,0.0172291175,70000000.0,45000000.0,0.06250000000000003,0.003599999999999992
2015-05-04,601398.XSHG,-0.0006990927,-0.0003417286,0.037459458699999004,0.1366118668000027,0.9900000000000002,0.45999999999999996,57.81,15.190000000000001,0.18999999999999995,-50.28999999999999,1.4100000000000001,1.3499999999999996,-1.2800000000000011,1.8000000000000114,0.0900000000000003,0.2981999999999978,-0.011151665799999988,-0.023296334399999993,0.0093552015,-0.0150890807,49000000.0,49000000.0,0.05099999999999999,0.057099999999999984
2015-05-04,601818.XSHG,-0.0011293526,-0.0009084335,0.04693815169999738,0.09903075649999948,1.3999999999999995,-0.8599999999999994,75.92999999999999,-1.54,0.32999999999999996,-60.5,0.6400000000000006,0.23000000000000043,-1.759999999999998,-2.490000000000009,0.13999999999999968,3.6966,0.059647133300000016,-0.0025636944000000106,0.008177949,0.0053679509,10000000.0,150000000.0,0.06000000000000001,-0.0032999999999999974
2015-05-04,601939.XSHG,-0.0006532053,-0.0008259978,0.04277503990000042,0.10658102770000255,2.1799999999999997,-0.5499999999999998,115.59,3.75,0.19999999999999996,-45.890000000000015,1.5199999999999996,1.3599999999999994,-0.7999999999999972,3.173400000000001,0.05999999999999961,-0.08310000000000173,-0.0634879676,-0.015085047300000015,-0.013587577400000002,0.0060460757,94000000.0,162000000.0,0.1179,0.003700000000000009
2015-05-04,601988.XSHG,-0.0003457934,-0.0007805368,0.049118193099999985,0.11680387490000044,0.29000000000000004,-0.6799999999999997,26.3,0.3100000000000005,,,,,,,,,0.063889062,-0.021703513500000007,0.0098462697,0.005246627699999999,-7000000.0,-2000000.0,0.018600000000000005,0.004399999999999987
2015-09-01,600000.XSHG,0.0035426447,0.0011819558,0.07869599679999695,,0.35000000000000053,,21.979999999999997,,0.32000000000000006,-70.55999999999997,0.35999999999999943,0.02999999999999936,-2.7099999999999973,-1.0200000000000102,0.040000000000000036,5.449999999999999,-0.0546076053,,-0.023271320999999998,,-7000000.0,,0.08120000000000005,
2015-09-01,600016.XSHG,-0.002076332,0.0002604476,0.06838966579999806,0.19792352930000234,-0.39000000000000057,-0.8700000000000001,-72.02999999999999,2.68,0.31999999999999995,-77.54000000000002,0.0,-0.14000000000000057,0.5200000000000031,-3.510000000000005,0.09999999999999964,3.6380000000000017,-0.029558957700000013,-0.011774257799999993,0.0779080287,-0.0175313914,114000000.0,-67000000.0,-0.023499999999999965,0.06000000000000005
2015-09-01,600036.XSHG,0.001887447,0.0007036122,0.06167243519999843,0.20289959199999785,-0.5800000000000001,-1.9000000000000004,-78.88,-15.17,0.28000000000000014,-32.58000000000001,1.2400000000000002,1.17,-3.8200000000000003,-3.950000000000003,-0.17999999999999972,7.059999999999999,-0.0445403712,0.014075845599999998,0.046300728,0.0175768408,27000000.0,-76000000.0,-0.05809999999999993,-0.05880000000000002
2015-09-01,601166.XSHG,0.0008484856,0.000612526,0.12733660689999837,0.036895918500000846,-0.9500000000000002,-0.8900000000000006,-79.83,-5.28,0.3400000000000001,-101.89000000000001,0.4599999999999991,-0.23000000000000043,-2.9299999999999997,2.8100000000000023,0.040000000000000036,2.039999999999999,-0.0898461436,-0.025391712499999983,0.020574567299999996,-0.03504747750000001,20000000.0,55000000.0,-0.09640000000000004,0.0049000000000000155
