rebalance_date,code,y_quarter_avg_daily_return_close,y_year_avg_daily_return_close,improve__snapshot_delta__derived__log_total_assets,improve__season_yoy_delta__derived__log_total_assets,improve__snapshot_delta__indicator__roe,improve__season_yoy_delta__indicator__roe,improve__snapshot_delta__indicator__inc_net_profit_to_shareholders_annual,improve__season_yoy_delta__indicator__inc_net_profit_to_shareholders_annual,improve__annual_delta__bank_indicator__Nonperforming_loan_rate,improve__annual_delta__bank_indicator__non_performing_loan_provision_coverage,improve__annual_delta__bank_indicator__capital_adequacy_ratio,improve__annual_delta__bank_indicator__core_level_capital_adequacy_ratio,improve__annual_delta__bank_indicator__cost_to_income_ratio,improve__annual_delta__bank_indicator__deposit_loan_ratio,improve__annual_delta__bank_indicator__net_interest_margin,improve__annual_delta__bank_indicator__non_interest_income_ratio,improve__snapshot_delta__derived__staff_cash_to_operating_revenue,improve__season_yoy_delta__derived__staff_cash_to_operating_revenue,improve__snapshot_delta__derived__investment_income_to_operating_revenue,improve__season_yoy_delta__derived__investment_income_to_operating_revenue,improve__snapshot_delta__income__minority_profit,improve__season_yoy_delta__income__minority_profit,improve__snapshot_delta__indicator__eps,improve__season_yoy_delta__indicator__eps
2018-11-01,600016.XSHG,-0.0001516615,-5.13863e-05,-0.015850708199998564,0.134770237999998,-0.52,-0.09939999999999971,-9.180000000000001,-2.5936,0.030000000000000027,0.20000000000001705,0.11999999999999922,-0.3199999999999985,0.7300000000000004,14.674999999999997,-0.24,1.0399999999999991,0.021470000200000006,0.006363854399999994,0.0037257893999999986,-0.11452686479999999,186000000.0,8991000.0,-0.04520000000000002,-0.20430000000000004
2018-11-01,600036.XSHG,0.0010875171,0.0005746677,-0.004393530499999798,0.098371221499999,-0.019999999999999574,-0.40139999999999976,5.0600000000000005,2.9144999999999994,-0.26,82.09,2.1500000000000004,0.5200000000000014,2.5599999999999987,1.9276000000000124,-0.16989999999999972,-1.1799999999999997,-0.03788724629999998,-0.03049260869999998,-0.013877112300000001,-0.0302590137,-8000000.0,-2000000.0,0.0043999999999999595,0.007200000000000012
2018-11-01,600919.XSHG,0.0009496478,-5.49694e-05,0.04831465650000055,0.05029873309999999,-0.18999999999999995,-0.5819999999999999,-12.05,-21.7526,-0.020000000000000018,3.6899999999999977,1.1099999999999994,-0.47000000000000064,-0.41000000000000014,2.5900000000000034,0.16920000000000002,-1.6931000000000012,-0.009029861700000003,-0.008839915000000004,0.0301456487,0.0016634275000000018,24315000.0,26000000.0,-0.013000000000000012,-0.03459999999999999
2018-11-01,601009.XSHG,0.0012454081,0.0003840165,0.019468745699999346,0.04974440350000009,-0.7800000000000002,0.0867,-23.19,1.3626000000000005,-0.010000000000000009,5.220000000000027,-0.7800000000000011,-0.22000000000000064,4.399999999999999,3.1899999999999977,-0.31000000000000005,-1.129999999999999,0.017131413799999995,-0.01869585,0.015484071199999998,0.0395977488,-3119000.0,20000000.0,-0.058499999999999996,0.020000000000000018
2018-11-01,601166.XSHG,0.0015469863,0.0002235555,-0.003050714099998686,0.09024669929999973,0.14000000000000012,-0.08999999999999986,15.25,-0.1499999999999999,-0.05999999999999983,1.2700000000000102,0.16999999999999993,0.5199999999999996,4.239999999999998,6.2424000000000035,-0.5,8.306200000000004,0.01299094549999999,-0.008181622700000002,0.1350712908,0.0014491735999999991,71000000.0,-117000000.0,0.04530000000000001,0.011800000000000005
2018-11-01,601169.XSHG,0.000156954,-0.0004104846,0.018754198700001723,0.07677722309999879,-0.7599999999999998,-0.03290000000000015,-26.26,9.8727,-0.030000000000000027,9.509999999999991,0.21000000000000085,0.6600000000000001,1.0400000000000027,6.706800000000001,-0.16220000000000012,0.8733000000000004,0.004879549300000008,-0.005206285599999999,0.0048519255,0.055672976400000004,16000000.0,-1000000.0,-0.061299999999999966,0.0008999999999999841
2018-11-01,601229.XSHG,0.0001047345,-0.0002507591,0.020430262499999685,0.07755401269999851,-0.10999999999999988,-0.020700000000000163,-14.46,5.7171,-0.020000000000000018,17.019999999999982,1.1600000000000001,-0.4400000000000013,1.5799999999999983,6.650000000000006,-0.48,17.8465,0.040876453800000004,-0.0036909143000000144,-0.023716450799999983,0.0526466619,5454000.0,-2000000.0,-0.1884,0.009999999999999981
2018-11-01,601288.XSHG,-0.0004100306,-0.0001738845,0.03494095729999813,0.07382499790000097,-0.2799999999999998,-0.6199999999999997,0.71,-5.959999999999999,-0.56,34.97,0.7000000000000011,0.25,-1.6300000000000026,2.1000000000000014,0.029999999999999805,-3.6156000000000006,-0.008801127899999983,0.0012580701999999888,-0.0532804409,0.0151773103,123000000.0,-141000000.0,0.007000000000000006,-0.0050000000000000044
2018-11-01,601328.XSHG,0.0003774494,-0.0002278287,0.007355927399999018,0.05728020880000173,-0.6600000000000001,-0.22999999999999998,-22.98,-0.4299999999999988,0.0,1.1199999999999761,-0.019999999999999574,-0.21000000000000085,0.9500000000000028,18.899,-0.3699999999999999,4.855700000000002,-0.001566531600000004,-0.0032577859000000042,-0.0237638405,0.011983828699999999,64000000.0,-51000000.0,-0.048500000000000015,0.016699999999999993
2018-11-01,601398.XSHG,0.0001828483,-0.0001079517,0.03225632460000227,0.07436490719999966,-0.18999999999999995,-1.08,-6.609999999999999,-48.74,-0.07000000000000006,17.379999999999995,0.5300000000000011,-0.09999999999999964,-1.4499999999999993,0.19999999999998863,0.20000000000000018,-2.0889999999999986,0.013687615199999975,0.0015723502000000167,-0.023408634799999998,0.035198429899999994,330000000.0,-194000000.0,-0.0068999999999999895,-0.04369999999999999
2018-11-01,601818.XSHG,0.0001095223,-3.46021e-05,0.016704741999998163,0.07454725699999898,0.16999999999999993,0.0,7.62,0.23000000000000043,-0.010000000000000009,6.159999999999997,2.6899999999999995,1.3499999999999996,3.150000000000002,4.7654,-0.26,3.0698000000000043,0.005141869699999996,-0.010968061000000001,-0.05058151909999999,0.05383914349999999,6000000.0,217000000.0,0.008099999999999996,0.008100000000000024
2018-11-01,601939.XSHG,9.76714e-05,-0.0001438337,0.023783824700000622,0.17206953420000204,-0.41000000000000014,1.0344999999999995,-7.549999999999999,33.3772,-0.030000000000000027,20.72,0.5600000000000005,0.10999999999999943,-0.5399999999999991,2.5600000000000023,-0.020000000000000018,-3.734599999999997,0.012143712499999987,0.282124614,-0.0365262243,0.0384175064,133000000.0,28418000.0,-0.024500000000000022,0.2232
2018-11-01,601988.XSHG,0.0002226062,-2.91244e-05,0.030605742799998836,0.03709695559999915,-1.1099999999999999,-0.6099999999999999,-49.08,-29.1,-0.010000000000000009,-3.6399999999999864,-0.08999999999999986,-0.21999999999999886,0.26000000000000156,2.7064999999999912,0.010000000000000009,-6.739999999999998,0.009090717800000009,0.002346351800000007,0.05864356749999999,-0.0061091135000000026,-318000000.0,69000000.0,-0.05399999999999999,-0.03150000000000003
2018-11-01,601997.XSHG,0.0009484862,-3.61731e-05,0.030113272099999477,0.057519737300001594,1.0599999999999996,-0.0900000000000003,33.65,-3.26,-0.07999999999999985,34.53000000000003,-2.1899999999999995,-1.9700000000000006,2.5,3.219999999999999,-0.20999999999999996,-4.356900000000001,-0.022201308900000022,0.009824329900000012,0.010496155100000001,-0.019135431900000003,7340000.0,215000000.0,0.14340000000000003,0.007199999999999984
2018-11-01,601998.XSHG,0.0003387696,-0.0002009599,0.04179919659999953,0.08288382690000162,-0.3700000000000001,-0.7400000000000002,-73.69,6.18,-0.010000000000000009,13.939999999999998,-0.33000000000000007,-0.15000000000000036,2.370000000000001,14.73599999999999,0.029999999999999805,5.399999999999999,-0.0953216489,0.037763584399999994,-0.19318881300000001,-0.02895900410000002,-44000000.0,22492000.0,-0.022199999999999998,0.09389999999999998
2019-05-06,002142.XSHE,0.0008799711,0.0016990516,0.06662809310000029,0.09356987019999963,-0.8300000000000001,-0.5335000000000001,37.82,-8.738400000000002,-0.039999999999999925,28.57000000000005,1.2799999999999994,0.5500000000000007,-0.19000000000000483,7.819999999999993,0.29000000000000004,-1.3487999999999971,0.3055999532,-0.0847173913,0.12278370849999998,0.017544003,22098000.0,3000000.0,0.014899999999999913,-0.05559999999999998
2019-05-06,600000.XSHG,-4.82754e-05,-7.25657e-05,0.0728854109999979,0.1112822561999991,0.16000000000000014,0.0,26.91,3.780000000000001,-0.2400000000000002,23.640000000000015,1.6500000000000004,0.5899999999999999,0.5599999999999987,5.452600000000004,0.2699999999999998,-1.8000000000000043,0.01877370839999999,-0.0177549454,0.0744303874,0.1797761543,40000000.0,639000.0,0.060699999999999976,0.05120000000000002
2019-05-06,600015.XSHG,-0.0001618682,-0.0002860216,0.06684341959999784,0.03970170379999871,-0.36999999999999966,0.010000000000000675,-9.02,20.559999999999988,0.09000000000000008,2.0800000000000125,0.8200000000000003,1.2100000000000009,-0.38000000000000256,9.009999999999991,0.18000000000000016,-0.07639999999999958,0.02952374299999999,-0.05851272730000001,-0.0602808759,0.09824821900000001,6000000.0,63000000.0,-0.050799999999999956,0.09640000000000004
2019-05-06,600016.XSHG,-3.83002e-05,4.75365e-05,0.037976950299999146,0.09730412779999753,0.45999999999999996,0.0,117.61000000000001,7.840000000000003,0.050000000000000044,-21.560000000000002,-0.09999999999999964,0.29999999999999893,-1.6499999999999986,1.9712999999999994,0.1499999999999999,11.080000000000005,0.022153450500000005,-0.02385915790000001,0.0877767408,0.0915631094,-62000000.0,14000000.0,0.07070000000000004,0.025999999999999968
2019-05-06,600036.XSHG,0.0006673709,0.0006429898,0.04295411849999908,0.11505279919999722,0.14999999999999947,0.12239999999999984,89.05,13.766399999999997,-0.25,96.07,0.1999999999999993,-0.28000000000000114,0.7899999999999991,1.1154999999999973,0.13999999999999968,1.0399999999999991,0.0670010009,-0.054251659100000016,0.008842563400000003,-0.03860823199999999,186000000.0,7294000.0,0.12079999999999991,-0.10420000000000001
2019-05-06,600919.XSHG,-0.0006009866,-2.93188e-05,0.033533712200000565,0.05448914260000137,0.1299999999999999,-0.04109999999999969,38.53,1.9339999999999975,-0.020000000000000018,19.590000000000003,-0.06999999999999851,0.07000000000000028,-0.120000000000001,4.3799999999999955,0.16920000000000002,9.953400000000002,0.14202072680000002,-0.037341104099999994,0.2333355025,0.031420113799999996,1710000.0,135000000.0,0.031700000000000006,0.01319999999999999
2019-05-06,601009.XSHG,-0.0002979982,0.0004098157,0.0798242235999993,0.0988523440999991,0.6200000000000001,-0.20999999999999996,48.910000000000004,5.520000000000003,0.030000000000000027,0.13999999999998636,0.0600000000000005,0.5199999999999996,-0.5899999999999999,8.510000000000005,0.039999999999999813,2.1899999999999977,0.0723062078,-0.019987935999999984,0.1408459322,-0.0230494336,2413000.0,418000000.0,0.08530000000000004,0.009000000000000008
2019-05-06,601166.XSHG,-0.0006825218,-0.0001124467,0.023334454499998714,,0.3400000000000003,,90.32,,-0.020000000000000018,-4.5,0.009999999999999787,0.23000000000000043,-0.7399999999999984,10.074699999999993,0.10000000000000009,2.757399999999997,0.03348443970000001,,-0.08562131679999999,,-59000000.0,,0.13070000000000004,
2019-05-06,601169.XSHG,-0.0013642779,-0.0003873997,0.040548714499998084,0.057081134499998853,0.6699999999999999,-0.26000000000000023,109.02000000000001,9.760000000000005,0.21999999999999997,-48.06,-0.33999999999999986,0.009999999999999787,-1.6600000000000001,6.141300000000001,-0.029200000000000115,-3.895299999999999,0.00240618179999999,0.004771875399999986,0.09325946789999999,0.0144010346,13000000.0,748000000.0,0.07389999999999997,0.012499999999999956
2019-05-06,601229.XSHG,8.56638e-05,-1.6632e-05,0.051353573600000146,0.06976764410000058,-0.0900000000000003,-0.20000000000000018,34.96,7.929999999999993,-0.010000000000000009,60.43000000000001,-1.33,-0.8599999999999994,-3.9499999999999993,9.709999999999994,0.56,-10.5,0.04816337209999999,-0.0070640171999999946,0.0250939768,0.025799884199999998,1425000.0,641000000.0,0.01050000000000001,0.006599999999999995
2019-05-06,601288.XSHG,-0.0002853932,-6.89944e-05,0.041318954600001234,0.13461962899999946,0.10999999999999988,-0.8616000000000001,98.64999999999999,6.5375000000000005,-0.21999999999999997,43.81,1.379999999999999,0.9199999999999999,-1.6900000000000013,17.234999999999992,0.050000000000000266,2.4753000000000007,0.03133913859999998,0.006497195900000002,0.042699573399999996,0.1132480097,864000000.0,10911000.0,0.004999999999999977,0.0625
2019-05-06,601328.XSHG,-0.0007973516,-0.0004221365,0.04111797470000056,0.10403761609999762,0.5100000000000002,-0.04999999999999982,49.11,15.899999999999991,-0.010000000000000009,18.400000000000006,0.3699999999999992,0.370000000000001,-0.3500000000000014,-8.081400000000002,0.0,3.419800000000002,0.093615842,-0.03122917010000001,-0.003055298300000002,-0.1596913201,130000000.0,-77000000.0,0.0537,0.02150000000000002
2019-05-06,601398.XSHG,-3.8869e-05,-6.82458e-05,0.03650652929999865,0.11325233029999993,-0.10000000000000009,-0.73,44.28,-0.050000000000000044,-0.030000000000000027,21.689999999999998,0.25,0.21000000000000085,-0.5500000000000007,-0.09999999999999432,0.13999999999999968,-2.0889000000000024,0.005883589700000025,-0.0265584435,-0.0240100067,-0.00040150259999999216,407000000.0,4784000.0,0.00789999999999999,0.08820000000000006
2019-05-06,601818.XSHG,-0.0002865659,0.000269167,0.03715724150000099,0.08916879650000098,-0.1499999999999999,-0.08999999999999986,57.669999999999995,-4.64,0.0,17.97999999999999,-0.4800000000000004,-0.41000000000000014,-3.1300000000000026,4.730400000000003,0.44999999999999996,10.987399999999994,0.0732980765,0.0012994660999999935,0.056453196500000004,-0.0711987486,6000000.0,-38000000.0,0.005400000000000016,0.04710000000000003
2019-05-06,601838.XSHG,-0.0005087668,0.0008137031,,0.0895907668999989,,-0.08000000000000007,,-7.55,,,,,,,,,,-0.021206497700000007,,0.023531265700000005,,13000000.0,,0.03310000000000002
2019-05-06,601939.XSHG,0.0001597417,-8.76322e-05,0.035205492499997604,0.16332527490000004,0.2599999999999998,-0.6200000000000001,98.07000000000001,8.399999999999999,-0.030000000000000027,37.28999999999999,1.6900000000000013,0.7400000000000002,-0.5299999999999976,9.837999999999994,0.1299999999999999,-1.020500000000002,0.003278883799999993,-0.02552931679999998,0.0105206623,-0.008714906699999999,699000000.0,4000000.0,0.03939999999999999,-0.041800000000000004
2019-05-06,601988.XSHG,-0.0002149144,-0.0001126051,0.032483203600001787,0.14565294459999834,0.21999999999999975,0.020000000000000018,116.53999999999999,47.370000000000005,-0.030000000000000027,22.789999999999992,0.7800000000000011,0.2599999999999998,-0.25,-0.3704999999999927,0.10999999999999988,-1.3399999999999999,0.0650401383,-0.022916375399999994,-0.022008113499999996,-0.0678802941,836000000.0,11000000.0,0.022999999999999993,0.03600000000000003
2019-05-06,601997.XSHG,-0.0011940585,-0.0001332667,0.06816213229999946,0.04508415240000119,-1.5499999999999998,-0.29000000000000004,-37.22,2.0300000000000002,0.010000000000000009,-3.670000000000016,1.4100000000000001,0.07000000000000028,-1.370000000000001,12.310000000000002,-0.33999999999999986,-0.4631999999999987,0.07779383550000002,0.002977787700000012,0.0977767711,0.0681330204,-1869000.0,117000000.0,-0.06289999999999996,0.02639999999999998
2019-05-06,601998.XSHG,-0.0003817668,-0.0001398633,0.06223841949999809,0.06093486059999975,0.3200000000000003,0.22999999999999998,89.58999999999999,11.21,0.09000000000000008,-11.460000000000008,0.8200000000000003,0.129999999999999,0.6499999999999986,-39.715399999999995,0.28000000000000025,-4.899999999999999,0.06409247879999999,-0.018492212499999994,0.033497492899999995,0.06440723100000001,-33000000.0,-69000000.0,0.04370000000000002,0.0716
2019-09-02,002142.XSHE,0.005492629,0.0015854086,0.037611940399997934,0.09999666959999942,-0.16999999999999948,0.07000000000000028,-47.75,-1.9300000000000002,-0.039999999999999925,28.57000000000005,1.2799999999999994,0.5500000000000007,-0.19000000000000483,7.819999999999993,0.29000000000000004,-1.3487999999999971,-0.2658725196,0.0280685222,-0.08706894899999998,0.004020795100000002,-17699000.0,-82000000.0,0.005700000000000038,0.126
2019-09-02,600000.XSHG,0.0032316449,-0.0004519821,0.016705355900000995,0.10239555140000078,-0.2400000000000002,0.8200000000000003,-34.46,23.200000000000003,-0.2400000000000002,23.640000000000015,1.6500000000000004,0.5899999999999999,0.5599999999999987,5.452600000000004,0.2699999999999998,-1.8000000000000043,-0.0399802061,-0.012899417899999988,-0.0508991217,0.08289743399999999,-27000000.0,3150000.0,-0.027599999999999958,0.1134
2019-09-02,600015.XSHG,0.0009613658,-0.0004689689,0.07880952500000049,0.06294098300000073,0.3899999999999997,-0.3999999999999999,56.39,-8.120000000000001,0.09000000000000008,2.0800000000000125,0.8200000000000003,1.2100000000000009,-0.38000000000000256,9.009999999999991,0.18000000000000016,-0.07639999999999958,-0.052440118399999985,0.003453034299999991,-0.007599418199999998,0.0400070679,5000000.0,-14000000.0,0.08679999999999999,0.010500000000000065
2019-09-02,600016.XSHG,0.0013035124,-0.0002257851,0.022957910300000606,0.06599169709999941,-0.22999999999999998,-0.54,-106.4,-23.37,0.050000000000000044,-21.560000000000002,-0.09999999999999964,0.29999999999999893,-1.6499999999999986,1.9712999999999994,0.1499999999999999,11.080000000000005,-0.040645663,-0.009537911199999999,-0.023369509799999993,-0.0950642229,-7000000.0,-85000000.0,0.0008999999999999564,-0.03479999999999994
2019-09-02,600036.XSHG,0.0019606886,0.0008437253,0.05704255110000034,0.07171803279999978,-0.07999999999999918,-0.029999999999999805,-90.98,-1.7400000000000002,-0.25,96.07,0.1999999999999993,-0.28000000000000114,0.7899999999999991,1.1154999999999973,0.13999999999999968,1.0399999999999991,-0.038932478699999995,-0.015180840399999992,-0.004821768300000001,0.0774622476,-268000000.0,19000000.0,0.0052000000000000934,0.02210000000000001
2019-09-02,600919.XSHG,0.0019977491,-0.0001689751,0.020499575100000555,0.12064130930000161,0.20999999999999996,0.1499999999999999,-25.599999999999998,0.35999999999999943,-0.020000000000000018,19.590000000000003,-0.06999999999999851,0.07000000000000028,-0.120000000000001,4.3799999999999955,0.16920000000000002,9.953400000000002,-0.1563203267,0.012460142500000007,-0.024594472600000028,0.05462571799999999,32110000.0,1747000.0,0.028500000000000025,-0.11619999999999997
2019-09-02,601009.XSHG,0.0032815219,0.0002015681,0.022571327800001484,0.10021104680000192,0.20000000000000018,0.2599999999999998,-25.71,14.82,0.030000000000000027,0.13999999999998636,0.0600000000000005,0.5199999999999996,-0.5899999999999999,8.510000000000005,0.039999999999999813,2.1899999999999977,-0.08520562569999998,-0.028416311299999997,-0.057948498200000004,0.07834216879999997,737000.0,-3707000.0,0.02809999999999996,0.07220000000000004
2019-09-02,601166.XSHG,0.0032472116,0.000390513,0.0426572426000007,0.05463876080000318,-0.8800000000000003,-0.020000000000000018,-113.69,0.43000000000000016,-0.020000000000000018,-4.5,0.009999999999999787,0.23000000000000043,-0.7399999999999984,10.074699999999993,0.10000000000000009,2.757399999999997,-0.043022350900000006,0.0169931653,-0.00944290610000001,0.0294162133,-26000000.0,51000000.0,-0.16549999999999998,0.001999999999999974
2019-09-02,601169.XSHG,0.0016740255,-0.0001847527,0.012415119599999969,0.05872807689999959,0.06000000000000005,-0.10000000000000009,-84.5,-0.050000000000000266,0.21999999999999997,-48.06,-0.33999999999999986,0.009999999999999787,-1.6600000000000001,6.141300000000001,-0.029200000000000115,-3.895299999999999,-0.02246657149999999,0.0021195515999999914,-0.02064914579999999,0.004411481799999992,-10000000.0,41000000.0,0.009500000000000008,0.013399999999999967
2019-09-02,601229.XSHG,0.001102059,-0.0002687199,0.04885747320000178,0.051372149500000575,0.3500000000000001,0.56,-20.14,22.93,-0.010000000000000009,60.43000000000001,-1.33,-0.8599999999999994,-3.9499999999999993,9.709999999999994,0.56,-10.5,-0.07657968339999999,0.0036860831999999955,0.05324819199999997,0.028175322299999993,-5132000.0,-23000000.0,0.06170000000000003,0.06189999999999998
2019-09-02,601288.XSHG,0.0019235348,-3.96903e-05,0.013319806200001949,0.09388034820000257,-0.1299999999999999,-0.18999999999999995,-98.22,1.1800000000000002,-0.21999999999999997,43.81,1.379999999999999,0.9199999999999999,-1.6900000000000013,17.234999999999992,0.050000000000000266,2.4753000000000007,-0.014345973299999981,-0.007403455700000006,-0.013283360099999999,-0.032409822,-813000000.0,126000000.0,-0.0030000000000000027,0.01200000000000001
2019-09-02,601328.XSHG,0.001109482,-0.0004246947,0.010254174800000015,0.0616240236000003,0.04999999999999982,0.0,-26.18,7.79,-0.010000000000000009,18.400000000000006,0.3699999999999992,0.370000000000001,-0.3500000000000014,-8.081400000000002,0.0,3.419800000000002,-0.08992975880000001,-0.02109107089999998,0.031230620599999995,-0.0090011872,-153000000.0,-204000000.0,0.008199999999999985,0.0189
2019-09-02,601398.XSHG,0.0025669823,-9.47604e-05,0.025117494300001653,,0.10000000000000009,,-36.49,,-0.030000000000000027,21.689999999999998,0.25,0.21000000000000085,-0.5500000000000007,-0.09999999999999432,0.13999999999999968,-2.0889000000000024,-0.026974660600000006,,0.0150088195,,-611000000.0,,0.01100000000000001,
2019-09-02,601577.XSHG,0.0012930004,0.0003874663,,0.08150778309999751,,0.26000000000000023,,10.350000000000001,,,,,,,,,,-0.008133837199999994,,-0.07688904319999999,,16000000.0,,0.032200000000000006
2019-09-02,601818.XSHG,0.0050613561,0.0004664302,0.027645799599998355,0.06480304109999935,0.2400000000000002,0.0900000000000003,-54.94,2.7300000000000004,0.0,17.97999999999999,-0.4800000000000004,-0.41000000000000014,-3.1300000000000026,4.730400000000003,0.44999999999999996,10.987399999999994,-0.08657378339999999,-0.01327570689999999,-0.0827607206,-0.026307524100000004,4000000.0,10000000.0,0.018699999999999994,0.02410000000000001
2019-09-02,601838.XSHG,0.0013607154,0.0011147028,0.048458297299998065,,-0.16999999999999993,,-3.3000000000000003,,,,,,,,,,-0.17956117910000002,,0.0824557678,,324000.0,,-0.007800000000000029,
2019-09-02,601939.XSHG,0.0016439147,-0.0001197792,0.007915252900001946,0.06690457010000017,-0.06000000000000005,-0.2100000000000004,-89.23,1.29,-0.030000000000000027,37.28999999999999,1.6900000000000013,0.7400000000000002,-0.5299999999999976,9.837999999999994,0.1299999999999999,-1.020500000000002,-0.016337164299999984,-0.0009145680000000045,0.0067469065,-0.0192586555,-500000000.0,332000000.0,0.0014000000000000123,0.01629999999999998
2019-09-02,601988.XSHG,0.0011911514,-0.0001546917,0.029602472899998844,0.04312074539999955,0.54,0.19999999999999973,-66.3,8.84,-0.030000000000000027,22.789999999999992,0.7800000000000011,0.2599999999999998,-0.25,-0.3704999999999927,0.10999999999999988,-1.3399999999999999,-0.07292868530000002,-0.013058280499999991,0.010685324900000001,0.0172675688,-252000000.0,199000000.0,0.04119999999999999,0.0408
2019-09-02,601997.XSHG,0.0034304005,-1.47962e-05,0.04027481649999842,0.09269141929999947,0.06000000000000005,-0.3500000000000001,10.629999999999999,1.1600000000000001,0.010000000000000009,-3.670000000000016,1.4100000000000001,0.07000000000000028,-1.370000000000001,12.310000000000002,-0.33999999999999986,-0.4631999999999987,-0.0680719088,0.0012021707999999853,-0.01962409720000001,0.0473207789,30728000.0,266000000.0,-0.14780000000000004,0.010199999999999987
2019-09-02,601998.XSHG,0.0026035729,-0.0001858554,0.024904823300001766,0.06208567650000063,0.34999999999999964,0.7599999999999998,-57.129999999999995,50.24,0.09000000000000008,-11.460000000000008,0.8200000000000003,0.129999999999999,0.6499999999999986,-39.715399999999995,0.28000000000000025,-4.899999999999999,-0.061652811099999996,-0.007888547000000024,0.0088924893,-0.011322788599999994,158000000.0,584000000.0,0.0383,0.06419999999999998
2019-11-01,002142.XSHE,-0.000479848,0.0014272436,0.02799297480000007,0.10843694879999788,0.20999999999999952,-1.4899999999999998,9.98,-26.59,-0.039999999999999925,28.57000000000005,1.2799999999999994,0.5500000000000007,-0.19000000000000483,7.819999999999993,0.29000000000000004,-1.3487999999999971,-0.010287777100000006,0.009721926700000022,-0.1775619584,0.0781526739,3725000.0,28859000.0,0.031200000000000006,-0.2107
2019-11-01,600000.XSHG,-0.0015320304,-0.0003940069,0.019443940599998655,0.10861273709999963,-0.040000000000000036,-0.1299999999999999,8.75,4.109999999999999,-0.2400000000000002,23.640000000000015,1.6500000000000004,0.5899999999999999,0.5599999999999987,5.452600000000004,0.2699999999999998,-1.8000000000000043,-0.008373807099999991,-0.007074340999999998,-0.0257057579,-0.09690450650000001,70000000.0,32000000.0,0.020299999999999985,0.06740000000000002
2019-11-01,600015.XSHG,-0.0012640261,-0.00036998,-0.0003255905000010273,0.10903470749999755,-0.7099999999999997,-0.1200000000000001,-49.85,1.1999999999999997,0.09000000000000008,2.0800000000000125,0.8200000000000003,1.2100000000000009,-0.38000000000000256,9.009999999999991,0.18000000000000016,-0.07639999999999958,0.009287976699999978,-0.0295803048,0.0054925896,-0.002174492199999996,5000000.0,83000000.0,-0.08050000000000002,0.0534
2019-11-01,600016.XSHG,-0.0004355141,-0.0005385922,-0.010609402300001847,0.162999684399999,-0.5899999999999999,-1.3299999999999998,-12.41,-41.45,0.050000000000000044,-21.560000000000002,-0.09999999999999964,0.29999999999999893,-1.6499999999999986,1.9712999999999994,0.1499999999999999,11.080000000000005,0.008211829300000001,-0.0162413401,0.09271748510000001,-0.0032223170999999984,67000000.0,9000000.0,-0.043999999999999984,-0.12230000000000002
2019-11-01,600036.XSHG,-0.0004410725,0.0012705615,0.015552168799999322,0.1453273540999973,0.08999999999999986,-0.6899999999999997,4.43,-2.4800000000000004,-0.25,96.07,0.1999999999999993,-0.28000000000000114,0.7899999999999991,1.1154999999999973,0.13999999999999968,1.0399999999999991,-0.008963484600000002,-0.013628398700000016,0.0018917721999999956,-0.0623877045,287000000.0,16000000.0,0.049800000000000066,-0.044499999999999984
2019-11-01,600919.XSHG,-0.0015043149,0.0003114835,0.00951342380000142,0.050325458299997905,-0.1200000000000001,-0.3599999999999999,-10.950000000000001,-1.1999999999999993,-0.020000000000000018,19.590000000000003,-0.06999999999999851,0.07000000000000028,-0.120000000000001,4.3799999999999955,0.16920000000000002,9.953400000000002,-0.011781794600000006,-0.010280383199999993,-0.08393732749999999,0.1571247161,46343000.0,-2000000.0,-0.007900000000000018,0.027600000000000013
2019-11-01,601009.XSHG,-0.0010545455,0.0004251983,-0.011012231200002276,0.11115530789999895,-0.7400000000000002,0.14000000000000057,-22.58,7.5600000000000005,0.030000000000000027,0.13999999999998636,0.0600000000000005,0.5199999999999996,-0.5899999999999999,8.510000000000005,0.039999999999999813,2.1899999999999977,0.000937702099999993,-0.018782208699999983,-0.006501139199999978,-0.007964545000000003,2216000.0,197000000.0,-0.06459999999999999,0.18020000000000003
2019-11-01,601166.XSHG,-0.0014749075,0.0006266175,-0.0010727404000014928,0.11186136760000309,0.3900000000000001,0.029999999999999805,34.8,-10.07,-0.020000000000000018,-4.5,0.009999999999999787,0.23000000000000043,-0.7399999999999984,10.074699999999993,0.10000000000000009,2.757399999999997,0.0019409590000000199,-0.035111256199999996,-0.0546331135,0.1549493511,125000000.0,104478000.0,0.13529999999999998,0.0393
2019-11-01,601169.XSHG,-0.0010716752,-0.0002441352,0.003669418900003052,0.06354671110000254,-0.71,0.21999999999999975,-23.35,1.98,0.21999999999999997,-48.06,-0.33999999999999986,0.009999999999999787,-1.6600000000000001,6.141300000000001,-0.029200000000000115,-3.895299999999999,0.01899851059999999,-0.026081394499999994,0.02269313349999999,0.1248037024,26000000.0,80163000.0,-0.06239999999999998,0.05230000000000001
2019-11-01,601229.XSHG,-0.0010529767,-0.0001430691,0.010484250099999315,0.11085206589999785,-0.10000000000000009,-0.7000000000000002,-14.29,-22.57,-0.010000000000000009,60.43000000000001,-1.33,-0.8599999999999994,-3.9499999999999993,9.709999999999994,0.56,-10.5,0.022494766400000005,0.005169698,-0.05490233119999999,0.09188036600000002,343000.0,2247000.0,-0.12360000000000004,-0.009699999999999986
