code,bank_name,report_year,field_name_english,field_name_chinese,source_file,reason,detail,raw_snippet_reference,extraction_method
601077.XSHG,渝农商行,2024,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601077_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601077_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0030,direct_pdf_text
601077.XSHG,渝农商行,2024,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601077_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601077_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0030,direct_pdf_text
601077.XSHG,渝农商行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601077_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601077_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0030,direct_pdf_text
601077.XSHG,渝农商行,2025,liquidity_matching_ratio,流动性匹配率,601077_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601077_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0026,direct_pdf_text
601077.XSHG,渝农商行,2025,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601077_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601077_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0026,direct_pdf_text
601077.XSHG,渝农商行,2025,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601077_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601077_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0026,direct_pdf_text
601077.XSHG,渝农商行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601077_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601077_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0026,direct_pdf_text
601128.XSHG,常熟银行,2024,liquidity_matching_ratio,流动性匹配率,601128_XSHG_2024_annual_report.pdf,numeric_value_not_found,No numeric token found after the matched field anchor.,601128_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0045,direct_pdf_text
601128.XSHG,常熟银行,2024,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601128_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601128_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0033,direct_pdf_text
601128.XSHG,常熟银行,2024,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601128_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601128_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0033,direct_pdf_text
601128.XSHG,常熟银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601128_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601128_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0033,direct_pdf_text
601128.XSHG,常熟银行,2025,liquidity_matching_ratio,流动性匹配率,601128_XSHG_2025_annual_report.pdf,numeric_value_not_found,No numeric token found after the matched field anchor.,601128_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0043,direct_pdf_text
601128.XSHG,常熟银行,2025,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601128_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601128_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0032,direct_pdf_text
601128.XSHG,常熟银行,2025,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601128_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601128_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0032,direct_pdf_text
601128.XSHG,常熟银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601128_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601128_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0032,direct_pdf_text
601166.XSHG,兴业银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601166_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601166_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0002,direct_pdf_text
601166.XSHG,兴业银行,2025,liquidity_matching_ratio,流动性匹配率,601166_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601166_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0003,direct_pdf_text
601166.XSHG,兴业银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601166_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601166_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0003,direct_pdf_text
601169.XSHG,北京银行,2024,liquidity_matching_ratio,流动性匹配率,601169_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601169_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601169.XSHG,北京银行,2024,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601169_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601169_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601169.XSHG,北京银行,2024,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601169_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601169_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601169.XSHG,北京银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601169_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601169_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601169.XSHG,北京银行,2025,liquidity_matching_ratio,流动性匹配率,601169_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601169_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601169.XSHG,北京银行,2025,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601169_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601169_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601169.XSHG,北京银行,2025,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601169_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601169_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601169.XSHG,北京银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601169_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601169_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601187.XSHG,厦门银行,2024,liquidity_matching_ratio,流动性匹配率,601187_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601187_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0006,direct_pdf_text
601187.XSHG,厦门银行,2024,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601187_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601187_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0006,direct_pdf_text
601187.XSHG,厦门银行,2024,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601187_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601187_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0006,direct_pdf_text
601187.XSHG,厦门银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601187_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601187_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0006,direct_pdf_text
601187.XSHG,厦门银行,2025,liquidity_matching_ratio,流动性匹配率,601187_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601187_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0039,direct_pdf_text
601187.XSHG,厦门银行,2025,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601187_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601187_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0039,direct_pdf_text
601187.XSHG,厦门银行,2025,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601187_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601187_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0039,direct_pdf_text
601187.XSHG,厦门银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601187_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601187_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0039,direct_pdf_text
601229.XSHG,上海银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601229_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601229_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0004,direct_pdf_text
601229.XSHG,上海银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601229_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601229_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0003,direct_pdf_text
601288.XSHG,农业银行,2024,liquidity_matching_ratio,流动性匹配率,601288_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601288_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0058,direct_pdf_text
601288.XSHG,农业银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601288_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601288_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0058,direct_pdf_text
601288.XSHG,农业银行,2025,liquidity_matching_ratio,流动性匹配率,601288_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601288_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0057,direct_pdf_text
601288.XSHG,农业银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601288_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601288_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0057,direct_pdf_text
601328.XSHG,交通银行,2024,tier_1_capital_adequacy_ratio,一级资本充足率,601328_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2024_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0005,windows_ocr_normalized
601328.XSHG,交通银行,2024,core_tier_1_capital_adequacy_ratio,核心一级资本充足率,601328_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2024_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0005,windows_ocr_normalized
601328.XSHG,交通银行,2024,provision_to_loan_ratio,拨贷比,601328_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2024_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0005,windows_ocr_normalized
601328.XSHG,交通银行,2024,liquidity_matching_ratio,流动性匹配率,601328_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2024_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0005,windows_ocr_normalized
601328.XSHG,交通银行,2024,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601328_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2024_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0005,windows_ocr_normalized
601328.XSHG,交通银行,2024,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601328_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2024_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0005,windows_ocr_normalized
601328.XSHG,交通银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601328_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2024_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0005,windows_ocr_normalized
601328.XSHG,交通银行,2025,capital_adequacy_ratio,资本充足率,601328_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0002,windows_ocr_normalized
601328.XSHG,交通银行,2025,tier_1_capital_adequacy_ratio,一级资本充足率,601328_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0002,windows_ocr_normalized
601328.XSHG,交通银行,2025,core_tier_1_capital_adequacy_ratio,核心一级资本充足率,601328_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0002,windows_ocr_normalized
601328.XSHG,交通银行,2025,provision_to_loan_ratio,拨贷比,601328_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0002,windows_ocr_normalized
601328.XSHG,交通银行,2025,liquidity_matching_ratio,流动性匹配率,601328_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0002,windows_ocr_normalized
601328.XSHG,交通银行,2025,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601328_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0002,windows_ocr_normalized
601328.XSHG,交通银行,2025,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601328_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0002,windows_ocr_normalized
601328.XSHG,交通银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601328_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601328_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0002,windows_ocr_normalized
601398.XSHG,工商银行,2024,liquidity_matching_ratio,流动性匹配率,601398_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601398_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0071,direct_pdf_text
601398.XSHG,工商银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601398_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601398_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0071,direct_pdf_text
601398.XSHG,工商银行,2025,liquidity_matching_ratio,流动性匹配率,601398_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601398_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0009,windows_ocr_normalized
601398.XSHG,工商银行,2025,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601398_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601398_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0009,windows_ocr_normalized
601398.XSHG,工商银行,2025,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601398_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601398_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0009,windows_ocr_normalized
601398.XSHG,工商银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601398_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601398_XSHG_2025_annual_report_windows_ocr_normalized_bank_indicator_snippets.txt#snippet_0009,windows_ocr_normalized
601528.XSHG,瑞丰银行,2024,provision_to_loan_ratio,拨贷比,601528_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601528.XSHG,瑞丰银行,2024,liquidity_ratio,流动性比例（本外币）,601528_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601528.XSHG,瑞丰银行,2024,liquidity_matching_ratio,流动性匹配率,601528_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601528.XSHG,瑞丰银行,2024,liquidity_coverage_ratio,流动性覆盖率,601528_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601528.XSHG,瑞丰银行,2024,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601528_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601528.XSHG,瑞丰银行,2024,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601528_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601528.XSHG,瑞丰银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601528_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601528.XSHG,瑞丰银行,2025,liquidity_matching_ratio,流动性匹配率,601528_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0005,direct_pdf_text
601528.XSHG,瑞丰银行,2025,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601528_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0005,direct_pdf_text
601528.XSHG,瑞丰银行,2025,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601528_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0005,direct_pdf_text
601528.XSHG,瑞丰银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601528_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601528_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0005,direct_pdf_text
601577.XSHG,长沙银行,2025,liquidity_matching_ratio,流动性匹配率,601577_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601577_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0004,direct_pdf_text
601577.XSHG,长沙银行,2025,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601577_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601577_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0004,direct_pdf_text
601577.XSHG,长沙银行,2025,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601577_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601577_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0004,direct_pdf_text
601577.XSHG,长沙银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601577_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601577_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0004,direct_pdf_text
601658.XSHG,邮储银行,2024,liquidity_matching_ratio,流动性匹配率,601658_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601658_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0006,direct_pdf_text
601658.XSHG,邮储银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601658_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601658_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0006,direct_pdf_text
601658.XSHG,邮储银行,2025,liquidity_matching_ratio,流动性匹配率,601658_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601658_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0007,direct_pdf_text
601658.XSHG,邮储银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601658_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601658_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0007,direct_pdf_text
601665.XSHG,齐鲁银行,2024,liquidity_matching_ratio,流动性匹配率,601665_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601665_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601665.XSHG,齐鲁银行,2024,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601665_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601665_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601665.XSHG,齐鲁银行,2024,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601665_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601665_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601665.XSHG,齐鲁银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601665_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601665_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601665.XSHG,齐鲁银行,2025,liquidity_matching_ratio,流动性匹配率,601665_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601665_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0002,direct_pdf_text
601665.XSHG,齐鲁银行,2025,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601665_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601665_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0002,direct_pdf_text
601665.XSHG,齐鲁银行,2025,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601665_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601665_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0002,direct_pdf_text
601665.XSHG,齐鲁银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601665_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601665_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0002,direct_pdf_text
601818.XSHG,光大银行,2024,liquidity_matching_ratio,流动性匹配率,601818_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601818_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0007,direct_pdf_text
601818.XSHG,光大银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601818_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601818_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0007,direct_pdf_text
601818.XSHG,光大银行,2025,liquidity_matching_ratio,流动性匹配率,601818_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601818_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0007,direct_pdf_text
601818.XSHG,光大银行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601818_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601818_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0007,direct_pdf_text
601825.XSHG,沪农商行,2024,liquidity_matching_ratio,流动性匹配率,601825_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601825_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0006,direct_pdf_text
601825.XSHG,沪农商行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601825_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601825_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0006,direct_pdf_text
601825.XSHG,沪农商行,2025,liquidity_matching_ratio,流动性匹配率,601825_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601825_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0003,direct_pdf_text
601825.XSHG,沪农商行,2025,single_group_credit_concentration_ratio,单一集团客户授信集中度,601825_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601825_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0003,direct_pdf_text
601838.XSHG,成都银行,2024,liquidity_matching_ratio,流动性匹配率,601838_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601838_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601838.XSHG,成都银行,2024,single_largest_customer_loan_ratio,单一最大客户贷款占资本净额比率,601838_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601838_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601838.XSHG,成都银行,2024,top_ten_customer_loan_ratio,最大十家客户贷款占资本净额比率,601838_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601838_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601838.XSHG,成都银行,2024,single_group_credit_concentration_ratio,单一集团客户授信集中度,601838_XSHG_2024_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601838_XSHG_2024_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
601838.XSHG,成都银行,2025,liquidity_matching_ratio,流动性匹配率,601838_XSHG_2025_annual_report.pdf,numeric_value_not_found,No alias anchor found in candidate snippet.,601838_XSHG_2025_annual_report_bank_indicator_snippets.txt#snippet_0001,direct_pdf_text
