rebalance_date,quarter_key,code,avg_traded_amount_lookback,avg_traded_volume_lookback,market_cap,circulating_market_cap,turnover_ratio
2021-08-31,2021q2,601009.XSHG,446937645.686500,63703534.300000,938.6582,795.6311,0.6337
2021-08-31,2021q2,601077.XSHG,128550854.800500,44903742.450000,441.7873,228.5167,0.7964
2021-08-31,2021q2,601128.XSHG,218537992.712000,55807619.250000,171.0294,162.5108,1.3022
2021-08-31,2021q2,601166.XSHG,1866468155.169000,135944514.950000,3843.2253,3628.8214,0.5947
2021-08-31,2021q2,601169.XSHG,229509795.183500,67594610.650000,917.6055,917.6055,0.3324
2021-08-31,2021q2,601187.XSHG,77630336.257000,11294103.000000,220.3672,22.0367,2.5368
2021-08-31,2021q2,601229.XSHG,120800961.341500,22629307.100000,1024.2907,988.0479,0.1266
2021-08-31,2021q2,601328.XSHG,279659621.856500,83300075.550000,3282.4125,1734.8882,0.2971
2021-08-31,2021q2,601398.XSHG,719450549.962500,202480320.450000,16465.9691,12456.0842,0.0711
2021-08-31,2021q2,601577.XSHG,119654821.309500,17360116.300000,348.6687,86.2953,1.2806
2021-08-31,2021q2,601658.XSHG,623764667.593500,152565825.950000,4748.5359,579.5073,1.5227
2021-08-31,2021q2,601838.XSHG,328171113.888500,36153851.350000,437.4436,435.9249,0.7967
2021-08-31,2021q2,601939.XSHG,470740775.916000,102456951.000000,14625.6422,561.229,0.9427
2021-08-31,2021q2,601997.XSHG,104106781.232000,20024864.950000,241.6747,206.3735,0.5531
2021-08-31,2021q2,601998.XSHG,79520070.780000,22542593.400000,2246.1092,1563.0179,0.0583
2021-08-31,2021q2,603323.XSHG,81563192.881000,21578301.350000,87.0883,69.5516,0.8514
2022-08-31,2022q2,000001.XSHE,1216793848.350000,120334009.900000,2474.2546,2474.2072,0.8518
2022-08-31,2022q2,002142.XSHE,913330755.450000,34838268.450000,1969.8511,1945.7851,1.2069
2022-08-31,2022q2,002807.XSHE,120752928.850000,35650096.850000,96.0046,95.8907,1.3534
2022-08-31,2022q2,002839.XSHE,137095693.750000,32939237.850000,107.6146,102.2693,1.4036
2022-08-31,2022q2,002948.XSHE,39815958.900000,13524119.850000,200.8022,104.0144,0.5764
2022-08-31,2022q2,002958.XSHE,42540365.750000,15087289.600000,169.446,147.0505,0.5288
2022-08-31,2022q2,002966.XSHE,135844280.350000,25674353.850000,238.704,230.5939,0.7931
2022-08-31,2022q2,600000.XSHG,133722357.400000,20812264.700000,2133.903,2133.903,0.1348
2022-08-31,2022q2,600015.XSHG,80668971.100000,19146629.700000,790.9033,659.0861,0.21
2022-08-31,2022q2,600016.XSHG,128580015.100000,42998940.750000,1576.1671,1276.6364,0.1515
2022-08-31,2022q2,600036.XSHG,1862112246.750000,66321146.600000,8839.5559,7230.445,0.8073
2022-08-31,2022q2,600908.XSHG,102482638.900000,19874610.950000,110.0251,104.2348,1.5776
2022-08-31,2022q2,600919.XSHG,457925048.900000,81800481.100000,1070.7996,1064.8835,0.9187
2022-08-31,2022q2,600926.XSHG,298290155.300000,25725624.750000,849.8084,725.1656,0.7279
2022-08-31,2022q2,601009.XSHG,264745055.700000,31510108.100000,1094.4688,932.5341,0.2731
2022-08-31,2022q2,601077.XSHG,89397218.900000,31775370.500000,406.5806,210.3058,0.6995
2022-08-31,2022q2,601128.XSHG,182960089.400000,36568485.300000,214.0608,205.6836,0.9465
2022-08-31,2022q2,601166.XSHG,1075091373.400000,77996614.500000,3554.4726,3554.4726,0.488
2022-08-31,2022q2,601187.XSHG,37686003.800000,8030883.600000,149.6386,60.5396,0.9508
2022-08-31,2022q2,601229.XSHG,81907677.050000,17843205.350000,839.6134,816.2711,0.1808
2022-08-31,2022q2,601288.XSHG,526462838.050000,226035350.300000,9974.5165,8529.6093,0.1451
2022-08-31,2022q2,601328.XSHG,201000572.800000,52980564.900000,3401.2329,1797.6896,0.1779
2022-08-31,2022q2,601528.XSHG,61461959.000000,12910212.800000,106.2586,42.707,1.969
2022-08-31,2022q2,601577.XSHG,54959313.800000,9300915.100000,274.27,140.993,0.8981
2022-08-31,2022q2,601658.XSHG,438052097.900000,116410064.550000,4166.5169,508.4782,1.5197
2022-08-31,2022q2,601818.XSHG,125239475.350000,53413324.500000,1550.7164,1186.8367,0.2052
2022-08-31,2022q2,601825.XSHG,89849985.100000,18925376.950000,541.0533,259.2809,0.3234
2022-08-31,2022q2,601838.XSHG,300725634.850000,24275911.200000,566.7622,565.1418,1.1707
2022-08-31,2022q2,601916.XSHG,59520723.800000,23265270.700000,691.2326,227.846,0.5364
2022-08-31,2022q2,601997.XSHG,59239449.500000,13202446.150000,204.3815,199.5086,0.4705
2022-08-31,2022q2,601998.XSHG,73381281.550000,20649323.800000,2192.281,1525.5601,0.1007
2022-08-31,2022q2,603323.XSHG,98270763.400000,23919920.350000,92.8582,78.1664,2.0304
2022-10-31,2022q3,000001.XSHE,1026450521.900000,110667990.050000,2006.5719,2006.5336,0.5066
2022-10-31,2022q3,002142.XSHE,996761376.950000,39029339.650000,1569.0132,1549.8443,0.7891
2022-10-31,2022q3,002958.XSHE,54817344.550000,20035492.350000,153.8903,133.5437,0.3745
2022-10-31,2022q3,600000.XSHG,168784783.600000,27004003.850000,1948.9843,1948.9843,0.1098
2022-10-31,2022q3,600015.XSHG,99828481.450000,24188681.250000,762.3251,614.2067,0.2552
2022-10-31,2022q3,600016.XSHG,173281015.700000,61949470.200000,1444.8198,1170.2501,0.1386
2022-10-31,2022q3,600036.XSHG,2454433019.150000,96577608.100000,6763.9626,5532.6829,0.462
2022-10-31,2022q3,600919.XSHG,531627311.300000,89506413.350000,1022.0599,1016.413,0.6821
2022-10-31,2022q3,600926.XSHG,294252061.450000,25299904.300000,718.1566,613.592,0.5926
2022-10-31,2022q3,601077.XSHG,109580794.300000,38335503.500000,396.3593,205.5706,0.8002
2022-10-31,2022q3,601166.XSHG,946932120.350000,74206001.800000,3122.3689,3122.3689,0.2775
2022-10-31,2022q3,601169.XSHG,150362244.900000,43558026.300000,854.1766,854.1766,0.2325
2022-10-31,2022q3,601229.XSHG,104349335.900000,22684036.600000,792.7317,770.6928,0.1947
2022-10-31,2022q3,601288.XSHG,946507099.900000,403915870.350000,9659.5317,8260.2533,0.1415
2022-10-31,2022q3,601328.XSHG,301919542.550000,79556571.500000,3304.6913,1746.6634,0.236
2022-10-31,2022q3,601398.XSHG,1029971429.150000,288896383.500000,14790.8597,11188.9068,0.1163
2022-10-31,2022q3,601577.XSHG,71806533.200000,12685642.000000,258.9881,133.1539,0.9159
2022-10-31,2022q3,601658.XSHG,521467360.250000,148517838.800000,3584.4979,437.4491,1.3874
2022-10-31,2022q3,601665.XSHG,53494126.900000,15396967.950000,185.0657,83.9282,1.0993
2022-10-31,2022q3,601818.XSHG,163882729.300000,70717236.150000,1469.6685,1124.8069,0.1928
2022-10-31,2022q3,601939.XSHG,277723076.800000,60571006.600000,13350.5862,512.3013,0.759
2022-10-31,2022q3,601963.XSHG,20840005.350000,3607638.000000,228.971,45.5616,0.4223
2022-10-31,2022q3,601988.XSHG,355768901.200000,138074668.850000,8861.0725,6344.042,0.0859
2022-10-31,2022q3,601997.XSHG,88535041.500000,20213113.250000,190.4879,185.9463,0.4828
2022-10-31,2022q3,601998.XSHG,113909721.100000,30287775.200000,2118.8787,1474.4811,0.0869
2023-08-31,2023q2,000001.XSHE,1119959679.450000,114397231.600000,2159.8787,2159.8374,0.4156
2023-08-31,2023q2,001227.XSHE,388111947.600000,138077264.950000,169.7318,82.4898,1.4593
2023-08-31,2023q2,002142.XSHE,823687386.100000,32289310.500000,1728.1597,1707.2686,0.489
2023-08-31,2023q2,002807.XSHE,109455524.750000,35457684.200000,80.5831,80.4757,1.3049
2023-08-31,2023q2,002839.XSHE,131900835.850000,32958425.850000,93.9458,89.6562,1.1372
2023-08-31,2023q2,002936.XSHE,164276972.500000,72646747.650000,194.5708,143.2325,0.8107
2023-08-31,2023q2,002958.XSHE,147842905.250000,53579691.350000,153.335,135.021,1.0459
2023-08-31,2023q2,002966.XSHE,150055039.450000,24123941.350000,247.1381,240.2043,0.5152
2023-08-31,2023q2,600015.XSHG,163177007.800000,32555721.000000,881.687,710.3768,0.2038
2023-08-31,2023q2,600036.XSHG,2018873433.700000,70335717.500000,7956.8613,6508.432,0.2439
2023-08-31,2023q2,600908.XSHG,79645220.850000,15742557.450000,115.5149,100.2406,0.7731
2023-08-31,2023q2,600919.XSHG,808614397.400000,131116625.900000,1136.2999,1130.4817,1.1659
2023-08-31,2023q2,600926.XSHG,235965167.750000,22966029.400000,664.1918,600.6273,0.454
2023-08-31,2023q2,601077.XSHG,191043823.400000,57912643.800000,427.0232,332.1752,0.5029
2023-08-31,2023q2,601128.XSHG,167164311.850000,33871444.000000,194.3285,187.415,0.7843
2023-08-31,2023q2,601187.XSHG,73387801.150000,14867138.000000,141.1933,63.7302,0.8412
2023-08-31,2023q2,601229.XSHG,143741178.450000,28098700.750000,845.2967,823.9331,0.1395
2023-08-31,2023q2,601288.XSHG,976597489.000000,319286891.350000,12109.413,11045.8497,0.0647
2023-08-31,2023q2,601328.XSHG,484625791.800000,97939104.800000,4121.5813,2178.423,0.2193
2023-08-31,2023q2,601528.XSHG,192460653.450000,36955433.900000,109.2924,43.9438,2.4162
2023-08-31,2023q2,601577.XSHG,88320464.800000,11936819.850000,326.9523,168.0964,0.4473
2023-08-31,2023q2,601665.XSHG,76797438.350000,20890187.850000,179.5732,90.9348,0.7065
2023-08-31,2023q2,601818.XSHG,337380622.000000,125144398.900000,1778.4751,1396.8451,0.2147
2023-08-31,2023q2,601825.XSHG,107883966.850000,21111250.250000,561.3067,268.9866,0.2572
2023-08-31,2023q2,601838.XSHG,289843172.750000,23244501.700000,522.1244,521.0135,0.465
2023-08-31,2023q2,601916.XSHG,374686991.600000,155688935.400000,705.8411,553.692,0.6359
2023-08-31,2023q2,601939.XSHG,460517230.500000,86665513.350000,15000.6586,575.6195,0.5137
2023-08-31,2023q2,601997.XSHG,194644878.500000,39957274.250000,195.9722,191.2998,0.7268
2023-08-31,2023q2,601998.XSHG,223918694.800000,45869504.600000,2673.5909,1861.0248,0.1012
2023-08-31,2023q2,603323.XSHG,100559077.650000,26671750.750000,78.2534,66.9979,1.2655
2023-10-31,2023q3,000001.XSHE,777563731.650000,85667608.700000,2029.859,2029.8202,0.3364
2023-10-31,2023q3,001227.XSHE,184337455.150000,67069890.350000,167.4535,81.3826,1.8969
2023-10-31,2023q3,002958.XSHE,72233548.500000,28407207.100000,150.5572,132.5822,0.471
2023-10-31,2023q3,600000.XSHG,200328673.450000,30579590.600000,2001.8184,2001.8184,0.0892
2023-10-31,2023q3,600015.XSHG,161144365.850000,32201154.050000,891.236,718.0705,0.2129
2023-10-31,2023q3,600036.XSHG,1297820229.400000,45832588.100000,7757.6245,6345.4633,0.256
2023-10-31,2023q3,600926.XSHG,207298028.800000,21685258.550000,634.5404,573.8136,0.2351
2023-10-31,2023q3,601077.XSHG,330206640.000000,92974741.400000,482.6725,375.5331,0.9857
2023-10-31,2023q3,601229.XSHG,145529000.500000,28247693.500000,862.3447,840.5504,0.1618
2023-10-31,2023q3,601288.XSHG,1387394454.550000,435469446.400000,12564.3909,11460.8672,0.1006
2023-10-31,2023q3,601328.XSHG,533223103.100000,103661596.250000,4180.9915,2209.8236,0.2829
2023-10-31,2023q3,601398.XSHG,1412588015.100000,337485410.750000,16858.016,12752.6577,0.0894
2023-10-31,2023q3,601577.XSHG,90903741.800000,12808939.400000,295.5842,295.5138,0.3484
2023-10-31,2023q3,601658.XSHG,522886674.750000,120393222.400000,4531.6612,3067.4935,0.1739
2023-10-31,2023q3,601665.XSHG,52826988.100000,14182806.350000,184.6132,93.4875,0.557
2023-10-31,2023q3,601939.XSHG,693604525.100000,120740639.400000,15675.6883,601.5223,1.2426
2023-10-31,2023q3,601963.XSHG,33636355.200000,4648496.500000,264.7614,52.6856,0.7202
2023-10-31,2023q3,601997.XSHG,140549865.250000,30424983.500000,190.4879,185.9463,0.709
2023-10-31,2023q3,601998.XSHG,186229552.400000,37818268.850000,2634.4174,1833.757,0.1376
2024-04-30,2023q4,002142.XSHE,853903045.555500,42458914.800000,1514.2034,1496.1883,0.4978
2024-04-30,2023q4,002807.XSHE,130927611.046000,43161226.900000,96.7327,96.6515,1.7805
2024-04-30,2023q4,002936.XSHE,105945168.162000,55572959.400000,175.4774,129.284,0.7507
2024-04-30,2023q4,002948.XSHE,102171207.001500,33270344.000000,201.9663,107.9184,2.044
2024-04-30,2023q4,002966.XSHE,305876252.290500,47594204.900000,276.8391,269.0669,1.2884
2024-04-30,2023q4,600016.XSHG,428607149.093000,122848781.000000,1729.4055,1400.7539,0.3532
2024-04-30,2023q4,600036.XSHG,2104394715.443500,71846766.250000,8652.929,7077.7908,0.4208
2024-04-30,2023q4,600919.XSHG,1299904389.097500,188947126.050000,1482.787,1476.1936,1.2457
2024-04-30,2023q4,601009.XSHG,215941607.525500,27317182.750000,964.036,858.6167,0.2527
2024-04-30,2023q4,601128.XSHG,203757890.808000,40440888.350000,217.9003,210.1482,3.4732
2024-04-30,2023q4,601169.XSHG,383017465.490000,75024095.000000,1179.7785,1179.7785,0.3508
2024-04-30,2023q4,601288.XSHG,1588329413.136000,412703936.550000,15399.2535,14046.7453,0.0999
2024-04-30,2023q4,601398.XSHG,1608690061.475000,339055655.550000,19352.8598,14639.9431,0.0965
2024-04-30,2023q4,601658.XSHG,699748857.477500,165692341.000000,4759.7316,3221.875,0.1937
2024-04-30,2023q4,601818.XSHG,623461958.619500,228534981.850000,1861.1949,1461.8147,0.3701
2024-04-30,2023q4,601825.XSHG,184849761.680500,30996786.750000,651.9644,312.4312,0.4781
2024-04-30,2023q4,601838.XSHG,337582224.950000,26416711.700000,564.4623,563.3704,1.2587
2024-04-30,2023q4,601916.XSHG,344663393.969500,128323346.300000,823.9391,646.3331,0.646
2024-04-30,2023q4,601939.XSHG,645596818.216000,102213865.100000,17800.7816,683.0684,1.0428
2024-04-30,2023q4,601988.XSHG,837952560.813500,205101262.200000,13512.3996,9674.1371,0.0912
2024-04-30,2023q4,601998.XSHG,676431005.799500,111362314.650000,3666.5427,2642.6499,0.1629
2024-04-30,2023q4,603323.XSHG,138309307.102000,34941560.700000,88.3506,75.6428,1.9475
2024-04-30,2024q1,000001.XSHE,1490420776.416000,168686930.350000,2093.8986,2093.8585,0.6826
2024-04-30,2024q1,001227.XSHE,96959492.764500,42944104.350000,145.2403,70.5929,1.333
2024-04-30,2024q1,002958.XSHE,123443494.815500,48291928.550000,157.7795,139.9095,1.1883
2024-04-30,2024q1,600908.XSHG,109750474.338000,23270979.450000,117.4155,102.1981,1.2607
2024-04-30,2024q1,600926.XSHG,384195775.001000,36187517.400000,765.0069,691.7942,0.5884
2024-04-30,2024q1,601077.XSHG,370054363.335000,93497544.650000,526.9648,409.9938,1.1288
2024-04-30,2024q1,601166.XSHG,1252797872.330500,92625475.450000,3500.4692,3500.4692,0.3711
2024-04-30,2024q1,601229.XSHG,251860580.886500,43178465.850000,1037.087,1010.8763,0.3119
2024-04-30,2024q1,601328.XSHG,786825410.643500,132736782.000000,5109.2756,2700.4594,0.3411
2024-04-30,2024q1,601528.XSHG,77740669.685500,17455011.900000,101.2475,40.783,2.8287
2024-04-30,2024q1,601577.XSHG,161077381.117500,22557206.650000,328.1588,328.0807,0.5639
2024-04-30,2024q1,601665.XSHG,151078112.907500,37154800.600000,230.6276,122.7692,1.656
2024-04-30,2024q1,601963.XSHG,66289825.400000,9976130.250000,260.2448,97.1134,0.7975
2024-04-30,2024q1,601997.XSHG,204827682.751000,43080498.750000,206.2096,201.2931,1.0958
2024-10-31,2024q3,000001.XSHE,3001383532.209000,277008480.700000,2208.3935,2208.3593,0.6442
2024-10-31,2024q3,001227.XSHE,347307583.100500,146531142.200000,141.8229,68.9262,3.2493
2024-10-31,2024q3,002142.XSHE,1334446502.995000,54619562.600000,1686.5571,1666.127,0.3655
2024-10-31,2024q3,600036.XSHG,4197419819.333500,117017196.350000,9422.1343,7706.9736,0.4122
2024-10-31,2024q3,600926.XSHG,671403766.874000,51473350.200000,830.2793,760.5142,0.4096
2024-10-31,2024q3,601077.XSHG,855559660.074000,165622508.850000,632.5849,492.2599,1.0621
2024-10-31,2024q3,601577.XSHG,325947737.447500,41754215.600000,342.6364,342.5622,0.6864
2024-10-31,2024q3,601916.XSHG,569267976.025500,204942251.600000,779.9957,611.862,0.6323
2024-10-31,2024q3,601997.XSHG,558813850.962500,102285479.500000,219.0063,219.0063,0.9868
2025-04-30,2024q4,002807.XSHE,182242913.629500,50894617.550000,102.1478,102.0049,2.0656
2025-04-30,2024q4,002839.XSHE,146418872.511500,38764075.450000,102.6625,102.6057,1.1647
2025-04-30,2024q4,002936.XSHE,162824443.831000,88720185.000000,168.2037,123.9632,0.8077
2025-04-30,2024q4,002948.XSHE,163951184.541500,40297501.200000,264.2441,141.2966,1.3085
2025-04-30,2024q4,002966.XSHE,319325018.169000,42245961.850000,359.4412,352.8723,1.2742
2025-04-30,2024q4,600000.XSHG,676442041.629000,67558226.500000,3216.9988,3216.9988,0.3163
2025-04-30,2024q4,600015.XSHG,372708630.954000,50647067.600000,1157.0153,1118.6512,1.5577
2025-04-30,2024q4,600016.XSHG,726293983.091000,192510919.350000,1742.5403,1411.3925,0.4766
2025-04-30,2024q4,600036.XSHG,2583390414.222500,66492315.250000,10274.5651,8404.232,0.5685
2025-04-30,2024q4,600919.XSHG,1229432059.631500,133493683.200000,1864.4946,1864.4946,0.7216
2025-04-30,2024q4,601009.XSHG,383273587.051500,39387806.200000,1154.0194,1154.0194,0.3524
2025-04-30,2024q4,601128.XSHG,256254953.951000,47047616.650000,218.888,218.888,1.1397
2025-04-30,2024q4,601166.XSHG,1251443799.695000,66565906.250000,4335.5988,4335.5988,0.2767
2025-04-30,2024q4,601169.XSHG,559405643.676000,94332835.100000,1268.5791,1268.5791,0.9776
2025-04-30,2024q4,601187.XSHG,121704073.565000,21492649.950000,152.0138,73.9611,2.6936
2025-04-30,2024q4,601288.XSHG,2542287793.498000,511020373.750000,18969.0804,17303.0362,0.2055
2025-04-30,2024q4,601328.XSHG,1182263411.316500,164813242.900000,5547.4257,2932.0395,0.3642
2025-04-30,2024q4,601398.XSHG,2701209612.257000,414158270.450000,24984.0786,18899.8161,0.2392
2025-04-30,2024q4,601658.XSHG,997964432.559500,200899547.700000,5077.0471,3436.6666,0.4734
2025-04-30,2024q4,601825.XSHG,199824910.985000,24700025.950000,810.1333,782.593,0.4179
2025-04-30,2024q4,601838.XSHG,377759318.417000,23063798.350000,719.6863,718.4337,0.7046
2025-04-30,2024q4,601916.XSHG,526049062.873000,186431058.550000,821.1926,644.1786,0.7298
2025-04-30,2024q4,601939.XSHG,1116705551.338500,130369451.850000,22650.9946,869.1854,2.3395
2025-04-30,2024q4,601988.XSHG,1356928431.609000,252978858.250000,16279.6449,11655.333,0.1476
2025-04-30,2024q4,601998.XSHG,474743843.176500,71385325.350000,4012.0162,2939.0122,0.2177
2025-04-30,2025q1,000001.XSHE,978766410.876000,97005179.950000,2117.1857,2117.1479,0.4482
2025-04-30,2025q1,001227.XSHE,127887222.598000,58478846.950000,129.2923,95.6298,1.1023
2025-04-30,2025q1,002142.XSHE,818028874.061000,35334549.300000,1578.2582,1559.2471,0.577
2025-04-30,2025q1,002958.XSHE,260431496.251500,88991772.750000,173.8909,154.6108,1.5946
2025-04-30,2025q1,600908.XSHG,131626818.707500,25039937.150000,121.3659,110.562,1.3267
2025-04-30,2025q1,600926.XSHG,626117458.206500,45874969.150000,934.1062,934.1062,0.8393
2025-04-30,2025q1,601077.XSHG,356298666.484000,59895696.250000,777.9545,605.3825,0.8684
2025-04-30,2025q1,601229.XSHG,585377961.010500,62036479.600000,1474.6561,1474.6561,0.3106
2025-04-30,2025q1,601528.XSHG,101047118.422500,21362309.700000,101.64,88.3419,0.9223
2025-04-30,2025q1,601577.XSHG,244678670.937500,28316897.150000,363.9506,363.8719,0.9675
2025-04-30,2025q1,601665.XSHG,205120304.683000,35123426.300000,295.9037,295.9037,0.8248
2025-04-30,2025q1,601818.XSHG,619715278.066000,174171076.450000,2233.4338,1754.1776,0.3824
2025-04-30,2025q1,601963.XSHG,116163546.672000,12165894.050000,371.7797,201.095,0.782
2025-04-30,2025q1,601997.XSHG,223975991.528000,42616710.150000,210.9626,210.9626,1.4842
2025-10-31,2025q3,000001.XSHE,1208702993.097500,110063305.350000,2196.7499,2196.714,0.5
2025-10-31,2025q3,002142.XSHE,1026620311.447500,38308177.950000,1871.4576,1870.4081,0.7673
2025-10-31,2025q3,600015.XSHG,780376258.282000,117419885.050000,1083.8066,1047.87,0.4358
2025-10-31,2025q3,600036.XSHG,3636341731.590500,90671572.600000,10312.3949,8435.1754,0.3406
2025-10-31,2025q3,600908.XSHG,99351590.210500,16672090.100000,133.2172,121.3583,0.7743
2025-10-31,2025q3,601077.XSHG,529734307.469000,81542867.550000,785.9044,611.6064,0.5568
2025-10-31,2025q3,601528.XSHG,86896009.581000,16569138.150000,107.5264,95.0482,0.7858
2025-10-31,2025q3,601963.XSHG,216934563.270000,22094666.050000,370.7383,200.5322,0.8798
2025-10-31,2025q3,601988.XSHG,1740026314.581000,329084118.150000,18076.1163,11823.9454,0.2317
2026-04-30,2025q4,002807.XSHE,174099367.935000,42924422.900000,112.7318,112.5532,1.3678
2026-04-30,2025q4,002839.XSHE,115408726.286000,25990414.250000,111.4621,111.3561,1.0709
2026-04-30,2025q4,002948.XSHE,285017686.026500,52574682.800000,353.8776,189.2401,2.6137
2026-04-30,2025q4,002966.XSHE,228256390.779000,26791507.550000,380.9004,374.495,0.6324
2026-04-30,2025q4,600000.XSHG,557112317.385000,56904240.350000,3087.4512,3087.4512,0.2355
2026-04-30,2025q4,600015.XSHG,401700028.026500,55298260.600000,1096.5386,1060.1797,1.0976
2026-04-30,2025q4,600016.XSHG,617778824.598500,165510507.550000,1619.9495,1312.0986,0.5827
2026-04-30,2025q4,600908.XSHG,80972378.831500,14191186.750000,125.7553,114.5606,1.0132
2026-04-30,2025q4,600919.XSHG,781243656.518500,70943710.700000,2073.6997,2073.6997,0.3383
2026-04-30,2025q4,601009.XSHG,459420274.978000,41257480.650000,1452.7192,1452.7192,0.276
2026-04-30,2025q4,601128.XSHG,271187193.283500,42000561.400000,242.7694,242.7694,0.8756
2026-04-30,2025q4,601166.XSHG,1384783825.068500,77103866.350000,3794.5003,3794.5003,0.7231
2026-04-30,2025q4,601288.XSHG,2232510455.058001,331039291.900000,24218.8259,22091.6994,0.113
2026-04-30,2025q4,601328.XSHG,823509545.186500,118485370.400000,6008.7373,1772.9259,0.9529
2026-04-30,2025q4,601398.XSHG,1817337521.063500,248740288.900000,26552.2662,20086.1098,0.1121
2026-04-30,2025q4,601528.XSHG,82262027.150000,16216434.400000,102.621,90.7121,1.882
2026-04-30,2025q4,601658.XSHG,676487596.118000,132277681.700000,6088.8192,3677.1595,0.2546
2026-04-30,2025q4,601818.XSHG,435101957.840000,136516577.200000,1843.4692,1447.8926,0.4662
2026-04-30,2025q4,601825.XSHG,175469719.465500,19275264.650000,866.0711,841.8248,0.2079
2026-04-30,2025q4,601838.XSHG,394043162.960500,22222689.350000,811.6604,811.6604,0.5478
2026-04-30,2025q4,601916.XSHG,248814495.190500,83482238.350000,815.6997,639.8697,0.3905
2026-04-30,2025q4,601939.XSHG,780596766.833500,81877145.700000,26029.238,954.5689,1.6349
2026-04-30,2025q4,601988.XSHG,1242387415.829500,214294777.800000,18527.2137,12119.0171,0.12
2026-04-30,2025q4,601998.XSHG,340016200.494000,41891874.800000,4679.7581,3428.1682,0.1868
2026-04-30,2026q1,000001.XSHE,1015744437.345000,93479754.600000,2229.74,2229.7035,0.5871
2026-04-30,2026q1,001227.XSHE,100619736.400500,44893982.350000,127.014,94.0503,1.5439
2026-04-30,2026q1,002142.XSHE,738562126.547500,23233188.400000,2192.3921,2191.0148,0.2855
2026-04-30,2026q1,002936.XSHE,108206317.093500,59290675.000000,166.3853,128.6361,1.2337
2026-04-30,2026q1,002958.XSHE,154240778.649500,50938124.850000,168.8909,165.3605,0.9964
2026-04-30,2026q1,600036.XSHG,2839188404.054500,72069033.100000,9651.6349,7894.697,0.567
2026-04-30,2026q1,600926.XSHG,450733704.607500,26760672.850000,1261.3264,1261.3264,0.3712
2026-04-30,2026q1,600928.XSHG,79832271.643500,21665133.550000,164.0,163.2218,0.5615
2026-04-30,2026q1,601077.XSHG,247848755.951000,34847642.850000,826.7896,643.424,0.3536
2026-04-30,2026q1,601169.XSHG,623223274.618500,115191527.200000,1120.5782,1120.5782,0.5812
2026-04-30,2026q1,601229.XSHG,422934342.053000,44398558.850000,1332.8059,1332.8059,0.4684
2026-04-30,2026q1,601577.XSHG,157577971.765500,16365933.100000,400.9489,400.8622,0.6177
2026-04-30,2026q1,601665.XSHG,349995362.806000,57406518.750000,393.2305,393.2305,0.6784
2026-04-30,2026q1,601963.XSHG,159317411.710500,15181321.100000,380.7037,213.5731,0.4833
2026-04-30,2026q1,601997.XSHG,267322096.121000,46825982.500000,219.7375,219.7375,1.1583
