rebalance_date,quarter_key,code,active_quarter_key,effective_data_flag,avg_traded_amount_lookback,market_cap,circulating_market_cap,avg_traded_volume_lookback,liquidity_top_80_flag,market_cap_top_80_flag,rebalance_stock_pool_flag
2021-04-30,2021q1,600908.XSHG,2020q4,1,105886528.961000,109.093,101.7859,21092894.850000,1,0,0
2021-04-30,2021q1,601077.XSHG,2020q4,1,116530258.827500,471.3155,243.7903,39635083.100000,1,1,1
2021-04-30,2021q1,601128.XSHG,2020q4,1,148303455.590000,190.2154,180.7412,32895413.800000,1,0,0
2021-04-30,2021q1,601166.XSHG,2020q4,1,2111430531.974500,4516.3091,4264.3555,134156383.100000,1,1,1
2021-04-30,2021q1,601229.XSHG,2020q4,1,247889471.713000,1162.094,1120.9753,41883480.550000,1,1,1
2021-04-30,2021q1,601288.XSHG,2020q4,1,543654016.682000,11199.4571,9409.7694,227645572.000000,1,1,1
2021-04-30,2021q1,601328.XSHG,2020q4,1,471387874.061000,3572.0372,1887.9666,133842956.000000,1,1,1
2021-04-30,2021q1,601398.XSHG,2020q4,1,872260427.004000,18283.641,13831.1065,221587187.950000,1,1,1
2021-04-30,2021q1,601658.XSHG,2020q4,1,496758447.277500,4702.344,573.8701,116752764.150000,1,1,1
2021-04-30,2021q1,601916.XSHG,2020q4,1,66525841.321000,840.1135,276.9205,21936147.150000,0,1,0
2021-04-30,2021q1,601988.XSHG,2020q4,1,428347259.577000,9567.6032,6849.8792,175994141.850000,1,1,1
2021-04-30,2021q1,601998.XSHG,2020q4,1,134375791.007000,2534.8247,1763.9286,34528194.200000,1,1,1
2021-04-30,2021q1,000001.XSHE,2021q1,1,1497832613.003500,4519.6383,4519.6002,85576453.600000,1,1,1
2021-04-30,2021q1,002142.XSHE,2021q1,1,834273034.809500,2537.1853,2503.5031,24757649.100000,1,1,1
2021-04-30,2021q1,002807.XSHE,2021q1,1,48063722.934500,89.7038,89.5976,16675799.750000,0,0,0
2021-04-30,2021q1,002936.XSHE,2021q1,1,47091312.136500,276.5198,60.9632,15393358.300000,0,1,0
2021-04-30,2021q1,002958.XSHE,2021q1,1,67490708.054000,238.3341,115.6381,17686022.900000,0,1,0
2021-04-30,2021q1,002966.XSHE,2021q1,1,105992579.473500,251.0,122.3439,20165124.050000,1,1,1
2021-04-30,2021q1,600036.XSHG,2021q1,1,2391487380.317500,13290.8586,10871.4537,59792703.450000,1,1,1
2021-04-30,2021q1,600919.XSHG,2021q1,1,549738293.383500,1044.2113,1036.1343,116768467.900000,1,1,1
2021-04-30,2021q1,600926.XSHG,2017q4,1,315795582.128500,980.8552,833.841,24016888.950000,1,1,1
2021-04-30,2021q1,601187.XSHG,2021q1,1,82145389.785000,224.062,22.4062,11375362.050000,1,0,0
2021-04-30,2021q1,601577.XSHG,2021q1,1,146375503.931500,362.342,89.6795,19072129.150000,1,1,1
2021-04-30,2021q1,601818.XSHG,2021q1,1,446908746.142000,2042.4063,1563.1501,155845950.250000,1,1,1
2021-04-30,2021q1,601838.XSHG,2021q1,1,248744180.733500,430.9416,429.4454,28476182.400000,1,1,1
2021-04-30,2021q1,601939.XSHG,2021q1,1,564413112.288500,16825.7388,645.6532,106074124.400000,1,1,1
2021-04-30,2021q1,603323.XSHG,2021q1,1,45395206.651000,80.7775,64.5116,12896673.150000,0,0,0
2021-08-31,2021q2,000001.XSHE,2021q2,1,1774242627.653500,3454.2534,3454.2243,115134332.600000,1,1,1
2021-08-31,2021q2,002142.XSHE,2021q2,1,1264372573.852500,1940.5893,1914.8272,42937383.000000,1,1,1
2021-08-31,2021q2,002807.XSHE,2021q2,1,33679448.176000,82.5362,82.4385,12369627.000000,0,0,0
2021-08-31,2021q2,002839.XSHE,2021q2,1,192525546.013000,103.2344,82.2217,49967660.950000,1,0,0
2021-08-31,2021q2,002936.XSHE,2021q2,1,35209246.971500,256.9831,75.2319,12476142.550000,0,1,0
2021-08-31,2021q2,002958.XSHE,2021q2,1,61651188.650500,217.2237,105.3945,17424763.700000,0,1,0
2021-08-31,2021q2,002966.XSHE,2021q2,1,121503854.782500,227.0,110.6514,23911002.450000,1,1,1
2021-08-31,2021q2,600000.XSHG,2021q2,1,313624615.609500,2656.3705,2656.3705,40323861.700000,1,1,1
2021-08-31,2021q2,600016.XSHG,2021q2,1,231102161.480500,1738.162,1407.8463,73815522.000000,1,1,1
2021-08-31,2021q2,600036.XSHG,2021q2,1,3124197554.634000,12347.6364,10099.9312,77838883.150000,1,1,1
2021-08-31,2021q2,600908.XSHG,2021q2,1,102284456.065500,105.5567,98.4865,20972272.000000,1,0,0
2021-08-31,2021q2,600919.XSHG,2021q2,1,662531936.016000,949.6869,943.9153,131470842.400000,1,1,1
2021-08-31,2021q2,600928.XSHG,2021q2,1,30763332.221500,194.2222,50.5013,8059643.000000,0,1,0
2021-08-31,2021q2,601009.XSHG,2021q2,1,446937645.686500,938.6582,795.6311,63703534.300000,1,1,1
2021-08-31,2021q2,601077.XSHG,2021q2,1,128550854.800500,441.7873,228.5167,44903742.450000,1,1,1
2021-08-31,2021q2,601128.XSHG,2021q2,1,218537992.712000,171.0294,162.5108,55807619.250000,1,0,0
2021-08-31,2021q2,601166.XSHG,2021q2,1,1866468155.169000,3843.2253,3628.8214,135944514.950000,1,1,1
2021-08-31,2021q2,601169.XSHG,2021q2,1,229509795.183500,917.6055,917.6055,67594610.650000,1,1,1
2021-08-31,2021q2,601187.XSHG,2021q2,1,77630336.257000,220.3672,22.0367,11294103.000000,0,1,0
2021-08-31,2021q2,601229.XSHG,2021q2,1,120800961.341500,1024.2907,988.0479,22629307.100000,1,1,1
2021-08-31,2021q2,601328.XSHG,2021q2,1,279659621.856500,3282.4125,1734.8882,83300075.550000,1,1,1
2021-08-31,2021q2,601398.XSHG,2021q2,1,719450549.962500,16465.9691,12456.0842,202480320.450000,1,1,1
2021-08-31,2021q2,601577.XSHG,2021q2,1,119654821.309500,348.6687,86.2953,17360116.300000,1,1,1
2021-08-31,2021q2,601658.XSHG,2021q2,1,623764667.593500,4748.5359,579.5073,152565825.950000,1,1,1
2021-08-31,2021q2,601838.XSHG,2021q2,1,328171113.888500,437.4436,435.9249,36153851.350000,1,1,1
2021-08-31,2021q2,601939.XSHG,2021q2,1,470740775.916000,14625.6422,561.229,102456951.000000,1,1,1
2021-08-31,2021q2,601997.XSHG,2021q2,1,104106781.232000,241.6747,206.3735,20024864.950000,1,1,1
2021-08-31,2021q2,601998.XSHG,2021q2,1,79520070.780000,2246.1092,1563.0179,22542593.400000,1,1,1
2021-08-31,2021q2,603323.XSHG,2021q2,1,81563192.881000,87.0883,69.5516,21578301.350000,1,0,0
2022-08-31,2022q2,000001.XSHE,2022q2,1,1216793848.350000,2474.2546,2474.2072,120334009.900000,1,1,1
2022-08-31,2022q2,002142.XSHE,2022q2,1,913330755.450000,1969.8511,1945.7851,34838268.450000,1,1,1
2022-08-31,2022q2,002807.XSHE,2021q2,1,120752928.850000,96.0046,95.8907,35650096.850000,1,0,0
2022-08-31,2022q2,002839.XSHE,2021q2,1,137095693.750000,107.6146,102.2693,32939237.850000,1,0,0
2022-08-31,2022q2,002948.XSHE,2021q2,1,39815958.900000,200.8022,104.0144,13524119.850000,0,1,0
2022-08-31,2022q2,002958.XSHE,2022q2,1,42540365.750000,169.446,147.0505,15087289.600000,0,1,0
2022-08-31,2022q2,002966.XSHE,2021q2,1,135844280.350000,238.704,230.5939,25674353.850000,1,1,1
2022-08-31,2022q2,600000.XSHG,2022q2,1,133722357.400000,2133.903,2133.903,20812264.700000,1,1,1
2022-08-31,2022q2,600015.XSHG,2022q2,1,80668971.100000,790.9033,659.0861,19146629.700000,1,1,1
2022-08-31,2022q2,600016.XSHG,2022q2,1,128580015.100000,1576.1671,1276.6364,42998940.750000,1,1,1
2022-08-31,2022q2,600036.XSHG,2022q2,1,1862112246.750000,8839.5559,7230.445,66321146.600000,1,1,1
2022-08-31,2022q2,600908.XSHG,2021q2,1,102482638.900000,110.0251,104.2348,19874610.950000,1,0,0
2022-08-31,2022q2,600919.XSHG,2021q2,1,457925048.900000,1070.7996,1064.8835,81800481.100000,1,1,1
2022-08-31,2022q2,600926.XSHG,2017q4,1,298290155.300000,849.8084,725.1656,25725624.750000,1,1,1
2022-08-31,2022q2,601009.XSHG,2021q2,1,264745055.700000,1094.4688,932.5341,31510108.100000,1,1,1
2022-08-31,2022q2,601077.XSHG,2021q2,1,89397218.900000,406.5806,210.3058,31775370.500000,1,1,1
2022-08-31,2022q2,601128.XSHG,2021q2,1,182960089.400000,214.0608,205.6836,36568485.300000,1,1,1
2022-08-31,2022q2,601166.XSHG,2022q2,1,1075091373.400000,3554.4726,3554.4726,77996614.500000,1,1,1
2022-08-31,2022q2,601187.XSHG,2021q2,1,37686003.800000,149.6386,60.5396,8030883.600000,0,0,0
2022-08-31,2022q2,601229.XSHG,2021q2,1,81907677.050000,839.6134,816.2711,17843205.350000,1,1,1
2022-08-31,2022q2,601288.XSHG,2022q2,1,526462838.050000,9974.5165,8529.6093,226035350.300000,1,1,1
2022-08-31,2022q2,601328.XSHG,2021q2,1,201000572.800000,3401.2329,1797.6896,52980564.900000,1,1,1
2022-08-31,2022q2,601528.XSHG,2021q4,1,61461959.000000,106.2586,42.707,12910212.800000,1,0,0
2022-08-31,2022q2,601577.XSHG,2021q2,1,54959313.800000,274.27,140.993,9300915.100000,0,1,0
2022-08-31,2022q2,601658.XSHG,2022q2,1,438052097.900000,4166.5169,508.4782,116410064.550000,1,1,1
2022-08-31,2022q2,601818.XSHG,2021q2,1,125239475.350000,1550.7164,1186.8367,53413324.500000,1,1,1
2022-08-31,2022q2,601825.XSHG,2021q4,1,89849985.100000,541.0533,259.2809,18925376.950000,1,1,1
2022-08-31,2022q2,601838.XSHG,2021q2,1,300725634.850000,566.7622,565.1418,24275911.200000,1,1,1
2022-08-31,2022q2,601916.XSHG,2021q2,1,59520723.800000,691.2326,227.846,23265270.700000,0,1,0
2022-08-31,2022q2,601997.XSHG,2021q2,1,59239449.500000,204.3815,199.5086,13202446.150000,0,1,0
2022-08-31,2022q2,601998.XSHG,2021q2,1,73381281.550000,2192.281,1525.5601,20649323.800000,1,1,1
2022-08-31,2022q2,603323.XSHG,2021q2,1,98270763.400000,92.8582,78.1664,23919920.350000,1,0,0
2022-10-31,2022q3,000001.XSHE,2022q3,1,1026450521.900000,2006.5719,2006.5336,110667990.050000,1,1,1
2022-10-31,2022q3,002142.XSHE,2022q3,1,996761376.950000,1569.0132,1549.8443,39029339.650000,1,1,1
2022-10-31,2022q3,002958.XSHE,2022q3,1,54817344.550000,153.8903,133.5437,20035492.350000,0,0,0
2022-10-31,2022q3,600000.XSHG,2022q3,1,168784783.600000,1948.9843,1948.9843,27004003.850000,1,1,1
2022-10-31,2022q3,600015.XSHG,2022q3,1,99828481.450000,762.3251,614.2067,24188681.250000,1,1,1
2022-10-31,2022q3,600016.XSHG,2022q3,1,173281015.700000,1444.8198,1170.2501,61949470.200000,1,1,1
2022-10-31,2022q3,600036.XSHG,2022q3,1,2454433019.150000,6763.9626,5532.6829,96577608.100000,1,1,1
2022-10-31,2022q3,600919.XSHG,2021q2,1,531627311.300000,1022.0599,1016.413,89506413.350000,1,1,1
2022-10-31,2022q3,600926.XSHG,2017q4,1,294252061.450000,718.1566,613.592,25299904.300000,1,1,1
2022-10-31,2022q3,601077.XSHG,2021q2,1,109580794.300000,396.3593,205.5706,38335503.500000,1,1,1
2022-10-31,2022q3,601166.XSHG,2022q3,1,946932120.350000,3122.3689,3122.3689,74206001.800000,1,1,1
2022-10-31,2022q3,601169.XSHG,2021q2,1,150362244.900000,854.1766,854.1766,43558026.300000,1,1,1
2022-10-31,2022q3,601229.XSHG,2021q2,1,104349335.900000,792.7317,770.6928,22684036.600000,1,1,1
2022-10-31,2022q3,601288.XSHG,2022q3,1,946507099.900000,9659.5317,8260.2533,403915870.350000,1,1,1
2022-10-31,2022q3,601328.XSHG,2021q2,1,301919542.550000,3304.6913,1746.6634,79556571.500000,1,1,1
2022-10-31,2022q3,601398.XSHG,2022q3,1,1029971429.150000,14790.8597,11188.9068,288896383.500000,1,1,1
2022-10-31,2022q3,601577.XSHG,2021q2,1,71806533.200000,258.9881,133.1539,12685642.000000,0,0,0
2022-10-31,2022q3,601658.XSHG,2022q3,1,521467360.250000,3584.4979,437.4491,148517838.800000,1,1,1
2022-10-31,2022q3,601665.XSHG,2022q3,1,53494126.900000,185.0657,83.9282,15396967.950000,0,0,0
2022-10-31,2022q3,601818.XSHG,2021q2,1,163882729.300000,1469.6685,1124.8069,70717236.150000,1,1,1
2022-10-31,2022q3,601939.XSHG,2022q3,1,277723076.800000,13350.5862,512.3013,60571006.600000,1,1,1
2022-10-31,2022q3,601963.XSHG,2022q3,1,20840005.350000,228.971,45.5616,3607638.000000,0,0,0
2022-10-31,2022q3,601988.XSHG,2022q3,1,355768901.200000,8861.0725,6344.042,138074668.850000,1,1,1
2022-10-31,2022q3,601997.XSHG,2021q2,1,88535041.500000,190.4879,185.9463,20213113.250000,0,0,0
2022-10-31,2022q3,601998.XSHG,2021q2,1,113909721.100000,2118.8787,1474.4811,30287775.200000,1,1,1
2023-08-31,2023q2,000001.XSHE,2023q2,1,1119959679.450000,2159.8787,2159.8374,114397231.600000,1,1,1
2023-08-31,2023q2,001227.XSHE,2023q2,1,388111947.600000,169.7318,82.4898,138077264.950000,1,1,1
2023-08-31,2023q2,002142.XSHE,2023q2,1,823687386.100000,1728.1597,1707.2686,32289310.500000,1,1,1
2023-08-31,2023q2,002807.XSHE,2021q2,1,109455524.750000,80.5831,80.4757,35457684.200000,1,0,0
2023-08-31,2023q2,002839.XSHE,2021q2,1,131900835.850000,93.9458,89.6562,32958425.850000,1,0,0
2023-08-31,2023q2,002936.XSHE,2023q2,1,164276972.500000,194.5708,143.2325,72646747.650000,1,1,1
2023-08-31,2023q2,002958.XSHE,2023q2,1,147842905.250000,153.335,135.021,53579691.350000,1,1,1
2023-08-31,2023q2,002966.XSHE,2021q2,1,150055039.450000,247.1381,240.2043,24123941.350000,1,1,1
2023-08-31,2023q2,600015.XSHG,2023q2,1,163177007.800000,881.687,710.3768,32555721.000000,1,1,1
2023-08-31,2023q2,600036.XSHG,2023q2,1,2018873433.700000,7956.8613,6508.432,70335717.500000,1,1,1
2023-08-31,2023q2,600908.XSHG,2021q2,1,79645220.850000,115.5149,100.2406,15742557.450000,0,0,0
2023-08-31,2023q2,600919.XSHG,2021q2,1,808614397.400000,1136.2999,1130.4817,131116625.900000,1,1,1
2023-08-31,2023q2,600926.XSHG,2017q4,1,235965167.750000,664.1918,600.6273,22966029.400000,1,1,1
2023-08-31,2023q2,601077.XSHG,2021q2,1,191043823.400000,427.0232,332.1752,57912643.800000,1,1,1
2023-08-31,2023q2,601128.XSHG,2021q2,1,167164311.850000,194.3285,187.415,33871444.000000,1,1,1
2023-08-31,2023q2,601187.XSHG,2021q2,1,73387801.150000,141.1933,63.7302,14867138.000000,0,0,0
2023-08-31,2023q2,601229.XSHG,2021q2,1,143741178.450000,845.2967,823.9331,28098700.750000,1,1,1
2023-08-31,2023q2,601288.XSHG,2023q2,1,976597489.000000,12109.413,11045.8497,319286891.350000,1,1,1
2023-08-31,2023q2,601328.XSHG,2021q2,1,484625791.800000,4121.5813,2178.423,97939104.800000,1,1,1
2023-08-31,2023q2,601528.XSHG,2021q4,1,192460653.450000,109.2924,43.9438,36955433.900000,1,0,0
2023-08-31,2023q2,601577.XSHG,2021q2,1,88320464.800000,326.9523,168.0964,11936819.850000,0,1,0
2023-08-31,2023q2,601665.XSHG,2023q2,1,76797438.350000,179.5732,90.9348,20890187.850000,0,1,0
2023-08-31,2023q2,601818.XSHG,2021q2,1,337380622.000000,1778.4751,1396.8451,125144398.900000,1,1,1
2023-08-31,2023q2,601825.XSHG,2021q4,1,107883966.850000,561.3067,268.9866,21111250.250000,0,1,0
2023-08-31,2023q2,601838.XSHG,2021q2,1,289843172.750000,522.1244,521.0135,23244501.700000,1,1,1
2023-08-31,2023q2,601916.XSHG,2021q2,1,374686991.600000,705.8411,553.692,155688935.400000,1,1,1
2023-08-31,2023q2,601939.XSHG,2023q2,1,460517230.500000,15000.6586,575.6195,86665513.350000,1,1,1
2023-08-31,2023q2,601997.XSHG,2021q2,1,194644878.500000,195.9722,191.2998,39957274.250000,1,1,1
2023-08-31,2023q2,601998.XSHG,2021q2,1,223918694.800000,2673.5909,1861.0248,45869504.600000,1,1,1
2023-08-31,2023q2,603323.XSHG,2021q2,1,100559077.650000,78.2534,66.9979,26671750.750000,0,0,0
2023-10-31,2023q3,000001.XSHE,2023q3,1,777563731.650000,2029.859,2029.8202,85667608.700000,1,1,1
2023-10-31,2023q3,001227.XSHE,2023q3,1,184337455.150000,167.4535,81.3826,67069890.350000,1,0,0
2023-10-31,2023q3,002958.XSHE,2023q3,1,72233548.500000,150.5572,132.5822,28407207.100000,0,0,0
2023-10-31,2023q3,600000.XSHG,2023q3,1,200328673.450000,2001.8184,2001.8184,30579590.600000,1,1,1
2023-10-31,2023q3,600015.XSHG,2023q3,1,161144365.850000,891.236,718.0705,32201154.050000,1,1,1
2023-10-31,2023q3,600036.XSHG,2023q3,1,1297820229.400000,7757.6245,6345.4633,45832588.100000,1,1,1
2023-10-31,2023q3,600926.XSHG,2017q4,1,207298028.800000,634.5404,573.8136,21685258.550000,1,1,1
2023-10-31,2023q3,601077.XSHG,2021q2,1,330206640.000000,482.6725,375.5331,92974741.400000,1,1,1
2023-10-31,2023q3,601229.XSHG,2021q2,1,145529000.500000,862.3447,840.5504,28247693.500000,1,1,1
2023-10-31,2023q3,601288.XSHG,2023q3,1,1387394454.550000,12564.3909,11460.8672,435469446.400000,1,1,1
2023-10-31,2023q3,601328.XSHG,2021q2,1,533223103.100000,4180.9915,2209.8236,103661596.250000,1,1,1
2023-10-31,2023q3,601398.XSHG,2023q3,1,1412588015.100000,16858.016,12752.6577,337485410.750000,1,1,1
2023-10-31,2023q3,601577.XSHG,2021q2,1,90903741.800000,295.5842,295.5138,12808939.400000,1,1,1
2023-10-31,2023q3,601658.XSHG,2023q3,1,522886674.750000,4531.6612,3067.4935,120393222.400000,1,1,1
2023-10-31,2023q3,601665.XSHG,2023q3,1,52826988.100000,184.6132,93.4875,14182806.350000,0,0,0
2023-10-31,2023q3,601939.XSHG,2023q3,1,693604525.100000,15675.6883,601.5223,120740639.400000,1,1,1
2023-10-31,2023q3,601963.XSHG,2023q3,1,33636355.200000,264.7614,52.6856,4648496.500000,0,1,0
2023-10-31,2023q3,601997.XSHG,2021q2,1,140549865.250000,190.4879,185.9463,30424983.500000,1,1,1
2023-10-31,2023q3,601998.XSHG,2021q2,1,186229552.400000,2634.4174,1833.757,37818268.850000,1,1,1
2024-04-30,2024q1,002142.XSHE,2023q4,1,853903045.555500,1514.2034,1496.1883,42458914.800000,1,1,1
2024-04-30,2024q1,002807.XSHE,2021q2,1,130927611.046000,96.7327,96.6515,43161226.900000,1,0,0
2024-04-30,2024q1,002936.XSHE,2023q4,1,105945168.162000,175.4774,129.284,55572959.400000,0,0,0
2024-04-30,2024q1,002948.XSHE,2021q2,1,102171207.001500,201.9663,107.9184,33270344.000000,0,1,0
2024-04-30,2024q1,002966.XSHE,2021q2,1,305876252.290500,276.8391,269.0669,47594204.900000,1,1,1
2024-04-30,2024q1,600016.XSHG,2023q4,1,428607149.093000,1729.4055,1400.7539,122848781.000000,1,1,1
2024-04-30,2024q1,600036.XSHG,2023q4,1,2104394715.443500,8652.929,7077.7908,71846766.250000,1,1,1
2024-04-30,2024q1,600919.XSHG,2021q2,1,1299904389.097500,1482.787,1476.1936,188947126.050000,1,1,1
2024-04-30,2024q1,601009.XSHG,2021q2,1,215941607.525500,964.036,858.6167,27317182.750000,1,1,1
2024-04-30,2024q1,601128.XSHG,2021q2,1,203757890.808000,217.9003,210.1482,40440888.350000,1,1,1
2024-04-30,2024q1,601169.XSHG,2021q2,1,383017465.490000,1179.7785,1179.7785,75024095.000000,1,1,1
2024-04-30,2024q1,601288.XSHG,2023q4,1,1588329413.136000,15399.2535,14046.7453,412703936.550000,1,1,1
2024-04-30,2024q1,601398.XSHG,2023q4,1,1608690061.475000,19352.8598,14639.9431,339055655.550000,1,1,1
2024-04-30,2024q1,601658.XSHG,2023q4,1,699748857.477500,4759.7316,3221.875,165692341.000000,1,1,1
2024-04-30,2024q1,601818.XSHG,2021q2,1,623461958.619500,1861.1949,1461.8147,228534981.850000,1,1,1
2024-04-30,2024q1,601825.XSHG,2021q4,1,184849761.680500,651.9644,312.4312,30996786.750000,1,1,1
2024-04-30,2024q1,601838.XSHG,2021q2,1,337582224.950000,564.4623,563.3704,26416711.700000,1,1,1
2024-04-30,2024q1,601916.XSHG,2021q2,1,344663393.969500,823.9391,646.3331,128323346.300000,1,1,1
2024-04-30,2024q1,601939.XSHG,2023q4,1,645596818.216000,17800.7816,683.0684,102213865.100000,1,1,1
2024-04-30,2024q1,601988.XSHG,2023q4,1,837952560.813500,13512.3996,9674.1371,205101262.200000,1,1,1
2024-04-30,2024q1,601998.XSHG,2021q2,1,676431005.799500,3666.5427,2642.6499,111362314.650000,1,1,1
2024-04-30,2024q1,603323.XSHG,2021q2,1,138309307.102000,88.3506,75.6428,34941560.700000,1,0,0
2024-04-30,2024q1,000001.XSHE,2024q1,1,1490420776.416000,2093.8986,2093.8585,168686930.350000,1,1,1
2024-04-30,2024q1,001227.XSHE,2024q1,1,96959492.764500,145.2403,70.5929,42944104.350000,0,0,0
2024-04-30,2024q1,002958.XSHE,2024q1,1,123443494.815500,157.7795,139.9095,48291928.550000,0,0,0
2024-04-30,2024q1,600908.XSHG,2021q2,1,109750474.338000,117.4155,102.1981,23270979.450000,0,0,0
2024-04-30,2024q1,600926.XSHG,2017q4,1,384195775.001000,765.0069,691.7942,36187517.400000,1,1,1
2024-04-30,2024q1,601077.XSHG,2021q2,1,370054363.335000,526.9648,409.9938,93497544.650000,1,1,1
2024-04-30,2024q1,601166.XSHG,2024q1,1,1252797872.330500,3500.4692,3500.4692,92625475.450000,1,1,1
2024-04-30,2024q1,601229.XSHG,2021q2,1,251860580.886500,1037.087,1010.8763,43178465.850000,1,1,1
2024-04-30,2024q1,601328.XSHG,2021q2,1,786825410.643500,5109.2756,2700.4594,132736782.000000,1,1,1
2024-04-30,2024q1,601528.XSHG,2021q4,1,77740669.685500,101.2475,40.783,17455011.900000,0,0,0
2024-04-30,2024q1,601577.XSHG,2021q2,1,161077381.117500,328.1588,328.0807,22557206.650000,1,1,1
2024-04-30,2024q1,601665.XSHG,2024q1,1,151078112.907500,230.6276,122.7692,37154800.600000,1,1,1
2024-04-30,2024q1,601963.XSHG,2024q1,1,66289825.400000,260.2448,97.1134,9976130.250000,0,1,0
2024-04-30,2024q1,601997.XSHG,2021q2,1,204827682.751000,206.2096,201.2931,43080498.750000,1,1,1
2024-10-31,2024q3,000001.XSHE,2024q3,1,3001383532.209000,2208.3935,2208.3593,277008480.700000,1,1,1
2024-10-31,2024q3,001227.XSHE,2024q3,1,347307583.100500,141.8229,68.9262,146531142.200000,1,0,0
2024-10-31,2024q3,002142.XSHE,2024q3,1,1334446502.995000,1686.5571,1666.127,54619562.600000,1,1,1
2024-10-31,2024q3,600036.XSHG,2024q3,1,4197419819.333500,9422.1343,7706.9736,117017196.350000,1,1,1
2024-10-31,2024q3,600926.XSHG,2017q4,1,671403766.874000,830.2793,760.5142,51473350.200000,1,1,1
2024-10-31,2024q3,601077.XSHG,2021q2,1,855559660.074000,632.5849,492.2599,165622508.850000,1,1,1
2024-10-31,2024q3,601577.XSHG,2021q2,1,325947737.447500,342.6364,342.5622,41754215.600000,0,1,0
2024-10-31,2024q3,601916.XSHG,2021q2,1,569267976.025500,779.9957,611.862,204942251.600000,1,1,1
2024-10-31,2024q3,601997.XSHG,2021q2,1,558813850.962500,219.0063,219.0063,102285479.500000,1,1,1
2025-04-30,2025q1,002807.XSHE,2021q2,1,182242913.629500,102.1478,102.0049,50894617.550000,1,0,0
2025-04-30,2025q1,002839.XSHE,2021q2,1,146418872.511500,102.6625,102.6057,38764075.450000,0,0,0
2025-04-30,2025q1,002936.XSHE,2024q4,1,162824443.831000,168.2037,123.9632,88720185.000000,0,0,0
2025-04-30,2025q1,002948.XSHE,2021q2,1,163951184.541500,264.2441,141.2966,40297501.200000,1,1,1
2025-04-30,2025q1,002966.XSHE,2021q2,1,319325018.169000,359.4412,352.8723,42245961.850000,1,1,1
2025-04-30,2025q1,600000.XSHG,2024q4,1,676442041.629000,3216.9988,3216.9988,67558226.500000,1,1,1
2025-04-30,2025q1,600015.XSHG,2024q4,1,372708630.954000,1157.0153,1118.6512,50647067.600000,1,1,1
2025-04-30,2025q1,600016.XSHG,2024q4,1,726293983.091000,1742.5403,1411.3925,192510919.350000,1,1,1
2025-04-30,2025q1,600036.XSHG,2024q4,1,2583390414.222500,10274.5651,8404.232,66492315.250000,1,1,1
2025-04-30,2025q1,600919.XSHG,2021q2,1,1229432059.631500,1864.4946,1864.4946,133493683.200000,1,1,1
2025-04-30,2025q1,601009.XSHG,2021q2,1,383273587.051500,1154.0194,1154.0194,39387806.200000,1,1,1
2025-04-30,2025q1,601128.XSHG,2021q2,1,256254953.951000,218.888,218.888,47047616.650000,1,1,1
2025-04-30,2025q1,601166.XSHG,2024q4,1,1251443799.695000,4335.5988,4335.5988,66565906.250000,1,1,1
2025-04-30,2025q1,601169.XSHG,2021q2,1,559405643.676000,1268.5791,1268.5791,94332835.100000,1,1,1
2025-04-30,2025q1,601187.XSHG,2021q2,1,121704073.565000,152.0138,73.9611,21492649.950000,0,0,0
2025-04-30,2025q1,601288.XSHG,2024q4,1,2542287793.498000,18969.0804,17303.0362,511020373.750000,1,1,1
2025-04-30,2025q1,601328.XSHG,2021q2,1,1182263411.316500,5547.4257,2932.0395,164813242.900000,1,1,1
2025-04-30,2025q1,601398.XSHG,2024q4,1,2701209612.257000,24984.0786,18899.8161,414158270.450000,1,1,1
2025-04-30,2025q1,601658.XSHG,2024q4,1,997964432.559500,5077.0471,3436.6666,200899547.700000,1,1,1
2025-04-30,2025q1,601825.XSHG,2021q4,1,199824910.985000,810.1333,782.593,24700025.950000,1,1,1
2025-04-30,2025q1,601838.XSHG,2021q2,1,377759318.417000,719.6863,718.4337,23063798.350000,1,1,1
2025-04-30,2025q1,601916.XSHG,2021q2,1,526049062.873000,821.1926,644.1786,186431058.550000,1,1,1
2025-04-30,2025q1,601939.XSHG,2024q4,1,1116705551.338500,22650.9946,869.1854,130369451.850000,1,1,1
2025-04-30,2025q1,601988.XSHG,2024q4,1,1356928431.609000,16279.6449,11655.333,252978858.250000,1,1,1
2025-04-30,2025q1,601998.XSHG,2021q2,1,474743843.176500,4012.0162,2939.0122,71385325.350000,1,1,1
2025-04-30,2025q1,000001.XSHE,2025q1,1,978766410.876000,2117.1857,2117.1479,97005179.950000,1,1,1
2025-04-30,2025q1,001227.XSHE,2025q1,1,127887222.598000,129.2923,95.6298,58478846.950000,0,0,0
2025-04-30,2025q1,002142.XSHE,2025q1,1,818028874.061000,1578.2582,1559.2471,35334549.300000,1,1,1
2025-04-30,2025q1,002958.XSHE,2025q1,1,260431496.251500,173.8909,154.6108,88991772.750000,1,1,1
2025-04-30,2025q1,600908.XSHG,2021q2,1,131626818.707500,121.3659,110.562,25039937.150000,0,0,0
2025-04-30,2025q1,600926.XSHG,2017q4,1,626117458.206500,934.1062,934.1062,45874969.150000,1,1,1
2025-04-30,2025q1,601077.XSHG,2021q2,1,356298666.484000,777.9545,605.3825,59895696.250000,1,1,1
2025-04-30,2025q1,601229.XSHG,2021q2,1,585377961.010500,1474.6561,1474.6561,62036479.600000,1,1,1
