rebalance_date,quarter_key,code,active_quarter_key,avg_traded_amount_lookback,avg_traded_volume_lookback,market_cap,circulating_market_cap,y_quarter_avg_daily_return_close,y_quarter_end_date,y_year_avg_daily_return_close,y_year_end_date,derived__log_total_assets,derived__staff_cash_to_operating_revenue,derived__investment_income_to_operating_revenue
2015-04-29,2014q4,601328.XSHG,2014q4,4326547776.000000,1168191682.300000,5228.096,2302.7174,0.0133689840,2015-05-04,-0.0004408089,2016-04-29,29.4665261419,0.1413620004,-0.0211687820
2015-04-29,2014q4,601398.XSHG,2014q4,5007105945.600000,1707243299.250000,19709.266,14909.5554,-0.0066666667,2015-05-04,-0.0005787865,2016-04-29,30.6567952304,0.1760685367,0.0108806069
2015-04-29,2014q4,601818.XSHG,2014q4,5010600307.200000,1666251413.450000,2646.7047,2257.2474,-0.0095541401,2015-05-04,-0.0011902336,2016-04-29,28.6378871996,0.1462550362,-0.0018445707
2015-04-29,2014q4,601939.XSHG,2014q4,3422036947.200000,902908751.200000,17450.7662,669.6373,0.0077922078,2015-05-04,-0.0010455804,2016-04-29,30.4490688650,0.1997779773,0.0161496744
2015-04-29,2014q4,601988.XSHG,2014q4,9135993305.600000,3530315232.900000,14631.0732,10475.0461,-0.0037453184,2015-05-04,-0.0010132646,2016-04-29,30.3556912378,0.1595134413,0.0015091321
2015-05-04,2015q1,600000.XSHG,2015q1,7910118758.400000,945271064.500000,3322.1833,2657.7466,-0.0002707882,2015-09-01,0.0008488043,2016-05-03,29.0791941358,0.1373707981,0.0221575581
2015-05-04,2015q1,600015.XSHG,2015q1,3252445689.600000,479558488.300000,1439.8809,1049.059,-0.0009932343,2015-09-01,-0.0003847868,2016-05-03,28.2304530441,0.2422336129,-0.0185616651
2015-05-04,2015q1,600016.XSHG,2015q1,6300132096.000000,1194992564.150000,3707.1822,2956.2756,-0.0014451547,2015-09-01,-0.0001097028,2016-05-03,29.0214959766,0.1386067166,-0.0014987510
2015-05-04,2015q1,600036.XSHG,2015q1,6765210743.466666,583268388.666667,4579.924,3746.2163,0.0006007399,2015-09-01,0.0005070320,2016-05-03,29.2220799633,0.1434764617,0.0337359844
2015-05-04,2015q1,601166.XSHG,2015q1,8631356825.600000,757621816.850000,3642.8068,3093.5427,-0.0013736878,2015-09-01,-0.0000451463,2016-05-03,29.1379912137,0.1841143626,0.0309878095
2015-05-04,2015q1,601288.XSHG,2015q1,6670400012.800000,3164051368.850000,12829.3676,11224.4594,-0.0010765474,2015-09-01,-0.0003245572,2016-05-03,30.4545720465,0.2155002402,0.0125499308
2015-05-04,2015q1,601328.XSHG,2015q1,4293365606.400000,1152673504.550000,5213.2434,2296.1755,0.0015150839,2015-09-01,-0.0002482981,2016-05-03,29.5222093930,0.1880376480,0.0050197348
2015-05-04,2015q1,601398.XSHG,2015q1,4964607052.800000,1677301475.700000,19210.2973,14532.0983,-0.0006990927,2015-09-01,-0.0003417286,2016-05-03,30.6942546891,0.1649168709,0.0202358084
2015-05-04,2015q1,601818.XSHG,2015q1,4998976166.400000,1640878401.350000,2562.6823,2185.5887,-0.0011293526,2015-09-01,-0.0009084335,2016-05-03,28.6848253513,0.2059021695,0.0063333783
2015-05-04,2015q1,601939.XSHG,2015q1,3427233939.200000,896796301.850000,17250.7574,661.9624,-0.0006532053,2015-09-01,-0.0008259978,2016-05-03,30.4918439049,0.1362900097,0.0025620970
2015-05-04,2015q1,601988.XSHG,2015q1,9332795174.400000,3579050972.350000,14218.9303,10179.9744,-0.0003457934,2015-09-01,-0.0007805368,2016-05-03,30.4048094309,0.2234025033,0.0113554018
2015-09-01,2015q2,600000.XSHG,2015q2,2090832272.000000,296911045.250000,2859.5772,2287.6617,0.0035426447,2015-11-02,0.0011819558,2016-09-01,29.1578901326,0.0827631928,-0.0011137629
2015-09-01,2015q2,600016.XSHG,2015q2,1715955801.600000,394864750.500000,3250.8446,2633.0626,-0.0020763320,2015-11-02,0.0002604476,2016-09-01,29.0898856424,0.1090477589,0.0764092777
2015-09-01,2015q2,600036.XSHG,2015q2,2181988588.800000,194654423.850000,4247.022,3473.9142,0.0018874470,2015-11-02,0.0007036122,2016-09-01,29.2837523985,0.0989360905,0.0800367124
2015-09-01,2015q2,601166.XSHG,2015q2,2911604768.000000,343112979.100000,2829.272,2402.6731,0.0008484856,2015-11-02,0.0006125260,2016-09-01,29.2653278206,0.0942682190,0.0515623768
2015-09-01,2015q2,601288.XSHG,2015q2,1649041532.800000,919558140.100000,10263.4941,9292.1473,-0.0021701164,2015-11-02,0.0000454483,2016-09-01,30.4909081219,0.1790369996,0.0066145029
2015-09-01,2015q2,601328.XSHG,2015q2,1852799705.600000,537001291.800000,5020.1603,2653.3584,-0.0028375836,2015-11-02,-0.0004430606,2016-09-01,29.5942314641,0.0861212672,0.0152376524
2015-09-01,2015q2,601398.XSHG,2015q2,1458695369.600000,565301776.700000,16038.2816,12132.5496,-0.0023242887,2015-11-02,-0.0000633382,2016-09-01,30.7408538751,0.1421537829,0.0137881401
2015-09-01,2015q2,601818.XSHG,2015q2,1066927568.000000,446239288.750000,2002.5332,1707.8644,-0.0026633687,2015-11-02,-0.0000827073,2016-09-01,28.7297453983,0.0971428571,0.0020193340
2015-09-01,2015q2,601939.XSHG,2015q2,750707915.200000,234000075.400000,14050.6169,539.1636,-0.0022490178,2015-11-02,-0.0001211894,2016-09-01,30.5334963306,0.1423171347,0.0218597612
2015-09-01,2015q2,601988.XSHG,2015q2,2098579014.400000,889884917.500000,11922.7055,8536.0034,-0.0026280844,2015-11-02,-0.0004977815,2016-09-01,30.4220999010,0.1444620347,0.0279797834
2015-11-02,2015q3,600000.XSHG,2015q3,1446486232.615385,181257851.769231,3061.0347,3061.0347,0.0010328922,2016-04-29,0.0006449510,2016-11-01,29.2043403310,0.0928791753,-0.0050354591
2015-11-02,2015q3,600016.XSHG,2015q3,724367880.000000,165147924.100000,3112.2002,2520.7659,0.0009639905,2016-04-29,0.0005783584,2016-11-01,29.1068926637,0.1334929204,0.0445400835
2015-11-02,2015q3,600036.XSHG,2015q3,857234657.600000,71354484.700000,4496.6985,3678.1408,0.0000665755,2016-04-29,0.0002695573,2016-11-01,29.2839575019,0.1020368984,0.0184683906
2015-11-02,2015q3,601166.XSHG,2015q3,1546358185.600000,174160939.000000,2878.8081,2444.7401,0.0006866970,2016-04-29,0.0006081599,2016-11-01,29.2967255557,0.1052723464,-0.0229199920
2015-11-02,2015q3,601288.XSHG,2015q3,713379595.200000,405283008.800000,10101.097,9145.1196,0.0002288698,2016-04-29,0.0003947429,2016-11-01,30.5051228994,0.1966288337,-0.0189515432
2015-11-02,2015q3,601328.XSHG,2015q3,708519528.000000,198432330.550000,4626.5679,2445.3288,-0.0009869055,2016-04-29,-0.0000720973,2016-11-01,29.6060552987,0.1005614699,-0.0182729267
2015-11-02,2015q3,601398.XSHG,2015q3,670918579.200000,256078051.500000,16109.5628,12186.472,-0.0002792398,2016-04-29,0.0002710774,2016-11-01,30.7268211884,0.1536647940,0.0088487166
2015-11-02,2015q3,601818.XSHG,2015q3,487383920.000000,203481177.300000,1885.8354,1608.3385,-0.0005028819,2016-04-29,0.0002137353,2016-11-01,28.7581609309,0.1116324615,-0.0004488147
2015-11-02,2015q3,601988.XSHG,2015q3,844931235.200000,377778191.700000,11333.93,8114.4723,-0.0009102080,2016-04-29,-0.0001691763,2016-11-01,30.4447528612,0.1483465857,0.0130362079
2015-11-02,2015q3,601998.XSHG,2015q3,576345633.600000,151209138.650000,2942.9229,2006.8348,-0.0001670643,2016-04-29,0.0002462899,2016-11-01,29.1685629466,0.1184818923,0.0225577977
2016-04-29,2015q4,600000.XSHG,2015q4,486574014.750000,55112782.500000,3504.1266,3325.914,,2016-05-03,-0.0001935420,2017-05-02,29.2492903175,0.2130650351,-0.0009757899
2016-04-29,2015q4,600016.XSHG,2015q4,758942773.100000,160571040.250000,3393.1374,2748.3145,,2016-05-03,-0.0005730687,2017-05-02,29.1396853106,0.2153182591,-0.0144817671
2016-04-29,2015q4,600036.XSHG,2015q4,665688148.300000,59021654.550000,4476.5226,3661.6376,,2016-05-03,0.0005047355,2017-05-02,29.3312093734,0.1936039958,0.0039781643
2016-04-29,2015q4,601288.XSHG,2015q4,296736564.950000,166883854.550000,10133.5765,9174.5252,,2016-05-03,0.0004813367,2017-05-02,30.5097359170,0.2377494336,0.0056481395
2016-04-29,2015q4,601328.XSHG,2015q4,457489136.050000,147449316.750000,3995.3347,2111.6965,,2016-05-03,0.0005924495,2017-05-02,29.5988831216,0.1256353475,0.0004218074
2016-04-29,2015q4,601398.XSHG,2015q4,311357895.650000,125527529.250000,15182.9066,11485.4803,,2016-05-03,0.0007248722,2017-05-02,30.7315538483,0.1731832920,0.0164086025
2016-04-29,2015q4,601939.XSHG,2015q4,586015801.950000,208550039.650000,11725.5148,449.9425,,2016-05-03,0.0011722976,2017-05-02,30.5406228426,0.2126774285,0.0131253129
2016-05-03,2016q1,600000.XSHG,2016q1,485928042.650000,55042213.300000,3561.1203,3380.009,0.0003712826,2016-09-01,0.0002080457,2017-09-01,29.2850460861,0.1076769927,0.0466687208
2016-05-03,2016q1,600016.XSHG,2016q1,775736774.250000,163969643.450000,3422.3257,2771.956,0.0001304656,2016-09-01,-0.0001574967,2017-09-01,29.2039605905,0.1507699208,0.1110031395
2016-05-03,2016q1,600036.XSHG,2016q1,661668890.750000,58498086.850000,4463.9127,3651.3232,0.0011595484,2016-09-01,0.0015826806,2017-09-01,29.3233362381,0.1364760008,0.0789329122
2016-05-03,2016q1,601166.XSHG,2016q1,974164797.300000,104345017.850000,3076.9524,3076.9524,0.0004173319,2016-09-01,0.0005161682,2017-09-01,29.3304428665,0.1591270132,0.0953882249
2016-05-03,2016q1,601169.XSHG,2016q1,496749180.450000,117403933.850000,1305.2397,1305.2397,0.0008619578,2016-09-01,0.0003953106,2017-09-01,28.2755325204,0.1091166745,0.0196032121
2016-05-03,2016q1,601288.XSHG,2016q1,294679841.850000,165884430.000000,10198.5353,9233.3362,0.0008680572,2016-09-01,0.0008464829,2017-09-01,30.5441035779,0.2230415948,0.0055923388
2016-05-03,2016q1,601328.XSHG,2016q1,436858106.050000,140997982.250000,4039.8923,2135.247,0.0013338979,2016-09-01,0.0008712471,2017-09-01,29.6330978300,0.1699534203,0.0012849571
2016-05-03,2016q1,601398.XSHG,2016q1,301424149.300000,121567178.700000,15254.1878,11539.4027,0.0013480443,2016-09-01,0.0012643253,2017-09-01,30.7614295953,0.1577913136,0.0103048652
2016-05-03,2016q1,601939.XSHG,2016q1,551540318.350000,196704625.600000,11850.5203,454.7394,0.0021287847,2016-09-01,0.0014957959,2017-09-01,30.5829995492,0.1161569404,0.0317754225
2016-05-03,2016q1,601988.XSHG,2016q1,336502636.650000,172973167.100000,9920.8686,7102.7979,0.0010375708,2016-09-01,0.0010132729,2017-09-01,30.4665828181,0.2231495127,0.0363705941
2016-09-01,2016q2,600000.XSHG,2016q2,488726878.200000,53437091.750000,3547.5597,3367.1381,-0.0003017400,2016-11-01,0.0000580953,2017-11-01,29.3120897776,0.0913183762,0.0435456842
2016-09-01,2016q2,600016.XSHG,2016q2,746786514.050000,152935609.100000,3385.8404,2742.4042,0.0000120329,2016-11-01,-0.0002362480,2017-11-01,29.2892800492,0.1185710130,0.0410397440
2016-09-01,2016q2,600036.XSHG,2016q2,507457433.900000,40387489.650000,4695.9353,3841.1095,-0.0010604213,2016-11-01,0.0015225960,2017-11-01,29.3425277721,0.1136517460,0.0674081256
2016-09-01,2016q2,601166.XSHG,2016q2,906470809.400000,92218344.300000,3055.9948,3055.9948,0.0007293373,2016-11-01,0.0004248266,2017-11-01,29.3731861977,0.0993417265,0.1201161365
2016-09-01,2016q2,601169.XSHG,2016q2,414550021.600000,92622259.950000,1367.0801,1367.0801,0.0008625134,2016-11-01,0.0000346769,2017-11-01,28.3097691242,0.0890989710,0.0115452188
2016-09-01,2016q2,601288.XSHG,2016q2,393984720.800000,208386321.800000,10328.4529,9350.9583,-0.0001348462,2016-11-01,0.0007673421,2017-11-01,30.5584863795,0.2017999166,0.0059343300
2016-09-01,2016q2,601398.XSHG,2016q2,498694737.450000,183465832.800000,16109.5628,12186.472,-0.0005049633,2016-11-01,0.0012620656,2017-11-01,30.7890561931,0.1437407269,0.0129196915
2016-09-01,2016q2,601939.XSHG,2016q2,447821452.800000,136841028.050000,13250.5818,508.4639,-0.0000664513,2016-11-01,0.0012274585,2017-11-01,30.6146882981,0.1540701687,0.0338628647
2016-09-01,2016q2,601988.XSHG,2016q2,543703240.100000,260311788.700000,10244.6951,7334.6399,-0.0006660561,2016-11-01,0.0006141922,2017-11-01,30.4989920040,0.1194742443,0.2400557968
2016-11-01,2016q3,600000.XSHG,2016q3,234111380.750000,25574623.800000,3523.7796,3344.5674,-0.0005250325,2017-05-02,-0.0002350347,2018-05-02,29.3473890717,0.1033388379,0.0126948085
2016-11-01,2016q3,600016.XSHG,2016q3,307746461.300000,62898393.900000,3360.3006,2721.718,-0.0012506657,2017-05-02,-0.0003181346,2018-05-02,29.3602980823,0.1364038512,0.0196981525
2016-11-01,2016q3,600036.XSHG,2016q3,258417582.700000,20742414.950000,4534.5282,3709.0842,0.0005712987,2017-05-02,0.0016078346,2018-05-02,29.3473365927,0.1104872076,0.0310732078
2016-11-01,2016q3,601166.XSHG,2016q3,451279739.050000,45702206.800000,3136.0146,3136.0146,-0.0004664116,2017-05-02,0.0000961394,2018-05-02,29.3917892774,0.1184238383,0.0412035567
2016-11-01,2016q3,601169.XSHG,2016q3,245649408.450000,52013615.250000,1420.3035,1420.3035,-0.0003478688,2017-05-02,-0.0002495034,2018-05-02,28.3453635810,0.1377888498,0.0054978095
2016-11-01,2016q3,601328.XSHG,2016q3,248742882.100000,75795635.750000,4203.2703,2221.5989,0.0004814829,2017-05-02,0.0004285866,2018-05-02,29.7218735550,0.1172148674,0.0464947000
2016-11-01,2016q3,601398.XSHG,2016q3,272778983.950000,101182956.550000,15824.4378,11970.7822,0.0007605784,2017-05-02,0.0010390821,2018-05-02,30.7942350443,0.1628004297,0.0153087993
2016-11-01,2016q3,601939.XSHG,2016q3,258497955.400000,79937461.500000,13225.5807,507.5045,0.0010037616,2017-05-02,0.0011918421,2018-05-02,30.6514793186,0.1656527340,0.0217077011
2016-11-01,2016q3,601988.XSHG,2016q3,297091827.550000,144287196.300000,10009.1849,7166.0275,0.0004649788,2017-05-02,0.0005137844,2018-05-02,30.5134448720,0.1654676930,0.0197900630
2017-05-02,2017q1,002142.XSHE,2017q1,342757378.877000,32561356.750000,668.8147,592.0972,0.0027535512,2017-09-01,0.0010501835,2018-09-03,27.5471858280,0.3663013553,-0.0232343128
2017-05-02,2017q1,002807.XSHE,2017q1,923014418.468333,85932848.500000,379.9812,45.0308,-0.0048901352,2017-09-01,-0.0033836015,2018-09-03,25.3709203949,0.3507085599,0.0887728886
2017-05-02,2017q1,600000.XSHG,2017q1,367815853.250000,42423259.750000,3277.3312,3277.3312,0.0013945196,2017-09-01,-0.0002246605,2018-09-03,29.4042198963,0.1230169972,0.0866147309
2017-05-02,2017q1,600015.XSHG,2017q1,338497630.000000,55741254.050000,1107.0253,1107.0253,0.0015131771,2017-09-01,-0.0001470104,2018-09-03,28.5060960257,0.2446267834,0.0004286327
2017-05-02,2017q1,600016.XSHG,2017q1,874759144.500000,204074889.150000,2867.7484,2322.7691,0.0011390560,2017-09-01,-0.0000356772,2018-09-03,29.4155221396,0.1626321455,0.0320461509
2017-05-02,2017q1,600036.XSHG,2017q1,693359596.600000,53081255.000000,4794.2926,3921.5623,0.0046753514,2017-09-01,0.0015684646,2018-09-03,29.4228929122,0.1734734998,0.0329566360
2017-05-02,2017q1,600926.XSHG,2017q1,366530805.850000,44400210.450000,552.5435,55.2554,-0.0000569627,2017-09-01,-0.0007673996,2018-09-03,27.3302735619,0.3849412616,0.0039466200
2017-05-02,2017q1,601009.XSHG,2017q1,453202024.850000,89235571.550000,628.2893,597.7196,0.0015688322,2017-09-01,0.0003273420,2018-09-03,27.7466379502,0.2142060949,0.0204219957
2017-05-02,2017q1,601166.XSHG,2017q1,939981160.350000,97407684.550000,3211.6899,2945.4913,0.0019855016,2017-09-01,0.0002352565,2018-09-03,29.4602643741,0.2244832976,0.0694725873
2017-05-02,2017q1,601169.XSHG,2017q1,394173341.083333,81929257.833333,1356.4355,1356.4355,0.0008378850,2017-09-01,-0.0004408021,2018-09-03,28.4078010139,0.1053946788,0.0085256504
2017-05-02,2017q1,601229.XSHG,2017q1,402624656.650000,66554970.050000,1341.9946,134.2006,0.0013461660,2017-09-01,0.0001220265,2018-09-03,28.2089523441,0.2115970200,0.2311415104
2017-05-02,2017q1,601288.XSHG,2017q1,752933175.050000,383071307.650000,10815.6441,9792.0413,0.0019384435,2017-09-01,0.0006752540,2018-09-03,30.6428227824,0.2114793649,0.0054114888
2017-05-02,2017q1,601328.XSHG,2017q1,384227055.700000,107530017.850000,4418.6322,2335.4264,0.0016601370,2017-09-01,0.0001976543,2018-09-03,29.7982114814,0.1879019769,0.0097658741
2017-05-02,2017q1,601398.XSHG,2017q1,423847815.900000,144542520.450000,17178.7816,12995.3086,0.0027927576,2017-09-01,0.0007542142,2018-09-03,30.8460871327,0.1696135075,0.0100197863
2017-05-02,2017q1,601818.XSHG,2017q1,316876573.750000,129656169.950000,1797.1452,1532.6988,0.0011758576,2017-09-01,0.0001583706,2018-09-03,29.0485670206,0.2297417255,0.0016062899
2017-05-02,2017q1,601939.XSHG,2017q1,402395195.200000,109387673.650000,14775.6488,566.9852,0.0023645361,2017-09-01,0.0008769244,2018-09-03,30.7081123382,0.1478413096,0.0116043513
2017-05-02,2017q1,601988.XSHG,2017q1,522220411.400000,238600985.150000,10480.2054,7503.2523,0.0026566168,2017-09-01,0.0003780952,2018-09-03,30.5711111257,0.2095131289,0.0346958506
2017-09-01,2017q2,002142.XSHE,2017q2,361964923.428500,28920435.150000,812.6781,721.1441,0.0007420407,2017-11-01,0.0005026686,2018-11-01,27.5675790836,0.1727063342,0.1130668664
2017-09-01,2017q2,600000.XSHG,2017q2,739016388.850000,79239498.350000,3588.8506,3588.8506,-0.0004964850,2017-11-01,-0.0004538790,2018-11-01,29.4085793905,0.1034785578,0.0602283261
2017-09-01,2017q2,600015.XSHG,2017q2,471474246.750000,73401169.750000,1219.4375,1219.4375,-0.0014839508,2017-11-01,-0.0005131479,2018-11-01,28.5160680027,0.1925721337,0.0079920080
2017-09-01,2017q2,600016.XSHG,2017q2,694415791.800000,154604536.150000,3053.8237,2473.4831,-0.0000479452,2017-11-01,-0.0002037082,2018-11-01,29.3832093706,0.1486911910,0.0425581531
2017-09-01,2017q2,600036.XSHG,2017q2,1153787025.350000,62151907.150000,6748.8307,5520.3055,0.0000391733,2017-11-01,0.0005558146,2018-11-01,29.4555204067,0.1449874980,0.0454749870
2017-09-01,2017q2,600919.XSHG,2017q2,439882580.400000,82215312.050000,1017.066,510.5252,-0.0021279321,2017-11-01,-0.0009157390,2018-11-01,28.1775063774,0.1399838625,0.0058227719
2017-09-01,2017q2,601009.XSHG,2017q2,418471896.400000,81866977.250000,684.5142,651.2089,-0.0008611850,2017-11-01,-0.0001615075,2018-11-01,27.7557564032,0.1159276241,0.0207011135
2017-09-01,2017q2,601166.XSHG,2017q2,1303368630.750000,116896047.400000,3639.6382,3337.9694,-0.0007257519,2017-11-01,-0.0001578316,2018-11-01,29.4849190409,0.1530645690,0.0235392271
2017-09-01,2017q2,601169.XSHG,2017q2,357220522.800000,74849135.600000,1390.4984,1390.4984,-0.0010740140,2017-11-01,-0.0005893583,2018-11-01,28.4371250376,0.0905988210,0.0041110766
2017-09-01,2017q2,601229.XSHG,2017q2,179872122.500000,27888888.200000,1475.2934,147.5306,-0.0020206432,2017-11-01,-0.0001701894,2018-11-01,28.1683420632,0.1023686723,0.2994011419
2017-09-01,2017q2,601288.XSHG,2017q2,832376413.650000,357885516.200000,12017.3823,10880.0459,-0.0001734755,2017-11-01,0.0003411935,2018-11-01,30.6550291360,0.1913040096,0.0110061059
2017-09-01,2017q2,601328.XSHG,2017q2,682927347.450000,172619837.750000,4827.0772,2551.3062,-0.0015050081,2017-11-01,-0.0001220632,2018-11-01,29.8205313474,0.1087023339,0.0507960576
2017-09-01,2017q2,601398.XSHG,2017q2,977848833.150000,265212171.000000,20635.9223,15610.5471,0.0009978255,2017-11-01,0.0000891758,2018-11-01,30.8702502400,0.1422033761,0.0109369388
2017-09-01,2017q2,601818.XSHG,2017q2,527918898.700000,201751410.500000,1937.1824,1652.1299,-0.0011328096,2017-11-01,0.0000870784,2018-11-01,29.0256670057,0.1271332187,-0.0047184372
2017-09-01,2017q2,601939.XSHG,2017q2,648254613.750000,145700707.950000,17125.752,657.1655,0.0007807205,2017-11-01,0.0004396181,2018-11-01,30.7079677336,0.1470084899,0.0004211511
2017-09-01,2017q2,601988.XSHG,2017q2,855171767.250000,330523607.650000,12364.2872,8852.1516,-0.0019516346,2017-11-01,-0.0002293758,2018-11-01,30.5976324614,0.1451307791,0.0295440597
2017-09-01,2017q2,601997.XSHG,2017q2,239278839.050000,32393235.600000,359.0401,188.6273,-0.0014480813,2017-11-01,-0.0007860266,2018-11-01,26.7495939407,-0.1418600764,-0.0118327023
2017-09-01,2017q2,601998.XSHG,2017q2,305211519.700000,73595579.400000,3161.1879,2061.0736,-0.0015080062,2017-11-01,-0.0001054147,2018-11-01,29.3628918592,0.1120045358,0.0329364466
2017-11-01,2017q3,002142.XSHE,2017q3,351607043.882000,26568618.150000,854.2499,758.0336,0.0005921079,2018-05-02,0.0008702135,2019-05-06,27.5829483501,0.1364802650,0.1785279754
2017-11-01,2017q3,600000.XSHG,2017q3,383152587.400000,40312094.650000,3680.7509,3524.212,-0.0009814297,2018-05-02,-0.0000378077,2019-05-06,29.4333638840,0.1064132902,0.0544018931
2017-11-01,2017q3,600015.XSHG,2017q3,270751030.350000,42914931.000000,1157.8886,1157.8886,-0.0004228289,2018-05-02,-0.0002871650,2019-05-06,28.5253888862,0.1788447740,-0.0083712031
2017-11-01,2017q3,600016.XSHG,2017q3,466623099.150000,104745956.850000,3006.3927,2435.0658,-0.0004296500,2018-05-02,-0.0001502849,2019-05-06,29.3736822485,0.1509348698,0.0015816528
2017-11-01,2017q3,600036.XSHG,2017q3,1534363381.200000,80563759.300000,6784.1385,5549.1861,0.0009276580,2018-05-02,0.0008927310,2019-05-06,29.4505966075,0.0982898731,0.0180817165
2017-11-01,2017q3,600919.XSHG,2017q3,215763587.850000,42579850.850000,936.2549,469.962,-0.0008572463,2018-05-02,-0.0000900584,2019-05-06,28.1835061127,0.1347162344,0.0118696800
2017-11-01,2017q3,601009.XSHG,2017q3,248711600.900000,48367380.300000,671.7909,639.1047,0.0007957450,2018-05-02,0.0004178561,2019-05-06,27.7661383003,0.1395461859,0.0613134320
2017-11-01,2017q3,601166.XSHG,2017q3,1365205425.850000,121107470.400000,3583.5479,3286.5281,-0.0005160175,2018-05-02,0.0005399714,2019-05-06,29.4884111660,0.1457933759,-0.0214982967
2017-11-01,2017q3,601169.XSHG,2017q3,224036258.100000,47729582.300000,1341.2288,1341.2288,-0.0006077247,2018-05-02,-0.0002726545,2019-05-06,28.4531005041,0.1165151023,0.0073887626
2017-11-01,2017q3,601288.XSHG,2017q3,970760554.650000,412019325.450000,12114.8206,10968.2625,0.0004077250,2018-05-02,0.0001788195,2019-05-06,30.6718757402,0.2054824745,0.0208312728
2017-11-01,2017q3,601328.XSHG,2017q3,500531543.300000,128734358.100000,4582.0102,2421.7783,0.0000673573,2018-05-02,0.0002047792,2019-05-06,29.8210856770,0.1185582689,0.0128617363
2017-11-01,2017q3,601398.XSHG,2017q3,1348442985.200000,343156739.850000,21705.1411,16419.3837,-0.0000017333,2018-05-02,0.0000647191,2019-05-06,30.8800302576,0.1531891120,0.0130916589
2017-11-01,2017q3,601818.XSHG,2017q3,376711021.800000,146233912.500000,1881.1685,1604.3584,0.0000755240,2018-05-02,0.0002392111,2019-05-06,29.0248902161,0.1256178474,-0.0016921227
2017-11-01,2017q3,601939.XSHG,2017q3,489055772.450000,105771926.100000,17650.775,677.3122,0.0006685603,2018-05-02,0.0003147290,2019-05-06,30.7245125227,0.1515243460,0.0036146327
2017-11-01,2017q3,601988.XSHG,2017q3,660739760.900000,253673941.800000,11510.5626,8240.9316,-0.0000763896,2018-05-02,0.0001281982,2019-05-06,30.5974501116,0.1576711903,0.0109033461
2017-11-01,2017q3,601998.XSHG,2017q3,165969570.600000,40694302.450000,3014.3835,1965.3581,0.0007590455,2018-05-02,0.0002463461,2019-05-06,29.3424690775,0.1045265577,0.0459627650
2018-05-02,2018q1,600926.XSHG,2017q4,109611555.400000,18332920.700000,421.4093,169.5249,-0.0000689866,2018-09-03,0.0002157634,2019-09-02,27.4487060327,0.1555911174,0.1402610484
2018-05-02,2018q1,002142.XSHE,2018q1,372797923.342000,25288851.300000,903.4263,800.2151,-0.0000747516,2018-09-03,0.0011455332,2019-09-02,27.6974167204,0.3893282978,0.2815349157
2018-05-02,2018q1,600000.XSHG,2018q1,257613479.150000,29993347.700000,3237.5345,3099.8452,-0.0005538145,2018-09-03,0.0003319684,2019-09-02,29.4447040012,0.1397966136,0.0932650332
2018-05-02,2018q1,600015.XSHG,2018q1,134004162.550000,22476664.700000,1087.3638,1087.3638,-0.0008118450,2018-09-03,-0.0002358074,2019-09-02,28.5647902075,0.3015403961,-0.0006287331
2018-05-02,2018q1,600016.XSHG,2018q1,446676289.650000,103295029.350000,2823.966,2287.3069,-0.0007300360,2018-09-03,-0.0000348507,2019-09-02,29.4231984978,0.1813704147,0.1798465223
2018-05-02,2018q1,600036.XSHG,2018q1,1351838386.150000,65560599.950000,7454.9864,6097.916,0.0000564939,2018-09-03,0.0008307481,2019-09-02,29.4639605956,0.1828504307,0.0450926651
2018-05-02,2018q1,600919.XSHG,2018q1,172508192.550000,39102040.000000,827.7371,424.7492,-0.0011713816,2018-09-03,0.0001055884,2019-09-02,28.2174960331,0.2837940997,0.0565252783
2018-05-02,2018q1,601009.XSHG,2018q1,398121715.900000,75614763.450000,719.2912,684.2939,-0.0012547199,2018-09-03,0.0001148261,2019-09-02,27.7960313765,0.2378582225,0.0272461145
2018-05-02,2018q1,601166.XSHG,2018q1,951214168.650000,91335127.200000,3338.4125,3061.7105,-0.0001795513,2018-09-03,0.0005804709,2019-09-02,29.4930846411,0.2308388996,0.0742669535
2018-05-02,2018q1,601169.XSHG,2018q1,144794839.450000,33549944.050000,1439.8372,1242.6895,-0.0012901589,2018-09-03,-0.0004124513,2019-09-02,28.5035488661,0.1192767571,0.0093321668
2018-05-02,2018q1,601229.XSHG,2018q1,256728312.850000,50511383.650000,1193.5045,566.7842,0.0014183444,2018-09-03,0.0005297050,2019-09-02,28.2394130756,0.2111475579,0.2485764859
2018-05-02,2018q1,601288.XSHG,2018q1,1291661797.150000,540496425.350000,12537.0529,11350.5343,0.0000318697,2018-09-03,-0.0000089938,2019-09-02,30.7055205301,0.2037789112,0.0251948802
2018-05-02,2018q1,601328.XSHG,2018q1,491513608.800000,129920678.000000,4596.8628,2429.6285,-0.0003558586,2018-09-03,-0.0000134694,2019-09-02,29.8574589126,0.2308193650,0.0179840730
2018-05-02,2018q1,601398.XSHG,2018q1,1604145725.900000,419783782.100000,21313.0942,16122.8103,-0.0004516567,2018-09-03,0.0000386094,2019-09-02,30.9079311421,0.1708790150,0.0135802594
2018-05-02,2018q1,601818.XSHG,2018q1,317434399.250000,124505982.850000,2110.0654,1600.3802,-0.0003507203,2018-09-03,0.0001534998,2019-09-02,29.0573020027,0.2389125631,0.1608270202
