code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
002839.XSHE,bank_indicator,2017-12-31,,2017,total_loan,bank_indicator.csv,total_loan,49067325523.3,49067325523.3,49067325523.3,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,total_deposit,bank_indicator.csv,total_deposit,70544023814.0,70544023814.0,70544023814.0,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,interest_earning_assets,bank_indicator.csv,interest_earning_assets,94111584500.0,94111584500.0,94111584500.0,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,non_interest_earning_assets,bank_indicator.csv,non_interest_earning_assets,9060988936.23,9060988936.23,9060988936.23,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,interest_earning_assets_yield,bank_indicator.csv,interest_earning_assets_yield,4.31,4.31,4.31,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,interest_bearing_liabilities,bank_indicator.csv,interest_bearing_liabilities,84597636800.0,84597636800.0,84597636800.0,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,non_interest_bearing_liabilities,bank_indicator.csv,non_interest_bearing_liabilities,10186052956.49,10186052956.49,10186052956.49,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,interest_bearing_liabilities_interest_rate,bank_indicator.csv,interest_bearing_liabilities_interest_rate,2.28,2.28,2.28,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,non_interest_income,bank_indicator.csv,non_interest_income,176957334.5,176957334.5,176957334.5,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,non_interest_income_ratio,bank_indicator.csv,non_interest_income_ratio,7.3317,7.3317,7.3317,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,net_interest_margin,bank_indicator.csv,net_interest_margin,2.33,2.33,2.33,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,net_profit_margin,bank_indicator.csv,net_profit_margin,2.12,2.12,2.12,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,core_level_capital,bank_indicator.csv,core_level_capital,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002839.XSHE,bank_indicator,2017-12-31,,2017,net_core_level_capital,bank_indicator.csv,net_core_level_capital,8022359400.0,8022359400.0,8022359400.0,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,core_level_capital_adequacy_ratio,bank_indicator.csv,core_level_capital_adequacy_ratio,11.82,11.82,11.82,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,net_level_1_capital,bank_indicator.csv,net_level_1_capital,8022359400.0,8022359400.0,8022359400.0,,identity_q1_or_ytd_diff,True,
002839.XSHE,bank_indicator,2017-12-31,,2017,level_1_capital_adequacy_ratio,bank_indicator.csv,level_1_capital_adequacy_ratio,11.82,11.82,11.82,,identity_q1_or_ytd_diff,True,
