date,code,open,close,high,low,volume,money
2020-10-27,601187.XSHG,6.32,7.39,7.58,6.32,171508203.0,1225382298.16
2020-10-28,601187.XSHG,7.03,6.65,7.03,6.65,63352051.0,427544725.35
2020-10-29,601187.XSHG,6.05,6.12,6.3,5.98,124107013.0,759110152.7
2020-10-30,601187.XSHG,6.03,5.98,6.23,5.95,85218711.0,517226082.84
2020-11-02,601187.XSHG,5.95,5.86,6.07,5.83,62540321.0,369355760.58
2020-11-03,601187.XSHG,5.88,6.35,6.45,5.77,133957055.0,835719366.96
2020-11-04,601187.XSHG,6.32,6.38,6.51,6.14,105573962.0,667026414.31
2020-11-05,601187.XSHG,6.38,6.24,6.38,6.15,72256832.0,450999270.35
2020-11-06,601187.XSHG,6.2,6.5,6.5,6.09,82173548.0,516576956.53
2020-11-09,601187.XSHG,6.6,7.15,7.15,6.38,141163791.0,952475574.42
2020-11-10,601187.XSHG,7.54,7.0,7.87,6.96,197241316.0,1486316722.44
2020-11-11,601187.XSHG,6.65,7.7,7.7,6.56,166659119.0,1171379848.45
2020-11-12,601187.XSHG,7.52,7.21,7.69,7.14,138864630.0,1023590675.05
2020-11-13,601187.XSHG,7.0,7.05,7.39,6.93,92569330.0,661408779.9
2020-11-16,601187.XSHG,7.14,7.08,7.22,6.88,84526534.0,598627393.94
2020-11-17,601187.XSHG,7.0,7.23,7.46,6.79,113667088.0,806296859.9
2020-11-18,601187.XSHG,7.21,7.95,7.95,7.13,177620574.0,1385527972.62
2020-11-19,601187.XSHG,8.04,8.47,8.75,7.82,227697864.0,1891674717.56
2020-11-20,601187.XSHG,8.18,8.01,8.26,7.73,150499419.0,1199488313.66
2020-11-23,601187.XSHG,7.85,8.28,8.71,7.81,150398220.0,1236308147.87
2020-11-24,601187.XSHG,8.05,8.06,8.27,7.95,96553821.0,781053693.77
2020-11-25,601187.XSHG,8.03,8.07,8.3,7.9,82462979.0,668810618.73
2020-11-26,601187.XSHG,7.93,8.11,8.2,7.85,73558439.0,591814457.21
2020-11-27,601187.XSHG,8.07,8.92,8.92,8.06,153607893.0,1301827228.65
2020-11-30,601187.XSHG,9.54,9.18,9.81,9.07,216590096.0,2085948276.01
2020-12-01,601187.XSHG,9.27,10.1,10.1,8.88,200053996.0,1905318835.19
2020-12-02,601187.XSHG,10.44,11.11,11.11,10.25,203790165.0,2194199069.04
2020-12-03,601187.XSHG,11.01,11.22,12.15,10.57,207668471.0,2373706734.11
2020-12-04,601187.XSHG,10.5,10.1,10.75,10.1,157993575.0,1626752055.69
2020-12-07,601187.XSHG,9.87,10.27,10.34,9.7,107059159.0,1067715606.82
2020-12-08,601187.XSHG,9.96,10.02,10.18,9.85,75750872.0,756173969.21
2020-12-09,601187.XSHG,9.97,10.28,10.72,9.9,126384989.0,1308705475.84
2020-12-10,601187.XSHG,9.81,9.7,10.05,9.42,99766647.0,975508478.66
2020-12-11,601187.XSHG,9.62,9.33,9.65,9.19,75432266.0,704481430.55
2020-12-14,601187.XSHG,9.3,9.46,9.5,9.17,60557859.0,567323152.1
2020-12-15,601187.XSHG,9.37,9.17,9.38,8.94,68277705.0,620754952.12
2020-12-16,601187.XSHG,9.13,8.99,9.33,8.97,60317687.0,550544227.13
2020-12-17,601187.XSHG,8.79,9.89,9.89,8.69,136258094.0,1285173505.82
2020-12-18,601187.XSHG,9.81,9.79,10.03,9.66,108189356.0,1067257642.11
2020-12-21,601187.XSHG,9.59,9.79,9.84,9.41,87498444.0,842669591.37
2020-12-22,601187.XSHG,9.59,9.2,9.85,9.17,83742513.0,797550866.69
2020-12-23,601187.XSHG,9.11,9.44,9.7,9.04,76126856.0,712681310.21
2020-12-24,601187.XSHG,9.27,9.74,10.21,9.27,111316315.0,1099585257.42
2020-12-25,601187.XSHG,9.67,9.97,10.2,9.46,106603296.0,1057010549.84
2020-12-28,601187.XSHG,9.83,10.0,10.37,9.59,101291381.0,1011723549.24
2020-12-29,601187.XSHG,9.85,10.25,10.48,9.85,108107800.0,1096028710.51
2020-12-30,601187.XSHG,10.05,10.21,10.36,9.89,92179582.0,933457633.66
2020-12-31,601187.XSHG,10.32,10.36,10.99,10.25,119616431.0,1256256556.66
2021-01-04,601187.XSHG,10.11,9.96,10.18,9.74,100762846.0,1002283516.1
2021-01-05,601187.XSHG,9.89,9.64,10.09,9.45,83914058.0,814656899.98
2021-01-06,601187.XSHG,9.43,9.74,9.89,9.42,64772110.0,630119670.79
2021-01-07,601187.XSHG,9.72,9.26,9.8,9.04,78325293.0,732621627.26
2021-01-08,601187.XSHG,9.09,9.05,9.31,9.01,39439279.0,359882554.39
2021-01-11,601187.XSHG,9.05,8.81,9.3,8.72,47239224.0,427058855.07
2021-01-12,601187.XSHG,8.69,9.19,9.34,8.46,74811219.0,660483813.58
2021-01-13,601187.XSHG,9.01,8.77,9.18,8.76,45421914.0,406233347.75
2021-01-14,601187.XSHG,8.7,8.72,9.11,8.49,40935245.0,361155220.0
2021-01-15,601187.XSHG,8.89,9.26,9.59,8.88,104011168.0,966090669.17
2021-01-18,601187.XSHG,8.94,9.01,9.19,8.79,67791389.0,610272628.26
2021-01-19,601187.XSHG,9.01,9.0,9.17,8.73,51458375.0,460171825.71
2021-01-20,601187.XSHG,8.95,8.84,9.09,8.76,37446642.0,332295731.51
2021-01-21,601187.XSHG,8.88,8.94,9.06,8.76,41945629.0,374609351.81
2021-01-22,601187.XSHG,8.81,8.68,8.9,8.66,38331251.0,334610503.73
2021-01-25,601187.XSHG,8.68,8.72,8.8,8.49,29336556.0,253541397.37
2021-01-26,601187.XSHG,8.68,8.42,8.86,8.42,31519393.0,270839695.09
2021-01-27,601187.XSHG,8.31,8.3,8.6,8.26,30342969.0,254428035.14
2021-01-28,601187.XSHG,8.32,7.96,8.39,7.95,33960727.0,274291923.51
2021-01-29,601187.XSHG,7.99,7.7,8.04,7.66,31464048.0,245014924.97
2021-02-01,601187.XSHG,7.7,7.84,7.93,7.5,28198270.0,218225938.41
