id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
90233,601328.XSHG,2014-03-31,2014-04-30,2014-03-31,0.2517,18599000000.0,19474000000.0,3073000000.0,4.35,4.33,0.31,41.94,,,53.58,41.94,,23.79,,80.71,12.74,99.51,,-138.05,-317.06,6.02,11.23,6.02,11.23,4.86,39.69,5.68,37.71,5.56,37.54,2014q1
90232,601328.XSHG,2014-06-30,2014-08-22,2014-06-30,0.2435,17950000000.0,20250000000.0,548000000.0,4.11,4.08,0.3,39.69,,,50.01,39.69,,26.21,,87.78,2.38,99.26,,112.71,254.34,7.2,2.16,7.2,2.16,3.06,-4.66,5.64,-3.31,5.62,-3.25,2014q2
90231,601328.XSHG,2014-09-30,2014-10-30,2014-09-30,0.19,14658000000.0,17955000000.0,1112000000.0,3.29,3.27,0.24,33.07,,55.97,44.03,33.07,,31.13,,90.59,5.61,99.38,,6.69,16.68,13.54,-2.08,13.54,-2.08,13.68,-13.79,6.3,-18.4,6.27,-18.44,2014q3
90230,601328.XSHG,2014-12-31,2015-03-27,2014-12-31,0.1929,13995000000.0,14702000000.0,1883000000.0,3.09,3.02,0.23,33.96,,58.98,41.02,33.96,,39.06,,82.08,10.51,97.68,,134.88,387.44,5.02,-5.62,5.02,-5.62,0.97,-12.07,5.29,-3.09,5.44,-2.85,2014q4
90229,601328.XSHG,2015-03-31,2015-04-29,2015-03-31,0.2554,18819000000.0,20628000000.0,390000000.0,3.95,3.92,0.3,38.56,,50.47,49.53,38.56,,24.07,,83.82,1.58,99.2,,155.91,373.4,10.46,16.98,10.46,16.98,2.11,41.27,1.57,32.86,1.5,32.4,2015q1
90228,601328.XSHG,2015-06-30,2015-08-28,2015-06-30,0.2471,18248000000.0,22335000000.0,274000000.0,3.75,3.73,0.27,39.0,,50.32,49.68,39.0,,26.66,,94.33,1.16,99.42,,589.48,1248.81,3.55,-4.23,3.55,-4.23,2.88,-3.94,1.74,-3.15,1.5,-3.25,2015q2
90227,601328.XSHG,2015-09-30,2015-10-31,2015-09-30,0.2,14546000000.0,15209000000.0,2517000000.0,2.92,2.89,0.21,29.78,,61.46,38.54,29.78,,33.61,,79.64,13.18,98.84,,-105.88,-345.93,11.05,5.02,11.05,5.02,-2.79,-18.53,0.0,-19.8,-0.22,-19.82,2015q3
90226,601328.XSHG,2015-12-31,2016-03-30,2015-12-31,0.1951,14452000000.0,16334000000.0,1244000000.0,2.75,2.74,0.2,30.64,,60.81,39.19,30.64,,35.44,,87.7,6.68,99.75,,159.84,463.99,12.27,-4.58,12.27,-4.58,7.26,-2.99,1.29,-1.84,1.12,-1.55,2015q4
90225,601328.XSHG,2016-03-31,2016-04-29,2016-03-31,0.2567,18992000000.0,14692000000.0,1070000000.0,3.5,3.49,0.26,34.32,,56.03,43.97,34.32,,22.87,,59.46,4.33,99.61,,-36.25,-138.27,13.42,18.18,13.42,18.18,0.69,32.62,0.93,32.39,0.51,31.6,2016q1
100461,601328.XSHG,2016-06-30,2016-08-26,2016-06-30,0.2504,18516000000.0,21932000000.0,595000000.0,3.36,3.35,0.24,39.51,,49.98,50.02,39.51,,27.81,,92.19,2.5,99.58,,520.69,1123.09,-0.02,-15.57,-0.02,-15.57,0.66,-3.96,1.3,-2.8,1.31,-2.47,2016q2
