id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110546,601328.XSHG,2015-03-27,2014-12-31,3431735000000.0,4029668000000.0,5720454000000.0,234279000000.0,4.99,5333244000000.0,461450000000.0,2.82,42625000000.0,24.0275,2.36,2.17,472806000000.0,470456000000.0,11.3,470466000000.0,11.3,584502000000.0,14.04,4164477000000.0,74.07,,,1.25,1.5,11.46,76948000000.0,178.88,30.29,,,11.02,,13.94,,3296815000000.0,96.07,91903000000.0,2.68,16103000000.0,0.47,18680000000.0,0.54,8234000000.0,0.24,,,,,2681507000000.0,2.32,1302917000000.0,2.42,2014
110617,601328.XSHG,2016-03-30,2015-12-31,3722006000000.0,4484814000000.0,6505493000000.0,322491000000.0,4.63,6112444000000.0,715540000000.0,2.57,49656000000.0,25.6186,2.22,2.06,521641000000.0,518487000000.0,11.14,533430000000.0,11.46,627862000000.0,13.49,4653723000000.0,74.08,42.9,,1.51,1.59,11.51,87438000000.0,155.57,30.01,,,,,,,3547697000000.0,95.32,118103000000.0,3.17,22953000000.0,0.62,22521000000.0,0.61,10732000000.0,0.28,,,,,2946566000000.0,2.21,1411009000000.0,2.32,2015
110528,601328.XSHG,2017-03-29,2016-12-31,4220635000000.0,4728589000000.0,7170237000000.0,347839000000.0,3.92,6727759000000.0,790317000000.0,2.17,58258000000.0,30.1653,1.88,1.75,571466000000.0,568131000000.0,11.0,628051000000.0,12.16,723961000000.0,14.02,5163250000000.0,73.98,50.92,,1.5,3.02,12.72,97132000000.0,153.61,30.9,,,10.65,,14.21,,3916818000000.0,95.46,123741000000.0,3.02,17513000000.0,0.42,26950000000.0,0.66,17937000000.0,0.44,,,,,,,,,2016
110741,601328.XSHG,2018-03-30,2017-12-31,4579256000000.0,4930345000000.0,8275756000000.0,448296000000.0,3.8,7875565000000.0,931049000000.0,2.4,68645000000.0,35.021,1.51,1.4,613104000000.0,609454000000.0,10.79,669429000000.0,11.86,790381000000.0,14.0,5646313000000.0,92.87899999999999,58.86,,1.5,2.63,12.9,106001000000.0,154.73,31.85,,,9.75,,12.48,,4259345000000.0,95.57,130667000000.0,2.93,17120000000.0,0.38,24865000000.0,0.56,24917000000.0,0.56,,,,,3257639000000.0,1.77,1541597000000.0,2.06,2017
110765,601328.XSHG,2019-03-30,2018-12-31,4854228000000.0,5724489000000.0,8692888000000.0,662259000000.0,4.01,8310408000000.0,1044739000000.0,2.62,81746000000.0,38.4408,1.51,1.39,640373000000.0,634807000000.0,11.16,694832000000.0,12.21,817549000000.0,14.37,5690542000000.0,84.7976,68.73,,1.49,3.6,16.64,125540000000.0,173.13,31.5,,,10.09,746918000000.0,13.09,,4662605000000.0,96.06,119111000000.0,2.45,13711000000.0,0.28,38456000000.0,0.79,20345000000.0,0.42,,,,,3905635000000.0,2.22,1762563000000.0,2.38,2018
110893,601328.XSHG,2020-03-28,2019-12-31,5304275000000.0,6072908000000.0,9100018000000.0,812366000000.0,4.04,8711607000000.0,1200777000000.0,2.56,88389000000.0,38.0214,1.58,1.48,695084000000.0,689489000000.0,11.22,789546000000.0,12.85,911256000000.0,14.83,6144459000000.0,87.3432,72.92,,1.47,4.08,17.02,134052000000.0,171.77,30.11,,,,,,,5111715000000.0,96.37,114517000000.0,2.16,16963000000.0,0.32,42508000000.0,0.8,18572000000.0,0.35,,,,,4016938000000.0,2.31,1902497000000.0,2.44,2019
110984,601328.XSHG,2021-03-27,2020-12-31,5848424000000.0,6607330000000.0,9794606000000.0,947106000000.0,3.77,9416478000000.0,1325234000000.0,2.29,92864000000.0,37.7189,1.57,1.48,732863000000.0,727611000000.0,10.87,862221000000.0,12.88,1021246000000.0,15.25,6695462000000.0,88.5142,69.24,,1.67,,,140561000000.0,143.87,26.81,,,,,,,5668199000000.0,96.92,82527000000.0,1.41,52652000000.0,0.9,26713000000.0,0.46,18333000000.0,0.31,,,,,4236366000000.0,2.12,2088946000000.0,2.36,2020
111062,601328.XSHG,2022-03-26,2021-12-31,6560400000000.0,7039777000000.0,10388102000000.0,1018481000000.0,3.64,9961884000000.0,1444699000000.0,2.17,107697000000.0,39.9781,1.56,1.47,789887000000.0,783877000000.0,10.62,960225000000.0,13.01,1139957000000.0,15.45,7379912000000.0,93.1905,67.11,,1.48,,15.98,161162000000.0,166.5,27.67,,,,,,,6374975000000.0,97.17,88629000000.0,1.35,52960000000.0,0.81,25978000000.0,0.4,17858000000.0,0.27,1848161000000.0,8.82,4144274000000.0,9.2,4395310000000.0,2.01,2312790000000.0,2.28,2021
111345,601328.XSHG,2023-03-31,2022-12-31,7313540000000.0,7949072000000.0,11509030000000.0,1103261000000.0,3.63,10996914000000.0,1616563000000.0,2.26,86914000000.0,31.8392,1.48,1.37,847105000000.0,840164000000.0,10.06,1016644000000.0,12.18,1250317000000.0,14.97,8350074000000.0,92.005,69.76,,1.35,4.56,18.56,178019000000.0,180.68,29.65,,,,,,,7092545000000.0,97.21,105084000000.0,1.44,40465000000.0,0.55,33257000000.0,0.46,24804000000.0,0.34,1390254000000.0,3.42,3022075000000.0,4.26,4800242000000.0,2.13,2665828000000.0,2.29,2022
112011,601328.XSHG,2024-03-28,2023-12-31,7957085000000.0,8551215000000.0,12826053000000.0,1046013000000.0,3.59,12091271000000.0,1780795000000.0,2.45,93472000000.0,36.2864,1.28,1.14,912456000000.0,905394000000.0,10.23,1081683000000.0,12.22,1351116000000.0,15.27,8850786000000.0,93.0521,64.92,,1.33,5.33,20.42,206309000000.0,195.21,30.04,,,,,,,7731141000000.0,97.16,120256000000.0,1.51,28523000000.0,0.36,32383000000.0,0.41,44782000000.0,0.56,2152226000000.0,8.04,5313355000000.0,8.48,5060932000000.0,2.31,3216207000000.0,2.37,2023
