date,code,open,close,high,low,volume,money
2019-03-01,600928.XSHG,4.47,5.37,5.37,4.47,554436.0,2967378.0
2019-03-04,600928.XSHG,5.9,5.9,5.9,5.9,584255.0,3446895.0
2019-03-05,600928.XSHG,6.49,6.49,6.49,6.49,1300075.0,8435943.0
2019-03-06,600928.XSHG,7.14,7.14,7.14,7.14,2300774.0,16431381.0
2019-03-07,600928.XSHG,7.86,7.86,7.86,7.86,2501585.0,19658030.0
2019-03-08,600928.XSHG,8.65,8.65,8.65,8.65,29334956.0,253642989.0
2019-03-11,600928.XSHG,8.69,9.51,9.51,8.14,390312879.0,3419543788.0
2019-03-12,600928.XSHG,9.04,9.62,10.18,8.92,313465623.0,2984122616.0
2019-03-13,600928.XSHG,9.43,9.12,9.76,9.04,198159809.0,1837892241.0
2019-03-14,600928.XSHG,8.93,8.28,9.2,8.21,180798963.0,1558937503.0
2019-03-15,600928.XSHG,8.27,8.11,8.44,7.93,131742808.0,1076292730.0
2019-03-18,600928.XSHG,8.04,8.92,8.92,7.83,139735441.0,1183573191.0
2019-03-19,600928.XSHG,9.35,9.17,9.79,9.01,278790750.0,2607123409.0
2019-03-20,600928.XSHG,8.97,10.09,10.09,8.97,270630743.0,2611513604.0
2019-03-21,600928.XSHG,10.75,9.86,11.1,9.55,191000450.0,2035350860.0
2019-03-22,600928.XSHG,10.33,9.67,10.35,9.39,282427675.0,2825103333.0
2019-03-25,600928.XSHG,9.06,9.22,9.43,8.82,193989653.0,1764565821.0
2019-03-26,600928.XSHG,9.08,9.2,9.36,8.86,150504600.0,1373128450.0
2019-03-27,600928.XSHG,9.13,9.22,9.47,8.98,144228592.0,1336146230.0
2019-03-28,600928.XSHG,9.0,8.5,9.0,8.42,122123749.0,1063304828.0
2019-03-29,600928.XSHG,8.44,9.36,9.36,8.37,226315495.0,2056725586.0
2019-04-01,600928.XSHG,9.55,9.9,10.28,9.36,262413368.0,2553543746.0
2019-04-02,600928.XSHG,9.72,9.7,10.23,9.65,206773088.0,2030423782.0
2019-04-03,600928.XSHG,9.39,9.55,9.63,9.32,122646770.0,1163193934.0
2019-04-04,600928.XSHG,9.59,9.51,9.94,9.44,141575605.0,1371228391.0
2019-04-08,600928.XSHG,9.39,9.24,9.79,9.12,122242827.0,1154125699.0
2019-04-09,600928.XSHG,9.08,9.08,9.18,8.85,79976127.0,719879284.0
2019-04-10,600928.XSHG,9.01,9.08,9.28,8.93,70154927.0,640877204.0
2019-04-11,600928.XSHG,8.96,8.77,9.05,8.76,67663579.0,599131844.0
2019-04-12,600928.XSHG,8.85,8.85,8.9,8.69,41898187.0,369193113.0
2019-04-15,600928.XSHG,8.96,8.81,9.15,8.76,59861321.0,538043208.0
2019-04-16,600928.XSHG,8.65,8.91,9.02,8.47,79936036.0,699771499.0
2019-04-17,600928.XSHG,8.78,8.77,8.9,8.72,58760674.0,516020338.0
2019-04-18,600928.XSHG,8.82,8.65,8.87,8.64,49844526.0,435348875.0
2019-04-19,600928.XSHG,8.6,8.6,8.73,8.53,40165084.0,345399462.0
2019-04-22,600928.XSHG,8.61,8.43,8.65,8.42,43011490.0,364860204.0
2019-04-23,600928.XSHG,8.32,8.3,8.46,8.26,40016494.0,333631638.0
2019-04-24,600928.XSHG,8.42,8.37,8.44,8.29,28060072.0,234610910.0
2019-04-25,600928.XSHG,8.32,8.26,8.7,8.2,60793582.0,513402309.0
2019-04-26,600928.XSHG,8.12,7.96,8.17,7.95,44096130.0,355471760.0
2019-04-29,600928.XSHG,7.95,7.38,8.03,7.27,53469510.0,407724910.0
2019-04-30,600928.XSHG,7.39,7.32,7.47,7.27,33965496.0,249992983.0
2019-05-06,600928.XSHG,7.06,7.46,7.77,6.81,73620826.0,537555310.0
2019-05-07,600928.XSHG,7.36,7.57,7.65,7.19,69597388.0,517709416.0
2019-05-08,600928.XSHG,7.32,7.28,7.51,7.21,43032360.0,316327491.0
2019-05-09,600928.XSHG,7.21,7.12,7.3,7.1,28205211.0,203256619.0
2019-05-10,600928.XSHG,7.25,7.3,7.39,6.96,44719119.0,324636943.0
2019-05-13,600928.XSHG,7.19,7.18,7.26,7.15,22489180.0,161969061.0
2019-05-14,600928.XSHG,7.09,7.26,7.34,7.09,34081381.0,246305291.0
2019-05-15,600928.XSHG,7.26,7.28,7.3,7.22,31561405.0,229361846.0
2019-05-16,600928.XSHG,7.29,7.28,7.32,7.25,25118172.0,182708453.0
2019-05-17,600928.XSHG,7.28,6.89,7.3,6.82,42239555.0,298415443.0
2019-05-20,600928.XSHG,6.82,6.56,6.82,6.46,29408778.0,194059842.0
2019-05-21,600928.XSHG,6.55,6.64,6.66,6.55,20657388.0,136904263.0
2019-05-22,600928.XSHG,6.66,6.5,6.66,6.41,23191173.0,151608374.0
2019-05-23,600928.XSHG,6.43,6.31,6.46,6.29,24675933.0,157170009.0
2019-05-24,600928.XSHG,6.31,6.46,6.62,6.27,36267462.0,234291554.0
2019-05-27,600928.XSHG,6.37,6.51,6.56,6.29,31435695.0,202359162.0
2019-05-28,600928.XSHG,6.47,6.44,6.53,6.43,22486869.0,145909527.0
2019-05-29,600928.XSHG,6.45,6.68,6.84,6.45,57478026.0,382015597.0
2019-05-30,600928.XSHG,6.59,6.59,6.67,6.5,32172384.0,212086980.0
2019-05-31,600928.XSHG,6.6,6.7,6.83,6.58,48849791.0,328403897.0
2019-06-03,600928.XSHG,6.69,6.65,6.77,6.54,31554882.0,209509900.0
2019-06-04,600928.XSHG,6.59,6.39,6.61,6.38,28845686.0,186069942.0
2019-06-05,600928.XSHG,6.49,6.34,6.52,6.33,22116137.0,141425021.0
2019-06-06,600928.XSHG,6.31,6.19,6.33,6.13,25739744.0,159754754.0
2019-06-10,600928.XSHG,6.27,6.28,6.34,6.2,16615701.0,104228435.0
2019-06-11,600928.XSHG,6.27,6.67,6.75,6.25,48569012.0,316869434.0
2019-06-12,600928.XSHG,6.62,6.56,6.66,6.54,30167078.0,198985571.0
2019-06-13,600928.XSHG,6.58,6.58,6.67,6.54,22829098.0,150667198.0
2019-06-14,600928.XSHG,6.57,6.42,6.63,6.41,22438834.0,145921963.0
2019-06-17,600928.XSHG,6.49,6.46,6.62,6.44,17847062.0,116420411.0
