code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,operating_revenue,3424964728.68,finance_income_statement_current_only.csv,operating_revenue,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,interest_income,6646290725.24,finance_income_statement_current_only.csv,interest_income,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,interest_expense,3772840841.51,finance_income_statement_current_only.csv,interest_expense,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,commission_income,448118873.61,finance_income_statement_current_only.csv,commission_income,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,commission_expense,30301221.19,finance_income_statement_current_only.csv,commission_expense,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,asset_impairment_loss,386029935.79,finance_income_statement_current_only.csv,asset_impairment_loss,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,credit_impairment_loss,,finance_income_statement_current_only.csv,credit_impairment_loss,,identity_q1_or_ytd_diff,missing_raw_value
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,investment_income,109967930.9,finance_income_statement_current_only.csv,investment_income,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,operating_profit,1729006983.43,finance_income_statement_current_only.csv,operating_profit,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,total_profit,1742802482.44,finance_income_statement_current_only.csv,total_profit,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,income_tax_expense,311141860.28,finance_income_statement_current_only.csv,income_tax_expense,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,net_profit,1431660622.16,finance_income_statement_current_only.csv,net_profit,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,np_parent_company_owners,1419791721.53,finance_income_statement_current_only.csv,np_parent_company_owners,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-03-31,2014q1,,2014-04-30,minority_profit,11868900.63,finance_income_statement_current_only.csv,minority_profit,single_quarter,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,operating_revenue,4007138271.32,finance_income_statement_current_only.csv,operating_revenue,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,interest_income,7260488274.76,finance_income_statement_current_only.csv,interest_income,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,interest_expense,3961005158.49,finance_income_statement_current_only.csv,interest_expense,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,commission_income,506111126.39,finance_income_statement_current_only.csv,commission_income,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,commission_expense,33804778.81,finance_income_statement_current_only.csv,commission_expense,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,asset_impairment_loss,777717064.21,finance_income_statement_current_only.csv,asset_impairment_loss,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,credit_impairment_loss,,finance_income_statement_current_only.csv,credit_impairment_loss,,identity_q1_or_ytd_diff,missing_raw_value
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,investment_income,188006069.1,finance_income_statement_current_only.csv,investment_income,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,operating_profit,1859455016.57,finance_income_statement_current_only.csv,operating_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,total_profit,1878852517.56,finance_income_statement_current_only.csv,total_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,income_tax_expense,419135139.72,finance_income_statement_current_only.csv,income_tax_expense,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,net_profit,1459717377.84,finance_income_statement_current_only.csv,net_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,np_parent_company_owners,1446769278.47,finance_income_statement_current_only.csv,np_parent_company_owners,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-06-30,2014q2,,2014-08-27,minority_profit,12948099.37,finance_income_statement_current_only.csv,minority_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,operating_revenue,4099325700.799999,finance_income_statement_current_only.csv,operating_revenue,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,interest_income,7573078184.200001,finance_income_statement_current_only.csv,interest_income,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,interest_expense,4106913166.83,finance_income_statement_current_only.csv,interest_expense,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,commission_income,622623681.2,finance_income_statement_current_only.csv,commission_income,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,commission_expense,27848643.370000005,finance_income_statement_current_only.csv,commission_expense,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,asset_impairment_loss,1143518941.8400002,finance_income_statement_current_only.csv,asset_impairment_loss,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,credit_impairment_loss,,finance_income_statement_current_only.csv,credit_impairment_loss,,identity_q1_or_ytd_diff,missing_raw_value
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,investment_income,67865176.36000001,finance_income_statement_current_only.csv,investment_income,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,operating_profit,1591882310.63,finance_income_statement_current_only.csv,operating_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,total_profit,1608353959.5200005,finance_income_statement_current_only.csv,total_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,income_tax_expense,304210481.24,finance_income_statement_current_only.csv,income_tax_expense,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,net_profit,1304143478.2800002,finance_income_statement_current_only.csv,net_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,np_parent_company_owners,1293381482.2600002,finance_income_statement_current_only.csv,np_parent_company_owners,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-09-30,2014q3,,2014-10-29,minority_profit,10761996.020000003,finance_income_statement_current_only.csv,minority_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,operating_revenue,4460105299.200001,finance_income_statement_current_only.csv,operating_revenue,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,interest_income,8098842815.799999,finance_income_statement_current_only.csv,interest_income,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,interest_expense,4303259833.17,finance_income_statement_current_only.csv,interest_expense,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,commission_income,500792318.79999995,finance_income_statement_current_only.csv,commission_income,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,commission_expense,31696356.629999995,finance_income_statement_current_only.csv,commission_expense,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,asset_impairment_loss,938006058.1599998,finance_income_statement_current_only.csv,asset_impairment_loss,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,credit_impairment_loss,,finance_income_statement_current_only.csv,credit_impairment_loss,,identity_q1_or_ytd_diff,missing_raw_value
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,investment_income,245747823.64,finance_income_statement_current_only.csv,investment_income,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,operating_profit,1830447689.37,finance_income_statement_current_only.csv,operating_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,total_profit,1827599040.4799995,finance_income_statement_current_only.csv,total_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,income_tax_expense,366888518.76,finance_income_statement_current_only.csv,income_tax_expense,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,net_profit,1460710521.7199998,finance_income_statement_current_only.csv,net_profit,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,np_parent_company_owners,1448678517.7399998,finance_income_statement_current_only.csv,np_parent_company_owners,converted_from_ytd,identity_q1_or_ytd_diff,
601009.XSHG,income,2014-12-31,2014q4,,2015-04-28,minority_profit,12032003.979999997,finance_income_statement_current_only.csv,minority_profit,converted_from_ytd,identity_q1_or_ytd_diff,
