code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
601825.XSHG,income,2021-12-31,2021q4,,operating_revenue,finance_income_statement_current_only.csv,operating_revenue,24164319000.0,6012151000.0,24164319000.0,18152168000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,interest_income,finance_income_statement_current_only.csv,interest_income,41075496000.0,5040664000.0,41075496000.0,30449234000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,interest_expense,finance_income_statement_current_only.csv,interest_expense,21704773000.0,,21704773000.0,16119175000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,commission_income,finance_income_statement_current_only.csv,commission_income,2434089000.0,376920000.0,2434089000.0,1977683000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,commission_expense,finance_income_statement_current_only.csv,commission_expense,267864000.0,,267864000.0,188378000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,asset_impairment_loss,finance_income_statement_current_only.csv,asset_impairment_loss,-3016000.0,-3016000.0,-3016000.0,,identity_q1_or_ytd_diff,False,missing_prior_cumulative_report
601825.XSHG,income,2021-12-31,2021q4,,credit_impairment_loss,finance_income_statement_current_only.csv,credit_impairment_loss,4498459000.0,4498459000.0,4498459000.0,2916520000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,investment_income,finance_income_statement_current_only.csv,investment_income,1411877000.0,456804000.0,1411877000.0,955073000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,operating_profit,finance_income_statement_current_only.csv,operating_profit,12167929000.0,2553356000.0,12167929000.0,9614573000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,total_profit,finance_income_statement_current_only.csv,total_profit,12178210000.0,2552593000.0,12178210000.0,9625617000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,income_tax_expense,finance_income_statement_current_only.csv,income_tax_expense,2131291000.0,441523000.0,2131291000.0,1689768000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,net_profit,finance_income_statement_current_only.csv,net_profit,10046919000.0,2111070000.0,10046919000.0,7935849000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,np_parent_company_owners,finance_income_statement_current_only.csv,np_parent_company_owners,9697866000.0,2030183000.0,9697866000.0,7667683000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2021-12-31,2021q4,,minority_profit,finance_income_statement_current_only.csv,minority_profit,349053000.0,80887000.0,349053000.0,268166000.0,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,operating_revenue,finance_income_statement_current_only.csv,operating_revenue,6356499000.0,6356499000.0,6356499000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,interest_income,finance_income_statement_current_only.csv,interest_income,10547362000.0,4963338000.0,10547362000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,interest_expense,finance_income_statement_current_only.csv,interest_expense,5584024000.0,,5584024000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,commission_income,finance_income_statement_current_only.csv,commission_income,835969000.0,774319000.0,835969000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,commission_expense,finance_income_statement_current_only.csv,commission_expense,61650000.0,,61650000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,asset_impairment_loss,finance_income_statement_current_only.csv,asset_impairment_loss,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
601825.XSHG,income,2022-03-31,2022q1,,credit_impairment_loss,finance_income_statement_current_only.csv,credit_impairment_loss,661867000.0,661867000.0,661867000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,investment_income,finance_income_statement_current_only.csv,investment_income,529804000.0,529804000.0,529804000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,operating_profit,finance_income_statement_current_only.csv,operating_profit,3924894000.0,3924894000.0,3924894000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,total_profit,finance_income_statement_current_only.csv,total_profit,3938115000.0,3938115000.0,3938115000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,income_tax_expense,finance_income_statement_current_only.csv,income_tax_expense,724369000.0,724369000.0,724369000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,net_profit,finance_income_statement_current_only.csv,net_profit,3213746000.0,3213746000.0,3213746000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,np_parent_company_owners,finance_income_statement_current_only.csv,np_parent_company_owners,3112999000.0,3112999000.0,3112999000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-03-31,2022q1,,minority_profit,finance_income_statement_current_only.csv,minority_profit,100747000.0,100747000.0,100747000.0,,identity_q1_or_ytd_diff,True,
601825.XSHG,income,2022-06-30,2022q2,,operating_revenue,finance_income_statement_current_only.csv,operating_revenue,12865983000.0,6509484000.0,12865983000.0,6356499000.0,identity_q1_or_ytd_diff,True,
