id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110544,601169.XSHG,2015-04-28,2014-12-31,675288000000.0,922813000000.0,1406335000000.0,118102000000.0,5.21,1304464000000.0,123829000000.0,3.22,5593000000.0,15.1662,2.4206,2.1656,96057000000.0,96050000000.0,9.16,96054000000.0,9.16,116190000000.0,11.08,1048272000000.0,71.41,33.46,,0.86,5.77,28.43,20570000000.0,324.22,24.65,,,9.83,,11.4,,649280000000.0,97.82,8718000000.0,1.31,1500000000.0,0.23,1073000000.0,0.16,3210000000.0,0.48,,,,,,,,,2014
110615,601169.XSHG,2016-04-27,2015-12-31,775390000000.0,1022300000000.0,1684134000000.0,160775000000.0,4.7,1575552000000.0,152543000000.0,2.75,8296000000.0,18.8199,2.3158,2.1109,111820000000.0,111813000000.0,8.76,116692000000.0,9.14,156522000000.0,12.27,1276034000000.0,75.8476,34.76,,1.12,5.1,22.28,27473000000.0,278.39,24.99,,,,,,,758582000000.0,97.83,8153000000.0,1.05,3166000000.0,0.41,1517000000.0,0.2,3972000000.0,0.51,,,,,,,,,2015
110525,601169.XSHG,2017-04-26,2016-12-31,899907000000.0,1150904000000.0,1938976000000.0,177363000000.0,3.94,1771922000000.0,200638000000.0,2.2,9931000000.0,20.9268,2.0714,1.8945,125114000000.0,125102000000.0,8.26,143011000000.0,9.44,184757000000.0,12.2,1514688000000.0,78.1913,50.1,,1.27,4.51,19.25,31952000000.0,256.06,25.81,,,,,,,875385000000.0,97.27,13096000000.0,1.46,5790000000.0,0.64,1675000000.0,0.19,3961000000.0,0.44,,,,,,,,,2016
110762,601169.XSHG,2018-04-27,2017-12-31,1077101000000.0,1268698000000.0,2185864000000.0,143941000000.0,4.13,2040839000000.0,112252000000.0,2.49,10977000000.0,21.8001,1.9092,1.7075,158006000000.0,157996000000.0,8.92,175922000000.0,9.93,219747000000.0,12.41,1770950000000.0,84.8981,41.28,,1.24,3.29,17.79,38078000000.0,265.57,26.85,,,,,,,1046957000000.0,97.19,16773000000.0,1.56,6523000000.0,0.61,5350000000.0,0.5,1498000000.0,0.14,,,,,,,,,2017
110799,601169.XSHG,2019-04-25,2018-12-31,1261811000000.0,1386006000000.0,2426339000000.0,146526000000.0,4.39,2266401000000.0,112330000000.0,2.69,9935000000.0,17.9048,1.88,1.7,175718000000.0,175714000000.0,8.93,193658000000.0,9.85,237505000000.0,12.07,1967050000000.0,91.0394,55.93,,1.46,3.16,18.48,43166000000.0,217.51,25.19,,,,,,,1232257000000.0,97.66,11129000000.0,0.88,14482000000.0,1.15,1408000000.0,0.11,2535000000.0,0.2,,,,,,,,,2018
110935,601169.XSHG,2020-04-28,2019-12-31,1446398000000.0,1545130000000.0,2539812000000.0,197228000000.0,4.37,2450554000000.0,77523000000.0,2.5,13550000000.0,21.464000000000002,1.96,1.87,190603000000.0,190596000000.0,9.22,208564000000.0,10.09,253947000000.0,12.28,2067661000000.0,93.6101,62.5,,1.4,2.02,15.26,44911000000.0,224.69,23.23,,,,,,,1408036000000.0,97.35,18064000000.0,1.25,13139000000.0,0.91,4152000000.0,0.29,3007000000.0,0.21,,,,,,,,,2019
111050,601169.XSHG,2021-04-30,2020-12-31,1567721000000.0,1656149000000.0,2670299000000.0,229715000000.0,4.21,2620175000000.0,58696000000.0,2.33,12694000000.0,19.7421,1.93,1.88,202778000000.0,198278000000.0,9.42,216250000000.0,10.28,241735000000.0,11.49,2103887000000.0,94.6606,60.33,,1.57,3.18,21.74,52001000000.0,215.95,22.07,,,,,,,1525307000000.0,97.29,17863000000.0,1.14,15496000000.0,0.99,5498000000.0,0.35,3557000000.0,0.23,,,,,1189383000000.0,1.84,376332000000.0,2.52,2020
111149,601169.XSHG,2022-04-30,2021-12-31,1673238000000.0,1723837000000.0,2806865000000.0,252094000000.0,4.07,2763905000000.0,-2024000000.0,2.27,14878000000.0,22.4489,1.83,1.8,219525000000.0,214102000000.0,9.86,292128000000.0,13.45,317828000000.0,14.63,2172331000000.0,97.0647,71.82,,1.44,5.03,20.57,49909000000.0,210.22,24.96,,,,,,,1624393000000.0,97.08,24724000000.0,1.48,14764000000.0,0.88,5889000000.0,0.35,3468000000.0,0.21,,,,,1244741000000.0,1.82,416745000000.0,2.42,2021
111360,601169.XSHG,2023-04-08,2022-12-31,1801961000000.0,1945020000000.0,2918991000000.0,468961000000.0,3.85,2848081000000.0,229254000000.0,2.14,14818000000.0,22.36,1.76,1.71,233065000000.0,224327000000.0,9.54,302434000000.0,12.86,330283000000.0,14.04,2352106000000.0,92.6449,76.93,,1.43,7.56,25.59,52854000000.0,210.04,26.55,,,,,,,1742637000000.0,96.96,28970000000.0,1.61,12691000000.0,0.71,9358000000.0,0.52,3663000000.0,0.2,,,,,1335614000000.0,1.92,478512000000.0,2.28,2022
112055,601169.XSHG,2024-04-12,2023-12-31,2015552000000.0,2101031000000.0,3188638000000.0,560041000000.0,3.67,3191215000000.0,229232000000.0,2.13,16361000000.0,24.53,1.54,1.53,251199000000.0,241146000000.0,9.21,319179000000.0,12.18,350198000000.0,13.37,2619504000000.0,95.9316,92.23,,1.32,4.83,25.17,56024000000.0,216.78,28.88,,,,,,,1953134000000.0,96.9,35847000000.0,1.78,13519000000.0,0.67,8216000000.0,0.41,4836000000.0,0.24,,,,,1429462000000.0,1.86,573043000000.0,2.23,2023
