id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
376910,601963.XSHG,2021-03-31,2021-04-29,2021-03-31,0.4128,1423909000.0,1861863000.0,581484000.0,3.36,3.34,0.26,40.43,,49.08,50.92,40.43,,18.35,,68.74,31.22,99.29,,-215.0,-422.2,9.33,15.64,9.33,15.64,1.09,164.47,5.12,164.21,4.11,170.6,2021q1
404970,601963.XSHG,2021-06-30,2021-08-31,2021-06-30,0.3526,1190163000.0,1598892000.0,585934000.0,2.72,2.64,0.21,35.27,,55.81,44.19,35.27,,20.94,,63.37,36.65,97.14,,-364.26,-824.25,,-1.05,,-1.05,,-14.12,,-13.69,,-14.56,2021q2
416195,601963.XSHG,2021-09-30,2021-10-30,2021-09-30,0.4057,1391930000.0,1848926000.0,672241000.0,3.07,3.03,0.24,37.35,,52.76,47.24,37.35,,19.52,,63.63,36.35,98.75,,279.25,591.17,16.9,8.19,16.9,8.19,7.07,15.64,5.47,14.56,4.57,15.04,2021q3
420656,601963.XSHG,2021-12-31,2022-04-01,2021-12-31,0.1712,590096000.0,784589000.0,167529000.0,1.26,1.25,0.1,19.33,,76.42,23.58,19.33,,27.64,,78.96,21.44,99.21,,456.72,1936.64,5.22,-15.0,5.22,-15.0,11.45,-57.57,14.91,-56.02,12.23,-57.8,2021q4
428947,601963.XSHG,2022-03-31,2022-04-30,2022-03-31,0.4154,1418154000.0,1782639000.0,235351000.0,2.98,2.93,0.24,46.78,,44.02,55.98,46.78,,23.0,,86.71,13.19,98.25,,-795.75,-1421.46,-12.91,-4.28,-12.91,-4.28,-4.26,127.21,0.76,131.69,0.64,142.68,2022q1
1222554,601963.XSHG,2022-06-30,2022-08-31,2022-06-30,0.386,1334347000.0,1694655000.0,694917000.0,2.71,2.69,0.22,39.28,,52.7,47.3,39.28,,22.69,,59.24,41.18,99.49,,588.91,1245.06,-0.97,12.51,-0.97,12.51,5.99,-4.94,10.3,-5.52,9.47,-7.08,2022q2
1342269,601963.XSHG,2022-09-30,2022-10-27,2022-09-30,0.4192,1444382000.0,1902225000.0,768690000.0,2.9,2.88,0.23,39.58,,51.1,48.9,39.58,,22.61,,59.65,40.45,99.16,,-189.61,-387.75,-0.61,8.58,-0.61,8.58,2.88,12.25,5.33,9.4,3.34,8.6,2022q3
1831740,601963.XSHG,2022-12-31,2023-03-31,2022-12-31,0.1803,603117000.0,926932000.0,43858000.0,1.25,1.2,0.1,24.21,,66.99,33.01,24.21,,34.69,,96.33,4.78,96.26,,602.81,1826.19,-15.59,-27.81,-15.59,-27.81,18.14,-51.27,5.74,-55.85,5.35,-56.99,2022q4
2011867,601963.XSHG,2023-03-31,2023-04-28,2023-03-31,0.4266,1449618000.0,1807890000.0,557048000.0,2.95,2.88,0.22,47.74,,44.09,55.91,47.74,,25.58,,69.18,30.81,97.8,,132.84,237.61,1.55,15.15,1.55,15.15,1.42,95.04,3.64,127.08,2.69,136.57,2023q1
2702209,601963.XSHG,2023-06-30,2023-08-31,2023-06-30,0.4099,1376503000.0,1617563000.0,703828000.0,2.76,2.67,0.21,40.32,,56.77,43.23,40.32,,22.94,,56.46,43.49,96.65,,-296.47,-685.78,4.43,15.71,4.43,15.71,-4.55,-10.53,7.19,-2.28,6.19,-3.92,2023q2
2997709,601963.XSHG,2023-09-30,2023-10-28,2023-09-30,0.3925,1339922000.0,1679226000.0,407790000.0,2.6,2.55,0.2,44.21,,48.68,51.32,44.21,,28.11,,75.85,24.33,98.25,,-69.52,-135.48,-15.88,-12.54,-15.88,-12.54,-11.72,3.81,-6.04,-4.1,-6.37,-4.24,2023q3
3010822,601963.XSHG,2023-12-31,2024-03-28,2023-12-31,0.1898,688817000.0,1057541000.0,467663000.0,1.2,1.25,0.1,24.63,,64.32,35.68,24.63,,33.46,,59.9,47.49,104.44,,456.21,1278.59,5.55,-9.42,5.55,-9.42,14.09,-37.02,7.37,-49.54,5.26,-51.64,2023q4
