id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,deposit_in_ib,cash_equivalents,deposit_client,cash_in_cb,settlement_provi,settlement_provi_client,metal,lend_capital,fairvalue_fianancial_asset,other_grow_asset,bought_sellback_assets,interest_receivable,insurance_receivables,recover_receivable,separate_receivable,not_time_fund,not_decide_fund,response_fund,health_fund,margin_loan,deposit_period,loan_and_advance,margin_out,agent_asset,investment_reveiable,advance_payment,hold_for_sale_assets,hold_to_maturity_investments,longterm_equity_invest,finance_out,capital_margin_out,investment_property,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,other_cash_from_invest_act,gain_from_disposal,subtotal_invest_cash_inflow,inventories,fixed_assets,constru_in_process,intangible_assets,trade_fee,long_deferred_expense,fixed_assets_liquidation,independent_account_asset,deferred_tax_assets,other_asset,total_assets,borrowing_from_centralbank,deposit_in_ib_and_other,shortterm_loan,loan_pledge,borrowing_capital,fairvalue_financial_liability,derivative_financial_liability,sold_buyback_secu_proceeds,deposit_absorb,proxy_secu_proceeds,proxy_sell_proceeds,notes_payable,advance_peceipts,insurance_receive_early,commission_payable,insurance_payable,salaries_payable,taxs_payable,interest_payable,proxy_liability,estimate_liability,compensation_payable,interest_insurance_payable,investment_money,not_time_reserve,not_decide_reserve,live_reserve,longterm_reserve,longterm_loan,bonds_payable,independent_account,deferred_tax_liability,other_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,surplus_reserve_fund,equities_parent_company_owners,retained_profit,minority_interests,currency_mis,total_owner_equities,total_liability_equity,perferred_share_liability,account_receivable,other_equity_tools,perferred_share_equity,pep_debt_equity,other_comprehensive_income,good_will,shortterm_loan_payable,accounts_payable,ordinary_risk_reserve_fund,contract_assets,hold_sale_asset,bond_invest,other_bond_invest,other_equity_tools_invest,contract_liability,usufruct_assets,liease_liability
13931,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2021-04-29,2020-01-01,2020-12-31,2021-03-31,1,321003,定期报告,3281054000.0,,,35211108000.0,,,,2643550000.0,31204210000.0,4543000.0,45677021000.0,,,,,,,,,,,249282901000.0,,,,,,,3572088000.0,,,2575000.0,,,,,,,,,,,2993287000.0,,372753000.0,,,,,3113836000.0,1569507000.0,538621339000.0,27724168000.0,32446515000.0,,,3502802000.0,0.0,6904000.0,15354359000.0,313590102000.0,,,,,,,,670404000.0,686724000.0,,,390402000.0,,,,,,,,,101040342000.0,,,3233238000.0,498752173000.0,3127055000.0,4680638000.0,,3454533000.0,39869166000.0,16950370000.0,,,39869166000.0,538621339000.0,,,4909307000.0,,,602454000.0,,,,6144809000.0,,,113700026000.0,45604180000.0,277000000.0,,111700000.0,106213000.0
13960,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2021-04-29,2021-01-01,2021-03-31,2021-03-31,0,321003,定期报告,4486656000.0,,,33026284000.0,,,,2978388000.0,29382960000.0,5756000.0,50877696000.0,,,,,,,,,,,260692241000.0,,,,,,,3624457000.0,,,2525000.0,,,,,,,,,,,2988276000.0,,365523000.0,,,,,3242922000.0,1684589000.0,560257540000.0,29491825000.0,31289958000.0,,,4329818000.0,0.0,6138000.0,13970480000.0,324911481000.0,,,,,,,,397467000.0,682252000.0,,,232525000.0,,,,,,,,,106290100000.0,,,3831114000.0,515533605000.0,3474505000.0,8038476000.0,,3454533000.0,44723935000.0,18338090000.0,,,44723935000.0,560257540000.0,,,4909307000.0,,,364215000.0,,,,6144809000.0,,,116518548000.0,49999934000.0,277000000.0,,103785000.0,100447000.0
14295,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2021-08-31,2020-01-01,2020-12-31,2021-06-30,1,321003,定期报告,3281054000.0,,,35211108000.0,,,,2643550000.0,31204210000.0,4543000.0,45677021000.0,,,,,,,,,,,249282901000.0,,,,,,,3572088000.0,,,2575000.0,,,,,,,,,,,2993287000.0,,372753000.0,,,,,3113836000.0,1569507000.0,538621339000.0,27724168000.0,32446515000.0,,,3502802000.0,,6904000.0,15354359000.0,313590102000.0,,,,,,,,670404000.0,686724000.0,,,390402000.0,,,,,,,,,101040342000.0,,,3233238000.0,498752173000.0,3127055000.0,4680638000.0,,3454533000.0,39869166000.0,16950370000.0,,,39869166000.0,538621339000.0,,,4909307000.0,,,602454000.0,,,,6144809000.0,,,113700026000.0,45604180000.0,277000000.0,,111700000.0,106213000.0
14312,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2021-08-31,2021-01-01,2021-06-30,2021-06-30,0,321003,定期报告,7493102000.0,,,34435606000.0,,,,2139465000.0,21041545000.0,11918000.0,53856316000.0,,,,,,,,,,,271466307000.0,,,,,,,3667932000.0,,,3693000.0,,,,,,,,,,,2930815000.0,,374413000.0,,,,,3413421000.0,1815712000.0,578250145000.0,31844024000.0,20085856000.0,,,5304216000.0,,6840000.0,9917541000.0,339046571000.0,,,,,,,,545907000.0,780928000.0,,,235301000.0,,,,,,,,,122037914000.0,,,3594964000.0,533474957000.0,3474505000.0,8038476000.0,,3454533000.0,44775188000.0,17674302000.0,,,44775188000.0,578250145000.0,,,4909307000.0,,,494397000.0,,,,6729668000.0,,,121429543000.0,53961822000.0,112320000.0,,96215000.0,74895000.0
14514,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2022-04-01,2021-01-01,2021-12-31,2021-12-31,0,321003,定期报告,6409633000.0,,,37156859000.0,,,,1350371000.0,24580566000.0,4556000.0,37619662000.0,,,,,,,,,,,277880342000.0,,,,,,,3855165000.0,,,3569000.0,,,,,,,,,,,2943470000.0,,424060000.0,,,,,3589114000.0,1070577000.0,591846597000.0,50631405000.0,14636393000.0,,,4604153000.0,,5772000.0,17179075000.0,337993246000.0,,,,,,,,676329000.0,468508000.0,,,195231000.0,,,,,,,,,117628146000.0,,,932472000.0,545031121000.0,3474505000.0,8038476000.0,,3906161000.0,46815476000.0,18844268000.0,,,46815476000.0,591846597000.0,,,4909307000.0,4909307000.0,,913091000.0,,,,6729668000.0,,,130464527000.0,64279223000.0,115991000.0,,98912000.0,80391000.0
14515,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2022-04-01,2020-01-01,2020-12-31,2021-12-31,1,321003,定期报告,3281054000.0,,,35211108000.0,,,,2643550000.0,31204210000.0,4543000.0,45677021000.0,,,,,,,,,,,249282901000.0,,,,,,,3572088000.0,,,2575000.0,,,,,,,,,,,2993287000.0,,372753000.0,,,,,3113836000.0,1569507000.0,538621339000.0,27724168000.0,32446515000.0,,,3502802000.0,,6904000.0,15354359000.0,313590102000.0,,,,,,,,670404000.0,686724000.0,,,390402000.0,,,,,,,,,101040342000.0,,,3233238000.0,498752173000.0,3127055000.0,4680638000.0,,3454533000.0,39869166000.0,16950370000.0,,,39869166000.0,538621339000.0,,,4909307000.0,4909307000.0,,602454000.0,,,,6144809000.0,,,113700026000.0,45604180000.0,277000000.0,,111700000.0,106213000.0
14683,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2022-04-30,2022-01-01,2022-03-31,2022-03-31,0,321003,定期报告,2585412000.0,,,39653562000.0,,,,3875351000.0,19625341000.0,8063000.0,61883630000.0,,,,,,,,,,,284841027000.0,,,,,,,3916976000.0,,,3507000.0,,,,,,,,,,,2941979000.0,,414155000.0,,,,,3716020000.0,921801000.0,611294424000.0,49978322000.0,9582830000.0,,,7264153000.0,,6463000.0,7404457000.0,357119128000.0,,,,,,,,431354000.0,571474000.0,,,230813000.0,,,,,,,,,128784972000.0,,,713075000.0,562177793000.0,3474505000.0,8038476000.0,,3906161000.0,49116631000.0,20242637000.0,,,49116631000.0,611294424000.0,,,5981028000.0,,,744156000.0,,,,6729668000.0,,,123627444000.0,63049323000.0,115991000.0,,114842000.0,90752000.0
14684,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2022-04-30,2021-01-01,2021-12-31,2022-03-31,1,321003,定期报告,6409633000.0,,,37156859000.0,,,,1350371000.0,24580566000.0,4556000.0,37619662000.0,,,,,,,,,,,277880342000.0,,,,,,,3855165000.0,,,3569000.0,,,,,,,,,,,2943470000.0,,424060000.0,,,,,3589114000.0,1070577000.0,591846597000.0,50631405000.0,14636393000.0,,,4604153000.0,,5772000.0,17179075000.0,337993246000.0,,,,,,,,468508000.0,676329000.0,,,195231000.0,,,,,,,,,117628146000.0,,,932472000.0,545031121000.0,3474505000.0,8038476000.0,,3906161000.0,46815476000.0,18844268000.0,,,46815476000.0,591846597000.0,,,4909307000.0,,,913091000.0,,,,6729668000.0,,,130464527000.0,64279223000.0,115991000.0,,98912000.0,80391000.0
15026,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2022-08-31,2022-01-01,2022-06-30,2022-06-30,0,321003,定期报告,4382900000.0,,,33204792000.0,,,,4161396000.0,25500648000.0,7058000.0,48339396000.0,,,,,,,,,,,294047448000.0,,,,,,,3922853000.0,,,3444000.0,,,,,,,,,,,2934158000.0,,426867000.0,,,,,3975672000.0,1091634000.0,631543414000.0,51205279000.0,10259525000.0,,,6802437000.0,,49395000.0,6396551000.0,376141670000.0,,,,,,,,569061000.0,677214000.0,,,247230000.0,,,,,,,,,127344437000.0,,,2774728000.0,582574214000.0,3474505000.0,8038476000.0,,3906161000.0,48969200000.0,19802385000.0,,,48969200000.0,631543414000.0,,,5981028000.0,4909307000.0,,613712000.0,,,,7152933000.0,,,133549339000.0,75744362000.0,115991000.0,,135456000.0,106687000.0
15042,300006641,重庆银行股份有限公司,601963.XSHG,601963,,01963,2022-08-31,2021-01-01,2021-12-31,2022-06-30,1,321003,定期报告,6409633000.0,,,37156859000.0,,,,1350371000.0,24580566000.0,4556000.0,37619662000.0,,,,,,,,,,,277880342000.0,,,,,,,3855165000.0,,,3569000.0,,,,,,,,,,,2943470000.0,,424060000.0,,,,,3589114000.0,1070577000.0,591846597000.0,50631405000.0,14636393000.0,,,4604153000.0,,5772000.0,17179075000.0,337993246000.0,,,,,,,,676329000.0,468508000.0,,,195231000.0,,,,,,,,,117628146000.0,,,932472000.0,545031121000.0,3474505000.0,8038476000.0,,3906161000.0,46815476000.0,18844268000.0,,,46815476000.0,591846597000.0,,,4909307000.0,4909307000.0,,913091000.0,,,,6729668000.0,,,130464527000.0,64279223000.0,115991000.0,,98912000.0,80391000.0
