date,code,open,close,high,low,volume,money
2021-08-19,601825.XSHG,8.05,8.07,9.66,8.05,651187755.0,5510065585.63
2021-08-20,601825.XSHG,7.26,7.26,7.4,7.26,97948649.0,711946417.87
2021-08-23,601825.XSHG,6.56,6.72,7.0,6.55,411199060.0,2757485241.43
2021-08-24,601825.XSHG,6.6,6.44,6.66,6.42,297940864.0,1934760815.11
2021-08-25,601825.XSHG,6.41,6.31,6.5,6.3,205253042.0,1305559881.33
2021-08-26,601825.XSHG,6.33,6.13,6.34,6.12,192930950.0,1192868430.92
2021-08-27,601825.XSHG,6.12,6.05,6.16,6.04,118928678.0,722524772.93
2021-08-30,601825.XSHG,6.03,5.85,6.05,5.84,158225837.0,934370335.25
2021-08-31,601825.XSHG,5.81,5.9,5.93,5.77,132795727.0,777670164.54
2021-09-01,601825.XSHG,5.86,5.97,6.1,5.78,177611737.0,1055994302.8
2021-09-02,601825.XSHG,5.91,5.88,5.93,5.85,109447160.0,643756276.07
2021-09-03,601825.XSHG,5.88,6.02,6.17,5.86,167510758.0,1008684801.02
2021-09-06,601825.XSHG,5.96,5.99,6.05,5.92,103517473.0,618306671.65
2021-09-07,601825.XSHG,5.97,5.99,6.02,5.92,98052459.0,584824079.11
2021-09-08,601825.XSHG,5.96,5.99,6.05,5.94,85379573.0,511698398.6
2021-09-09,601825.XSHG,5.98,6.03,6.05,5.96,91525239.0,549484823.39
2021-09-10,601825.XSHG,6.01,6.1,6.18,6.01,151656691.0,924932472.34
2021-09-13,601825.XSHG,6.07,6.0,6.07,5.97,83073198.0,498596102.39
2021-09-14,601825.XSHG,5.97,5.86,6.0,5.85,92238113.0,545777955.1
2021-09-15,601825.XSHG,5.85,5.84,5.87,5.83,45370338.0,265216667.56
2021-09-16,601825.XSHG,5.84,5.77,5.87,5.77,55620671.0,323381809.28
2021-09-17,601825.XSHG,5.77,5.7,5.79,5.68,65011247.0,372330528.18
2021-09-22,601825.XSHG,5.62,5.62,5.63,5.59,42957385.0,241021779.73
2021-09-23,601825.XSHG,5.68,5.68,5.75,5.67,38874608.0,221521152.51
2021-09-24,601825.XSHG,5.69,5.62,5.7,5.61,33612328.0,189776841.52
2021-09-27,601825.XSHG,5.62,5.53,5.63,5.52,47941826.0,265909388.83
2021-09-28,601825.XSHG,5.52,5.55,5.59,5.51,29705099.0,164907354.07
2021-09-29,601825.XSHG,5.52,5.5,5.56,5.47,41387003.0,228047285.35
2021-09-30,601825.XSHG,5.5,5.5,5.51,5.48,24338069.0,133699031.36
