id,code,statDate,pubDate,statDate.1,goods_sale_and_service_render_cash,net_deposit_increase,net_borrowing_from_central_bank,net_borrowing_from_finance_co,net_original_insurance_cash,net_cash_received_from_reinsurance_business,net_insurer_deposit_investment,net_deal_trading_assets,interest_and_commission_cashin,net_increase_in_placements,net_buyback,tax_levy_refund,other_cashin_related_operate,subtotal_operate_cash_inflow,goods_and_services_cash_paid,net_loan_and_advance_increase,net_deposit_in_cb_and_ib,original_compensation_paid,handling_charges_and_commission,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_withdrawal_cash,invest_proceeds,fix_intan_other_asset_dispo_cash,net_cash_deal_subcompany,other_cash_from_invest_act,subtotal_invest_cash_inflow,fix_intan_other_asset_acqui_cash,invest_cash_paid,impawned_loan_net_increase,net_cash_from_sub_company,other_cash_to_invest_act,subtotal_invest_cash_outflow,net_invest_cash_flow,cash_from_invest,cash_from_mino_s_invest_sub,cash_from_borrowing,cash_from_bonds_issue,other_finance_act_cash,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,proceeds_from_sub_to_mino_s,other_finance_act_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,requested_period
99320,600919.XSHG,2016-09-30,2016-10-31,2016-09-30,,57372684288.0,-4969999872.0,,,,,,10165710848.0,27152084992.0,,,-250140000.0,103836565504.0,,10197513216.0,3921807872.0,,6004059136.0,,1068430976.0,1541977984.0,8188666880.0,57039745024.0,46796820480.0,-956484485120.0,-9973153792.0,,,-94809000.0,-268917964800.0,144171008.0,-190957813760.0,,,,-190813650944.0,-78104322048.0,7129155072.0,,,65921486848.0,,73050644480.0,20750080000.0,-485675008.0,,,22136334336.0,50914308096.0,108034000.0,19714842624.0,-16837767168.0,2877075968.0,2016q3
99936,600919.XSHG,2016-12-31,2017-03-20,2016-12-31,,-8061500928.0,24500000768.0,,,,,,11063382016.0,-8683666432.0,,,164800000.0,4616787968.0,,15202441216.0,7019601920.0,,7908676096.0,,1286480000.0,1736546944.0,5331849216.0,7941666816.0,-3324879104.0,1125463228416.0,23466760192.0,,,183968992.0,451479502848.0,168071008.0,473893928960.0,,,,474061996032.0,-22582491136.0,1140000000.0,1140000000.0,,69907824640.0,,71047823360.0,63488430080.0,4579887104.0,,,66196385792.0,4851435008.0,187600992.0,-20868333568.0,16837767168.0,-4030566912.0,2016q4
103536,600919.XSHG,2017-03-31,2017-04-27,2017-03-31,,37769641984.0,8999999488.0,,,,,,14053703680.0,,,,205716000.0,61029064704.0,,25352409088.0,23903160320.0,,8660000768.0,,2278630912.0,3740240896.0,3390748928.0,89654050816.0,-28624986112.0,289708507136.0,6855602176.0,,,50717000.0,296614821888.0,33117000.0,293565890560.0,,,,293598986240.0,3015834112.0,,,,188369993728.0,,188369993728.0,59490000896.0,2906831104.0,,,62396829696.0,125973168128.0,-66683000.0,100297334784.0,95436963840.0,195734306816.0,2017q1
108873,600919.XSHG,2017-06-30,2017-08-30,2017-06-30,,-9444451328.0,5030000128.0,,,,,,9622390784.0,,,,1494512000.0,6702452224.0,,29472604160.0,-988552000.0,,7950538240.0,,1187878016.0,-547782016.0,2048702976.0,23053029376.0,-16350577664.0,228719771648.0,8459253248.0,,,50892000.0,237229916160.0,152571008.0,203786207232.0,,,,203938775040.0,33291137024.0,,,,88193998848.0,,88193998848.0,129091461120.0,947932992.0,,,130039390208.0,-41845395456.0,-123495000.0,-25028329472.0,195734306816.0,170705960960.0,2017q2
112476,600919.XSHG,2017-09-30,2017-10-31,2017-09-30,,-28325193000.0,8500000000.0,,,,,,12502574000.0,,,,1346755000.0,-5975864000.0,,25090668000.0,8758586000.0,,8296808000.0,,1152882000.0,839902000.0,2166713000.0,61293856000.0,-67269720000.0,278794810000.0,7156442000.0,,,-10131000.0,285941121000.0,212288000.0,317464857000.0,,,,317677145000.0,-31736024000.0,,,,126007233000.0,,126007233000.0,87448847000.0,3218939000.0,,,90667786000.0,35339447000.0,-104935000.0,-63771232000.0,170705969000.0,106934737000.0,2017q3
120918,600919.XSHG,2017-12-31,2018-04-25,2017-12-31,,9872063000.0,4000000000.0,,,,,,12859730000.0,,,,-1194467000.0,25537326000.0,,23455441000.0,4661028000.0,,9531450000.0,,1408268000.0,837980000.0,-1048798000.0,18430509000.0,7106817000.0,350512364000.0,9061555000.0,,,78400000.0,359652319000.0,167513000.0,400352633000.0,,,,400520146000.0,-40867827000.0,,,,102047172000.0,,102047172000.0,111799210000.0,1053240000.0,,,112852450000.0,-10805278000.0,-187095000.0,-44753383000.0,106934737000.0,62181354000.0,2017q4
125693,600919.XSHG,2018-03-31,2018-04-27,2018-03-31,,,5000000000.0,,,,,,13629220000.0,,,,547636000.0,55666069000.0,,39421981000.0,,,10997487000.0,,2443961000.0,977559000.0,4990889000.0,75184786000.0,-19518717000.0,362773801000.0,8546881000.0,,,56730000.0,371377412000.0,92120000.0,374302521000.0,,,,374394641000.0,-3017229000.0,,,,54681672000.0,,54681672000.0,55205390000.0,1274335000.0,,,56479725000.0,-1798053000.0,-277021000.0,-24611020000.0,62181354000.0,37570334000.0,2018q1
128196,600919.XSHG,2018-06-30,2018-08-21,2018-06-30,,,2015000000.0,,,,,,14265686000.0,5669514000.0,,,84316000.0,-8213126000.0,,44666630000.0,,,9507137000.0,,1312095000.0,2533286000.0,1923395000.0,63764165000.0,-71977291000.0,266819348000.0,9771397000.0,,,15399000.0,276606144000.0,88906000.0,236499055000.0,,,,236587961000.0,40018183000.0,,,,117294062000.0,,117294062000.0,45867191000.0,1544875000.0,,,47412066000.0,69881996000.0,442035000.0,38364923000.0,37570334000.0,75935257000.0,2018q2
135057,600919.XSHG,2018-09-30,2018-10-30,2018-09-30,,,40095000000.0,,,,,,14694150000.0,,,,258764000.0,90143610000.0,,53985629000.0,,,8988852000.0,,1269615000.0,973548000.0,2765701000.0,73359307000.0,16784303000.0,238870506000.0,8742575000.0,,,40519000.0,247653600000.0,98313000.0,314754684000.0,,,,314852997000.0,-67199397000.0,,,,115817543000.0,,115817543000.0,88457669000.0,5306829000.0,,,93764498000.0,22053045000.0,317680000.0,-28044369000.0,75935257000.0,47890888000.0,2018q3
143133,600919.XSHG,2018-12-31,2019-04-27,2018-12-31,,-20681442000.0,-1224000000.0,,,,,,14114017000.0,,,,560479000.0,8319043000.0,,7429768000.0,,,9857961000.0,,1364570000.0,658519000.0,2920007000.0,25655746000.0,-17336703000.0,738540803000.0,9530315000.0,,,46559000.0,748117677000.0,314531000.0,724418700000.0,,,,724733231000.0,23384446000.0,,,,195604899000.0,,195604899000.0,199961661000.0,1826733000.0,,,201788394000.0,-6183495000.0,-19351000.0,-155103000.0,47890888000.0,47735785000.0,2018q4
