id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
90111,601288.XSHG,2014-03-31,2014-04-26,2014-03-31,0.1645,53369000000.0,66588000000.0,2128000000.0,6.12,6.11,0.36,39.33,,,53.25,39.33,,28.86,,94.7,3.03,99.89,,126.58,258.72,14.05,22.3,14.05,22.3,19.02,107.91,13.75,89.97,13.65,88.62,2014q1
90110,601288.XSHG,2014-06-30,2014-08-27,2014-06-30,0.1558,50473000000.0,54495000000.0,1965000000.0,5.59,5.58,0.32,38.72,,,47.59,38.72,,30.6,,83.49,3.01,99.75,,235.43,563.95,12.89,-4.09,12.89,-4.09,6.28,-14.28,11.5,-5.56,11.6,-5.29,2014q2
90109,601288.XSHG,2014-09-30,2014-10-31,2014-09-30,0.15,48496000000.0,60043000000.0,1362000000.0,5.2,5.21,0.3,38.04,,51.59,48.41,38.04,,33.07,,97.33,2.21,100.18,,-325.14,-689.51,9.41,-2.45,9.41,-2.45,4.81,-0.77,6.1,-4.17,6.07,-4.34,2014q3
90108,601288.XSHG,2014-12-31,2015-03-25,2014-12-31,0.0832,27390000000.0,30084000000.0,1208000000.0,2.72,2.76,0.17,21.28,,72.65,27.35,21.28,,46.23,,85.99,3.45,101.36,,-24.42,-102.99,14.03,-0.34,14.03,-0.34,2.01,-43.7,-4.15,-44.25,-4.61,-44.18,2014q4
90107,601288.XSHG,2015-03-31,2015-04-29,2015-03-31,0.1666,53910000000.0,65632000000.0,965000000.0,5.02,5.0,0.33,38.95,,50.49,49.51,38.95,,28.85,,93.49,1.37,99.62,,276.29,587.01,2.46,9.89,2.46,9.89,-1.22,98.91,1.49,101.14,1.28,100.27,2015q1
90106,601288.XSHG,2015-06-30,2015-08-28,2015-06-30,0.1546,50208000000.0,58822000000.0,1485000000.0,4.47,4.47,0.29,37.3,,52.66,47.34,37.3,,30.32,,91.23,2.3,100.02,,100.28,229.65,3.19,-3.4,3.19,-3.4,-1.45,-7.63,-0.59,-7.5,-0.8,-7.24,2015q2
90105,601288.XSHG,2015-09-30,2015-10-24,2015-09-30,0.15,49739000000.0,57777000000.0,3019000000.0,4.26,4.34,0.28,36.66,,52.67,47.33,36.66,,32.1,,92.68,4.84,101.73,,-6.89,-15.87,4.55,-1.17,4.55,-1.17,2.22,-1.19,0.76,-2.86,1.01,-2.6,2015q3
90104,601288.XSHG,2015-12-31,2016-04-01,2015-12-31,0.0843,30340000000.0,30060000000.0,3504000000.0,2.3,2.55,0.15,21.26,,71.25,28.75,21.26,,42.4,,88.83,10.35,110.84,,239.87,1028.51,1.58,-3.18,1.58,-3.18,6.77,-41.19,1.48,-43.85,1.3,-44.02,2015q4
90103,601288.XSHG,2016-03-31,2016-04-29,2016-03-31,0.1684,55047000000.0,63535000000.0,317000000.0,4.43,4.45,0.3,39.53,,50.1,49.9,39.53,,27.94,,91.98,0.46,100.66,,138.44,300.8,-1.0,7.1,-1.0,7.1,-0.22,85.89,0.46,99.12,1.06,99.8,2016q1
100457,601288.XSHG,2016-06-30,2016-08-27,2016-06-30,0.1554,50300000000.0,59222000000.0,1019000000.0,4.01,4.0,0.27,41.26,,49.85,50.15,41.26,,32.39,,94.94,1.63,99.68,,280.9,580.28,-9.18,-11.38,-9.18,-11.38,-3.79,-10.93,0.47,-7.49,0.52,-7.73,2016q2
