day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2014-01-02,601288.XSHG,0.0204,8022.4147,7018.8392,4.9218,0.9699,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-03,601288.XSHG,0.023,7989.9353,6990.4228,4.9018,0.9659,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-06,601288.XSHG,0.0365,7924.9765,6933.5901,4.862,0.9581,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-07,601288.XSHG,0.022,7892.497,6905.1738,4.8421,0.9542,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-08,601288.XSHG,0.0284,7860.0176,6876.7574,4.8221,0.9502,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-09,601288.XSHG,0.0221,7827.5382,6848.3411,4.8022,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-10,601288.XSHG,0.0322,7827.5382,6848.3411,4.8022,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-13,601288.XSHG,0.0236,7827.5382,6848.3411,4.8022,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-14,601288.XSHG,0.0214,7827.5382,6848.3411,4.8022,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-15,601288.XSHG,0.0217,7762.5794,6791.5083,4.7623,0.9384,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-16,601288.XSHG,0.0426,7730.1,6763.092,4.7424,0.9345,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-17,601288.XSHG,0.0238,7665.1412,6706.2593,4.7026,0.9267,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-20,601288.XSHG,0.0209,7665.1412,6706.2593,4.7026,0.9267,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-21,601288.XSHG,0.0183,7697.6206,6734.6756,4.7225,0.9306,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-22,601288.XSHG,0.0417,7762.5794,6791.5083,4.7623,0.9384,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-23,601288.XSHG,0.0282,7665.1412,6706.2593,4.7026,0.9267,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-24,601288.XSHG,0.0235,7697.6206,6734.6756,4.7225,0.9306,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-27,601288.XSHG,0.0171,7665.1412,6706.2593,4.7026,0.9267,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-28,601288.XSHG,0.0256,7697.6206,6734.6756,4.7225,0.9306,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-29,601288.XSHG,0.0241,7795.0588,6819.9247,4.7823,0.9424,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-01-30,601288.XSHG,0.0119,7730.1,6763.092,4.7424,0.9345,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-07,601288.XSHG,0.0184,7697.6206,6734.6756,4.7225,0.9306,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-10,601288.XSHG,0.0331,7730.1,6763.092,4.7424,0.9345,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-11,601288.XSHG,0.0619,7827.5382,6848.3411,4.8022,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-12,601288.XSHG,0.0325,7827.5382,6848.3411,4.8022,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-13,601288.XSHG,0.0421,7827.5382,6848.3411,4.8022,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-14,601288.XSHG,0.0235,7827.5382,6848.3411,4.8022,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-17,601288.XSHG,0.0216,7795.0588,6819.9247,4.7823,0.9424,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-18,601288.XSHG,0.0234,7730.1,6763.092,4.7424,0.9345,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-19,601288.XSHG,0.0505,7827.5382,6848.3411,4.8022,0.9463,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-20,601288.XSHG,0.0425,7730.1,6763.092,4.7424,0.9345,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-21,601288.XSHG,0.0216,7730.1,6763.092,4.7424,0.9345,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-24,601288.XSHG,0.0382,7632.6617,6677.8429,4.6826,0.9227,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-25,601288.XSHG,0.0348,7600.1823,6649.4266,4.6627,0.9188,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-26,601288.XSHG,0.0243,7600.1823,6649.4266,4.6627,0.9188,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-27,601288.XSHG,0.0341,7600.1823,6649.4266,4.6627,0.9188,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-02-28,601288.XSHG,0.0265,7567.7029,6621.0102,4.6428,0.9149,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-03,601288.XSHG,0.0368,7567.7029,6621.0102,4.6428,0.9149,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-04,601288.XSHG,0.0374,7600.1823,6649.4266,4.6627,0.9188,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-05,601288.XSHG,0.0188,7535.2235,6592.5939,4.6229,0.911,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-06,601288.XSHG,0.0196,7535.2235,6592.5939,4.6229,0.911,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-07,601288.XSHG,0.025,7567.7029,6621.0102,4.6428,0.9149,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-10,601288.XSHG,0.0313,7437.7853,6507.3448,4.5631,0.8992,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-11,601288.XSHG,0.0227,7437.7853,6507.3448,4.5631,0.8992,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-12,601288.XSHG,0.0319,7437.7853,6507.3448,4.5631,0.8992,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-13,601288.XSHG,0.0961,7665.1412,6706.2593,4.7026,0.9267,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-14,601288.XSHG,0.0651,7665.1412,6706.2593,4.7026,0.9267,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-17,601288.XSHG,0.0334,7600.1823,6649.4266,4.6627,0.9188,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-18,601288.XSHG,0.0328,7600.1823,6649.4266,4.6627,0.9188,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-19,601288.XSHG,0.02,7567.7029,6621.0102,4.6428,0.9149,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-20,601288.XSHG,0.0339,7567.7029,6621.0102,4.6428,0.9149,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-21,601288.XSHG,0.1077,7795.0588,6819.9247,4.7823,0.9424,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-24,601288.XSHG,0.0606,7795.0588,6819.9247,4.7823,0.9424,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-25,601288.XSHG,0.0323,7795.0588,6819.9247,4.7823,0.9424,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-26,601288.XSHG,0.0357,7795.0588,6819.9247,4.6869,0.9246,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-27,601288.XSHG,0.0409,7795.0588,6819.9247,4.6869,0.9246,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-28,601288.XSHG,0.0481,7892.497,6905.1738,4.7455,0.9361,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-03-31,601288.XSHG,0.0336,7860.0176,6876.7574,4.726,0.9323,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-01,601288.XSHG,0.0196,7860.0176,6876.7574,4.726,0.9323,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-02,601288.XSHG,0.0227,7924.9765,6933.5901,4.765,0.94,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-03,601288.XSHG,0.0669,7762.5794,6791.5083,4.6674,0.9207,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-04,601288.XSHG,0.0231,7795.0588,6819.9247,4.6869,0.9246,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-08,601288.XSHG,0.0607,7924.9765,6933.5901,4.765,0.94,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-09,601288.XSHG,0.0271,7957.4559,6962.0065,4.7846,0.9438,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-10,601288.XSHG,0.0564,7989.9353,6990.4228,4.8041,0.9477,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-11,601288.XSHG,0.0472,8022.4147,7018.8392,4.8236,0.9515,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-14,601288.XSHG,0.0216,8022.4147,7018.8392,4.8236,0.9515,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-15,601288.XSHG,0.0241,7892.497,6905.1738,4.7455,0.9361,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-16,601288.XSHG,0.019,7924.9765,6933.5901,4.765,0.94,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-17,601288.XSHG,0.0143,7924.9765,6933.5901,4.765,0.94,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-18,601288.XSHG,0.0268,7860.0176,6876.7574,4.726,0.9323,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-21,601288.XSHG,0.0238,7795.0588,6819.9247,4.6869,0.9246,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-22,601288.XSHG,0.0196,7827.5382,6848.3411,4.7065,0.9284,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-23,601288.XSHG,0.0192,7860.0176,6876.7574,4.726,0.9323,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-24,601288.XSHG,0.0181,7795.0588,6819.9247,4.6869,0.9246,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-25,601288.XSHG,0.0304,7827.5382,6848.3411,4.7065,0.9284,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-28,601288.XSHG,0.0327,7860.0176,6876.7574,4.5504,0.8698,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-29,601288.XSHG,0.0302,7892.497,6905.1738,4.5692,0.8734,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-04-30,601288.XSHG,0.0168,7860.0176,6876.7574,4.5504,0.8698,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-05-05,601288.XSHG,0.0374,7762.5794,6791.5083,4.4939,0.859,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-05-06,601288.XSHG,0.0225,7762.5794,6791.5083,4.4939,0.859,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-05-07,601288.XSHG,0.0163,7730.1,6763.092,4.4751,0.8554,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-05-08,601288.XSHG,0.0181,7762.5794,6791.5083,4.4939,0.859,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-05-09,601288.XSHG,0.0275,7795.0588,6819.9247,4.5128,0.8626,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-05-12,601288.XSHG,0.033,7860.0176,6876.7574,4.5504,0.8698,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-05-13,601288.XSHG,0.0222,7892.497,6905.1738,4.5692,0.8734,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2014-05-14,601288.XSHG,0.0135,7892.497,6905.1738,4.5692,0.8734,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
