id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110545,601288.XSHG,2015-03-25,2014-12-31,8098067000000.0,12533397000000.0,14697379000000.0,864443000000.0,4.76,13503621000000.0,902096000000.0,2.0,90967000000.0,17.4648,2.92,2.76,991429000000.0,986206000000.0,9.09,1026152000000.0,9.46,1391559000000.0,12.82,10852619000000.0,64.61,44.02,72.49,1.54,5.23,14.43,358071000000.0,286.53,34.56,,,9.91,,12.77,,7661924000000.0,94.62,311173000000.0,3.84,35052000000.0,0.43,75669000000.0,0.93,14249000000.0,0.18,2213212000000.0,6.13,2788686000000.0,6.43,4705507000000.0,1.74,7291777000000.0,1.92,2014
110616,601288.XSHG,2016-04-01,2015-12-31,8909918000000.0,13538360000000.0,16383048000000.0,973294000000.0,4.43,14939741000000.0,1051534000000.0,1.94,100028000000.0,18.6561,2.66,2.49,1130285000000.0,1124690000000.0,10.24,1204592000000.0,10.96,1471620000000.0,13.4,10986302000000.0,65.8124,44.5,115.15,2.39,7.15,16.82,403243000000.0,189.43,33.28,,,10.0,,13.08,,8322619000000.0,93.41,374432000000.0,4.2,47755000000.0,0.54,147864000000.0,1.66,17248000000.0,0.19,,,,,4997891000000.0,1.67,7867754000000.0,1.9,2015
110527,601288.XSHG,2017-03-29,2016-12-31,9719639000000.0,15038001000000.0,17690300000000.0,966835000000.0,3.71,16100094000000.0,1067598000000.0,1.61,107912000000.0,21.3258,2.25,2.1,1238683000000.0,1231030000000.0,10.38,1310934000000.0,11.06,1546500000000.0,13.04,11856530000000.0,49.5,46.74,82.24,2.37,6.98,16.58,400275000000.0,173.4,34.59,,,10.32,,13.13,,9111457000000.0,93.75,377348000000.0,3.88,57550000000.0,0.59,151587000000.0,1.56,21697000000.0,0.22,,,,,5682343000000.0,1.35,8551116000000.0,1.55,2016
110731,601288.XSHG,2018-03-27,2017-12-31,10720611000000.0,16194279000000.0,19367920000000.0,1143042000000.0,3.68,17768515000000.0,1021891000000.0,1.53,95111000000.0,17.7102,2.28,2.15,1347453000000.0,1339953000000.0,10.63,1419859000000.0,11.26,1731946000000.0,13.74,12605577000000.0,51.6,50.95,106.74,1.81,7.26,18.27,404300000000.0,208.37,32.96,,,10.0,,12.74,,10175764000000.0,94.92,350815000000.0,3.27,38877000000.0,0.36,131479000000.0,1.23,23676000000.0,0.22,2328333000000.0,4.1,3662932000000.0,4.59,6478930000000.0,1.26,9120867000000.0,1.41,2017
110767,601288.XSHG,2019-03-30,2018-12-31,11940322000000.0,17346290000000.0,20541585000000.0,1551629000000.0,3.82,18963079000000.0,1025371000000.0,1.62,120828000000.0,20.1855,2.33,2.2,1591376000000.0,1583927000000.0,11.55,1663833000000.0,12.13,2073343000000.0,15.12,13712894000000.0,68.835,55.17,101.77,1.59,5.53,15.25,479143000000.0,252.18,31.27,,,,,,,11397204000000.0,95.67,326419000000.0,2.74,45388000000.0,0.38,126274000000.0,1.06,18340000000.0,0.15,2323836000000.0,4.25,4173941000000.0,4.59,,,,,2018
110912,601288.XSHG,2020-03-31,2019-12-31,13360342000000.0,18542861000000.0,22459982000000.0,1163630000000.0,3.89,20736411000000.0,1096337000000.0,1.8,140397000000.0,22.3823,2.23,2.09,1748467000000.0,1740584000000.0,11.24,1940478000000.0,12.53,2498311000000.0,16.13,15485352000000.0,72.0511,57.74,112.07,1.4,4.68,13.83,540578000000.0,295.45,30.49,,,,,,,12843935000000.0,96.36,298401000000.0,2.24,66462000000.0,0.5,103763000000.0,0.78,16985000000.0,0.12,2245236000000.0,4.28,4745055000000.0,4.58,7095693000000.0,1.44,10519523000000.0,1.69,2019
111002,601288.XSHG,2021-03-31,2020-12-31,15170442000000.0,20372901000000.0,24830792000000.0,1651501000000.0,3.75,22527539000000.0,1152232000000.0,1.71,112882000000.0,17.1563,2.2,2.04,1884392000000.0,1875372000000.0,11.04,2195256000000.0,12.92,2817924000000.0,16.59,16989668000000.0,74.4638,59.15,122.98,1.57,4.07,12.58,618009000000.0,266.2,29.23,,,,,,,14594673000000.0,96.42,304335000000.0,2.01,62873000000.0,0.42,152627000000.0,1.01,21613000000.0,0.14,2472008000000.0,3.86,5334877000000.0,4.45,7384030000000.0,1.41,11227956000000.0,1.61,2020
111085,601288.XSHG,2022-03-31,2021-12-31,17175073000000.0,21907127000000.0,27237605000000.0,1538232000000.0,3.7,24676510000000.0,1223364000000.0,1.74,141928000000.0,19.7145,2.12,1.96,2053737000000.0,2042352000000.0,11.44,2402361000000.0,13.46,3057867000000.0,17.13,17849566000000.0,78.3995,62.01,138.94,1.43,2.44,11.67,720570000000.0,299.73,30.46,,,,,,,16636899000000.0,97.09,253071000000.0,1.48,48712000000.0,0.28,170611000000.0,1.0,26459000000.0,0.15,2633532000000.0,3.64,6286178000000.0,4.27,8113948000000.0,1.47,12368319000000.0,1.7,2021
111343,601288.XSHG,2023-03-31,2022-12-31,19763827000000.0,25121040000000.0,31009785000000.0,1494646000000.0,3.57,28187009000000.0,1094193000000.0,1.84,134902000000.0,18.6106,1.9,1.73,2228589000000.0,2215612000000.0,11.15,2655621000000.0,13.37,3416349000000.0,17.2,19862505000000.0,78.6744,64.21,235.12,1.37,2.59,13.54,782854000000.0,302.6,32.81,,,,,,,19163860000000.0,97.17,287799000000.0,1.46,122688000000.0,0.62,131072000000.0,0.66,17302000000.0,0.09,3007512000000.0,3.48,7130276000000.0,4.1,9010667000000.0,1.66,13863865000000.0,1.72,2022
112022,601288.XSHG,2024-03-29,2023-12-31,22564269000000.0,28898468000000.0,35840908000000.0,1567837000000.0,3.41,33192279000000.0,1132937000000.0,1.96,123078000000.0,17.7134,1.6,1.45,2409743000000.0,2394940000000.0,10.72,2874949000000.0,12.87,3828171000000.0,17.14,22338078000000.0,78.0812,75.42,182.67,1.33,1.99,12.02,882855000000.0,303.87,33.86,,,,,,,21943392000000.0,97.25,320117000000.0,1.42,140194000000.0,0.61,132041000000.0,0.59,28525000000.0,0.13,3367549000000.0,3.44,8794317000000.0,3.71,10649137000000.0,1.93,16066059000000.0,1.68,2023
