trade_seq,code,display_name,listed_start,listed_days,listed_trading_days,open,close,high,low,volume,money,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,daily_return_close,mom_1m,mom_3m,mom_6m,mom_12m,mom_12_1,mom_6_1,liq_money_1m,liq_turnover_1m,price_history_1m_ready,price_history_3m_ready,price_history_6m_ready,price_history_12m_ready,price_history_12_1_ready,liquidity_1m_ready,momentum_core_ready_v1,rebalance_date,next_rebalance_date,next_rebalance_close,y_year_total_return_close,y_year_avg_daily_return_close,avg_money_20d_pre_rebalance,avg_market_cap_20d_pre_rebalance,liquidity_top_80_flag,market_cap_top_80_flag,rebalance_stock_pool_flag
80,601818.XSHG,光大银行,2010-08-18,1356,80,1.29,1.28,1.3,1.28,134027632.0,172295520.0,0.1779,1134.302,967.3917,4.2139,0.6934,-0.0153846153846154,-0.037593984962406,-0.037593984962406,,,,,231541136.4,0.231975,1,1,0,0,0,1,0,2014-05-05,2015-05-04,3.11,1.4296875,0.003959455842903673,231541136.4,1168.144345,1,1,1
80,601939.XSHG,建设银行,2007-09-25,2414,80,2.06,2.06,2.06,2.04,52415389.0,107541608.0,0.2847,9875.4336,378.9495,4.4714,0.8669,0.0,-0.0143540669856457,0.0,,,,,104761357.8,0.27287,1,1,0,0,0,1,0,2014-05-05,2015-05-04,3.88,0.8834951456310678,0.002854809669080526,104761357.8,9982.93833,1,1,1
80,601988.XSHG,中国银行,2006-07-05,2861,80,1.34,1.33,1.34,1.32,46623350.0,61836568.0,0.0122,7263.4784,5089.2992,4.4715,0.7469,0.0,0.0,0.0230769230769229,,,,,72462380.0,0.0141,1,1,0,0,0,1,0,2014-05-05,2015-05-04,2.66,1.0,0.0031271866836867896,72462380.0,7327.732264999999,0,1,0
80,601998.XSHG,中信银行,2007-04-27,2565,80,2.72,2.67,2.72,2.63,73916853.0,196537680.0,0.1311,2208.3618,1505.9237,5.4309,0.9281,-0.0183823529411765,0.0075471698113207,0.2654028436018958,,,,,261144060.4,0.16967,1,1,0,0,0,1,0,2014-05-05,2015-05-04,4.78,0.7902621722846443,0.002696456524055253,261144060.4,2250.236485,1,1,1
324,000001.XSHE,平安银行,1991-04-03,8797,324,10.35,10.23,10.35,10.09,230427267.0,2351547392.0,1.2094,2264.8711,1950.0298,11.1148,1.6568,-0.0115942028985506,0.2645241038318913,0.4388185654008438,0.8432432432432433,1.1999999999999995,0.7397849462365589,0.4576576576576576,4823749107.2,2.54162,1,1,1,1,1,1,1,2015-05-04,2016-05-03,6.62,-0.35288367546432065,-0.0014328176818392032,4823749107.2,2211.882475,1,1,1
324,002142.XSHE,宁波银行,2007-07-19,2846,324,9.26,9.17,9.26,9.01,112412610.0,1025291584.0,1.8703,623.3171,550.9487,10.6061,1.7378,-0.0118534482758619,0.0737704918032788,0.3810240963855422,0.704460966542751,1.204326923076923,1.052884615384615,0.5873605947955389,2083231632.0,3.7280800000000007,1,1,1,1,1,1,1,2015-05-04,2016-05-03,8.38,-0.08615049073064329,8.481805683611223e-05,2083231632.0,631.7828899999998,0,0,0
324,600000.XSHG,浦发银行,1999-11-10,5654,324,8.48,8.39,8.48,8.29,547560315.0,4597699072.0,1.7293,3322.1833,2657.7466,6.9926,1.1637,-0.0152582159624411,0.0996068152031455,0.2338235294117647,0.7663157894736843,0.9557109557109558,0.7785547785547786,0.6063157894736841,7809430604.8,2.934465,1,1,1,1,1,1,1,2015-05-04,2016-05-03,8.94,0.0655542312276518,0.0009907875382734578,7809430604.8,3327.779305,1,1,1
324,600015.XSHG,华夏银行,2003-09-12,4252,324,7.01,6.99,7.03,6.89,307178471.0,2135905664.0,2.0479,1439.8809,1049.059,7.8276,1.3668,-0.0028530670470755,0.2371681415929203,0.328897338403042,0.8640000000000001,1.0619469026548671,0.6666666666666667,0.5066666666666668,3273637158.4,3.198115,1,1,1,1,1,1,1,2015-05-04,2016-05-03,5.49,-0.2145922746781116,-0.0006401430114400196,3273637158.4,1404.75203,1,1,1
324,600016.XSHG,民生银行,2000-12-19,5249,324,5.34,5.44,5.46,5.29,917392043.0,4969835008.0,1.6894,3707.1822,2956.2756,8.1932,1.4591,0.0187265917602996,0.1193415637860082,0.1239669421487603,0.7269841269841271,0.7324840764331211,0.5477707006369428,0.5428571428571429,6353435366.4,2.21118,1,1,1,1,1,1,1,2015-05-04,2016-05-03,4.81,-0.11580882352941191,-0.000191788064108904,6353435366.4,3597.8151999999995,1,1,1
324,600036.XSHG,招商银行,2002-04-09,4773,324,11.66,11.62,11.74,11.53,333604186.0,3868502784.0,1.0345,4579.924,3746.2163,7.8712,1.3823,-0.0034305317324185,0.1596806387225549,0.2644178454842218,0.7138643067846606,0.9496644295302012,0.681208053691275,0.4778761061946901,,,1,1,1,1,1,0,0,2015-05-04,2016-05-03,11.74,0.010327022375215211,0.00034338322981100204,6773472290.133333,4412.590285,1,1,1
324,601009.XSHG,南京银行,2007-07-19,2846,324,4.13,4.13,4.14,4.04,324861965.0,1330064640.0,2.5814,519.5633,519.5633,8.7142,1.5305,-0.0024154589371979,0.1766381766381766,0.3675496688741722,0.632411067193676,1.36,1.0057142857142858,0.3873517786561264,2152293081.6,4.35019,1,1,1,1,1,1,1,2015-05-04,2016-05-03,4.19,0.014527845036319764,0.0007505960983254398,2152293081.6,492.32335,0,0,0
324,601166.XSHG,兴业银行,2007-02-05,3010,324,11.06,10.95,11.06,10.83,460450642.0,5031704576.0,1.63,3642.8068,3093.5427,7.5009,1.4008,-0.0152877697841726,0.0549132947976878,0.3240628778718257,0.7950819672131146,1.0315398886827456,0.9257884972170688,0.7016393442622952,8529571609.6,2.642695,1,1,1,1,1,1,1,2015-05-04,2016-05-03,9.52,-0.13059360730593605,-0.0002648855933673451,8529571609.6,3795.130215000001,1,1,1
324,601169.XSHG,北京银行,2007-09-19,2784,324,4.45,4.61,4.62,4.35,1167240385.0,5279684608.0,3.7581,1433.018,1433.018,8.9079,1.4295,0.0429864253393665,0.2459459459459458,0.3323699421965318,0.6523297491039428,1.2270531400966185,0.7874396135265702,0.3261648745519714,,,1,1,1,1,1,0,0,2015-05-04,2016-05-03,4.28,-0.07158351409978314,-0.0003655455783288285,4369371264.0,1299.8539649999998,1,0,0
324,601288.XSHG,农业银行,2010-07-15,1754,324,2.13,2.13,2.13,2.1,1775573288.0,3758818560.0,0.3362,12829.3676,11224.4594,7.1216,1.2291,0.0,0.086734693877551,0.1329787234042554,0.554744525547445,0.7749999999999999,0.6333333333333333,0.4306569343065691,6669189222.4,0.59764,1,1,1,1,1,1,1,2015-05-04,2016-05-03,1.77,-0.16901408450704225,-0.0005148584148421414,6669189222.4,12741.67321,1,1,1
324,601328.XSHG,交通银行,2007-05-15,2911,324,3.75,3.79,3.85,3.7,695735355.0,2635440384.0,1.1487,5213.2434,2296.1755,7.8833,1.0641,0.0133689839572193,0.0985507246376811,0.1114369501466274,0.6196581196581197,1.0159574468085109,0.8351063829787235,0.4743589743589744,4302081523.2,1.901715,1,1,1,1,1,1,1,2015-05-04,2016-05-03,3.05,-0.19525065963060695,-0.0004411352436554807,4302081523.2,5129.326535,1,1,1
324,601398.XSHG,工商银行,2006-10-27,3111,324,2.98,2.98,3.0,2.97,787073162.0,2347049472.0,0.1617,19210.2973,14532.0983,6.9393,1.2182,-0.0066666666666667,0.1078066914498141,0.1778656126482214,0.4752475247524752,0.6741573033707864,0.5112359550561798,0.3316831683168317,4947071961.6,0.342275,1,1,1,1,1,1,1,2015-05-04,2016-05-03,2.48,-0.16778523489932884,-0.0005183915992229929,4947071961.6,19062.38866,1,1,1
324,601818.XSHG,光大银行,2010-08-18,1720,324,3.14,3.11,3.15,3.05,1007732579.0,3122557184.0,1.4343,2562.6823,2185.5887,8.8143,1.3664,-0.0095541401273886,0.1391941391941391,0.3122362869198312,0.8848484848484848,1.4296875,1.1328125,0.6545454545454545,5003924851.2,2.328165,1,1,1,1,1,1,1,2015-05-04,2016-05-03,2.16,-0.30546623794212213,-0.0009738595853861196,5003924851.2,2518.1037800000004,1,1,1
324,601939.XSHG,建设银行,2007-09-25,2778,324,3.85,3.88,3.88,3.81,382138395.0,1472443392.0,2.2371,17250.7574,661.9624,7.5313,1.321,0.0077922077922076,0.1311953352769679,0.1757575757575757,0.6581196581196582,0.8743961352657006,0.6570048309178746,0.4658119658119659,3418595577.6,5.22142,1,1,1,1,1,1,1,2015-05-04,2016-05-03,2.79,-0.2809278350515464,-0.0010330197839266053,3418595577.6,17016.997174999997,1,1,1
324,601988.XSHG,中国银行,2006-07-05,3225,324,2.66,2.66,2.68,2.61,1817189015.0,4814831104.0,0.4756,14218.9303,10179.9744,8.3606,1.2608,-0.0037453183520598,0.1037344398340249,0.0946502057613167,0.7272727272727273,0.9850746268656716,0.7985074626865671,0.5649350649350651,9299809830.4,0.930775,1,1,1,1,1,1,1,2015-05-04,2016-05-03,1.94,-0.2706766917293234,-0.0009768292222609414,9299809830.4,13912.767015000001,1,1,1
324,601998.XSHG,中信银行,2007-04-27,2929,324,4.75,4.78,4.83,4.71,183954138.0,878471104.0,0.3466,3719.5925,2536.4605,9.0912,1.3735,0.0042016806722691,0.0814479638009051,0.1353919239904988,0.6597222222222223,0.8745098039215689,0.7333333333333334,0.5347222222222223,1950055056.0,0.7661399999999999,1,1,1,1,1,1,1,2015-05-04,2016-05-03,3.59,-0.2489539748953976,-0.0010550738009852414,1950055056.0,3722.8676049999995,0,1,0
569,000001.XSHE,平安银行,1991-04-03,9162,569,6.55,6.62,6.64,6.52,78946785.0,521137502.43,0.4144,1528.1666,1260.673,6.846,0.9117,0.0106870229007633,0.0030303030303031,0.0677419354838708,-0.1149732620320855,-0.3333333333333332,-0.3353474320241691,-0.1176470588235295,473102056.29700005,0.37574,1,1,1,1,1,1,1,2016-05-03,2017-05-02,6.75,0.01963746223564944,0.00010558529787543748,473102056.29700005,1524.9471600000002,1,1,1
569,002142.XSHE,宁波银行,2007-07-19,3211,569,8.27,8.38,8.47,8.24,46856043.0,392588108.8,0.797,556.8906,492.6972,8.1621,1.3132,0.0182260024301337,0.0634517766497462,0.1769662921348316,0.0035928143712575,-0.0668151447661469,-0.1224944320712695,-0.0562874251497005,,,1,1,1,1,1,0,0,2016-05-03,2017-05-02,10.36,0.23627684964200468,0.0009862810144541173,322390946.1363158,533.140855,1,0,0
569,600000.XSHG,浦发银行,1999-11-10,6019,569,8.85,8.94,9.0,8.79,56312529.0,501830132.0,0.1489,3561.1203,3380.009,6.6773,1.0364,0.0170648464163822,-0.0033444816053512,0.0719424460431654,0.0228832951945079,0.0982800982800982,0.1019656019656018,0.0263157894736842,478820575.85,0.143405,1,1,1,1,1,1,1,2016-05-03,2017-05-02,8.47,-0.05257270693512295,-0.0001935420295128592,478820575.85,3514.7392499999996,1,1,1
569,600015.XSHG,华夏银行,2003-09-12,4617,569,5.48,5.49,5.57,5.45,84608622.0,467389297.0,0.4233,1097.4083,1097.4083,5.7222,0.7725,0.009191176470588,0.003656307129799,0.0785854616895875,-0.0710659898477157,-0.176911544227886,-0.1799100449775112,-0.0744500846023689,233917054.8,0.2733,1,1,1,1,1,1,1,2016-05-03,2017-05-02,5.75,0.04735883424408005,0.00024022583937592158,233917054.8,1091.1037849999998,0,0,0
569,600016.XSHG,民生银行,2000-12-19,5614,569,4.77,4.81,4.83,4.76,89491449.0,429277703.0,0.1552,3422.3257,2771.956,7.3693,1.101,0.0083857442348007,0.0169133192389003,0.1032110091743117,0.0688888888888887,-0.099250936329588,-0.1142322097378276,0.0511111111111111,754083941.95,0.276165,1,1,1,1,1,1,1,2016-05-03,2017-05-02,4.15,-0.1372141372141371,-0.0005730687006609385,754083941.95,3365.2261499999995,1,1,1
569,600036.XSHG,招商银行,2002-04-09,5138,569,11.8,11.74,11.84,11.65,52829210.0,620494470.0,0.1699,4463.9127,3651.3232,7.5883,1.1774,-0.0033955857385398,0.087037037037037,0.1798994974874372,-0.047077922077922,0.0244328097731238,-0.0575916230366492,-0.1233766233766233,661648035.55,0.187325,1,1,1,1,1,1,1,2016-05-03,2017-05-02,13.13,0.11839863713798993,0.000504735540086155,661648035.55,4305.153745,1,1,1
569,601009.XSHG,南京银行,2007-07-19,3211,569,4.12,4.19,4.3,4.11,154477242.0,650494873.0,1.2712,577.9346,509.7658,7.8672,1.178,0.0194647201946471,0.0607594936708861,0.1736694677871151,-0.0709534368070952,0.0269607843137256,-0.0318627450980392,-0.1241685144124167,302590026.2,0.621825,1,1,1,1,1,1,1,2016-05-03,2017-05-02,4.66,0.11217183770883055,0.0005456183278109586,302590026.2,545.621385,1,0,0
569,601166.XSHG,兴业银行,2007-02-05,3375,569,9.5,9.52,9.6,9.44,117157740.0,1116096311.0,0.3625,3076.9524,3076.9524,6.0194,1.0124,0.0021052631578946,0.0347826086956521,0.1173708920187792,0.0031612223393044,-0.1111111111111112,-0.1409897292250235,-0.0305584826132772,982532105.3,0.324935,1,1,1,1,1,1,1,2016-05-03,2017-05-02,9.47,-0.005252100840336005,-3.772386213775841e-05,982532105.3,3020.6527250000004,1,1,1
569,601169.XSHG,北京银行,2007-09-19,3149,569,4.27,4.28,4.34,4.26,89337626.0,384384964.0,0.2933,1305.2397,1305.2397,7.6205,1.0723,0.0,0.026378896882494,0.1030927835051547,,-0.0775862068965516,-0.1012931034482758,,478276915.6,0.37021,1,1,0,1,1,1,0,2016-05-03,2017-05-02,4.56,0.06542056074766345,0.0005494104794171789,478276915.6,1291.933825,1,1,1
569,601288.XSHG,农业银行,2010-07-15,2119,569,1.76,1.77,1.77,1.75,192244606.0,338916445.0,0.0368,10198.5353,9233.3362,5.6298,0.863,0.0056818181818181,-0.0166666666666667,0.0535714285714286,-0.0166666666666667,-0.1194029850746267,-0.1044776119402983,0.0,293248742.75,0.03161,1,1,1,1,1,1,1,2016-05-03,2017-05-02,1.98,0.11864406779661008,0.0004813367379833405,293248742.75,10242.38249,1,1,1
569,601328.XSHG,交通银行,2007-05-15,3276,569,3.02,3.05,3.05,3.01,132152575.0,401816806.0,0.1887,4039.8923,2135.247,6.0637,0.7499,0.0132890365448505,-0.0317460317460317,0.0166666666666666,-0.1689373297002725,-0.1643835616438356,-0.136986301369863,-0.1416893732970027,411078092.45,0.189805,1,1,1,1,1,1,1,2016-05-03,2017-05-02,3.49,0.14426229508196742,0.0005924495093794043,411078092.45,4085.19259,1,1,1
569,601398.XSHG,工商银行,2006-10-27,3476,569,2.46,2.48,2.48,2.45,131345639.0,324449921.0,0.0282,15254.1878,11539.4027,5.4956,0.8551,0.0081300813008129,-0.0040160642570281,0.0464135021097045,-0.0746268656716419,-0.1388888888888888,-0.1354166666666665,-0.0708955223880596,297899620.7,0.025785,1,1,1,1,1,1,1,2016-05-03,2017-05-02,2.94,0.185483870967742,0.0007248722331040833,297899620.7,15277.354215000003,1,1,1
569,601818.XSHG,光大银行,2010-08-18,2085,569,2.14,2.16,2.17,2.13,161301441.0,348037329.0,0.2372,1722.4586,1469.0023,5.816,0.7415,0.0093457943925234,-0.0226244343891401,0.0334928229665072,-0.1394422310756971,-0.2964169381107491,-0.2801302931596091,-0.1195219123505975,268982532.65,0.181505,1,1,1,1,1,1,1,2016-05-03,2017-05-02,2.37,0.0972222222222221,0.000363373661893632,268982532.65,1734.128385,0,1,0
569,601939.XSHG,建设银行,2007-09-25,3143,569,2.76,2.79,2.79,2.76,238397494.0,662329993.0,1.4609,11850.5203,454.7394,5.1728,0.8008,0.0108695652173913,-0.0210526315789474,-0.0141342756183745,-0.1596385542168674,-0.2418478260869565,-0.2255434782608696,-0.1415662650602409,547522277.4,1.19817,1,1,1,1,1,1,1,2016-05-03,2017-05-02,3.67,0.3154121863799282,0.0011722975876061366,547522277.4,11891.772115000002,1,1,1
569,601988.XSHG,中国银行,2006-07-05,3590,569,1.93,1.94,1.94,1.92,207652670.0,401699703.0,0.0567,9920.8686,7102.7979,5.7805,0.7947,0.005181347150259,-0.010204081632653,0.0486486486486485,-0.1565217391304347,-0.2301587301587302,-0.2222222222222222,-0.1478260869565216,332136318.2,0.046595,1,1,1,1,1,1,1,2016-05-03,2017-05-02,2.16,0.11340206185567014,0.00047432675412517226,332136318.2,9950.307345,1,1,1
569,601998.XSHG,中信银行,2007-04-27,3294,569,3.52,3.59,3.59,3.52,69725119.0,249049430.0,0.1314,2921.4074,1904.7383,7.0514,0.889,0.0169971671388102,-0.0191256830601094,0.0748502994011977,-0.1222493887530562,-0.2092511013215859,-0.1938325991189426,-0.1051344743276283,219894703.9,0.1149,1,1,1,1,1,1,1,2016-05-03,2017-05-02,3.72,0.03621169916434552,0.0002303928474833942,219894703.9,2925.8114950000004,0,1,0
811,000001.XSHE,平安银行,1991-04-03,9526,811,6.76,6.75,6.76,6.72,41223066.0,277665881.67,0.1838,1535.0348,1512.4683,6.7542,0.8174,-0.0044247787610619,-0.0145985401459853,-0.0411931818181817,-0.013157894736842,0.0165662650602409,0.0316265060240963,0.0014619883040936,406259288.8865,0.2650499999999999,1,1,1,1,1,1,1,2017-05-02,2018-05-02,8.33,0.2340740740740741,0.00107955730158224,406259288.8865,1555.639265,1,1,1
811,002142.XSHE,宁波银行,2007-07-19,3575,811,10.57,10.36,10.61,10.2,39937247.0,413636403.23,0.699,668.8147,592.0972,8.217,1.4295,-0.0263157894736842,-0.0442804428044281,-0.0344827586206897,0.0206896551724136,0.2131147540983606,0.2693208430913349,0.0679802955665023,356889149.575,0.594285,1,1,1,1,1,1,1,2017-05-02,2018-05-02,14.25,0.37548262548262556,0.00149735475834883,356889149.575,682.8734400000001,1,1,1
811,002807.XSHE,江阴银行,2016-09-02,242,157,12.18,11.43,12.23,11.31,57573283.0,661852562.59,14.6199,379.9812,45.0308,48.9749,4.2993,-0.0906921241050119,0.034389140271493,1.1688804554079697,0.6661807580174925,,,0.6107871720116618,,,1,1,1,0,0,0,0,2017-05-02,2018-05-02,3.61,-0.68416447944007,-0.004311700262856256,939187235.3849999,388.225875,1,1,1
811,002839.XSHE,张家港行,2017-01-24,98,63,11.26,11.41,11.58,11.13,66106926.0,750645032.81,22.1894,339.815,33.9829,48.4605,4.1607,-0.0078260869565217,,1.4696969696969695,,,,,,,0,1,0,0,0,0,0,2017-05-02,2018-05-02,4.69,-0.5889570552147239,-0.003071434408482707,1048334679.8268423,377.05005500000004,1,0,0
811,600000.XSHG,浦发银行,1999-11-10,6383,811,8.49,8.47,8.5,8.45,22573560.0,191225527.0,0.0583,3277.3312,3277.3312,6.11,0.936,-0.0023557126030623,-0.0407701019252547,-0.0941176470588234,-0.0640883977900552,-0.0493827160493827,-0.0089786756453422,-0.0243093922651934,358693873.85,0.10704,1,1,1,1,1,1,1,2017-05-02,2018-05-02,8.11,-0.04250295159386086,-9.241287715688355e-05,358693873.85,3350.725295,1,1,1
811,600015.XSHG,华夏银行,2003-09-12,4981,811,5.82,5.75,5.86,5.71,95473317.0,551658753.0,0.4957,1107.0253,1107.0253,5.6066,0.8169,-0.0254237288135593,-0.0725806451612903,-0.1057542768273717,-0.0051903114186852,0.043557168784029,0.1252268602540835,0.0726643598615917,354276678.9,0.30428,1,1,1,1,1,1,1,2017-05-02,2018-05-02,5.74,-0.0017391304347825765,5.8830984723282236e-05,354276678.9,1165.04794,1,1,1
811,600016.XSHG,民生银行,2000-12-19,5978,811,4.15,4.15,4.17,4.12,140906082.0,584386527.0,0.2518,2867.7484,2322.7691,5.9329,0.8263,-0.0024038461538461,-0.0715883668903801,-0.151329243353783,-0.1425619834710743,-0.1354166666666665,-0.0687499999999999,-0.0764462809917355,868236960.9,0.362975,1,1,1,1,1,1,1,2017-05-02,2018-05-02,4.23,0.01927710843373487,0.00014048719640500458,868236960.9,2967.5358349999997,1,1,1
811,600036.XSHG,招商银行,2002-04-09,5502,811,13.21,13.13,13.26,13.08,40245877.0,529881140.0,0.1347,4794.2926,3921.5623,7.5254,1.1398,-0.0060560181680544,0.0,0.0007621951219514,0.0657467532467532,0.1231822070145425,0.1231822070145425,0.0657467532467532,695319335.4,0.178155,1,1,1,1,1,1,1,2017-05-02,2018-05-02,21.1,0.607006854531607,0.0021176064119458296,695319335.4,4768.064005,1,1,1
811,600908.XSHG,无锡银行,2016-09-23,221,144,12.28,13.35,13.35,12.2,50942562.0,661061620.0,20.5277,331.1822,33.1182,36.1822,3.7103,0.1005770816158284,0.4067439409905162,0.8163265306122449,0.3891779396462018,,,-0.0124869927159207,540481111.55,19.13162,1,1,1,0,0,1,0,2017-05-02,2018-05-02,5.13,-0.6157303370786517,-0.003638728287831316,540481111.55,288.32439,1,0,0
811,600919.XSHG,江苏银行,2016-08-02,273,180,5.48,5.45,5.48,5.43,38076541.0,207330554.0,1.9728,1051.6994,105.1704,9.6386,1.2389,-0.0054744525547445,-0.0603448275862068,-0.0505226480836237,-0.1065573770491802,,,-0.0491803278688524,305552664.65,2.75873,1,1,1,0,0,1,0,2017-05-02,2018-05-02,4.37,-0.1981651376146789,-0.0008441273889031419,305552664.65,1095.7414800000001,0,1,0
811,600926.XSHG,杭州银行,2016-10-27,187,125,7.96,7.91,7.98,7.85,20593923.0,162927236.0,2.948,552.5435,55.2554,13.4268,1.3907,-0.0124843945068663,0.0232858990944371,0.047682119205298,-0.2736455463728191,,,-0.2901744719926538,360323383.2,6.2408850000000005,1,1,1,0,0,1,0,2017-05-02,2018-05-02,6.11,-0.22756005056890005,-0.0009462054931828912,360323383.2,568.2089599999999,1,1,1
811,601009.XSHG,南京银行,2007-07-19,3575,811,4.76,4.66,4.77,4.64,114520333.0,536134643.0,0.8934,628.2893,597.7196,7.3091,1.1625,-0.0189473684210526,-0.1140684410646387,-0.0986460348162475,-0.0210084033613444,0.1095238095238095,0.2523809523809524,0.1050420168067227,466930006.65,0.721465,1,1,1,1,1,1,1,2017-05-02,2018-05-02,5.46,0.1716738197424892,0.0007951766514502911,466930006.65,687.1194250000001,1,1,1
811,601128.XSHG,常熟银行,2016-09-30,214,139,7.19,7.41,7.47,7.06,52949165.0,386722019.0,13.4883,290.7328,29.0733,27.0912,2.8776,0.0234806629834254,0.1193353474320242,0.4034090909090908,0.0555555555555555,,,-0.0569800569800569,506207249.65,18.098425,1,1,1,0,0,1,0,2017-05-02,2018-05-02,3.93,-0.46963562753036436,-0.0023557356442390973,506207249.65,280.76388999999995,1,0,0
