id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
89057,601009.XSHG,2014-03-31,2014-04-30,2014-03-31,0.4782,1424544000.0,1729006983.43,124852827.76,5.16,5.18,0.31,41.8,,49.52,50.48,41.8,,29.49,,92.04,7.16,100.33,,1090.03,2159.23,37.2,24.07,37.2,24.07,15.46,28.25,19.17,32.04,19.13,31.69,2014q1
89056,601009.XSHG,2014-06-30,2014-08-27,2014-06-30,0.4873,1427577000.0,1859455016.57,215743172.24,5.02,4.95,0.29,36.43,,53.6,46.4,36.43,,25.81,,87.48,11.48,98.67,,641.7,1382.86,52.51,17.0,52.51,17.0,23.23,7.54,19.5,1.96,19.4,1.9,2014q2
89055,601009.XSHG,2014-09-30,2014-10-29,2014-09-30,0.4356,1282930000.0,1591882310.63,-4265506.01,4.32,4.29,0.25,31.81,,61.17,38.83,31.81,,24.39,,99.24,-0.27,99.19,,613.31,1579.36,58.03,2.3,58.03,2.3,31.88,-14.39,27.43,-10.66,27.41,-10.6,2014q3
89054,601009.XSHG,2014-12-31,2015-04-28,2014-12-31,0.4879,1456291000.0,1830447689.37,120368506.01,4.59,4.61,0.26,32.75,,58.96,41.04,32.75,,31.82,,93.57,6.59,100.53,,523.24,1274.95,61.57,8.8,61.57,8.8,35.78,14.99,34.72,12.01,34.37,12.01,2014q4
89053,601009.XSHG,2015-03-31,2015-04-28,2015-03-31,0.5973,1783470000.0,2186284000.0,13626000.0,5.34,5.37,0.29,35.35,,56.83,43.17,35.35,,21.82,,98.49,0.62,100.57,,713.59,1652.88,47.86,13.54,47.86,13.54,26.45,19.44,25.05,22.56,24.91,22.42,2015q1
89052,601009.XSHG,2015-06-30,2015-07-29,2015-06-30,0.5329999999999999,1772139000.0,2422628000.0,22424000.0,4.6,4.55,0.26,30.95,,58.6,41.4,30.95,,20.67,,98.89,0.92,98.78,,400.32,966.85,46.02,15.54,46.02,15.54,30.29,10.81,24.05,1.14,24.01,1.16,2015q2
89051,601009.XSHG,2015-09-30,2015-10-29,2015-09-30,0.4785,1611177000.0,2034183000.0,-15710000.0,3.65,3.65,0.22,28.6,,64.25,35.75,28.6,,28.87,,100.66,-0.77,100.03,,318.41,890.61,38.79,-2.76,38.79,-2.76,27.78,-16.03,24.77,-10.14,24.53,-10.22,2015q3
89050,601009.XSHG,2015-12-31,2016-04-28,2015-12-31,0.5414,1815171000.0,2335486000.0,314910000.0,3.78,3.77,0.23,29.52,,62.49,37.51,29.52,,24.82,,85.97,13.4,99.6,,53.76,143.31,39.58,9.42,39.58,9.42,27.59,14.81,25.8,12.93,25.8,13.15,2015q4
89049,601009.XSHG,2016-03-31,2016-04-28,2016-03-31,0.6295,2117445000.0,2834226000.0,383726000.0,4.0,4.0,0.24,27.24,,63.89,36.11,27.24,,18.53,,86.5,13.54,99.93,,572.11,1584.23,54.98,26.06,54.98,26.06,29.64,21.35,19.42,16.35,19.49,16.28,2016q1
101065,601009.XSHG,2016-06-30,2016-08-31,2016-06-30,0.3702,2238964000.0,3041905000.0,161768000.0,4.14,4.13,0.23,31.92,,57.33,42.67,31.92,,22.87,,94.35,5.3,99.83,,857.22,2008.92,21.83,-9.17,21.83,-9.17,25.56,7.33,25.68,6.45,25.01,5.84,2016q2
101691,601009.XSHG,2016-09-30,2016-10-25,2016-09-30,0.3285,1985862000.0,2464523000.0,308256000.0,3.43,3.42,0.2,33.2,,59.49,40.51,33.2,,23.55,,87.28,12.48,99.78,,-807.03,-1992.24,6.93,-14.66,6.93,-14.66,21.16,-18.98,24.12,-11.25,23.57,-11.26,2016q3
106594,601009.XSHG,2016-12-31,2017-04-21,2016-12-31,0.3152,1921335000.0,2170912000.0,118807000.0,3.09,3.11,0.18,34.41,,60.95,39.05,34.41,,37.51,,95.12,5.51,100.62,,-140.0,-358.53,-10.7,-8.62,-10.7,-8.62,-7.05,-11.91,4.12,-5.27,4.78,-4.05,2016q4
109419,601009.XSHG,2017-03-31,2017-04-28,2017-03-31,0.4049,2458909000.0,3067886000.0,196117000.0,3.9,3.91,0.23,39.78,,50.76,49.24,39.78,,27.01,,93.34,6.37,100.22,,-300.06,-609.38,-20.61,12.06,-20.61,12.06,8.24,41.32,15.94,29.56,15.78,28.48,2017q1
112149,601009.XSHG,2017-06-30,2017-08-25,2017-06-30,0.4376,2632648000.0,3277451000.0,185204000.0,4.14,4.11,0.24,43.29,,47.09,52.91,43.29,,26.5,,94.0,5.63,99.3,,-294.32,-556.27,-13.11,-0.58,-13.11,-0.58,7.74,6.83,17.84,8.2,18.21,8.06,2017q2
116187,601009.XSHG,2017-09-30,2017-10-28,2017-09-30,0.2745,2330532000.0,2840169000.0,281817000.0,3.58,3.58,0.21,38.36,,53.76,46.24,38.36,,27.29,,90.15,9.93,100.08,,365.54,790.5,0.96,-0.85,0.96,-0.85,15.24,-13.34,16.64,-12.15,17.0,-12.17,2017q3
125458,601009.XSHG,2017-12-31,2018-04-26,2017-12-31,0.2635,2245238000.0,2712623000.0,420928000.0,3.35,3.36,0.2,35.79,,56.75,43.25,35.79,,35.92,,85.5,15.7,100.45,,236.95,547.83,12.8,2.11,12.8,2.11,24.95,-4.49,17.33,-4.72,17.05,-4.01,2017q4
125271,601009.XSHG,2018-03-31,2018-04-26,2018-03-31,0.3402,2918904000.0,3559421000.0,327252000.0,4.16,4.21,0.25,43.5,,46.87,53.13,43.5,,27.11,,91.68,9.28,101.16,,-186.42,-350.89,7.53,6.83,7.53,6.83,16.02,31.22,17.59,29.85,17.61,29.1,2018q1
128402,601009.XSHG,2018-06-30,2018-08-10,2018-06-30,0.3646,3058641000.0,3671335000.0,568031000.0,4.32,4.28,0.26,45.95,,45.98,54.02,45.95,,26.62,,84.34,15.44,98.91,,248.92,460.78,9.71,1.44,9.71,1.44,12.02,3.14,16.45,7.14,16.64,7.16,2018q2
134952,601009.XSHG,2018-09-30,2018-10-31,2018-09-30,0.3061,2597055000.0,2935205000.0,492044000.0,3.54,3.55,0.22,39.19,,56.16,43.84,39.19,,28.35,,83.28,16.77,100.02,,200.65,457.71,9.02,-1.47,9.02,-1.47,3.35,-20.05,11.38,-15.98,11.5,-16.03,2018q3
247468,601009.XSHG,2018-12-31,2019-04-30,2018-12-31,0.2946,2478408000.0,2545585000.0,638463000.0,3.28,3.25,0.21,35.02,,64.71,35.29,35.02,,32.12,,75.26,25.2,99.19,,329.89,934.88,15.03,7.74,15.03,7.74,-6.16,-13.27,12.56,-3.71,11.8,-3.76,2018q4
247147,601009.XSHG,2019-03-31,2019-04-30,2019-03-31,0.3914,3325206000.0,3895064000.0,1945231000.0,4.16,4.17,0.26,38.55,,55.18,44.82,38.55,,23.1,,50.14,50.02,100.15,,101.3,226.04,29.73,20.48,29.73,20.48,9.43,53.01,14.94,32.61,15.07,32.88,2019q1
254790,601009.XSHG,2019-06-30,2019-08-27,2019-06-30,0.4195,3539388000.0,4550804000.0,1264447000.0,4.36,4.33,0.27,45.16,,42.74,57.26,45.16,,26.43,,72.48,27.89,99.46,,9.38,16.38,16.95,-8.55,16.95,-8.55,23.96,16.84,14.93,7.13,15.08,7.17,2019q2
265602,601009.XSHG,2019-09-30,2019-10-31,2019-09-30,0.3549,2995862000.0,3544902000.0,1456501000.0,3.62,3.61,0.23,38.94,,54.63,45.37,38.94,,27.9,,59.03,41.17,99.53,,-320.81,-707.1,16.69,-1.69,16.69,-1.69,20.77,-22.1,15.97,-15.22,15.93,-15.41,2019q3
295203,601009.XSHG,2019-12-31,2020-04-30,2019-12-31,0.3023,2537052000.0,2947620000.0,2039555000.0,2.99,2.96,0.19,32.35,,63.11,36.89,32.35,,32.54,,30.97,69.56,98.93,,546.61,1481.56,10.75,2.25,10.75,2.25,15.79,-16.85,2.3,-15.07,2.63,-14.8,2019q4
294705,601009.XSHG,2020-03-31,2020-04-30,2020-03-31,0.4422,3714006000.0,4448496000.0,2858978000.0,4.22,4.18,0.27,37.68,,55.66,44.34,37.68,,21.96,,35.86,64.5,99.02,,405.56,914.69,15.44,25.58,15.44,25.58,14.21,50.92,12.85,46.29,12.96,46.25,2020q1
329047,601009.XSHG,2020-06-30,2020-08-29,2020-06-30,0.3468,3437550000.0,4368358000.0,519024000.0,3.61,3.57,0.24,45.37,,43.31,56.69,45.37,,27.74,,88.12,11.88,99.05,,-356.87,-629.46,-3.06,-23.2,-3.06,-23.2,-4.01,-1.8,-2.6,-7.54,-2.47,-7.47,2020q2
337220,601009.XSHG,2020-09-30,2020-10-29,2020-09-30,0.2865,2877529000.0,3516884000.0,398620000.0,2.79,2.8,0.2,39.66,,51.87,48.13,39.66,,30.79,,89.81,11.48,100.38,,-116.19,-241.41,-6.48,-5.17,-6.48,-5.17,-0.79,-19.49,-4.77,-17.11,-4.76,-17.4,2020q3
379191,601009.XSHG,2020-12-31,2021-04-30,2020-12-31,0.3011,3029319000.0,3245348000.0,1679895000.0,2.86,2.88,0.2,32.23,,65.55,34.45,32.23,,34.15,,48.49,52.04,100.54,,268.41,779.12,17.91,28.92,17.91,28.92,10.1,-7.72,17.48,4.79,17.49,5.1,2020q4
378473,601009.XSHG,2021-03-31,2021-04-30,2021-03-31,0.4096,4034286000.0,4991494000.0,1299493000.0,3.76,3.71,0.26,40.5,,51.05,48.95,40.5,,25.11,,73.9,26.01,98.42,,456.12,931.84,1.64,8.25,1.64,8.25,12.21,53.8,9.23,36.01,9.3,36.05,2021q1
399767,601009.XSHG,2021-06-30,2021-08-19,2021-06-30,0.4351,4351518000.0,5378123000.0,1739520000.0,3.88,3.88,0.27,43.68,,46.43,53.57,43.68,,25.07,,67.66,32.35,99.93,,63.58,118.69,30.3,-1.55,30.3,-1.55,23.12,7.75,25.46,6.2,25.47,6.23,2021q2
416278,601009.XSHG,2021-09-30,2021-10-30,2021-09-30,0.3887,3882980000.0,4457271000.0,1977378000.0,3.36,3.36,0.23,38.92,,55.71,44.29,38.92,,27.18,,55.74,44.45,99.82,,280.61,633.58,37.73,0.24,37.73,0.24,26.74,-17.12,35.18,-10.69,35.69,-10.67,2021q3
421569,601009.XSHG,2021-12-31,2022-04-16,2021-12-31,0.3511,3455374000.0,4360228000.0,2623361000.0,2.94,2.89,0.2,33.26,,58.96,41.04,33.26,,39.01,,39.82,60.14,98.35,,371.93,906.2,12.77,5.56,12.77,5.56,34.35,-2.18,16.36,-9.8,16.6,-9.68,2021q4
