id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110542,601009.XSHG,2015-04-28,2014-12-31,174685206000.0,368328882000.0,517821956000.0,55328225000.0,5.71,488755384000.0,51611010000.0,3.3,2556853000.0,15.99,2.59,2.41,32715861000.0,32596501000.0,8.59,32605811000.0,8.59,45580189000.0,12.0,379684659000.0,47.43,45.81,30.41,0.94,2.68,14.31,5338957000.0,325.72,27.91,,29507726000.0,8.59,37952740000.0,10.99,341706807000.0,169129626000.0,96.82,3916459000.0,2.24,1208936000.0,0.69,325359000.0,0.19,104826000.0,0.06,102541206000.0,7.28,62861970000.0,1.54,274360035000.0,,51481959000.0,,2014
110613,601009.XSHG,2016-04-28,2015-12-31,251197549000.0,504197106000.0,721835367000.0,83184872000.0,5.28,679953048000.0,72653267000.0,2.84,4001803000.0,17.53,2.61,2.44,47428343000.0,47248410000.0,9.38,52138106000.0,10.35,66043547000.0,13.11,503643132000.0,49.82,55.44,80.95,0.83,3.57,10.79,8970914000.0,430.95,24.1,,,,,,,244301878000.0,97.25,4813990000.0,1.92,1519759000.0,0.61,377001000.0,0.15,184921000.0,0.07,131651336000.0,,80596059000.0,,400709911000.0,,66332454000.0,,2015
110522,601009.XSHG,2017-04-21,2016-12-31,331784815000.0,655202894000.0,980943033000.0,82956792000.0,4.37,918616980000.0,82905064000.0,2.36,5330590000.0,20.25,2.16,2.01,52358712000.0,52049969000.0,8.21,61925986000.0,9.77,86902031000.0,13.71,633880855000.0,50.64,47.71,76.74,0.87,1.61,11.57,13242040000.0,457.32,24.8,,,,,,,322495637000.0,97.2,6393631000.0,1.93,1689959000.0,0.51,938690000.0,0.28,266898000.0,0.08,142248260000.0,5.53,132826287000.0,5.42,548812582000.0,,84929740000.0,,2016
110758,601009.XSHG,2018-04-26,2017-12-31,388951934000.0,722622979000.0,1086364630000.0,54798165000.0,4.34,1044247089000.0,28705114000.0,2.59,4679850000.0,19.12,1.85,1.75,57794232000.0,57111245000.0,7.99,67001533000.0,9.37,92445003000.0,12.93,714968385000.0,53.83,42.02,105.62,0.86,3.69,17.4,15471968000.0,462.54,29.2,,,,,,,379209388000.0,97.5,6397531000.0,1.64,2261183000.0,0.58,824634000.0,0.21,259198000.0,0.07,144595661000.0,4.92,185355126000.0,5.21,605078841000.0,,104546567000.0,,2017
110821,601009.XSHG,2019-04-30,2018-12-31,480339718000.0,770555838000.0,1137023933000.0,106245087000.0,4.7,1117759688000.0,46743273000.0,2.86,5736510000.0,21.31,1.89,1.85,68306838000.0,67916249000.0,8.51,77812592000.0,9.74,103697227000.0,12.99,798546693000.0,62.34,51.62,60.68,0.89,4.11,20.01,19765085000.0,462.68,28.61,,,,,,,469243168000.0,97.69,6824690000.0,1.42,3558098000.0,0.75,404917000.0,0.08,308845000.0,0.06,193724518000.0,5.56,205194195000.0,5.54,625887116000.0,,126403675000.0,,2018
110944,601009.XSHG,2020-04-30,2019-12-31,568864257000.0,863653006000.0,1152100919000.0,191334452000.0,4.79,1205707031000.0,49800144000.0,2.81,10988501000.0,34.1,1.86,1.99,77348208000.0,76914616000.0,8.87,86806760000.0,10.01,113015871000.0,13.03,867075398000.0,66.93,58.68,176.77,0.89,2.96,17.91,21229873000.0,417.73,27.39,,,,,,,557295652000.0,97.9,6893088000.0,1.21,2942971000.0,0.52,919084000.0,0.16,1220167000.0,0.21,269428325000.0,5.68,226433675000.0,5.83,668696593000.0,,168603356000.0,,2019
111051,601009.XSHG,2021-04-30,2020-12-31,674586703000.0,959172635000.0,1272093216000.0,244982549000.0,4.6,1335544837000.0,73497956000.0,2.61,10771877000.0,31.25,2.25,1.99,97399578000.0,96925032000.0,9.97,121325402000.0,10.99,143348545000.0,14.75,971966725000.0,71.33,51.32,107.92,0.91,2.64,15.3,24188979000.0,391.76,28.46,,,,,,,660963595000.0,97.88,8148180000.0,1.21,3915923000.0,0.58,925839000.0,0.13,1332629000.0,0.2,303367056000.0,5.37,302570863000.0,5.84,,,,,2020
111119,601009.XSHG,2022-04-16,2021-12-31,790321922000.0,1087967569000.0,1443905548000.0,305041199000.0,4.45,1525761005000.0,100620950000.0,2.43,13822282000.0,33.77,2.25,2.02,111901203000.0,111423425000.0,10.16,121325402000.0,11.07,148438331000.0,13.54,1096459155000.0,73.77,59.38,38.88,0.91,2.12,13.66,28741359000.0,397.34,29.22,,,,,,,774510866000.0,97.87,9625525000.0,1.22,4581169000.0,0.58,1119333000.0,0.14,1532992000.0,0.19,339015671000.0,5.25,401812387000.0,5.57,811008110000.0,,226505938000.0,,2021
111395,601009.XSHG,2023-04-29,2022-12-31,945912680000.0,1261132423000.0,1597542834000.0,461940905000.0,4.32,1758796286000.0,142988618000.0,2.39,17635968000.0,39.54,2.19,1.93,126922451000.0,126100931000.0,9.73,156017073000.0,12.04,185435847000.0,14.31,1295996217000.0,76.44,95.88,51.46,0.9,1.56,10.52,33825585000.0,397.2,29.75,,,,,,,930731965000.0,98.26,7919242000.0,0.84,3813269000.0,0.4,1384694000.0,0.15,3318057000.0,0.35,404489398000.0,4.93,490736911000.0,5.49,912304976000.0,,281801788000.0,,2022
112092,601009.XSHG,2024-04-27,2023-12-31,1099073306000.0,1369407772000.0,1773351317000.0,514924599000.0,4.22,1984005886000.0,131675965000.0,2.49,19707977000.0,43.64,2.04,1.73,140841914000.0,140008853000.0,9.39,170006910000.0,11.4,201755645000.0,13.53,1490971587000.0,80.3,95.07,116.69,0.9,1.37,8.91,35586289000.0,360.58,30.47,,,,,,,1077395300000.0,97.93,12842190000.0,1.17,2818845000.0,0.26,2178083000.0,0.2,4872250000.0,0.44,,,,,962257831000.0,,391828685000.0,,2023
