trade_seq,code,display_name,listed_start,listed_days,listed_trading_days,open,close,high,low,volume,money,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,daily_return_close,mom_1m,mom_3m,mom_6m,mom_12m,mom_12_1,mom_6_1,liq_money_1m,liq_turnover_1m,price_history_1m_ready,price_history_3m_ready,price_history_6m_ready,price_history_12m_ready,price_history_12_1_ready,liquidity_1m_ready,momentum_core_ready_v1,mom_3_1,price_history_3_1_ready,price_history_6_1_ready,price_history_12_1_ready_v2,momentum_monthly_ready_v2,month_key,rebalance_date,next_rebalance_date,next_rebalance_close,y_month_total_return_close,avg_money_20d_pre_rebalance,avg_market_cap_20d_pre_rebalance,y_month_avg_daily_return_close,monthly_momentum_ready_v2,liquidity_top_60_flag,market_cap_top_60_flag,rebalance_stock_pool_flag_v2
1,601328.XSHG,交通银行,2007-05-15,2424,1,1.93,1.93,1.94,1.92,113677612.0,218979008.0,0.1752,2836.8362,1249.4858,4.5338,0.6942,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,2014-01,2014-01-02,2014-02-07,1.9,-0.015544041450777257,218979008.0,2836.8362,-0.0007138221158591335,0,0,0,0
1,601398.XSHG,工商银行,2006-10-27,2624,1,1.84,1.84,1.85,1.83,78460004.0,144322688.0,0.0153,12550.4488,9443.222,4.8558,1.0189,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,2014-01,2014-01-02,2014-02-07,1.75,-0.048913043478260865,144322688.0,12550.4488,-0.002352548312538857,0,0,0,0
1,601818.XSHG,光大银行,2010-08-18,1233,1,1.4,1.4,1.41,1.39,81214643.0,113359584.0,0.1077,1221.7073,1052.0556,4.6591,0.9246,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,2014-01,2014-01-02,2014-02-07,1.31,-0.06428571428571417,113359584.0,1221.7073,-0.003125728364846434,0,0,0,0
1,601939.XSHG,建设银行,2007-09-25,2291,1,2.15,2.14,2.15,2.12,66633255.0,142131584.0,0.3619,10275.4512,394.2993,4.8591,0.9867,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,2014-01,2014-01-02,2014-02-07,2.05,-0.04205607476635531,142131584.0,10275.4512,-0.002014701283482938,0,0,0,0
1,601988.XSHG,中国银行,2006-07-05,2738,1,1.34,1.34,1.34,1.33,81292123.0,108459528.0,0.0213,7285.7754,5103.234,4.7468,0.8193,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,2014-01,2014-01-02,2014-02-07,1.28,-0.04477611940298509,108459528.0,7285.7754,-0.0021271387255853667,0,0,0,0
1,601998.XSHG,中信银行,2007-04-27,2442,1,2.18,2.19,2.2,2.17,23447867.0,51090048.0,0.0416,1805.9908,1231.5393,5.2097,0.8216,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,2014-01,2014-01-02,2014-02-07,2.06,-0.05936073059360725,51090048.0,1805.9908,-0.0028233212363468242,0,0,0,0
22,000001.XSHE,平安银行,1991-04-03,8346,22,4.76,4.79,4.79,4.67,99535087.0,470138336.0,0.751,1083.4609,634.5376,7.2903,1.1415,-0.0020833333333333,-0.045816733067729,,,,,,465274193.6,0.7187399999999999,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,4.64,-0.03131524008350739,465274193.6,1088.5130199999999,-0.0017875182729779687,0,0,0,0
22,002142.XSHE,宁波银行,2007-07-19,2395,22,4.02,4.06,4.06,3.98,17592332.0,70592808.0,0.2799,256.0833,254.9695,5.475,1.0233,0.007444168734491,-0.0169491525423729,,,,,,,,1,0,0,0,0,0,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,4.07,0.0024630541871923928,68597326.21052632,256.27071500000005,0.00039742802096675656,0,0,0,0
22,600000.XSHG,浦发银行,1999-11-10,5203,22,4.01,4.03,4.03,3.98,116419142.0,466080896.0,0.3427,1712.3887,1369.9109,4.1815,0.8378,0.0,0.0049875311720699,,,,,,667268212.8,0.48405,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,3.89,-0.0347394540942928,667268212.8,1720.9692800000005,-0.002082089765288525,0,0,0,0
22,600015.XSHG,华夏银行,2003-09-12,3801,22,3.31,3.31,3.33,3.27,44654651.0,147590848.0,0.2816,721.2761,525.5026,4.8916,0.88,-0.0089820359281436,0.0030303030303031,,,,,,187872056.8,0.358385,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,3.29,-0.006042296072507614,187872056.8,719.005435,-0.00014655343782667488,0,0,0,0
22,600016.XSHG,民生银行,2000-12-19,4798,22,2.98,2.98,2.99,2.95,163594932.0,485423040.0,0.2972,2056.549,1637.6452,4.8887,1.0832,-0.0099667774086378,-0.0448717948717949,,,,,,585402662.4,0.359435,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,3.07,0.030201342281879207,585402662.4,2046.7626350000003,0.0021205280341370252,0,0,0,0
22,600036.XSHG,招商银行,2002-04-09,4322,22,6.19,6.21,6.23,6.16,53363464.0,329823168.0,0.1555,2605.2101,2130.97,5.212,1.0132,-0.0032102728731943,-0.0174050632911393,,,,,,467738876.0,0.2146799999999999,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,5.9,-0.049919484702093286,467738876.0,2661.5764099999997,-0.003130973025483331,0,0,0,0
22,601009.XSHG,南京银行,2007-07-19,2395,22,1.75,1.76,1.76,1.74,23858791.0,41731832.0,0.1791,234.5457,234.5457,5.2517,0.889,0.0,-0.0056497175141243,,,,,,47669727.0,0.20289,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,1.77,0.005681818181818121,47669727.0,234.73870499999998,0.0004722066356290999,0,0,0,0
22,601166.XSHG,兴业银行,2007-02-05,2559,22,5.09,5.11,5.11,5.05,78002679.0,395806784.0,0.2634,1781.3935,1512.7942,4.2947,0.916,0.0,-0.0394736842105263,,,,,,548277873.6,0.35641,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,4.96,-0.02935420743639927,548277873.6,1810.7340799999997,-0.0016777440843716877,0,0,0,0
22,601169.XSHG,北京银行,2007-09-19,2333,22,1.96,1.97,1.97,1.95,50650236.0,99345472.0,0.1879,625.6913,531.3356,4.9198,0.8039,-0.005050505050505,-0.0247524752475247,,,,,,143861140.0,0.2705849999999999,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,2.1,0.06598984771573613,143861140.0,626.1313549999999,0.00450227874386607,0,0,0,0
22,601288.XSHG,农业银行,2010-07-15,1303,22,1.19,1.19,1.19,1.18,104512403.0,123542056.0,0.0184,7697.6206,6734.6756,4.7225,0.9306,0.0,-0.0325203252032521,,,,,,171008112.8,0.0252,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,1.17,-0.01680672268907568,171008112.8,7760.955435000001,-0.0010244508750411499,0,0,0,0
22,601328.XSHG,交通银行,2007-05-15,2460,22,1.9,1.9,1.9,1.88,70109522.0,132485144.0,0.1081,2799.7048,1233.1313,4.4744,0.6851,-0.0052356020942407,-0.0052356020942407,,,,,,174050858.8,0.14131,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,1.9,0.0,174050858.8,2798.5908449999997,6.804606940856255e-05,0,0,0,0
22,601398.XSHG,工商银行,2006-10-27,2660,22,1.74,1.75,1.75,1.73,54167431.0,94412408.0,0.0105,11947.2149,8996.2174,4.6224,0.9699,0.0,-0.0437158469945355,,,,,,189025188.4,0.02074,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,1.71,-0.02285714285714291,189025188.4,12143.992540000001,-0.0014108355298485375,0,0,0,0
22,601818.XSHG,光大银行,2010-08-18,1269,22,1.31,1.31,1.32,1.31,78884467.0,103281264.0,0.1047,1157.6416,987.2969,4.4148,0.8761,-0.0075757575757575,-0.0507246376811593,,,,,,160630014.8,0.160175,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,1.29,-0.01526717557251911,160630014.8,1172.01238,-0.0008480208919323187,0,0,0,0
22,601939.XSHG,建设银行,2007-09-25,2327,22,2.04,2.05,2.05,2.03,30674209.0,62455496.0,0.1666,9825.4314,377.0307,4.6463,0.9435,0.0,-0.0330188679245284,,,,,,79806686.2,0.21038,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,2.0,-0.024390243902438935,79806686.2,9890.43426,-0.0015056332419895188,0,0,0,0
22,601988.XSHG,中国银行,2006-07-05,2774,22,1.28,1.28,1.28,1.27,42220653.0,53884784.0,0.011,6956.1774,4873.9827,4.5321,0.7822,-0.0077519379844961,-0.0229007633587786,,,,,,101983823.6,0.0208399999999999,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,1.28,0.0,101983823.6,6982.717,8.705346115633113e-05,0,0,0,0
22,601998.XSHG,中信银行,2007-04-27,2478,22,2.04,2.06,2.07,2.03,23516286.0,48180736.0,0.0417,1703.0587,1161.348,4.9128,0.7747,0.0098039215686274,-0.041860465116279,,,,,,48243913.1,0.04118,1,0,0,0,0,1,0,,0,0,0,0,2014-02,2014-02-07,2014-03-03,2.9,0.40776699029126195,48243913.1,1718.2645799999998,0.02273154325009694,0,0,0,0
38,000001.XSHE,平安银行,1991-04-03,8370,38,4.64,4.64,4.66,4.6,101596957.0,470295904.0,0.7666,1051.0903,615.5796,7.0725,1.1074,-0.0085470085470085,-0.0313152400835073,,,,,,717492854.4,1.10217,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,4.54,-0.02155172413793094,717492854.4,1101.2646549999997,-0.0008147725728394047,0,0,0,0
38,002142.XSHE,宁波银行,2007-07-19,2419,38,4.03,4.07,4.1,4.02,33806037.0,137825344.0,0.5379,256.66,255.5438,5.2952,1.0062,0.0074257425742574,0.0099255583126551,,,,,,144161339.1,0.552,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,4.07,0.0,144161339.1,259.15452999999997,8.261554802446181e-05,0,0,0,0
38,600000.XSHG,浦发银行,1999-11-10,5227,38,3.91,3.89,3.92,3.87,185293777.0,720619840.0,0.5454,1650.8322,1320.6658,4.0311,0.8076,-0.0051150895140664,-0.0299251870324188,,,,,,992613598.4,0.715595,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,4.27,0.09768637532133662,992613598.4,1722.5548199999998,0.005926577422106464,0,0,0,0
38,600015.XSHG,华夏银行,2003-09-12,3825,38,3.31,3.29,3.35,3.27,67640973.0,223640560.0,0.4266,715.9333,521.61,4.8553,0.8735,-0.0149700598802394,-0.0060422960725076,,,,,,290155774.4,0.5424200000000001,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,3.43,0.042553191489361764,290155774.4,729.9581550000001,0.0021172819470669955,0,0,0,0
38,600016.XSHG,民生银行,2000-12-19,4822,38,3.07,3.07,3.08,3.02,207918538.0,633754560.0,0.3777,2118.9546,1687.3393,5.0371,1.1161,-0.0064724919093851,0.0622837370242213,,,,,,1033835846.4,0.59848,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,3.14,0.0228013029315961,1033835846.4,2151.150225,0.0013060385624217808,0,0,0,0
38,600036.XSHG,招商银行,2002-04-09,4346,38,5.93,5.9,5.95,5.87,130250282.0,768373312.0,0.3796,2476.5888,2025.7623,4.7815,0.9315,-0.0117252931323281,-0.0499194847020932,,,,,,649591500.8,0.30559,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,5.94,0.006779661016949268,649591500.8,2597.8963049999998,0.00039258457960428077,0,0,0,0
38,601009.XSHG,南京银行,2007-07-19,2419,38,1.76,1.77,1.78,1.75,62357088.0,110544304.0,0.468,236.0302,236.0302,5.285,0.8946,0.0056818181818181,0.0056818181818181,,,,,,115129040.0,0.4799349999999999,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,1.73,-0.02259887005649719,115129040.0,237.61857499999996,-0.000978235119351195,0,0,0,0
38,601166.XSHG,兴业银行,2007-02-05,2583,38,4.98,4.96,4.98,4.93,109913474.0,544307456.0,0.3712,1728.0469,1467.4912,4.1661,0.8886,-0.0040160642570281,-0.0158730158730159,,,,,,879585710.4,0.57182,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,5.13,0.03427419354838701,879585710.4,1800.9221300000002,0.0018013110057119137,0,0,0,0
38,601169.XSHG,北京银行,2007-09-19,2357,38,2.11,2.1,2.12,2.08,222580762.0,467269376.0,0.8257,666.1721,565.7117,5.2381,0.856,-0.0140845070422533,0.0769230769230771,,,,,,513388412.8,0.888625,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,2.11,0.004761904761904745,513388412.8,657.195915,0.00036282351448947123,0,0,0,0
38,601288.XSHG,农业银行,2010-07-15,1327,38,1.17,1.17,1.17,1.16,208820333.0,243347520.0,0.0368,7567.7029,6621.0102,4.6428,0.9149,0.0,-0.0084745762711864,,,,,,211769264.8,0.0313699999999999,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,1.21,0.03418803418803429,211769264.8,7717.10821,0.0016525245362341145,0,0,0,0
38,601328.XSHG,交通银行,2007-05-15,2484,38,1.9,1.9,1.91,1.89,130922891.0,248043328.0,0.2018,2792.2785,1229.8604,4.4626,0.6833,-0.0052356020942407,0.0052910052910053,,,,,,253075229.2,0.20137,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,1.91,0.0052631578947368585,253075229.2,2844.6337350000003,0.00031316104742180493,0,0,0,0
38,601398.XSHG,工商银行,2006-10-27,2684,38,1.71,1.71,1.72,1.7,126941898.0,217250848.0,0.0247,11701.2428,8811.0011,4.5272,0.95,-0.0058139534883721,-0.0115606936416184,,,,,,180346438.0,0.019995,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,1.78,0.040935672514619936,180346438.0,11975.32596,0.001956608019126681,0,0,0,0
38,601818.XSHG,光大银行,2010-08-18,1293,38,1.29,1.29,1.3,1.28,180798900.0,233250288.0,0.24,1138.9699,971.3728,4.3436,0.862,0.0,-0.0152671755725191,,,,,,368943194.4,0.367535,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,1.31,0.015503875968992276,368943194.4,1170.47831,0.0008063001544555567,0,0,0,0
38,601939.XSHG,建设银行,2007-09-25,2351,38,2.01,2.0,2.02,1.99,59638985.0,119475896.0,0.3239,9600.4215,368.3965,4.5399,0.9219,-0.0049751243781093,-0.0196078431372549,,,,,,107104074.6,0.28286,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,2.09,0.04499999999999993,107104074.6,9854.182665,0.0021344830873059003,0,0,0,0
38,601988.XSHG,中国银行,2006-07-05,2798,38,1.29,1.28,1.29,1.28,82230656.0,105306368.0,0.0215,6984.1138,4893.5569,4.5503,0.7854,-0.0077519379844961,0.0078740157480314,,,,,,93617142.0,0.018795,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,1.33,0.0390625,93617142.0,7087.4787049999995,0.001882079478682138,0,0,0,0
38,601998.XSHG,中信银行,2007-04-27,2502,38,2.9,2.9,2.95,2.84,168812290.0,487604192.0,0.2995,2400.1899,1636.7349,6.1268,1.0639,-0.0268456375838926,0.4146341463414635,,,,,,654504359.0,0.4285949999999999,1,0,0,0,0,1,0,,0,0,0,0,2014-03,2014-03-03,2014-04-01,2.64,-0.08965517241379306,654504359.0,2171.1659099999997,-0.003746779357679576,0,0,0,0
59,000001.XSHE,平安银行,1991-04-03,8399,59,4.51,4.54,4.58,4.5,66849044.0,303939584.0,0.5044,1028.2405,602.1974,6.751,0.9174,0.0022075055187638,-0.0173160173160172,,,,,,559033377.6,0.947595,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,4.62,0.017621145374449254,559033377.6,1005.5811650000002,0.0009780497578939001,0,0,0,0
59,002142.XSHE,宁波银行,2007-07-19,2448,59,4.03,4.07,4.08,4.03,17352432.0,70503776.0,0.2761,256.9484,255.8309,5.3012,1.0074,0.0049382716049384,0.0,,,,,,95199711.8,0.378255,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,4.11,0.00982800982800991,95199711.8,252.53615,0.0005345870683863809,0,0,0,0
59,600000.XSHG,浦发银行,1999-11-10,5256,59,4.24,4.27,4.32,4.23,275794373.0,1177869440.0,0.8118,1814.9828,1451.9862,4.4352,0.8881,0.0,0.0948717948717947,,,,,,,,1,0,0,0,0,0,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,4.28,0.0023419203747074846,1817335902.3157895,1709.31087,0.00023315549490537168,0,0,0,0
59,600015.XSHG,华夏银行,2003-09-12,3854,59,3.43,3.43,3.46,3.4,37440151.0,128625984.0,0.2361,747.0996,544.3169,5.0667,0.9115,-0.0057971014492753,0.0331325301204821,,,,,,235510995.6,0.44458,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,3.44,0.002915451895043608,235510995.6,724.65989,0.0002703563007360141,0,0,0,0
59,600016.XSHG,民生银行,2000-12-19,4851,59,3.14,3.14,3.16,3.11,190753172.0,597294784.0,0.3465,2167.1771,1725.7392,5.126,1.0961,0.0,-0.0094637223974762,,,,,,884228108.8,0.514105,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,3.18,0.01273885350318471,884228108.8,2144.76784,0.0007360270536351758,0,0,0,0
59,600036.XSHG,招商银行,2002-04-09,4375,59,5.9,5.94,5.97,5.88,67451312.0,400451168.0,0.1966,2491.7207,2038.1397,4.8156,0.9386,0.0067796610169492,0.0136518771331057,,,,,,541903835.2,0.27097,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,5.98,0.006734006734006703,541903835.2,2441.9115549999997,0.0003915757370815717,0,0,0,0
59,601009.XSHG,南京银行,2007-07-19,2448,59,1.72,1.73,1.74,1.72,27126573.0,46961912.0,0.2036,230.983,230.983,5.1719,0.8755,0.0,-0.0225988700564971,,,,,,81852052.0,0.361435,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,1.74,0.005780346820809301,81852052.0,226.78196000000003,0.0003248051822130905,0,0,0,0
59,601166.XSHG,兴业银行,2007-02-05,2612,59,5.1,5.13,5.16,5.07,203363494.0,1037965696.0,0.6868,1787.1092,1517.648,4.3365,0.8946,-0.0134615384615385,0.0239520958083832,,,,,,892144129.6,0.5993350000000001,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,5.47,0.06627680311890827,892144129.6,1739.6688749999998,0.0033160301232829474,0,0,0,0
59,601169.XSHG,北京银行,2007-09-19,2386,59,2.1,2.11,2.12,2.09,76307379.0,160592896.0,0.2831,668.8121,567.9536,5.2588,0.8594,0.0047619047619047,0.0144230769230768,,,,,,325162036.0,0.58948,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,2.08,-0.01421800947867291,325162036.0,647.119735,-0.0006081576913536573,0,0,0,0
59,601288.XSHG,农业银行,2010-07-15,1356,59,1.21,1.21,1.22,1.21,111519933.0,135405456.0,0.0196,7860.0176,6876.7574,4.726,0.9323,0.0,0.0341880341880342,,,,,,271956806.0,0.040455,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,1.2,-0.008264462809917328,271956806.0,7660.269239999999,-0.00035810687467914266,0,0,0,0
59,601328.XSHG,交通银行,2007-05-15,2513,59,1.9,1.91,1.92,1.9,108267598.0,206541456.0,0.1669,2807.1311,1236.4022,4.5062,0.6691,0.0,0.0052631578947368,,,,,,231041910.0,0.18936,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,1.87,-0.020942408376963262,231041910.0,2760.7168699999997,-0.0009690074089602763,0,0,0,0
59,601398.XSHG,工商银行,2006-10-27,2713,59,1.78,1.78,1.79,1.77,74915280.0,133253040.0,0.0146,12122.9092,9128.5147,4.6156,0.9515,0.0,0.0348837209302326,,,,,,194704101.6,0.022125,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,1.76,-0.011235955056179803,194704101.6,11683.673365,-0.0004964603314418143,0,0,0,0
59,601818.XSHG,光大银行,2010-08-18,1322,59,1.31,1.31,1.32,1.3,143066085.0,187307408.0,0.1899,1157.6416,987.2969,4.3333,0.7574,0.0,0.0155038759689922,,,,,,319229744.8,0.331765,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,1.28,-0.022900763358778664,319229744.8,1126.5999649999999,-0.001039155459993214,0,0,0,0
59,601939.XSHG,建设银行,2007-09-25,2380,59,2.08,2.09,2.11,2.08,45172060.0,94814560.0,0.2453,10050.4413,385.665,4.6821,0.9429,0.0048076923076922,0.0449999999999999,,,,,,91417706.2,0.246,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,2.06,-0.014354066985645786,91417706.2,9640.42326,-0.0006639410126806954,0,0,0,0
59,601988.XSHG,中国银行,2006-07-05,2827,59,1.32,1.33,1.33,1.32,60555803.0,80239536.0,0.0158,7235.5419,5069.7249,4.6112,0.7831,0.0,0.0390625,,,,,,90473251.2,0.018375,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,1.33,0.0,90473251.2,7006.4629700000005,4.20495881967954e-05,0,0,0,0
59,601998.XSHG,中信银行,2007-04-27,2531,59,2.61,2.64,2.67,2.58,75570703.0,198843744.0,0.1341,2180.2894,1486.7806,5.5655,0.9664,0.0076335877862594,-0.0736842105263158,,,,,,478388294.4,0.3111,1,0,0,0,0,1,0,,0,0,0,0,2014-04,2014-04-01,2014-05-05,2.67,0.011363636363636243,478388294.4,2239.241475,0.0007965920966648999,0,0,0,0
80,000001.XSHE,平安银行,1991-04-03,8433,80,4.67,4.62,4.67,4.56,95853969.0,440413664.0,0.7232,1046.3299,612.7916,6.2669,0.892,-0.0149253731343284,0.0065359477124182,-0.0493827160493827,,,,,611719470.4,0.98497,1,1,0,0,0,1,0,-0.0555555555555556,1,0,0,0,2014-05,2014-05-05,2014-06-03,4.84,0.04761904761904767,611719470.4,1054.803405,0.0023696516903194,0,0,0,0
80,002142.XSHE,宁波银行,2007-07-19,2482,80,4.1,4.11,4.11,4.03,18284304.0,74327016.0,0.2909,259.2555,258.1279,5.1038,0.9482,0.0024390243902441,0.0024390243902441,0.0098280098280099,,,,,90151250.8,0.347915,1,1,0,0,0,1,0,0.0073710073710071,1,0,0,0,2014-05,2014-05-05,2014-06-03,4.13,0.0048661800486617945,90151250.8,259.70245500000004,0.00026506968602876997,0,0,0,0
80,600000.XSHG,浦发银行,1999-11-10,5290,80,4.29,4.28,4.3,4.21,235650452.0,1001815680.0,0.6936,1816.8481,1453.4785,4.252,0.8384,-0.0023310023310022,-0.0205949656750571,0.0490196078431373,,,,,1543753196.8,1.040905,1,1,0,0,0,1,0,0.0710784313725489,1,0,0,0,2014-05,2014-05-05,2014-06-03,4.19,-0.02102803738317749,1543753196.8,1843.9889200000002,-0.001025658674370355,0,0,0,0
