rebalance_date,next_rebalance_date,approved_pool_count,overlay_eligible_count,baseline_hold_count,overlay_hold_count,baseline_period_return,overlay_period_return,baseline_codes,overlay_codes
2025-08-04,2025-08-11,8,7,8,5,0.004075828636419462,0.008844010373868904,"600036.XSHG,601169.XSHG,601187.XSHG,601288.XSHG,601328.XSHG,601398.XSHG,601939.XSHG,601988.XSHG","600036.XSHG,601169.XSHG,601398.XSHG,601288.XSHG,601988.XSHG"
2025-08-11,2025-08-18,8,7,8,5,-0.019191299646276402,-0.013172813098231196,"600036.XSHG,601169.XSHG,601187.XSHG,601288.XSHG,601328.XSHG,601398.XSHG,601939.XSHG,601988.XSHG","600036.XSHG,601398.XSHG,601988.XSHG,601328.XSHG,601288.XSHG"
2025-08-18,2025-08-25,8,7,8,5,0.02019322410968674,0.020585344904692347,"600036.XSHG,601169.XSHG,601187.XSHG,601288.XSHG,601328.XSHG,601398.XSHG,601939.XSHG,601988.XSHG","601169.XSHG,601398.XSHG,601939.XSHG,601328.XSHG,601288.XSHG"
2025-08-25,2025-09-01,8,7,8,5,-0.03546566303553275,-0.03599924422301866,"600036.XSHG,601169.XSHG,601187.XSHG,601288.XSHG,601328.XSHG,601398.XSHG,601939.XSHG,601988.XSHG","601988.XSHG,601939.XSHG,601398.XSHG,601328.XSHG,600036.XSHG"
2025-09-01,2025-09-08,8,8,8,5,0.0071183425318050025,0.004907052256198918,"002142.XSHE,600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,601398.XSHG,601988.XSHG,601939.XSHG,002142.XSHE"
2025-09-08,2025-09-15,8,8,8,5,-0.010849083324093955,-0.005014289712110309,"002142.XSHE,600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601939.XSHG,601825.XSHG,601288.XSHG,601398.XSHG,601988.XSHG"
2025-09-15,2025-09-22,8,8,8,5,-0.039970909111186684,-0.04782818731592675,"002142.XSHE,600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601988.XSHG,601398.XSHG,601288.XSHG,601077.XSHG,601939.XSHG"
2025-09-22,2025-09-29,8,8,8,5,0.012285391516887692,0.01282926793557102,"002142.XSHE,600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601077.XSHG,601398.XSHG,601988.XSHG,600036.XSHG,601825.XSHG"
2025-09-29,2025-10-09,8,8,8,5,-0.006615906214476844,-3.278333609175732e-05,"002142.XSHE,600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601825.XSHG,601288.XSHG,601939.XSHG,601398.XSHG,601988.XSHG"
2025-10-09,2025-10-13,8,8,8,5,0.012705681124854998,0.014367830436285778,"002142.XSHE,600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,601398.XSHG,601939.XSHG,601077.XSHG,601988.XSHG"
2025-10-13,2025-10-20,8,8,8,5,0.055815287414868436,0.058929751051330824,"002142.XSHE,600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601988.XSHG,002142.XSHE,601398.XSHG,601939.XSHG,601288.XSHG"
2025-10-20,2025-10-27,8,8,8,5,0.01917807417096333,0.007116443204295497,"002142.XSHE,600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","002142.XSHE,600036.XSHG,601825.XSHG,601077.XSHG,601398.XSHG"
2025-10-27,2025-11-03,8,8,8,5,0.002693949652401856,0.001987020036650544,"002142.XSHE,600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","002142.XSHE,601077.XSHG,601825.XSHG,601398.XSHG,601288.XSHG"
2025-11-03,2025-11-10,8,8,8,5,0.01545012390785773,0.027497580132917143,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,601825.XSHG,601398.XSHG,600036.XSHG,601939.XSHG"
2025-11-10,2025-11-17,8,8,8,5,-0.003249639248458294,0.00463607862532045,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,601988.XSHG,601398.XSHG,600036.XSHG,601658.XSHG"
2025-11-17,2025-11-24,8,7,8,5,0.0037719075377394967,0.013937067391891688,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,601939.XSHG,601398.XSHG,600036.XSHG,601988.XSHG"
2025-11-24,2025-12-01,8,7,8,5,0.0059597768188265066,0.002929089258155915,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,600036.XSHG,601398.XSHG,601077.XSHG,601939.XSHG"
2025-12-01,2025-12-08,8,8,8,5,-0.018051911166180823,-0.023883526806028964,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,600036.XSHG,601939.XSHG,601988.XSHG,601658.XSHG"
2025-12-08,2025-12-15,8,8,8,5,-0.027892128302013305,-0.022203286060073046,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,601658.XSHG,601398.XSHG,601939.XSHG,601988.XSHG"
2025-12-15,2025-12-22,8,8,8,5,0.01139812029296236,0.012207129370921032,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601988.XSHG,601658.XSHG,601939.XSHG,601398.XSHG,600036.XSHG"
2025-12-22,2025-12-29,8,8,8,5,0.0020210648361765615,0.00335763230523769,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601988.XSHG,601939.XSHG,601825.XSHG,601398.XSHG,601288.XSHG"
2025-12-29,2026-01-05,8,8,8,5,0.004050383421635634,0.007836563202653756,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601988.XSHG,601825.XSHG,601288.XSHG,601077.XSHG,600036.XSHG"
2026-01-05,2026-01-12,8,8,8,5,-0.013130656041147437,-0.006925255171919243,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601939.XSHG,601288.XSHG,601658.XSHG,601077.XSHG,600036.XSHG"
2026-01-12,2026-01-19,8,8,8,5,-0.03776020582262475,-0.03766732249730278,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601825.XSHG,601988.XSHG,601077.XSHG,601658.XSHG,601398.XSHG"
2026-01-19,2026-01-26,8,8,8,5,-0.01748441855655762,-0.019726726947058258,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601658.XSHG,601988.XSHG,601939.XSHG,600036.XSHG,601288.XSHG"
2026-01-26,2026-02-02,8,8,8,5,0.009609471250572904,0.015853943126578417,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601077.XSHG,601658.XSHG,601939.XSHG,601988.XSHG,601398.XSHG"
2026-02-02,2026-02-09,8,8,8,5,0.011881692911365316,0.011729176980367994,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","600036.XSHG,601988.XSHG,601077.XSHG,601288.XSHG,601939.XSHG"
2026-02-09,2026-02-24,8,8,8,5,-0.02093152487927763,-0.017720999278746596,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601825.XSHG,600036.XSHG,601077.XSHG,601398.XSHG,601988.XSHG"
2026-02-24,2026-03-02,8,8,8,5,-0.004389989630669139,-0.0011241950606705631,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601825.XSHG,601988.XSHG,601288.XSHG,601939.XSHG,600036.XSHG"
2026-03-02,2026-03-09,8,8,8,5,0.015191513941893844,0.01045414856497875,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","600036.XSHG,601825.XSHG,601988.XSHG,601658.XSHG,601939.XSHG"
2026-03-09,2026-03-16,8,7,8,5,0.02702367664702407,0.02355364801767328,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","600036.XSHG,601988.XSHG,601077.XSHG,601398.XSHG,601288.XSHG"
2026-03-16,2026-03-23,8,7,8,5,-0.019923964364360933,-0.01680897030547799,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,601939.XSHG,600036.XSHG,601077.XSHG,601988.XSHG"
2026-03-23,2026-03-30,8,7,8,5,0.03231048973709169,0.024999212017310767,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601077.XSHG,600036.XSHG,601288.XSHG,601939.XSHG,601398.XSHG"
2026-03-30,2026-04-07,8,7,8,5,-0.0031361774981070595,0.004772273116505077,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601288.XSHG,601077.XSHG,601658.XSHG,600036.XSHG,601988.XSHG"
2026-04-07,2026-04-13,8,8,8,5,0.0051322396096166595,0.005877918795854908,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601077.XSHG,601398.XSHG,601288.XSHG,601988.XSHG,600036.XSHG"
2026-04-13,2026-04-20,8,8,8,5,0.030636940829999154,0.02024756878549887,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601077.XSHG,601398.XSHG,601988.XSHG,601825.XSHG,601939.XSHG"
2026-04-20,2026-04-27,8,8,8,5,-0.011413864648489244,-0.012575038958189833,"600036.XSHG,601077.XSHG,601288.XSHG,601398.XSHG,601658.XSHG,601825.XSHG,601939.XSHG,601988.XSHG","601077.XSHG,601398.XSHG,601288.XSHG,601988.XSHG,600036.XSHG"
