rebalance_date,next_rebalance_date,approved_pool_count,overlay_eligible_count,baseline_hold_count,overlay_hold_count,baseline_period_return,overlay_period_return,baseline_codes,overlay_codes
2021-05-31,2021-06-07,7,6,7,5,-0.0067970717319757136,-0.006546299708863312,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,600036.XSHG,601009.XSHG,600926.XSHG,601658.XSHG"
2021-06-07,2021-06-15,7,6,7,5,-0.04219998298762833,-0.046594604049741584,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,600036.XSHG,002142.XSHE,601009.XSHG,601838.XSHG"
2021-06-15,2021-06-21,7,6,7,5,-0.021776890385316876,-0.031621367469676184,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,600926.XSHG,601658.XSHG,002142.XSHE,600036.XSHG"
2021-06-21,2021-06-28,7,6,7,5,0.017196970785568953,0.01843761240061581,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,600036.XSHG,002142.XSHE,601658.XSHG,601838.XSHG"
2021-06-28,2021-07-05,7,6,7,5,-0.007540586617846338,-0.0027493670731170592,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601838.XSHG,601658.XSHG,601009.XSHG,600036.XSHG"
2021-07-05,2021-07-12,7,6,7,5,-0.05678080278005883,-0.06736701432147185,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,600926.XSHG,601658.XSHG,601838.XSHG,002142.XSHE"
2021-07-12,2021-07-19,7,6,7,5,0.03186605133384653,0.04611548308156208,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,600036.XSHG,601009.XSHG,002142.XSHE,600926.XSHG"
2021-07-19,2021-07-26,7,6,7,5,-0.043439049473283205,-0.05832646022336892,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600036.XSHG,002142.XSHE,601009.XSHG,601658.XSHG,600926.XSHG"
2021-07-26,2021-08-02,7,6,7,5,-0.018741541171375182,-0.018514102553906953,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,600926.XSHG,002142.XSHE,600036.XSHG,601658.XSHG"
2021-08-02,2021-08-09,7,6,7,5,0.010584214904116445,0.005095447957629973,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,601658.XSHG,601009.XSHG,002142.XSHE,600926.XSHG"
2021-08-09,2021-08-16,7,6,7,5,0.037918761779648445,0.055686563769177376,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,601838.XSHG,600036.XSHG,600926.XSHG,601009.XSHG"
2021-08-16,2021-08-23,7,6,7,5,-0.007100932473912477,-0.006795958345863972,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,601838.XSHG,600926.XSHG,601658.XSHG,600036.XSHG"
2021-08-23,2021-08-30,7,6,7,5,-0.02679995337836933,-0.03157294878875807,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,601658.XSHG,600926.XSHG,601838.XSHG,600036.XSHG"
2021-08-30,2021-09-06,7,6,7,5,0.06422590625128691,0.0715016070158403,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601838.XSHG,601658.XSHG,601009.XSHG,002142.XSHE"
2021-09-06,2021-09-13,7,6,7,5,0.0547978066006481,0.0438312749486113,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601009.XSHG,002142.XSHE,601658.XSHG,600036.XSHG"
2021-09-13,2021-09-22,7,6,7,5,-0.06079726486870903,-0.05265707905217518,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,601009.XSHG,600926.XSHG,601838.XSHG,600036.XSHG"
2021-09-22,2021-09-27,7,6,7,5,-0.01333907369370275,-0.018610160935473186,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,002142.XSHE,601009.XSHG,601658.XSHG,601838.XSHG"
2021-09-27,2021-10-08,7,6,7,5,0.034392672743850924,0.03695450914549507,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601838.XSHG,002142.XSHE,601009.XSHG,600036.XSHG"
2021-10-08,2021-10-11,7,6,7,5,0.02854277312225073,0.031001451613198006,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,601658.XSHG,600926.XSHG,600036.XSHG,601838.XSHG"
2021-10-11,2021-10-18,7,6,7,5,-0.005815035459097244,-0.012269913890047945,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,601838.XSHG,002142.XSHE,600036.XSHG,600926.XSHG"
2021-10-18,2021-10-25,7,6,7,5,0.029984509455241053,0.030837054316228983,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,600926.XSHG,600036.XSHG,002142.XSHE,601658.XSHG"
2021-10-25,2021-11-01,7,6,7,5,-0.005825848693811911,0.011380468339209183,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,002142.XSHE,601009.XSHG,601658.XSHG,600036.XSHG"
2021-11-01,2021-11-08,7,6,7,5,-0.05069405088809585,-0.05611280759373052,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600036.XSHG,601838.XSHG,600926.XSHG,002142.XSHE,601009.XSHG"
2021-11-08,2021-11-15,7,6,7,5,0.02712591004016856,0.03068785921058903,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,600926.XSHG,600036.XSHG,601658.XSHG,002142.XSHE"
2021-11-15,2021-11-22,7,6,7,5,-0.031118450112404123,-0.03503147724345081,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,601658.XSHG,601838.XSHG,002142.XSHE,600036.XSHG"
2021-11-22,2021-11-29,7,6,7,5,-0.02945440587905736,-0.03079042163043817,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,600926.XSHG,601009.XSHG,600036.XSHG,601658.XSHG"
2021-11-29,2021-12-06,7,5,7,5,0.023733739374578827,0.025938114368138622,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,600926.XSHG,601838.XSHG,601009.XSHG,600036.XSHG"
2021-12-06,2021-12-13,7,5,7,5,0.007520199442651952,0.007657195693656127,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600036.XSHG,601658.XSHG,601838.XSHG,601009.XSHG,600926.XSHG"
2021-12-13,2021-12-20,7,5,7,5,-0.012747509913389354,-0.020177721792457026,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601838.XSHG,600036.XSHG,601009.XSHG,601658.XSHG"
2021-12-20,2021-12-27,7,5,7,5,-0.01431434270966008,-0.011406972704534635,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,600926.XSHG,600036.XSHG,601838.XSHG,601009.XSHG"
2021-12-27,2022-01-04,7,5,7,5,5.338770455979144e-05,-0.002655918060390916,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,601838.XSHG,600926.XSHG,601009.XSHG,600036.XSHG"
2022-01-04,2022-01-10,7,6,7,5,0.047113711186752685,0.05106787241332298,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,601838.XSHG,601658.XSHG,601009.XSHG,600036.XSHG"
2022-01-10,2022-01-17,7,6,7,5,-0.0010312917024746396,-0.014683358763756593,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600036.XSHG,601009.XSHG,600926.XSHG,601658.XSHG,002142.XSHE"
2022-01-17,2022-01-24,7,6,7,5,0.056539236409418034,0.056182451238990086,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,600926.XSHG,600036.XSHG,601838.XSHG,601658.XSHG"
2022-01-24,2022-02-07,7,6,7,5,0.008004308276897862,0.00787981738104413,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,600926.XSHG,600036.XSHG,601658.XSHG,601009.XSHG"
2022-02-07,2022-02-14,7,6,7,5,-0.00592119338957959,-0.0006397350954757908,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,601009.XSHG,600926.XSHG,601658.XSHG,600036.XSHG"
2022-02-14,2022-02-21,7,6,7,5,0.019621332090348904,0.02397766069736642,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,002142.XSHE,600036.XSHG,601009.XSHG,601838.XSHG"
2022-02-21,2022-02-28,7,6,7,5,-0.042325733676183246,-0.04699013728128017,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600036.XSHG,002142.XSHE,601009.XSHG,601838.XSHG,600926.XSHG"
2022-02-28,2022-03-07,7,6,7,5,0.0036195691867457586,-0.007650192661102362,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600036.XSHG,601838.XSHG,601658.XSHG,002142.XSHE,600926.XSHG"
2022-03-07,2022-03-14,7,6,7,5,-0.06960722572573276,-0.06372026015750953,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601658.XSHG,002142.XSHE,601009.XSHG,601838.XSHG"
2022-03-14,2022-03-21,7,6,7,5,0.008158006547323618,0.006322883426654724,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,601658.XSHG,600926.XSHG,601009.XSHG,002142.XSHE"
2022-03-21,2022-03-28,7,6,7,5,0.017384166598154924,0.016045227715360388,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,002142.XSHE,600036.XSHG,601009.XSHG,600926.XSHG"
2022-03-28,2022-04-06,7,6,7,5,0.09562207197501367,0.09018930872521817,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,600036.XSHG,601009.XSHG,600926.XSHG,002142.XSHE"
2022-04-06,2022-04-11,7,6,7,5,-0.019129394449635382,-0.013163684364520112,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,600036.XSHG,600926.XSHG,601838.XSHG,601658.XSHG"
2022-04-11,2022-04-18,7,6,7,5,0.0033878130616803765,-0.005332724538106848,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601658.XSHG,601009.XSHG,600036.XSHG,002142.XSHE"
2022-04-18,2022-04-25,7,6,7,5,-0.0446375993060464,-0.02987334734980098,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,002142.XSHE,601009.XSHG,601658.XSHG,600926.XSHG"
2022-04-25,2022-05-05,7,6,7,5,0.037376677290318364,0.03697596406525265,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,601009.XSHG,601838.XSHG,002142.XSHE,600926.XSHG"
2022-05-05,2022-05-09,7,5,7,5,-0.056733139084487814,-0.06131508127137453,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","601009.XSHG,600036.XSHG,600926.XSHG,601838.XSHG,002142.XSHE"
2022-05-09,2022-05-16,7,5,7,5,-0.005158765632604566,-0.008125877179495667,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","002142.XSHE,600926.XSHG,601009.XSHG,600036.XSHG,601838.XSHG"
2022-05-16,2022-05-23,7,5,7,5,-0.00936477306745612,-0.007429770440948969,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","600036.XSHG,600926.XSHG,601838.XSHG,601009.XSHG,002142.XSHE"
2022-05-23,2022-05-30,7,5,7,5,-0.010376570569730736,-0.010938832418558952,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","600036.XSHG,002142.XSHE,601009.XSHG,601838.XSHG,600926.XSHG"
2022-05-30,2022-06-06,7,5,7,5,0.00401867082510884,0.006256586815302967,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","600036.XSHG,600926.XSHG,601838.XSHG,601009.XSHG,002142.XSHE"
2022-06-06,2022-06-13,7,5,7,5,0.026101102824973483,0.030835596058745973,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","601838.XSHG,600036.XSHG,601009.XSHG,600926.XSHG,002142.XSHE"
2022-06-13,2022-06-20,7,5,7,5,0.0007387981587640662,-0.003462986568855442,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","601009.XSHG,601838.XSHG,600926.XSHG,002142.XSHE,600036.XSHG"
2022-06-20,2022-06-27,7,5,7,5,0.0230869606711477,0.03178992398263185,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","600926.XSHG,600036.XSHG,002142.XSHE,601838.XSHG,601009.XSHG"
2022-06-27,2022-07-04,7,5,7,5,0.008258552144607642,0.0019450399536162122,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","601009.XSHG,002142.XSHE,600926.XSHG,600036.XSHG,601838.XSHG"
2022-07-04,2022-07-11,7,5,7,5,0.0015459687215763549,-0.019969879385982513,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","600036.XSHG,601838.XSHG,002142.XSHE,600926.XSHG,601009.XSHG"
2022-07-11,2022-07-18,7,5,7,5,-0.02472858304153149,-0.019292534535441396,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","601009.XSHG,600036.XSHG,601838.XSHG,002142.XSHE,600926.XSHG"
2022-07-18,2022-07-25,7,5,7,5,0.006802979310586028,-0.012013687680707407,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","601009.XSHG,002142.XSHE,601838.XSHG,600036.XSHG,600926.XSHG"
2022-07-25,2022-08-01,7,5,7,5,-0.01498436533818632,-0.01604301380490387,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","601009.XSHG,600036.XSHG,600926.XSHG,601838.XSHG,002142.XSHE"
2022-08-01,2022-08-08,7,5,7,5,-0.017256116923999802,-0.014206450969020401,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","601838.XSHG,600926.XSHG,601009.XSHG,600036.XSHG,002142.XSHE"
2022-08-08,2022-08-15,7,5,7,5,-0.02228027684328591,-0.02355600582493007,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","601838.XSHG,600926.XSHG,600036.XSHG,601009.XSHG,002142.XSHE"
2022-08-15,2022-08-22,7,5,7,5,-0.0009518155364121991,0.001472780733979251,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","600036.XSHG,601009.XSHG,002142.XSHE,600926.XSHG,601838.XSHG"
2022-08-22,2022-08-29,7,5,7,5,0.009602358482747422,0.012080412205919733,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","002142.XSHE,600036.XSHG,601009.XSHG,601838.XSHG,600926.XSHG"
2022-08-29,2022-09-05,7,5,7,5,0.027748035860643134,0.031093738066018516,"002142.XSHE,002839.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601838.XSHG","600036.XSHG,002142.XSHE,601009.XSHG,601838.XSHG,600926.XSHG"
2022-09-05,2022-09-13,7,6,7,5,0.03432883367956574,0.042665335085953826,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,600926.XSHG,601838.XSHG,600036.XSHG,601658.XSHG"
2022-09-13,2022-09-19,7,6,7,5,-0.013353886671886575,-0.011586948907402306,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,600926.XSHG,601009.XSHG,002142.XSHE,601658.XSHG"
2022-09-19,2022-09-26,7,6,7,5,-0.025340875573816906,-0.0234251019790501,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,600036.XSHG,600926.XSHG,601658.XSHG,601838.XSHG"
2022-09-26,2022-10-10,7,6,7,5,-0.01206186008857262,-0.02151718537328797,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,601838.XSHG,600036.XSHG,600926.XSHG,601658.XSHG"
2022-10-10,2022-10-17,7,6,7,5,-0.016298456147758076,-0.02276773561738297,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,601838.XSHG,601009.XSHG,600926.XSHG,600036.XSHG"
2022-10-17,2022-10-24,7,6,7,5,-0.06218904629490304,-0.06829388164579626,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,600036.XSHG,601658.XSHG,002142.XSHE,601009.XSHG"
2022-10-24,2022-10-31,7,6,7,5,-0.06266043661006038,-0.04554108535542221,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,601009.XSHG,600926.XSHG,601658.XSHG,600036.XSHG"
2022-10-31,2022-11-07,7,6,7,5,0.02789652462199061,0.03702203032003568,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,600036.XSHG,601658.XSHG,002142.XSHE,600926.XSHG"
2022-11-07,2022-11-14,7,6,7,5,0.07789178930995717,0.09692646533957361,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600036.XSHG,600926.XSHG,002142.XSHE,601658.XSHG,601838.XSHG"
2022-11-14,2022-11-21,7,6,7,5,-0.02483892439076948,-0.025773252730310413,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601009.XSHG,601658.XSHG,002142.XSHE,601838.XSHG"
2022-11-21,2022-11-28,7,6,7,5,0.0252903262990442,0.023842838405728407,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,600926.XSHG,601658.XSHG,600036.XSHG,601838.XSHG"
2022-11-28,2022-12-05,7,6,7,5,0.058997237552732215,0.05141717783537007,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,600926.XSHG,002142.XSHE,601009.XSHG,601658.XSHG"
2022-12-05,2022-12-12,7,6,7,5,-0.018797683047034996,-0.022609756954195738,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,601009.XSHG,601838.XSHG,600036.XSHG,600926.XSHG"
2022-12-12,2022-12-19,7,6,7,5,-0.009911604538319756,-0.0012988811900755959,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600036.XSHG,601009.XSHG,002142.XSHE,601838.XSHG,601658.XSHG"
2022-12-19,2022-12-26,7,6,7,5,-0.017263201009034272,-0.015361656306005677,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,601838.XSHG,002142.XSHE,600036.XSHG,601009.XSHG"
2022-12-26,2023-01-03,7,6,7,5,0.051930350493263555,0.05386181318196517,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600036.XSHG,601658.XSHG,002142.XSHE,600926.XSHG,601838.XSHG"
2023-01-03,2023-01-09,7,6,7,5,0.01855109992692613,0.016388232210123487,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,601658.XSHG,600036.XSHG,600926.XSHG,601838.XSHG"
2023-01-09,2023-01-16,7,6,7,5,0.013779066450101138,0.010432689175219733,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601658.XSHG,600036.XSHG,002142.XSHE,601838.XSHG"
2023-01-16,2023-01-30,7,6,7,5,0.0016124991064894495,0.0004674255188167109,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","002142.XSHE,600926.XSHG,601009.XSHG,601658.XSHG,600036.XSHG"
2023-01-30,2023-02-06,7,6,7,5,-0.047487818915671505,-0.04619006898906262,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,601009.XSHG,002142.XSHE,600926.XSHG,601838.XSHG"
2023-02-06,2023-02-13,7,6,7,5,-0.01070381468251369,-0.01153220454424364,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,600926.XSHG,601009.XSHG,601838.XSHG,600036.XSHG"
2023-02-13,2023-02-20,7,6,7,5,0.015176634908330591,0.011644219147587443,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,601658.XSHG,600926.XSHG,600036.XSHG,601009.XSHG"
2023-02-20,2023-02-27,7,6,7,5,-0.023477322241794028,-0.028793994419459512,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,600036.XSHG,002142.XSHE,601658.XSHG,600926.XSHG"
2023-02-27,2023-03-06,7,6,7,5,0.0038745522097330004,0.003969887851253362,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,600926.XSHG,601658.XSHG,600036.XSHG,002142.XSHE"
2023-03-06,2023-03-13,7,6,7,5,-0.03271122237371192,-0.03723266686693723,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,600926.XSHG,600036.XSHG,002142.XSHE,601658.XSHG"
2023-03-13,2023-03-20,7,6,7,5,-0.019387900761775417,-0.02098692568402478,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,002142.XSHE,601658.XSHG,601838.XSHG,601009.XSHG"
2023-03-20,2023-03-27,7,6,7,5,-0.00700260740583685,-0.007597451243395481,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,600036.XSHG,601838.XSHG,002142.XSHE,601658.XSHG"
2023-03-27,2023-04-03,7,6,7,5,0.006088436353086392,0.005680243362257786,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601009.XSHG,002142.XSHE,601838.XSHG,601658.XSHG,600036.XSHG"
2023-04-03,2023-04-10,7,6,7,5,0.003437841852572327,0.00131852448174119,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,601838.XSHG,600926.XSHG,600036.XSHG,601009.XSHG"
2023-04-10,2023-04-17,7,6,7,5,0.04008285871622132,0.04427941384907621,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601658.XSHG,600036.XSHG,600926.XSHG,601009.XSHG,601838.XSHG"
2023-04-17,2023-04-24,7,6,7,5,-0.023195423799123698,-0.027094150475353396,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","601838.XSHG,002142.XSHE,601658.XSHG,601009.XSHG,600036.XSHG"
2023-04-24,2023-05-04,7,6,7,5,0.04420873327599095,0.03731464641566455,"002142.XSHE,600036.XSHG,600908.XSHG,600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG","600926.XSHG,601009.XSHG,601658.XSHG,601838.XSHG,600036.XSHG"
2023-05-04,2023-05-08,8,6,8,5,0.027499945152144822,0.031046453574563638,"002142.XSHE,600036.XSHG,600926.XSHG,601009.XSHG,601528.XSHG,601658.XSHG,601825.XSHG,601838.XSHG","600036.XSHG,601658.XSHG,002142.XSHE,601838.XSHG,600926.XSHG"
2023-05-08,2023-05-15,8,6,8,5,-0.046587145631027504,-0.04467418758914769,"002142.XSHE,600036.XSHG,600926.XSHG,601009.XSHG,601528.XSHG,601658.XSHG,601825.XSHG,601838.XSHG","002142.XSHE,600036.XSHG,601838.XSHG,601658.XSHG,600926.XSHG"
