proxy_col,corr_forward_mean,corr_mom6_ic,corr_mom12_ic,top_third_forward_mean,bottom_third_forward_mean,top_third_mom6_ic,bottom_third_mom6_ic
cross_mcap_median,0.09464990287194568,0.25962329403136064,0.02350569759487409,0.009596509956097959,0.00995224716452478,0.1534722222222222,0.02950923253364668
cross_mom6_positive_ratio,-0.022844845126064946,0.22038869708671202,0.14707436278587172,0.008800012761714522,0.008256865112238046,0.09731989823901589,-0.08717401202926635
cross_target_dispersion,0.034875795145751225,0.13092298459502905,0.14809705150569727,0.006111859091120731,-0.0008917912059687316,0.0402020655186078,-0.04098823293907549
cross_mom6_mean,0.015610190424027727,0.05645624837021864,0.09456247626424187,0.01300562976738255,0.009268951618449104,0.18509305129854667,-0.08816607552132984
cross_mom6_top_bottom_spread,-0.01737405987435928,0.049460578788099556,0.040246841665952535,0.013566459211627788,0.0021699132169807757,0.12469778028988553,-0.03522966004583652
cross_mom6_median,0.02714736520966441,0.02775129796200163,0.08048233872613098,0.012894831703196956,0.0058025792500034515,0.14439990156901925,-0.11264853750379183
cross_mom12_median,-0.11375149566031113,-0.10066680106437033,0.022119779990545957,-0.0015101417383124882,0.01517896017462649,-0.0015423302188008053,-0.07113817593687917
cross_money_mean,-0.24453377942551383,-0.13412184382575995,-0.05786866733418965,-0.019075266518338223,0.01678329127603614,-0.0743977857395252,-0.006701625104434385
cross_money_median,-0.26428347320032314,-0.14071168979388696,-0.06810405085214016,-0.015184480902373662,0.020872838228315437,-0.02391442299530534,0.027120782063561027
