fold_id,candidate_name,rebalance_date,train_start,validation_start,validation_end,formula,universe_count,state_score,low_cut,high_cut,state_bucket,fundamental_budget,momentum_budget,portfolio_return,invested_weight,cash_weight,fundamental_stock_count,momentum_stock_count,final_stock_count,overlap_stock_count
fold_02,mean_plus_bottom,2019-11-01,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_mean + 1.0*score_delta_bottom_quartile_mean,14,-0.634446,-0.294315,0.324085,weak_down,1.0,0.0,-0.0006859661,0.7,0.3,14,0,14,0
fold_02,median_plus_bottom,2019-11-01,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_median + 1.0*score_delta_bottom_quartile_mean,14,-0.66474,-0.226333,0.418754,weak_down,1.0,0.0,-0.0006859661,0.7,0.3,14,0,14,0
fold_02,breadth_mean_bottom,2019-11-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean + 1.0*score_delta_bottom_quartile_mean,14,-0.865911,-0.610163,0.604292,weak_down,1.0,0.0,-0.0006859661,0.7,0.3,14,0,14,0
fold_02,breadth_median_bottom,2019-11-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_median + 1.0*score_delta_bottom_quartile_mean,14,-0.863548,-0.437562,0.70852,weak_down,1.0,0.0,-0.0006859661,0.7,0.3,14,0,14,0
fold_02,breadth_mean_stdneg,2019-11-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean - 1.0*score_delta_std,14,-0.898537,-0.442068,0.641026,weak_down,1.0,0.0,-0.0006859661,0.7,0.3,14,0,14,0
fold_02,fixed_blend_60_40,2020-05-06,2014-09-01,2019-09-02,2020-09-01,fixed_60_40,15,<NA>,<NA>,<NA>,fixed,0.6,0.4,0.0013568957,0.94,0.06,15,15,15,15
fold_02,v1_base,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean + 1.0*score_delta_bottom_quartile_mean,15,-0.602683,-0.610163,0.604292,neutral_flat,0.8,0.2,0.0012946321,0.95,0.05,15,15,15,15
fold_02,breadth_only,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio,15,0.207472,-0.33596,0.431055,neutral_flat,0.8,0.2,0.0012946321,0.95,0.05,15,15,15,15
fold_02,severe_breadth_only,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*severe_deterioration_ratio,15,0.722971,-0.340829,0.62605,strong_up,0.6,0.4,0.0013568957,0.94,0.06,15,15,15,15
fold_02,delta_mean_only,2020-05-06,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_mean,15,-0.382348,-0.912642,0.709208,neutral_flat,0.8,0.2,0.0012946321,0.95,0.05,15,15,15,15
fold_02,delta_median_only,2020-05-06,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_median,15,0.18114,-0.275906,-0.016648,strong_up,0.6,0.4,0.0013568957,0.94,0.06,15,15,15,15
fold_02,bottom_quartile_only,2020-05-06,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_bottom_quartile_mean,15,-1.72428,-0.206619,0.556596,weak_down,1.0,0.0,0.0010089349,0.75,0.25,15,0,15,0
fold_02,top_bottom_spread_only,2020-05-06,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_top_bottom_spread,15,1.294853,-0.735817,0.373466,strong_up,0.6,0.4,0.0013568957,0.94,0.06,15,15,15,15
fold_02,breadth_plus_mean,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean,15,0.024422,-0.420427,0.392243,neutral_flat,0.8,0.2,0.0012946321,0.95,0.05,15,15,15,15
fold_02,breadth_plus_median,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_median,15,0.206652,-0.325294,0.294139,neutral_flat,0.8,0.2,0.0012946321,0.95,0.05,15,15,15,15
fold_02,breadth_plus_bottom,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_bottom_quartile_mean,15,-0.673706,-0.484731,0.548099,weak_down,1.0,0.0,0.0010089349,0.75,0.25,15,0,15,0
fold_02,severe_plus_mean,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*severe_deterioration_ratio + 1.0*score_delta_mean,15,-0.065905,-0.645651,0.71411,neutral_flat,0.8,0.2,0.0012946321,0.95,0.05,15,15,15,15
fold_02,severe_plus_bottom,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*severe_deterioration_ratio + 1.0*score_delta_bottom_quartile_mean,15,-1.545858,-0.015239,0.559735,weak_down,1.0,0.0,0.0010089349,0.75,0.25,15,0,15,0
fold_02,mean_plus_bottom,2020-05-06,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_mean + 1.0*score_delta_bottom_quartile_mean,15,-1.302467,-0.294315,0.324085,weak_down,1.0,0.0,0.0010089349,0.75,0.25,15,0,15,0
fold_02,median_plus_bottom,2020-05-06,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_median + 1.0*score_delta_bottom_quartile_mean,15,-1.025117,-0.226333,0.418754,weak_down,1.0,0.0,0.0010089349,0.75,0.25,15,0,15,0
fold_02,breadth_mean_bottom,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean + 1.0*score_delta_bottom_quartile_mean,15,-0.602683,-0.610163,0.604292,neutral_flat,0.8,0.2,0.0012946321,0.95,0.05,15,15,15,15
fold_02,breadth_median_bottom,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_median + 1.0*score_delta_bottom_quartile_mean,15,-0.433158,-0.437562,0.70852,neutral_flat,0.8,0.2,0.0012946321,0.95,0.05,15,15,15,15
fold_02,breadth_mean_stdneg,2020-05-06,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean - 1.0*score_delta_std,15,-0.394214,-0.442068,0.641026,neutral_flat,0.8,0.2,0.0012946321,0.95,0.05,15,15,15,15
fold_02,fixed_blend_60_40,2020-09-01,2014-09-01,2019-09-02,2020-09-01,fixed_60_40,15,<NA>,<NA>,<NA>,fixed,0.6,0.4,6.08806e-05,0.936667,0.063333,15,15,15,15
fold_02,v1_base,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean + 1.0*score_delta_bottom_quartile_mean,15,-1.24382,-0.610163,0.604292,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,breadth_only,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio,15,-1.427482,-0.33596,0.431055,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,severe_breadth_only,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*severe_deterioration_ratio,15,0.148629,-0.340829,0.62605,neutral_flat,0.8,0.2,-7.44593e-05,0.95,0.05,15,15,15,15
fold_02,delta_mean_only,2020-09-01,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_mean,15,-1.098491,-0.912642,0.709208,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,delta_median_only,2020-09-01,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_median,15,-1.460167,-0.275906,-0.016648,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,bottom_quartile_only,2020-09-01,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_bottom_quartile_mean,15,-1.000452,-0.206619,0.556596,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,top_bottom_spread_only,2020-09-01,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_top_bottom_spread,15,0.463653,-0.735817,0.373466,strong_up,0.6,0.4,6.08806e-05,0.936667,0.063333,15,15,15,15
fold_02,breadth_plus_mean,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean,15,-1.399364,-0.420427,0.392243,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,breadth_plus_median,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_median,15,-1.247969,-0.325294,0.294139,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,breadth_plus_bottom,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_bottom_quartile_mean,15,-1.326767,-0.484731,0.548099,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,severe_plus_mean,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*severe_deterioration_ratio + 1.0*score_delta_mean,15,-1.115619,-0.645651,0.71411,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,severe_plus_bottom,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*severe_deterioration_ratio + 1.0*score_delta_bottom_quartile_mean,15,-0.989026,-0.015239,0.559735,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,mean_plus_bottom,2020-09-01,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_mean + 1.0*score_delta_bottom_quartile_mean,15,-1.279097,-0.294315,0.324085,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,median_plus_bottom,2020-09-01,2014-09-01,2019-09-02,2020-09-01,+ 1.0*score_delta_median + 1.0*score_delta_bottom_quartile_mean,15,-1.669959,-0.226333,0.418754,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,breadth_mean_bottom,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean + 1.0*score_delta_bottom_quartile_mean,15,-1.24382,-0.610163,0.604292,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,breadth_median_bottom,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_median + 1.0*score_delta_bottom_quartile_mean,15,-1.308373,-0.437562,0.70852,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
fold_02,breadth_mean_stdneg,2020-09-01,2014-09-01,2019-09-02,2020-09-01,- 1.0*deterioration_ratio + 1.0*score_delta_mean - 1.0*score_delta_std,15,-1.237946,-0.442068,0.641026,weak_down,1.0,0.0,-9.24601e-05,0.75,0.25,15,0,15,0
