trade_seq,code,display_name,listed_start,listed_days,listed_trading_days,open,close,high,low,volume,money,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,daily_return_close,mom_1m,mom_3m,mom_6m,mom_12m,mom_12_1,mom_6_1,liq_money_1m,liq_turnover_1m,price_history_1m_ready,price_history_3m_ready,price_history_6m_ready,price_history_12m_ready,price_history_12_1_ready,liquidity_1m_ready,momentum_core_ready_v1,mom_3_1,price_history_3_1_ready,price_history_6_1_ready,price_history_12_1_ready_v2,momentum_monthly_ready_v2,rev_5d,rev_10d,rev_20d,close_to_ma20,intramonth_drawdown_20d,avg_money_20d,avg_turnover_20d,avg_mcap_20d,volatility_20d,down_day_ratio_20d,abnormal_volume_ratio,price_history_5d_ready,price_history_10d_ready,price_history_20d_ready,excess_rev_5d,excess_rev_10d,mean_reversion_ready_v1,month_key,rebalance_date,next_rebalance_date,next_rebalance_close,y_month_total_return_close
1,601328.XSHG,交通银行,2007-05-15,2424,1,1.93,1.93,1.94,1.92,113677612.0,218979008.0,0.1752,2836.8362,1249.4858,4.5338,0.6942,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,0,,,0,2014-01,2014-01-02,2014-02-07,1.9,-0.015544041450777257
1,601398.XSHG,工商银行,2006-10-27,2624,1,1.84,1.84,1.85,1.83,78460004.0,144322688.0,0.0153,12550.4488,9443.222,4.8558,1.0189,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,0,,,0,2014-01,2014-01-02,2014-02-07,1.75,-0.048913043478260865
1,601818.XSHG,光大银行,2010-08-18,1233,1,1.4,1.4,1.41,1.39,81214643.0,113359584.0,0.1077,1221.7073,1052.0556,4.6591,0.9246,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,0,,,0,2014-01,2014-01-02,2014-02-07,1.31,-0.06428571428571417
1,601939.XSHG,建设银行,2007-09-25,2291,1,2.15,2.14,2.15,2.12,66633255.0,142131584.0,0.3619,10275.4512,394.2993,4.8591,0.9867,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,0,,,0,2014-01,2014-01-02,2014-02-07,2.05,-0.04205607476635531
1,601988.XSHG,中国银行,2006-07-05,2738,1,1.34,1.34,1.34,1.33,81292123.0,108459528.0,0.0213,7285.7754,5103.234,4.7468,0.8193,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,0,,,0,2014-01,2014-01-02,2014-02-07,1.28,-0.04477611940298509
1,601998.XSHG,中信银行,2007-04-27,2442,1,2.18,2.19,2.2,2.17,23447867.0,51090048.0,0.0416,1805.9908,1231.5393,5.2097,0.8216,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,0,,,0,2014-01,2014-01-02,2014-02-07,2.06,-0.05936073059360725
22,000001.XSHE,平安银行,1991-04-03,8346,22,4.76,4.79,4.79,4.67,99535087.0,470138336.0,0.751,1083.4609,634.5376,7.2903,1.1415,-0.0020833333333333,-0.045816733067729,,,,,,465274193.6,0.7187399999999999,1,0,0,0,0,1,0,,0,0,0,0,-0.0244399185336049,-0.0082815734989648,-0.045816733067729,-0.0180401804018039,-0.0514851485148514,465274193.6,0.7187399999999999,1088.51302,0.0141999489908813,0.55,1.0104543567361093,1,1,1,-0.0229338944372194,-0.0164558695085738,0,2014-02,2014-02-07,2014-03-03,4.64,-0.03131524008350739
22,002142.XSHE,宁波银行,2007-07-19,2395,22,4.02,4.06,4.06,3.98,17592332.0,70592808.0,0.2799,256.0833,254.9695,5.475,1.0233,0.007444168734491,-0.0169491525423729,,,,,,,,1,0,0,0,0,0,0,,0,0,0,0,0.0049504950495049,0.030456852791878,-0.0169491525423729,,,,,256.270715,,0.45,,1,1,1,0.0064565191458904,0.022282556782269,0,2014-02,2014-02-07,2014-03-03,4.07,0.0024630541871923928
22,600000.XSHG,浦发银行,1999-11-10,5203,22,4.01,4.03,4.03,3.98,116419142.0,466080896.0,0.3427,1712.3887,1369.9109,4.1815,0.8378,0.0,0.0049875311720699,,,,,,667268212.8,0.48405,1,0,0,0,0,1,0,,0,0,0,0,-0.0049382716049382,0.0049875311720699,0.0049875311720699,-0.0053066765395531,-0.03125,667268212.8,0.48405,1720.96928,0.0098817070039295,0.45,0.6984910820856054,1,1,1,-0.0034322475085526,-0.0031867648375389,0,2014-02,2014-02-07,2014-03-03,3.89,-0.0347394540942928
22,600015.XSHG,华夏银行,2003-09-12,3801,22,3.31,3.31,3.33,3.27,44654651.0,147590848.0,0.2816,721.2761,525.5026,4.8916,0.88,-0.0089820359281436,0.0030303030303031,,,,,,187872056.8,0.358385,1,0,0,0,0,1,0,,0,0,0,0,-0.003012048192771,0.0153374233128835,0.0030303030303031,0.001967610110489,-0.0349854227405248,187872056.8,0.358385,719.005435,0.0145789534508654,0.45,0.7855923361562942,1,1,1,-0.0015060240963855,0.0071631273032746,0,2014-02,2014-02-07,2014-03-03,3.29,-0.006042296072507614
22,600016.XSHG,民生银行,2000-12-19,4798,22,2.98,2.98,2.99,2.95,163594932.0,485423040.0,0.2972,2056.549,1637.6452,4.8887,1.0832,-0.0099667774086378,-0.0448717948717949,,,,,,585402662.4,0.359435,1,0,0,0,0,1,0,,0,0,0,0,0.0275862068965517,0.0275862068965517,-0.0448717948717949,0.0064167510976023,-0.047923322683706,585402662.4,0.359435,2046.762635,0.0138501920795551,0.6,0.8292122178090047,1,1,1,0.0290922309929372,0.0194119108869428,0,2014-02,2014-02-07,2014-03-03,3.07,0.030201342281879207
22,600036.XSHG,招商银行,2002-04-09,4322,22,6.19,6.21,6.23,6.16,53363464.0,329823168.0,0.1555,2605.2101,2130.97,5.212,1.0132,-0.0032102728731943,-0.0174050632911393,,,,,,467738876.0,0.2146799999999999,1,0,0,0,0,1,0,,0,0,0,0,-0.0095693779904305,-0.0220472440944881,-0.0174050632911393,-0.0210451643414519,-0.059090909090909,467738876.0,0.2146799999999999,2661.57641,0.0097853057738622,0.5,0.7051437990798952,1,1,1,-0.008063353894045,-0.030221540104097,0,2014-02,2014-02-07,2014-03-03,5.9,-0.049919484702093286
22,601009.XSHG,南京银行,2007-07-19,2395,22,1.75,1.76,1.76,1.74,23858791.0,41731832.0,0.1791,234.5457,234.5457,5.2517,0.889,0.0,-0.0056497175141243,,,,,,47669727.0,0.20289,1,0,0,0,0,1,0,,0,0,0,0,-0.0056497175141243,0.0114942528735633,-0.0056497175141243,-0.0008515469770081,-0.0222222222222222,47669727.0,0.20289,234.738705,0.0085015934319431,0.45,0.8754367735313441,1,1,1,-0.0041436934177388,0.0033199568639543,0,2014-02,2014-02-07,2014-03-03,1.77,0.005681818181818121
22,601166.XSHG,兴业银行,2007-02-05,2559,22,5.09,5.11,5.11,5.05,78002679.0,395806784.0,0.2634,1781.3935,1512.7942,4.2947,0.916,0.0,-0.0394736842105263,,,,,,548277873.6,0.35641,1,0,0,0,0,1,0,,0,0,0,0,-0.0038986354775827,0.0039292730844795,-0.0394736842105263,-0.016077789544623,-0.0537037037037037,548277873.6,0.35641,1810.73408,0.0125712347552573,0.55,0.7219090958406313,1,1,1,-0.0023926113811972,-0.0042450229251294,0,2014-02,2014-02-07,2014-03-03,4.96,-0.02935420743639927
