trade_seq,code,display_name,listed_start,listed_days,listed_trading_days,open,close,high,low,volume,money,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,daily_return_close,mom_1m,mom_3m,mom_6m,mom_12m,mom_12_1,mom_6_1,liq_money_1m,liq_turnover_1m,price_history_1m_ready,price_history_3m_ready,price_history_6m_ready,price_history_12m_ready,price_history_12_1_ready,liquidity_1m_ready,momentum_core_ready_v1,mom_3_1,price_history_3_1_ready,price_history_6_1_ready,price_history_12_1_ready_v2,momentum_monthly_ready_v2,rev_5d,rev_10d,rev_20d,close_to_ma20,intramonth_drawdown_20d,avg_money_20d,avg_turnover_20d,avg_mcap_20d,volatility_20d,down_day_ratio_20d,abnormal_volume_ratio,price_history_5d_ready,price_history_10d_ready,price_history_20d_ready,excess_rev_5d,excess_rev_10d,mean_reversion_ready_v1,month_key,rebalance_date,next_rebalance_date,next_rebalance_close,y_month_total_return_close
1055,000001.XSHE,平安银行,1991-04-03,9891,1055,8.4,8.33,8.44,8.27,155535268.0,1295804420.86,0.7037,1868.1408,1840.6766,7.9259,0.9183,0.0036144578313253,-0.0153664302600473,-0.233670653173873,-0.0458190148911799,0.2874806800618239,0.3075734157650698,-0.0309278350515463,1433807720.1095002,0.75182,1,1,1,1,1,1,1,-0.2217111315547376,1,1,1,1,-0.0598194130925506,-0.02,-0.0153664302600473,-0.0339788936565002,-0.0886214442013129,1433807720.1095002,0.75182,1934.16099,0.0243940742983531,0.5,0.90375048389406,1,1,1,-0.0657478683628488,-0.0174376291763634,1,2018-05,2018-05-02,2018-06-01,7.8,-0.06362545018007204
1055,002142.XSHE,宁波银行,2007-07-19,3940,1055,14.53,14.25,14.67,14.1,25451108.0,365433805.88,0.4531,903.4263,800.2151,9.2222,1.6826,-0.0158839779005525,-0.0788623141564318,-0.1077019411396368,0.0579064587973272,0.4221556886227546,0.5439121756487026,0.1484780994803267,352830549.0495,0.427775,1,1,1,1,1,1,1,-0.0313087038196618,1,1,1,1,0.0056457304163726,-0.0027991602519243,-0.0788623141564318,-0.0304143702796488,-0.0940877304513668,352830549.0495,0.427775,931.943535,0.0215547818907868,0.65,1.0357204240518636,1,1,1,-0.0002827248539255,-0.0002367894282878,1,2018-05,2018-05-02,2018-06-01,13.81,-0.03087719298245606
1055,002807.XSHE,江阴银行,2016-09-02,607,401,3.6,3.61,3.63,3.57,10831024.0,38976794.0,0.8092,118.9429,48.3411,14.5632,1.2691,0.0027777777777777,-0.0671834625322997,-0.2463465553235908,-0.2617586912065439,-0.5787631271878646,-0.5484247374562428,-0.2085889570552146,58641815.9715,1.1674950000000002,1,1,1,1,1,1,1,-0.1920668058455115,1,1,1,1,0.0027777777777777,-0.032171581769437,-0.0671834625322997,-0.0337259100642397,-0.0743589743589743,58641815.9715,1.1674950000000002,123.034365,0.0121761129370114,0.6,0.6646587141664025,1,1,1,-0.0031506774925204,-0.0296092109458004,1,2018-05,2018-05-02,2018-06-01,3.39,-0.06094182825484762
1055,002839.XSHE,张家港行,2017-01-24,463,307,4.77,4.69,4.8,4.65,28863244.0,136014196.15,2.1059,138.818,64.2502,17.6211,1.6032,-0.010548523206751,-0.0963391136801541,-0.3575342465753424,-0.3932729624838292,-0.5300601202404809,-0.4799599198396793,-0.3285899094437257,255570622.9865,3.754505,1,1,1,1,1,1,1,-0.2890410958904109,1,1,1,1,0.0,-0.0349794238683127,-0.0963391136801541,-0.0465541776783899,-0.1049618320610686,255570622.9865,3.754505,145.68664,0.019704758709591,0.65,0.5321980850560617,1,1,1,-0.0059284552702981,-0.0324170530446761,1,2018-05,2018-05-02,2018-06-01,4.4,-0.061833688699360345
1055,600000.XSHG,浦发银行,1999-11-10,6748,1055,8.33,8.11,8.33,8.07,94278462.0,769050164.0,0.2467,3237.5345,3099.8452,5.9842,0.8128,-0.050351288056206,-0.050351288056206,-0.1922310756972111,-0.1203904555314534,-0.0228915662650603,0.0289156626506021,-0.0737527114967463,276912737.4,0.084925,1,1,1,1,1,1,1,-0.149402390438247,1,1,1,1,-0.0492379835873387,-0.0447585394581862,-0.050351288056206,-0.0516838166510758,-0.082579185520362,276912737.4,0.084925,3413.500195,0.0151642812285912,0.55,2.777229286094949,1,1,1,-0.0551664388576369,-0.0421961686345496,1,2018-05,2018-05-02,2018-06-01,7.85,-0.03205918618988901
1055,600015.XSHG,华夏银行,2003-09-12,5346,1055,5.9,5.74,5.9,5.72,59042600.0,341953330.0,0.3114,1087.3638,1087.3638,5.4727,0.7141,-0.0254668930390491,-0.0528052805280526,-0.1496296296296295,-0.060556464811784,0.019538188277087,0.0763765541740675,-0.0081833060556465,142160205.6,0.1262599999999999,1,1,1,1,1,1,1,-0.1022222222222223,1,1,1,1,-0.0221465076660988,-0.0271186440677966,-0.0528052805280526,-0.0342390847143937,-0.0666666666666666,142160205.6,0.1262599999999999,1126.729475,0.0107552904179895,0.65,2.4054082403493653,1,1,1,-0.0280749629363969,-0.02455627324416,1,2018-05,2018-05-02,2018-06-01,5.64,-0.017421602787456525
1055,600016.XSHG,民生银行,2000-12-19,6343,1055,4.25,4.23,4.26,4.2,153783358.0,649497813.0,0.2846,2823.966,2287.3069,5.5858,0.7528,0.0023696682464455,-0.0429864253393663,-0.1673228346456692,-0.0620842572062082,0.0342298288508557,0.0806845965770171,-0.0199556541019955,455239514.45,0.1953349999999999,1,1,1,1,1,1,1,-0.1299212598425196,1,1,1,1,-0.0047058823529411,-0.0139860139860138,-0.0429864253393663,-0.0193578300683898,-0.0494382022471909,455239514.45,0.1953349999999999,2877.59946,0.0098448908310983,0.55,1.426716689531431,1,1,1,-0.0106343376232392,-0.0114236431623772,1,2018-05,2018-05-02,2018-06-01,4.22,-0.0023640661938535423
1055,600036.XSHG,招商银行,2002-04-09,5867,1055,21.4,21.1,21.49,20.97,68715114.0,1455786499.0,0.2378,7454.9864,6097.916,10.2338,1.6134,0.0076408787010506,0.0086042065009559,-0.1153039832285115,0.0989583333333334,0.6268311488049345,0.612952968388589,0.0895833333333335,1326010793.15,0.2223149999999999,1,1,1,1,1,1,1,-0.1228511530398323,1,1,1,1,0.0445544554455445,0.0513203786746387,0.0086042065009559,0.0212230476974082,-0.0452488687782804,1326010793.15,0.2223149999999999,7298.749409999999,0.0184539376043336,0.55,1.097869268123913,1,1,1,0.0386260001752464,0.0538827494982753,1,2018-05,2018-05-02,2018-06-01,20.42,-0.03222748815165877
1055,600908.XSHG,无锡银行,2016-09-23,586,388,5.12,5.13,5.16,5.08,6524903.0,33387762.0,0.6114,125.8566,54.7749,12.2964,1.317,0.001953125,-0.0621572212065812,-0.237741456166419,-0.2131901840490797,-0.7104966139954854,-0.6913092550790068,-0.161042944785276,53746457.05,0.95344,1,1,1,1,1,1,1,-0.1872213967310551,1,1,1,1,0.0039138943248531,-0.0191204588910134,-0.0621572212065812,-0.0235081374321882,-0.0621572212065812,53746457.05,0.95344,128.80437,0.011637664895746,0.65,0.6212086122986594,1,1,1,-0.002014560945445,-0.0165580880673768,1,2018-05,2018-05-02,2018-06-01,4.97,-0.031189083820662766
1055,600919.XSHG,江苏银行,2016-08-02,638,424,4.4,4.37,4.41,4.36,27649202.0,121136097.0,0.2845,827.7371,424.7492,6.794,0.8748,-0.002283105022831,-0.0223713646532437,-0.1117886178861787,-0.1153846153846154,-0.1892393320964749,-0.1706864564007421,-0.0951417004048584,167570428.4,0.391175,1,1,1,1,1,1,1,-0.0914634146341464,1,1,1,1,0.0022935779816513,-0.0045558086560363,-0.0223713646532437,-0.0079455164585698,-0.0331858407079644,167570428.4,0.391175,834.4905699999999,0.0068239029219315,0.55,0.7228966241635508,1,1,1,-0.0036348772886468,-0.0019934378323997,1,2018-05,2018-05-02,2018-06-01,4.35,-0.004576659038901698
1055,600926.XSHG,杭州银行,2016-10-27,552,369,6.14,6.11,6.15,6.07,38782775.0,236944069.0,1.3988,421.4093,169.5249,8.8489,0.9649,0.0082508250825084,0.0149501661129569,-0.0907738095238094,-0.1132075471698111,-0.2447466007416563,-0.2558714462299135,-0.1262699564586357,115048048.55,0.695135,1,1,1,1,1,1,1,-0.1041666666666667,1,1,1,1,0.035593220338983,0.035593220338983,0.0149501661129569,0.0241367750586658,-0.0065040650406503,115048048.55,0.695135,411.203885,0.0125910517070853,0.4,2.059522712347649,1,1,1,0.0296647650686848,0.0381555911626196,1,2018-05,2018-05-02,2018-06-01,6.26,0.0245499181669393
1055,601009.XSHG,南京银行,2007-07-19,3940,1055,5.5,5.46,5.54,5.43,97566632.0,535236508.0,0.7783,719.2912,684.2939,7.1215,1.1714,0.0036764705882352,0.030188679245283,-0.0960264900662252,0.0705882352941176,0.2133333333333333,0.1777777777777778,0.0392156862745098,388919221.85,0.58685,1,1,1,1,1,1,1,-0.1225165562913908,1,1,1,1,0.06640625,0.06640625,0.030188679245283,0.0356600910470408,-0.0301953818827708,388919221.85,0.58685,694.77766,0.0191003000144398,0.4,1.3762151056818483,1,1,1,0.0604777947297018,0.0689686208236365,1,2018-05,2018-05-02,2018-06-01,5.23,-0.042124542124542086
1055,601128.XSHG,常熟银行,2016-09-30,579,383,3.92,3.93,3.97,3.91,12888797.0,50750888.0,0.7437,151.8123,68.0949,11.5245,1.3944,0.0025510204081633,-0.0343980343980344,-0.1761006289308174,-0.1456521739130434,-0.4696356275303643,-0.4507422402159243,-0.1152173913043477,64002371.5,0.93008,1,1,1,1,1,1,1,-0.1467505241090145,1,1,1,1,0.0181347150259068,-0.0050632911392405,-0.0343980343980344,-0.0068233510235026,-0.0437956204379562,64002371.5,0.93008,152.901455,0.0124330493941581,0.6,0.792953242365402,1,1,1,0.0122062597556086,-0.0025009203156039,1,2018-05,2018-05-02,2018-06-01,3.73,-0.05089058524173029
1055,601166.XSHG,兴业银行,2007-02-05,4104,1055,10.29,10.22,10.31,10.18,98133558.0,1003798337.0,0.3276,3338.4125,3061.7105,5.7528,0.8141,-0.0029268292682925,-0.0501858736059478,-0.1353637901861252,-0.0683682771194166,0.0837751855779429,0.1410392364793213,-0.0191431175934366,933531077.95,0.300035,1,1,1,1,1,1,1,-0.089678510998308,1,1,1,1,-0.0058365758754862,0.0,-0.0501858736059478,-0.0151770657672848,-0.0519480519480518,933531077.95,0.300035,3388.8937250000004,0.0108525212619875,0.65,1.075270401499974,1,1,1,-0.0117650311457844,0.0025623708236365,1,2018-05,2018-05-02,2018-06-01,10.09,-0.012720156555773077
