rebalance_date,code,current_composite_score,reference_rebalance_date,reference_composite_score,score_delta,deterioration_flag
2017-09-01,601988.XSHG,0.07258733192646022,2017-05-02,-0.06867904845705708,0.1412663803835173,0.0
2017-11-01,002142.XSHE,0.4020062358816199,2017-09-01,0.265462345096611,0.1365438907850089,0.0
2017-11-01,600000.XSHG,-0.5901651058745793,2017-09-01,-0.5286094386409802,-0.061555667233599065,1.0
2017-11-01,600015.XSHG,-0.7934326908837401,2017-09-01,-0.7234035014701657,-0.07002918941357439,1.0
2017-11-01,600016.XSHG,-0.29955841372905945,2017-09-01,-0.30917405098890594,0.009615637259846488,0.0
2017-11-01,600036.XSHG,0.037834077133005684,2017-09-01,-0.04498365065188792,0.0828177277848936,0.0
2017-11-01,600919.XSHG,-0.40679635739799674,2017-09-01,-0.4006739010871199,-0.006122456310876823,1.0
2017-11-01,601009.XSHG,0.4792820244997201,2017-09-01,0.7383339934417029,-0.2590519689419828,1.0
2017-11-01,601166.XSHG,0.10896263805415561,2017-09-01,0.07809379736703205,0.03086884068712356,0.0
2017-11-01,601169.XSHG,-0.2893142913036737,2017-09-01,-0.10652536144001329,-0.1827889298636604,1.0
2017-11-01,601288.XSHG,-0.10758153721568654,2017-09-01,-0.0792424928431295,-0.02833904437255705,1.0
2017-11-01,601328.XSHG,-0.11304348283525623,2017-09-01,-0.1611504684960217,0.04810698566076546,0.0
2017-11-01,601398.XSHG,0.004310701370687623,2017-09-01,0.028286779327760678,-0.023976077957073055,1.0
2017-11-01,601818.XSHG,-0.7830755562742638,2017-09-01,-0.7583016742915389,-0.0247738819827249,1.0
2017-11-01,601939.XSHG,0.21835649871078897,2017-09-01,0.3034313098240839,-0.08507481111329493,1.0
2017-11-01,601988.XSHG,-0.05744695431172104,2017-09-01,0.07258733192646022,-0.13003428623818125,1.0
2017-11-01,601998.XSHG,-0.677061715334143,2017-09-01,-0.5872714878778204,-0.0897902274563227,1.0
2018-05-02,002142.XSHE,0.6698691921154565,2017-11-01,0.4020062358816199,0.2678629562338366,0.0
2018-05-02,600000.XSHG,-0.832163766189375,2017-11-01,-0.5901651058745793,-0.24199866031479578,1.0
2018-05-02,600015.XSHG,-0.5757434189760599,2017-11-01,-0.7934326908837401,0.21768927190768028,0.0
2018-05-02,600016.XSHG,-0.7163525526261244,2017-11-01,-0.29955841372905945,-0.41679413889706496,1.0
2018-05-02,600036.XSHG,0.5697776435273971,2017-11-01,0.037834077133005684,0.5319435663943914,0.0
2018-05-02,600919.XSHG,-0.3581690184887369,2017-11-01,-0.40679635739799674,0.048627338909259854,0.0
2018-05-02,601009.XSHG,0.6583481032588917,2017-11-01,0.4792820244997201,0.17906607875917158,0.0
2018-05-02,601166.XSHG,0.025579413512631807,2017-11-01,0.10896263805415561,-0.0833832245415238,1.0
2018-05-02,601169.XSHG,-0.15681620028355114,2017-11-01,-0.2893142913036737,0.13249809102012255,0.0
2018-05-02,601288.XSHG,0.38681975783030637,2017-11-01,-0.10758153721568654,0.4944012950459929,0.0
2018-05-02,601328.XSHG,-0.25574411544775244,2017-11-01,-0.11304348283525623,-0.14270063261249621,1.0
2018-05-02,601398.XSHG,0.20061964886321246,2017-11-01,0.004310701370687623,0.19630894749252484,0.0
2018-05-02,601818.XSHG,-0.7294623742810243,2017-11-01,-0.7830755562742638,0.0536131819932395,0.0
2018-05-02,601939.XSHG,0.308171446326151,2017-11-01,0.21835649871078897,0.08981494761536205,0.0
2018-05-02,601988.XSHG,-0.04962876118858468,2017-11-01,-0.05744695431172104,0.007818193123136356,0.0
2018-05-02,601998.XSHG,-0.865615063518128,2017-11-01,-0.677061715334143,-0.18855334818398495,1.0
2018-09-03,002142.XSHE,1.0885739968512522,2018-05-02,0.6698691921154565,0.41870480473579574,0.0
2018-09-03,600000.XSHG,-0.84467211437641,2018-05-02,-0.832163766189375,-0.012508348187034946,1.0
2018-09-03,600015.XSHG,-0.5016087725785519,2018-05-02,-0.5757434189760599,0.074134646397508,0.0
2018-09-03,600016.XSHG,-0.09800996507873866,2018-05-02,-0.7163525526261244,0.6183425875473858,0.0
2018-09-03,600036.XSHG,0.5501774547333083,2018-05-02,0.5697776435273971,-0.01960018879408887,1.0
2018-09-03,600919.XSHG,-0.31661586219523435,2018-05-02,-0.3581690184887369,0.041553156293502536,0.0
2018-09-03,601009.XSHG,0.5771998969178733,2018-05-02,0.6583481032588917,-0.08114820634101838,1.0
2018-09-03,601166.XSHG,0.023141763925852283,2018-05-02,0.025579413512631807,-0.0024376495867795243,1.0
2018-09-03,601169.XSHG,-0.11854536827408116,2018-05-02,-0.15681620028355114,0.038270832009469985,0.0
2018-09-03,601229.XSHG,0.379960353213565,2018-05-02,0.3205635803955055,0.05939677281805955,0.0
2018-09-03,601288.XSHG,0.3339304066819375,2018-05-02,0.38681975783030637,-0.052889351148368846,1.0
2018-09-03,601328.XSHG,-0.3433280254740972,2018-05-02,-0.25574411544775244,-0.08758391002634475,1.0
2018-09-03,601398.XSHG,0.16990590278834508,2018-05-02,0.20061964886321246,-0.030713746074867376,1.0
2018-09-03,601818.XSHG,-0.28732461254100006,2018-05-02,-0.7294623742810243,0.4421377617400243,0.0
2018-09-03,601939.XSHG,0.22939296867123943,2018-05-02,0.308171446326151,-0.07877847765491158,1.0
2018-09-03,601988.XSHG,0.08696994762066468,2018-05-02,-0.04962876118858468,0.13659870880924935,0.0
2018-09-03,601997.XSHG,0.18274297161678088,2018-05-02,0.1975870611454271,-0.014844089528646215,1.0
2018-11-01,002142.XSHE,0.9989262821796276,2018-09-03,1.0885739968512522,-0.08964771467162458,1.0
2018-11-01,600000.XSHG,-0.571131314990522,2018-09-03,-0.84467211437641,0.27354079938588793,0.0
2018-11-01,600015.XSHG,-0.6973620047209423,2018-09-03,-0.5016087725785519,-0.1957532321423905,1.0
2018-11-01,600016.XSHG,-0.5153813945080922,2018-09-03,-0.09800996507873866,-0.4173714294293535,1.0
2018-11-01,600036.XSHG,0.6167844376711505,2018-09-03,0.5501774547333083,0.06660698293784229,0.0
2018-11-01,600919.XSHG,-0.32080486291541427,2018-09-03,-0.31661586219523435,-0.004189000720179914,1.0
2018-11-01,601009.XSHG,0.470831220313841,2018-09-03,0.5771998969178733,-0.10636867660403232,1.0
2018-11-01,601166.XSHG,-0.10821752441650329,2018-09-03,0.023141763925852283,-0.13135928834235558,1.0
2018-11-01,601169.XSHG,-0.26243175793600937,2018-09-03,-0.11854536827408116,-0.1438863896619282,1.0
2018-11-01,601229.XSHG,0.23967578187372837,2018-09-03,0.379960353213565,-0.14028457133983666,1.0
2018-11-01,601288.XSHG,0.43042031623921867,2018-09-03,0.3339304066819375,0.09648990955728115,0.0
2018-11-01,601328.XSHG,-0.2843501566970673,2018-09-03,-0.3433280254740972,0.058977868777029874,0.0
2018-11-01,601398.XSHG,0.24140155986134604,2018-09-03,0.16990590278834508,0.07149565707300096,0.0
2018-11-01,601818.XSHG,-0.2783331821041804,2018-09-03,-0.28732461254100006,0.008991430436819658,0.0
2018-11-01,601939.XSHG,0.32236353316342686,2018-09-03,0.22939296867123943,0.09297056449218744,0.0
2018-11-01,601988.XSHG,-0.20945749027911592,2018-09-03,0.08696994762066468,-0.2964274378997806,1.0
2018-11-01,601997.XSHG,0.3761127500088819,2018-09-03,0.18274297161678088,0.193369778392101,0.0
2019-05-06,002142.XSHE,0.6461249236235928,2018-11-01,0.9989262821796276,-0.3528013585560349,1.0
2019-05-06,600000.XSHG,-0.4038029123902897,2018-11-01,-0.571131314990522,0.16732840260023235,0.0
2019-05-06,600015.XSHG,-0.5699143062037828,2018-11-01,-0.6973620047209423,0.12744769851715954,0.0
2019-05-06,600016.XSHG,-0.6652211590435311,2018-11-01,-0.5153813945080922,-0.1498397645354389,1.0
2019-05-06,600036.XSHG,0.858883489449056,2018-11-01,0.6167844376711505,0.24209905177790547,0.0
2019-05-06,600919.XSHG,-0.5901215742455048,2018-11-01,-0.32080486291541427,-0.26931671133009055,1.0
2019-05-06,601009.XSHG,0.24821092055326377,2018-11-01,0.470831220313841,-0.22262029976057723,1.0
2019-05-06,601166.XSHG,0.333599944889899,2018-11-01,-0.10821752441650329,0.4418174693064023,0.0
2019-05-06,601169.XSHG,-0.65852630295942,2018-11-01,-0.26243175793600937,-0.3960945450234107,1.0
2019-05-06,601229.XSHG,0.03480012225950225,2018-11-01,0.23967578187372837,-0.20487565961422613,1.0
2019-05-06,601288.XSHG,0.28035752822795645,2018-11-01,0.43042031623921867,-0.15006278801126222,1.0
2019-05-06,601328.XSHG,-0.1039183345276055,2018-11-01,-0.2843501566970673,0.1804318221694618,0.0
2019-05-06,601398.XSHG,0.2732061028698616,2018-11-01,0.24140155986134604,0.03180454300851554,0.0
2019-05-06,601818.XSHG,-0.5612040230334886,2018-11-01,-0.2783331821041804,-0.2828708409293082,1.0
2019-05-06,601939.XSHG,0.3789141458691023,2018-11-01,0.32236353316342686,0.05655061270567546,0.0
2019-05-06,601988.XSHG,0.101251605390734,2018-11-01,-0.20945749027911592,0.31070909566984994,0.0
2019-05-06,601997.XSHG,-0.04135926824632488,2018-11-01,0.3761127500088819,-0.41747201825520674,1.0
2019-05-06,601998.XSHG,-0.2654637553295085,2018-11-01,-0.22146367077127657,-0.04400008455823193,1.0
2019-09-02,002142.XSHE,1.0486348099105811,2019-05-06,0.6461249236235928,0.40250988628698836,0.0
2019-09-02,600000.XSHG,-0.19658252828716694,2019-05-06,-0.4038029123902897,0.20722038410312277,0.0
2019-09-02,600015.XSHG,-0.5752210591220113,2019-05-06,-0.5699143062037828,-0.005306752918228463,1.0
2019-09-02,600016.XSHG,-0.46970056827648826,2019-05-06,-0.6652211590435311,0.1955205907670428,0.0
2019-09-02,600036.XSHG,0.8845658094710479,2019-05-06,0.858883489449056,0.02568232002199189,0.0
2019-09-02,600919.XSHG,-0.14689197659366235,2019-05-06,-0.5901215742455048,0.44322959765184244,0.0
2019-09-02,601009.XSHG,0.6834182922164315,2019-05-06,0.24821092055326377,0.4352073716631677,0.0
2019-09-02,601166.XSHG,-0.0044694929204789225,2019-05-06,0.333599944889899,-0.33806943781037796,1.0
2019-09-02,601169.XSHG,-0.41917491599193213,2019-05-06,-0.65852630295942,0.23935138696748792,0.0
2019-09-02,601229.XSHG,0.057546246697374105,2019-05-06,0.03480012225950225,0.022746124437871856,0.0
2019-09-02,601288.XSHG,0.3755304342905803,2019-05-06,0.28035752822795645,0.09517290606262385,0.0
2019-09-02,601328.XSHG,-0.16072049758040222,2019-05-06,-0.1039183345276055,-0.056802163052796714,1.0
2019-09-02,601398.XSHG,0.21592085546410003,2019-05-06,0.2732061028698616,-0.05728524740576155,1.0
2019-09-02,601818.XSHG,-0.24373682977618585,2019-05-06,-0.5612040230334886,0.31746719325730277,0.0
2019-09-02,601838.XSHG,-0.1868849422971126,2019-05-06,0.016592797392313674,-0.20347773968942628,1.0
2019-09-02,601939.XSHG,0.38065757931099736,2019-05-06,0.3789141458691023,0.001743433441895037,0.0
2019-09-02,601988.XSHG,0.12549865665933327,2019-05-06,0.101251605390734,0.024247051268599273,0.0
2019-09-02,601997.XSHG,0.12687009380410633,2019-05-06,-0.04135926824632488,0.1682293620504312,0.0
2019-09-02,601998.XSHG,-0.15236504245473922,2019-05-06,-0.2654637553295085,0.11309871287476927,0.0
2019-11-01,002142.XSHE,1.2706173832147625,2019-09-02,1.0486348099105811,0.22198257330418136,0.0
2019-11-01,600000.XSHG,-0.23908600435373137,2019-09-02,-0.19658252828716694,-0.04250347606656443,1.0
2019-11-01,600015.XSHG,-0.7281481387958032,2019-09-02,-0.5752210591220113,-0.15292707967379193,1.0
2019-11-01,600016.XSHG,-0.7948007366679428,2019-09-02,-0.46970056827648826,-0.32510016839145456,1.0
2019-11-01,600036.XSHG,0.8990822426198941,2019-09-02,0.8845658094710479,0.014516433148846208,0.0
2019-11-01,600919.XSHG,-0.04673177850780293,2019-09-02,-0.14689197659366235,0.10016019808585941,0.0
2019-11-01,601009.XSHG,0.45788913054143837,2019-09-02,0.6834182922164315,-0.2255291616749931,1.0
2019-11-01,601166.XSHG,0.20157594856102726,2019-09-02,-0.0044694929204789225,0.2060454414815062,0.0
2019-11-01,601169.XSHG,-0.6224486218409792,2019-09-02,-0.41917491599193213,-0.20327370584904703,1.0
2019-11-01,601229.XSHG,0.1976627234582495,2019-09-02,0.057546246697374105,0.1401164767608754,0.0
2019-11-01,601288.XSHG,0.28648430571168504,2019-09-02,0.3755304342905803,-0.08904612857889527,1.0
2019-11-01,601328.XSHG,-0.16528867538858544,2019-09-02,-0.16072049758040222,-0.004568177808183221,1.0
2019-11-01,601398.XSHG,0.2031538105332959,2019-09-02,0.21592085546410003,-0.012767044930804133,1.0
2019-11-01,601818.XSHG,-0.4645638355357033,2019-09-02,-0.24373682977618585,-0.22082700575951744,1.0
2019-11-01,601838.XSHG,0.250153340520133,2019-09-02,-0.1868849422971126,0.4370382828172456,0.0
2019-11-01,601939.XSHG,0.35373441742725714,2019-09-02,0.38065757931099736,-0.02692316188374022,1.0
2019-11-01,601988.XSHG,-0.022935959563133372,2019-09-02,0.12549865665933327,-0.14843461622246665,1.0
2019-11-01,601997.XSHG,0.2138507981516029,2019-09-02,0.12687009380410633,0.08698070434749658,0.0
2019-11-01,601998.XSHG,-0.22732268157853422,2019-09-02,-0.15236504245473922,-0.074957639123795,1.0
2020-05-06,002142.XSHE,0.5927606406027093,2019-11-01,1.2706173832147625,-0.6778567426120532,1.0
2020-05-06,600000.XSHG,-0.6229991080507598,2019-11-01,-0.23908600435373137,-0.38391310369702836,1.0
2020-05-06,600015.XSHG,-0.662321454375351,2019-11-01,-0.7281481387958032,0.06582668442045225,0.0
2020-05-06,600016.XSHG,-0.3082427968691652,2019-11-01,-0.7948007366679428,0.4865579397987776,0.0
2020-05-06,600036.XSHG,0.9294411767820908,2019-11-01,0.8990822426198941,0.030358934162196705,0.0
2020-05-06,600919.XSHG,-0.06584817251324054,2019-11-01,-0.04673177850780293,-0.01911639400543761,1.0
2020-05-06,601009.XSHG,0.4108535138971469,2019-11-01,0.45788913054143837,-0.047035616644291456,1.0
2020-05-06,601166.XSHG,-0.01357942931205236,2019-11-01,0.20157594856102726,-0.21515537787307962,1.0
2020-05-06,601169.XSHG,-0.21757294506673286,2019-11-01,-0.6224486218409792,0.4048756767742463,0.0
2020-05-06,601229.XSHG,0.1577858154457158,2019-11-01,0.1976627234582495,-0.03987690801253371,1.0
2020-05-06,601288.XSHG,0.5391742377364538,2019-11-01,0.28648430571168504,0.25268993202476875,0.0
2020-05-06,601328.XSHG,-0.09443174451231323,2019-11-01,-0.16528867538858544,0.0708569308762722,0.0
2020-05-06,601398.XSHG,0.3002278978097784,2019-11-01,0.2031538105332959,0.09707408727648248,0.0
2020-05-06,601818.XSHG,-0.3469908268281523,2019-11-01,-0.4645638355357033,0.117573008707551,0.0
2020-05-06,601838.XSHG,0.2370569842947986,2019-11-01,0.250153340520133,-0.013096356225334393,1.0
2020-05-06,601939.XSHG,0.4631691616457855,2019-11-01,0.35373441742725714,0.10943474421852833,0.0
2020-05-06,601988.XSHG,0.0681656923745439,2019-11-01,-0.022935959563133372,0.09110165193767727,0.0
2020-05-06,601997.XSHG,0.06135180567059003,2019-11-01,0.2138507981516029,-0.15249899248101287,1.0
2020-05-06,601998.XSHG,-0.45887239524241047,2019-11-01,-0.22732268157853422,-0.23154971366387625,1.0
2020-09-01,002142.XSHE,1.2027285039178484,2020-05-06,0.5927606406027093,0.6099678633151391,0.0
2020-09-01,002958.XSHE,-0.6875401775145451,2020-05-06,-0.564675238796102,-0.12286493871844306,1.0
2020-09-01,002966.XSHE,-0.6634412616452986,2020-05-06,-0.5011626351188359,-0.16227862652646274,1.0
2020-09-01,600000.XSHG,-0.9014721241722938,2020-05-06,-0.6229991080507598,-0.2784730161215341,1.0
2020-09-01,600015.XSHG,-0.6801239794589213,2020-05-06,-0.662321454375351,-0.017802525083570386,1.0
2020-09-01,600016.XSHG,-0.015976998281769978,2020-05-06,-0.3082427968691652,0.29226579858739526,0.0
2020-09-01,600036.XSHG,0.7852055467217656,2020-05-06,0.9294411767820908,-0.14423563006032525,1.0
2020-09-01,600919.XSHG,-0.3308187243655415,2020-05-06,-0.06584817251324054,-0.26497055185230095,1.0
