rebalance_date,code,current_composite_score,reference_rebalance_date,reference_composite_score,score_delta,deterioration_flag
2014-09-01,600000.XSHG,0.5794549299901941,2014-05-05,0.5541457949628583,0.025309135027335783,0.0
2014-09-01,600016.XSHG,0.34529989419885937,2014-05-05,0.429618186975398,-0.08431829277653863,1.0
2014-09-01,600036.XSHG,0.4699646026257655,2014-05-05,0.5178802887052917,-0.047915686079526176,1.0
2014-09-01,601166.XSHG,0.662995750631732,2014-05-05,0.9428384316862919,-0.2798426810545599,1.0
2014-09-01,601288.XSHG,0.5074866795221412,2014-05-05,0.6952461323740758,-0.18775945285193463,1.0
2014-09-01,601328.XSHG,-0.06536785894138074,2014-05-05,0.08211462595463652,-0.14748248489601726,1.0
2014-09-01,601398.XSHG,0.5863681721439862,2014-05-05,0.6821277826932712,-0.09575961054928506,1.0
2014-09-01,601818.XSHG,-0.019755845283482953,2014-05-05,0.04932679058584807,-0.06908263586933103,1.0
2014-09-01,601998.XSHG,0.0037117549558079582,2014-05-05,-0.01675757814295428,0.020469333098762237,0.0
2014-11-03,600000.XSHG,0.5347147211440902,2014-09-01,0.5794549299901941,-0.04474020884610386,1.0
2014-11-03,600016.XSHG,0.23132421689547283,2014-09-01,0.34529989419885937,-0.11397567730338654,1.0
2014-11-03,600036.XSHG,0.4905399668817668,2014-09-01,0.4699646026257655,0.020575364256001316,0.0
2014-11-03,601166.XSHG,0.879019520975759,2014-09-01,0.662995750631732,0.21602377034402698,0.0
2014-11-03,601169.XSHG,0.24139859356595017,2014-09-01,0.5297817127570058,-0.28838311919105564,1.0
2014-11-03,601288.XSHG,0.47568453857031323,2014-09-01,0.5074866795221412,-0.031802140951827984,1.0
2014-11-03,601328.XSHG,-0.17056565548218316,2014-09-01,-0.06536785894138074,-0.10519779654080243,1.0
2014-11-03,601398.XSHG,0.5538546489302225,2014-09-01,0.5863681721439862,-0.03251352321376366,1.0
2014-11-03,601818.XSHG,-0.07045185094297665,2014-09-01,-0.019755845283482953,-0.0506960056594937,1.0
2014-11-03,601998.XSHG,-0.002193387123721538,2014-09-01,0.0037117549558079582,-0.005905142079529496,1.0
2015-04-29,600000.XSHG,0.21944897564771038,2014-11-03,0.5347147211440902,-0.31526574549637987,1.0
2015-04-29,600036.XSHG,-0.0004076953103809104,2014-11-03,0.4905399668817668,-0.49094766219214775,1.0
2015-04-29,601288.XSHG,-0.18146304966239468,2014-11-03,0.47568453857031323,-0.6571475882327079,1.0
2015-04-29,601328.XSHG,-0.03844135524954517,2014-11-03,-0.17056565548218316,0.132124300232638,0.0
2015-04-29,601398.XSHG,0.19399274969724992,2014-11-03,0.5538546489302225,-0.3598618992329726,1.0
2015-04-29,601818.XSHG,-0.46252390551347466,2014-11-03,-0.07045185094297665,-0.392072054570498,1.0
2015-05-04,600000.XSHG,0.014913848633140159,2015-04-29,0.21944897564771038,-0.20453512701457022,1.0
2015-05-04,600036.XSHG,0.28203613406045497,2015-04-29,-0.0004076953103809104,0.2824438293708359,0.0
2015-05-04,601288.XSHG,0.1503580799983753,2015-04-29,-0.18146304966239468,0.33182112966077,0.0
2015-05-04,601328.XSHG,-0.05142802986470753,2015-04-29,-0.03844135524954517,-0.012986674615162355,1.0
2015-05-04,601398.XSHG,0.3308192417352349,2015-04-29,0.19399274969724992,0.136826492037985,0.0
2015-05-04,601818.XSHG,-0.28167741144407277,2015-04-29,-0.46252390551347466,0.1808464940694019,0.0
2015-05-04,601939.XSHG,0.42553693019611205,2015-04-29,0.050418937089086874,0.3751179931070252,0.0
2015-05-04,601988.XSHG,0.1078953106802267,2015-04-29,0.07943196923833087,0.02846334144189583,0.0
2015-09-01,600000.XSHG,0.19789179880712635,2015-05-04,0.014913848633140159,0.1829779501739862,0.0
2015-09-01,600016.XSHG,-0.25065246212449427,2015-05-04,-0.03768084113725033,-0.21297162098724393,1.0
2015-09-01,600036.XSHG,0.15372775863101187,2015-05-04,0.28203613406045497,-0.1283083754294431,1.0
2015-09-01,601166.XSHG,0.17819533011313146,2015-05-04,0.2612702506865518,-0.08307492057342034,1.0
2015-09-01,601288.XSHG,0.08453349915393235,2015-05-04,0.1503580799983753,-0.06582458084444295,1.0
2015-09-01,601328.XSHG,-0.041110478052127655,2015-05-04,-0.05142802986470753,0.010317551812579873,0.0
2015-09-01,601398.XSHG,0.3576257167205583,2015-05-04,0.3308192417352349,0.026806474985323403,0.0
2015-09-01,601818.XSHG,-0.32647275405500165,2015-05-04,-0.28167741144407277,-0.04479534261092888,1.0
2015-09-01,601939.XSHG,0.32621053116270077,2015-05-04,0.42553693019611205,-0.09932639903341128,1.0
2015-09-01,601988.XSHG,0.06568249409730892,2015-05-04,0.1078953106802267,-0.042212816582917784,1.0
2015-11-02,600000.XSHG,0.18889933439225326,2015-09-01,0.19789179880712635,-0.008992464414873086,1.0
2015-11-02,600016.XSHG,-0.17237629099216553,2015-09-01,-0.25065246212449427,0.07827617113232874,0.0
2015-11-02,600036.XSHG,0.34248167108352645,2015-09-01,0.15372775863101187,0.18875391245251458,0.0
2015-11-02,601166.XSHG,0.3779635798103671,2015-09-01,0.17819533011313146,0.19976824969723564,0.0
2015-11-02,601288.XSHG,0.09719231901026526,2015-09-01,0.08453349915393235,0.012658819856332909,0.0
2015-11-02,601328.XSHG,-0.07742297928697581,2015-09-01,-0.041110478052127655,-0.03631250123484815,1.0
2015-11-02,601398.XSHG,0.3239259031865003,2015-09-01,0.3576257167205583,-0.03369981353405804,1.0
2015-11-02,601818.XSHG,-0.37895728570427895,2015-09-01,-0.32647275405500165,-0.0524845316492773,1.0
2015-11-02,601988.XSHG,0.07906897468100067,2015-09-01,0.06568249409730892,0.013386480583691754,0.0
2016-04-29,600000.XSHG,-0.1102779679770671,2015-11-02,0.18889933439225326,-0.2991773023693204,1.0
2016-04-29,600016.XSHG,-0.5668136585736552,2015-11-02,-0.17237629099216553,-0.3944373675814896,1.0
2016-04-29,600036.XSHG,-0.5418787949160903,2015-11-02,0.34248167108352645,-0.8843604659996167,1.0
2016-04-29,601288.XSHG,-0.8003073624803334,2015-11-02,0.09719231901026526,-0.8974996814905987,1.0
2016-04-29,601328.XSHG,-0.39236303981441684,2015-11-02,-0.07742297928697581,-0.31494006052744106,1.0
2016-04-29,601398.XSHG,-0.1319101701554947,2015-11-02,0.3239259031865003,-0.45583607334199494,1.0
2016-05-03,600000.XSHG,-0.21643223626487945,2016-04-29,-0.1102779679770671,-0.10615426828781235,1.0
2016-05-03,600016.XSHG,-0.6172326778646903,2016-04-29,-0.5668136585736552,-0.050419019291035094,1.0
2016-05-03,600036.XSHG,-0.2480761945091798,2016-04-29,-0.5418787949160903,0.2938026004069104,0.0
2016-05-03,601288.XSHG,-0.46081318326055254,2016-04-29,-0.8003073624803334,0.33949417921978087,0.0
2016-05-03,601328.XSHG,-0.2316203164076982,2016-04-29,-0.39236303981441684,0.16074272340671864,0.0
2016-05-03,601398.XSHG,0.034525647206524686,2016-04-29,-0.1319101701554947,0.16643581736201937,0.0
2016-05-03,601939.XSHG,0.047356167858802665,2016-04-29,-0.2091482769051354,0.2565044447639381,0.0
2016-09-01,600000.XSHG,-0.23191623280260426,2016-05-03,-0.21643223626487945,-0.015483996537724809,1.0
2016-09-01,600016.XSHG,-0.24667865355242352,2016-05-03,-0.6172326778646903,0.37055402431226675,0.0
2016-09-01,600036.XSHG,-0.1648097833289747,2016-05-03,-0.2480761945091798,0.08326641118020511,0.0
2016-09-01,601166.XSHG,-0.06554990837533164,2016-05-03,-0.11823916640947203,0.05268925803414039,0.0
2016-09-01,601169.XSHG,-0.08606737196851506,2016-05-03,-0.11303504530488591,0.026967673336370845,0.0
2016-09-01,601288.XSHG,-0.5175086786619613,2016-05-03,-0.46081318326055254,-0.056695495401408724,1.0
2016-09-01,601398.XSHG,0.017267779705459105,2016-05-03,0.034525647206524686,-0.01725786750106558,1.0
2016-09-01,601939.XSHG,0.04682492656284097,2016-05-03,0.047356167858802665,-0.0005312412959616944,1.0
2016-09-01,601988.XSHG,-0.5185682961718174,2016-05-03,-0.20673538930300436,-0.31183290686881304,1.0
2016-11-01,600000.XSHG,-0.12142905448202887,2016-09-01,-0.23191623280260426,0.11048717832057539,0.0
2016-11-01,600016.XSHG,-0.43331132692117563,2016-09-01,-0.24667865355242352,-0.1866326733687521,1.0
2016-11-01,600036.XSHG,-0.1256002056270863,2016-09-01,-0.1648097833289747,0.039209577701888404,0.0
2016-11-01,601166.XSHG,0.18156168618202903,2016-09-01,-0.06554990837533164,0.24711159455736068,0.0
2016-11-01,601169.XSHG,-0.28827874943813625,2016-09-01,-0.08606737196851506,-0.2022113774696212,1.0
2016-11-01,601398.XSHG,-0.014870698820482704,2016-09-01,0.017267779705459105,-0.03213847852594181,1.0
2016-11-01,601939.XSHG,0.018918319660631684,2016-09-01,0.04682492656284097,-0.027906606902209287,1.0
2016-11-01,601988.XSHG,0.1309049558537279,2016-09-01,-0.5185682961718174,0.6494732520255453,0.0
2017-05-02,600000.XSHG,-0.5995288355129545,2016-11-01,-0.12142905448202887,-0.47809978103092565,1.0
2017-05-02,600016.XSHG,-0.28028915132049625,2016-11-01,-0.43331132692117563,0.15302217560067938,0.0
2017-05-02,600036.XSHG,0.01888078733435461,2016-11-01,-0.1256002056270863,0.1444809929614409,0.0
2017-05-02,601166.XSHG,0.10942609594550483,2016-11-01,0.18156168618202903,-0.0721355902365242,1.0
2017-05-02,601169.XSHG,-0.1365358988793681,2016-11-01,-0.28827874943813625,0.15174285055876816,0.0
2017-05-02,601328.XSHG,-0.013433878001234726,2016-11-01,-0.45462386152123535,0.4411899835200006,0.0
2017-05-02,601398.XSHG,0.03379019183204327,2016-11-01,-0.014870698820482704,0.048660890652525976,0.0
2017-05-02,601939.XSHG,0.326440536731319,2016-11-01,0.018918319660631684,0.30752221707068733,0.0
2017-05-02,601988.XSHG,-0.06867904845705708,2016-11-01,0.1309049558537279,-0.199584004310785,1.0
2017-09-01,002142.XSHE,0.265462345096611,2017-05-02,0.6412249680167316,-0.3757626229201206,1.0
2017-09-01,600000.XSHG,-0.5286094386409802,2017-05-02,-0.5995288355129545,0.07091939687197435,0.0
2017-09-01,600015.XSHG,-0.7234035014701657,2017-05-02,-0.8015045477890115,0.07810104631884573,0.0
2017-09-01,600016.XSHG,-0.30917405098890594,2017-05-02,-0.28028915132049625,-0.02888489966840968,1.0
2017-09-01,600036.XSHG,-0.04498365065188792,2017-05-02,0.01888078733435461,-0.06386443798624253,1.0
2017-09-01,601009.XSHG,0.7383339934417029,2017-05-02,0.7789625491005676,-0.040628555658864696,1.0
2017-09-01,601166.XSHG,0.07809379736703205,2017-05-02,0.10942609594550483,-0.03133229857847278,1.0
2017-09-01,601169.XSHG,-0.10652536144001329,2017-05-02,-0.1365358988793681,0.030010537439354806,0.0
2017-09-01,601229.XSHG,0.05429120835885054,2017-05-02,0.2350554373370912,-0.18076422897824065,1.0
2017-09-01,601288.XSHG,-0.0792424928431295,2017-05-02,-0.031926113048270276,-0.04731637979485922,1.0
2017-09-01,601328.XSHG,-0.1611504684960217,2017-05-02,-0.013433878001234726,-0.14771659049478697,1.0
2017-09-01,601398.XSHG,0.028286779327760678,2017-05-02,0.03379019183204327,-0.005503412504282594,1.0
2017-09-01,601818.XSHG,-0.7583016742915389,2017-05-02,-0.7488234947050482,-0.009478179586490776,1.0
2017-09-01,601939.XSHG,0.3034313098240839,2017-05-02,0.326440536731319,-0.023009226907235114,1.0
