rebalance_date,forward_pool_mean_return,cross_factor_ic_mom6,cross_factor_ic_mom12,cross_mcap_median,cross_target_dispersion,cross_mom6_top_bottom_spread,cross_money_median,cross_mom6_positive_ratio,cross_mom6_mean,cross_mom6_median,cross_money_mean,cross_mom12_median,z__cross_mcap_median,z__cross_target_dispersion,z__cross_mom6_top_bottom_spread,z__cross_money_median,state_score_v2
2015-01-05,-0.142298207799892,0.2142857142857143,0.4523809523809524,4139.68576,0.030305374440976834,0.13125783853923134,7016763301.8,1.0,0.43791637677741974,0.41717000411134486,6561904406.25,0.46355889724310784,-0.1785087445259671,-0.6686197768361704,0.4114709860060375,3.6802335901866075,-1.0289727813856768
2015-02-02,0.018700055977271125,-0.6190476190476191,-0.3333333333333334,4375.101912499999,0.024354492277253868,0.11790434638835756,4636675961.6,1.0,0.5743637733526363,0.590927533042677,4589441856.0,0.7515040106951871,-0.0378382383306785,-0.9180952815821425,0.14911543718444373,2.180854468459657,-0.7469181377970086
2015-03-02,0.10351186896687734,-0.3571428571428572,-0.11904761904761905,4100.090217499999,0.038254957534904446,0.21551011312018764,2494871244.8,1.0,0.5700767470781367,0.5615405152850086,2584102225.2,0.740583021742141,-0.202168654635798,-0.3353538508248074,2.066772197660102,0.8315858004802832,0.17441597292980332
2015-04-01,0.09693025828928667,0.4285714285714286,0.0,4250.358577499999,0.03349341968084395,0.1191389323189046,4018861436.8,1.0,0.3694891938514587,0.36449312937516204,4654258150.0,0.4460950451280161,-0.11237733810183184,-0.534969139252168,0.17337129967468318,1.7916510203597493,-0.5664065495097665
2015-05-04,-0.018371948319511243,0.21428571428571433,0.1785714285714286,4412.590285,0.05255429667562696,0.15793887588176708,6773472290.133333,1.0,0.5222805071923254,0.5428571428571429,7197425840.761905,0.681208053691275,-0.01543744603154906,0.26410934665074165,0.9356723047354131,3.526968011551928,-0.5856559515493306
2015-06-01,-0.017551213055801655,-0.5714285714285715,-0.03571428571428572,4538.815615,0.11261924479577654,0.07814241722151949,4537497164.8,1.0,0.368995053932937,0.3772151898734177,4649621979.428572,0.9334442595673876,0.05998720464431079,2.782178573624017,-0.632085662191538,2.118374989354733,0.02292628168051425
2015-07-01,-0.03839747870091152,-0.7500000000000002,-0.9285714285714288,6182.000679999999,0.03419534310645824,0.10870468106863133,7334337382.4,0.8571428571428571,0.07464173376902582,0.0786026200873362,7207204087.701098,0.73943661971831,1.0418555786340225,-0.505542796051214,-0.03163003498583238,3.880295133311852,-0.843903096428719
2015-08-03,-0.06538463063202357,0.38333333333333336,0.43333333333333335,5729.36936,0.05114457126305502,0.13385499980122095,5546614816.0,1.0,0.26622454508637783,0.2429906542056075,5835463592.283334,0.7347826086956524,0.7713903780601499,0.20501021660939275,0.4624973138436497,2.754086928164624,-0.3287972549128579
2015-09-01,-0.029525652875374113,0.0,0.0,4719.7675850000005,0.057014470902639884,0.0869971007303611,2087427308.8,1.0,0.11031787886091678,0.1146245059288537,2137837698.7428572,0.5740432612312814,0.16811319747283937,0.4510907362877531,-0.4581180344461884,0.5749091144636612,-0.1034558037873143
2015-10-08,0.018392784899894786,-0.07142857142857144,-0.03571428571428572,4662.95661,0.020171599114658444,0.05459062415990282,1220616518.4,0.14285714285714285,-0.10156092382440297,-0.0847457627118644,1432458141.0285716,0.5060240963855422,0.1341663823293969,-1.0934523722330722,-1.0948068383902845,0.028845959695490815,-0.5207346969973626
