schedule,rebalance_date,next_rebalance_date,hold_count,turnover_ratio,period_return,selected_codes
daily,2019-09-30,2019-10-08,5,0.6,0.009827008918972747,"601169.XSHG,601577.XSHG,601939.XSHG,600036.XSHG,601166.XSHG"
daily,2019-10-08,2019-10-09,5,0.6,0.008080037640345062,"601398.XSHG,601577.XSHG,601169.XSHG,601288.XSHG,600000.XSHG"
daily,2019-10-09,2019-10-10,5,0.6,-0.0014627175634300605,"601398.XSHG,601988.XSHG,000001.XSHE,601939.XSHG,601288.XSHG"
daily,2019-10-10,2019-10-11,5,0.6,0.02226949711410815,"601398.XSHG,000001.XSHE,600036.XSHG,601577.XSHG,601169.XSHG"
daily,2019-10-11,2019-10-14,5,0.6,0.012729457466525162,"002142.XSHE,000001.XSHE,601398.XSHG,601988.XSHG,601229.XSHG"
daily,2019-10-14,2019-10-15,5,0.4,-0.0019177001064165423,"000001.XSHE,600036.XSHG,002142.XSHE,601398.XSHG,601939.XSHG"
daily,2019-10-15,2019-10-16,5,0.4,-0.004945184601946729,"000001.XSHE,600036.XSHG,601398.XSHG,601166.XSHG,600926.XSHG"
daily,2019-10-16,2019-10-17,5,0.4,-0.003560008608993681,"600036.XSHG,000001.XSHE,601398.XSHG,002142.XSHE,601818.XSHG"
daily,2019-10-17,2019-10-18,5,0.4,-0.015935968689635628,"601398.XSHG,600036.XSHG,600016.XSHG,002142.XSHE,601166.XSHG"
daily,2019-10-18,2019-10-21,5,0.4,0.013981679260311663,"600036.XSHG,002142.XSHE,601939.XSHG,601988.XSHG,601398.XSHG"
daily,2019-10-21,2019-10-22,5,0.6,-0.0014903350503320477,"601229.XSHG,600036.XSHG,600016.XSHG,601169.XSHG,601988.XSHG"
daily,2019-10-22,2019-10-23,5,0.4,-0.001096166690347644,"600015.XSHG,600036.XSHG,601166.XSHG,601988.XSHG,600016.XSHG"
daily,2019-10-23,2019-10-24,5,0.8,0.007886472828855063,"002142.XSHE,601229.XSHG,601166.XSHG,601009.XSHG,600926.XSHG"
daily,2019-10-24,2019-10-25,5,0.6,-0.002164918599674448,"601009.XSHG,601818.XSHG,601169.XSHG,601229.XSHG,600036.XSHG"
daily,2019-10-25,2019-10-28,5,0.4,-0.007845493544829597,"600036.XSHG,601818.XSHG,601009.XSHG,000001.XSHE,600016.XSHG"
daily,2019-10-28,2019-10-29,5,0.4,-0.0018636997028034451,"002142.XSHE,601818.XSHG,600036.XSHG,601009.XSHG,601166.XSHG"
daily,2019-10-29,2019-10-30,5,0.19999999999999996,-0.002662831380939168,"601818.XSHG,600036.XSHG,600016.XSHG,601166.XSHG,002142.XSHE"
daily,2019-10-30,2019-10-31,5,0.8,-0.004630603453751636,"002142.XSHE,601998.XSHG,601009.XSHG,601328.XSHG,601988.XSHG"
daily,2019-10-31,2019-11-01,5,1.0,0.013103834470995768,"601229.XSHG,600000.XSHG,600016.XSHG,601398.XSHG,601166.XSHG"
daily,2019-11-01,2019-11-04,5,0.8,0.0012995090743496362,"601998.XSHG,601288.XSHG,601328.XSHG,601988.XSHG,601398.XSHG"
daily,2019-11-04,2019-11-05,5,0.6,0.011159877101550374,"601288.XSHG,000001.XSHE,601328.XSHG,601009.XSHG,600000.XSHG"
daily,2019-11-05,2019-11-06,5,0.6,0.004824742060148069,"601288.XSHG,002142.XSHE,000001.XSHE,601998.XSHG,601939.XSHG"
daily,2019-11-06,2019-11-07,5,0.6,-0.0052243636215211445,"601288.XSHG,601328.XSHG,601998.XSHG,601009.XSHG,600000.XSHG"
daily,2019-11-07,2019-11-08,5,0.8,-0.011753094621025117,"601998.XSHG,600015.XSHG,600036.XSHG,000001.XSHE,600016.XSHG"
daily,2019-11-08,2019-11-11,5,0.8,-0.021702059029828115,"601009.XSHG,601998.XSHG,601229.XSHG,601818.XSHG,600000.XSHG"
daily,2019-11-11,2019-11-12,5,0.4,0.002739463058234537,"600000.XSHG,601229.XSHG,601998.XSHG,601169.XSHG,002142.XSHE"
daily,2019-11-12,2019-11-13,5,0.8,-0.004044030637191609,"601998.XSHG,600015.XSHG,000001.XSHE,601009.XSHG,601398.XSHG"
daily,2019-11-13,2019-11-14,5,0.6,-0.004245954116939043,"601818.XSHG,600926.XSHG,601998.XSHG,600015.XSHG,601169.XSHG"
daily,2019-11-14,2019-11-15,5,0.8,0.0007007219921032481,"601009.XSHG,000001.XSHE,601398.XSHG,600000.XSHG,601998.XSHG"
daily,2019-11-15,2019-11-18,5,0.4,0.006536025898301911,"601998.XSHG,601009.XSHG,601169.XSHG,600000.XSHG,600016.XSHG"
daily,2019-11-18,2019-11-19,5,0.4,-0.0001536726701010238,"601998.XSHG,601997.XSHG,600000.XSHG,601009.XSHG,601398.XSHG"
daily,2019-11-19,2019-11-20,5,0.6,-0.021623126926948767,"601997.XSHG,601166.XSHG,600000.XSHG,600015.XSHG,601818.XSHG"
daily,2019-11-20,2019-11-21,5,1.0,-0.0037993094791114014,"601577.XSHG,601398.XSHG,601169.XSHG,601988.XSHG,601998.XSHG"
daily,2019-11-21,2019-11-22,5,0.8,-0.004422595818752329,"601169.XSHG,600926.XSHG,601997.XSHG,601838.XSHG,601229.XSHG"
daily,2019-11-22,2019-11-25,5,0.6,0.011262517560487018,"601169.XSHG,601009.XSHG,601166.XSHG,601998.XSHG,601838.XSHG"
daily,2019-11-25,2019-11-26,5,0.8,-0.003952551113308766,"601166.XSHG,601939.XSHG,600000.XSHG,600036.XSHG,600926.XSHG"
daily,2019-11-26,2019-11-27,5,0.6,-0.0033981923124477343,"601577.XSHG,601166.XSHG,601997.XSHG,601818.XSHG,601939.XSHG"
daily,2019-11-27,2019-11-28,5,0.8,-0.004446755090820864,"601818.XSHG,601988.XSHG,601328.XSHG,601169.XSHG,601229.XSHG"
daily,2019-11-28,2019-11-29,5,0.8,-0.006460128045315883,"601838.XSHG,601818.XSHG,601998.XSHG,600000.XSHG,600036.XSHG"
daily,2019-11-29,2019-12-02,5,0.6,0.001116724524649948,"601838.XSHG,601997.XSHG,600926.XSHG,601998.XSHG,600919.XSHG"
daily,2019-12-02,2019-12-03,5,0.6,0.004954466037973981,"601166.XSHG,600036.XSHG,600926.XSHG,601229.XSHG,601997.XSHG"
daily,2019-12-03,2019-12-04,5,0.4,-0.004272345328233995,"601838.XSHG,601997.XSHG,601577.XSHG,601229.XSHG,601166.XSHG"
daily,2019-12-04,2019-12-05,5,0.4,0.00732008121946377,"601997.XSHG,601577.XSHG,600919.XSHG,601838.XSHG,002142.XSHE"
daily,2019-12-05,2019-12-06,5,0.6,0.0033048252560447635,"601988.XSHG,601997.XSHG,601229.XSHG,600919.XSHG,601998.XSHG"
daily,2019-12-06,2019-12-09,5,0.6,0.0018890211165010883,"601229.XSHG,601288.XSHG,600919.XSHG,600926.XSHG,600015.XSHG"
daily,2019-12-09,2019-12-10,5,0.6,-0.0016230890114415253,"601997.XSHG,600000.XSHG,600919.XSHG,600015.XSHG,600036.XSHG"
daily,2019-12-10,2019-12-11,5,0.4,0.008420882037239296,"600000.XSHG,600016.XSHG,601166.XSHG,600015.XSHG,600919.XSHG"
daily,2019-12-11,2019-12-12,5,0.6,0.0008240535465246612,"601988.XSHG,600919.XSHG,600016.XSHG,600036.XSHG,601939.XSHG"
daily,2019-12-12,2019-12-13,5,0.6,0.026520910396907425,"002142.XSHE,000001.XSHE,600016.XSHG,601166.XSHG,600036.XSHG"
daily,2019-12-13,2019-12-16,5,0.8,-0.004929791610966539,"002142.XSHE,600926.XSHG,601398.XSHG,601818.XSHG,601009.XSHG"
daily,2019-12-16,2019-12-17,5,0.6,0.013160594588952846,"601288.XSHG,000001.XSHE,600036.XSHG,601818.XSHG,600926.XSHG"
daily,2019-12-17,2019-12-18,5,0.19999999999999996,-0.0012665193488766268,"002142.XSHE,601288.XSHG,601818.XSHG,000001.XSHE,600926.XSHG"
daily,2019-12-18,2019-12-19,5,0.19999999999999996,0.005099731292185261,"601818.XSHG,002142.XSHE,601288.XSHG,601988.XSHG,600926.XSHG"
daily,2019-12-19,2019-12-20,5,1.0,-0.002685655163993528,"600000.XSHG,601939.XSHG,601998.XSHG,600036.XSHG,601328.XSHG"
daily,2019-12-20,2019-12-23,5,0.6,-0.008010547134244917,"601288.XSHG,002142.XSHE,601939.XSHG,601988.XSHG,600036.XSHG"
daily,2019-12-23,2019-12-24,5,0.8,0.002936297385497122,"002142.XSHE,601398.XSHG,601998.XSHG,601818.XSHG,600016.XSHG"
daily,2019-12-24,2019-12-25,5,0.8,-0.003977541061537892,"601988.XSHG,601288.XSHG,601229.XSHG,601328.XSHG,601998.XSHG"
daily,2019-12-25,2019-12-26,5,0.6,0.006486015073523132,"600919.XSHG,600000.XSHG,600926.XSHG,601328.XSHG,601229.XSHG"
daily,2019-12-26,2019-12-27,5,0.19999999999999996,-0.0009161535632099316,"600919.XSHG,601229.XSHG,601998.XSHG,600000.XSHG,600926.XSHG"
daily,2019-12-27,2019-12-30,5,0.6,-0.002718569015413741,"600919.XSHG,601229.XSHG,002142.XSHE,601818.XSHG,601997.XSHG"
daily,2019-12-30,2019-12-31,5,0.6,0.0028656666465458392,"600919.XSHG,601229.XSHG,600926.XSHG,600016.XSHG,601838.XSHG"
daily,2019-12-31,2020-01-02,5,0.4,0.00880601012808473,"600926.XSHG,601229.XSHG,600919.XSHG,601997.XSHG,601939.XSHG"
daily,2020-01-02,2020-01-03,5,0.4,-0.003291334831182624,"601229.XSHG,601288.XSHG,601997.XSHG,601009.XSHG,600919.XSHG"
daily,2020-01-03,2020-01-06,5,0.0,-0.009344750333651097,"601288.XSHG,601229.XSHG,600919.XSHG,601009.XSHG,601997.XSHG"
daily,2020-01-06,2020-01-07,5,0.6,0.008663296940407595,"002142.XSHE,601838.XSHG,601009.XSHG,000001.XSHE,601229.XSHG"
daily,2020-01-07,2020-01-08,5,0.6,-0.01782789584810669,"002142.XSHE,601169.XSHG,601398.XSHG,601818.XSHG,601009.XSHG"
daily,2020-01-08,2020-01-09,5,0.6,0.0068775418308314904,"002142.XSHE,601818.XSHG,600036.XSHG,601288.XSHG,600919.XSHG"
daily,2020-01-09,2020-01-10,5,0.4,0.0018458343653806164,"601009.XSHG,601229.XSHG,600036.XSHG,601288.XSHG,600919.XSHG"
daily,2020-01-10,2020-01-13,5,0.4,-0.001351632245429557,"601009.XSHG,601229.XSHG,600919.XSHG,601988.XSHG,600000.XSHG"
daily,2020-01-13,2020-01-14,5,0.4,-0.0007780136087387479,"600919.XSHG,601988.XSHG,600015.XSHG,601328.XSHG,600000.XSHG"
daily,2020-01-14,2020-01-15,5,0.6,-0.005561682541320745,"600015.XSHG,601939.XSHG,601328.XSHG,601288.XSHG,601009.XSHG"
daily,2020-01-15,2020-01-16,5,0.19999999999999996,-0.007093083229772579,"601838.XSHG,601939.XSHG,601288.XSHG,601328.XSHG,601009.XSHG"
daily,2020-01-16,2020-01-17,5,0.6,-0.004117812368269025,"601838.XSHG,601328.XSHG,600016.XSHG,600919.XSHG,600926.XSHG"
daily,2020-01-17,2020-01-20,5,0.6,0.0037982371940696426,"601009.XSHG,600000.XSHG,601328.XSHG,601288.XSHG,601838.XSHG"
daily,2020-01-20,2020-01-21,5,0.6,-0.01537290285070909,"601288.XSHG,600926.XSHG,601009.XSHG,601166.XSHG,601169.XSHG"
daily,2020-01-21,2020-01-22,5,0.6,0.0012988633265602623,"600919.XSHG,601838.XSHG,600926.XSHG,002142.XSHE,601166.XSHG"
daily,2020-01-22,2020-01-23,5,0.6,-0.027811604909233067,"601838.XSHG,601229.XSHG,000001.XSHE,601166.XSHG,601009.XSHG"
daily,2020-01-23,2020-02-03,5,0.4,-0.08034032901414508,"601998.XSHG,601009.XSHG,601838.XSHG,600919.XSHG,000001.XSHE"
daily,2020-02-03,2020-02-04,5,0.6,0.029916083875328292,"601838.XSHG,601998.XSHG,600926.XSHG,002142.XSHE,601818.XSHG"
daily,2020-02-04,2020-02-05,5,0.4,-0.0015023016049474426,"601998.XSHG,601169.XSHG,601229.XSHG,601818.XSHG,601838.XSHG"
daily,2020-02-05,2020-02-06,5,0.4,0.005807012020536373,"601169.XSHG,601998.XSHG,601229.XSHG,600015.XSHG,601988.XSHG"
daily,2020-02-06,2020-02-07,5,0.4,5.802637055873916e-05,"601998.XSHG,601229.XSHG,601169.XSHG,601288.XSHG,600000.XSHG"
daily,2020-02-07,2020-02-10,5,0.6,-0.0027894687252504992,"601988.XSHG,601169.XSHG,600000.XSHG,601009.XSHG,601997.XSHG"
daily,2020-02-10,2020-02-11,5,0.8,0.005219543677508964,"601169.XSHG,601838.XSHG,601229.XSHG,601166.XSHG,600926.XSHG"
daily,2020-02-11,2020-02-12,5,0.4,0.0032321594068582373,"601229.XSHG,600016.XSHG,601838.XSHG,601169.XSHG,600000.XSHG"
daily,2020-02-12,2020-02-13,5,0.6,-0.007163306108277779,"601229.XSHG,601818.XSHG,601328.XSHG,601166.XSHG,601838.XSHG"
daily,2020-02-13,2020-02-14,5,0.6,0.005863883887706267,"601818.XSHG,601229.XSHG,600000.XSHG,600919.XSHG,600015.XSHG"
daily,2020-02-14,2020-02-17,5,0.19999999999999996,0.01935007506059021,"601229.XSHG,601818.XSHG,601169.XSHG,600919.XSHG,600000.XSHG"
daily,2020-02-17,2020-02-18,5,0.6,-0.00955104076935498,"601229.XSHG,601328.XSHG,601818.XSHG,002142.XSHE,601988.XSHG"
daily,2020-02-18,2020-02-19,5,0.4,0.0008900413978442323,"601229.XSHG,601818.XSHG,600000.XSHG,601169.XSHG,601328.XSHG"
daily,2020-02-19,2020-02-20,5,0.6,0.013423197142157894,"601229.XSHG,600000.XSHG,601166.XSHG,600036.XSHG,000001.XSHE"
daily,2020-02-20,2020-02-21,5,0.4,-0.0014074481609980482,"601229.XSHG,600000.XSHG,601988.XSHG,002142.XSHE,000001.XSHE"
daily,2020-02-21,2020-02-24,5,0.19999999999999996,-0.012383669757220916,"601229.XSHG,601288.XSHG,601988.XSHG,000001.XSHE,600000.XSHG"
daily,2020-02-24,2020-02-25,5,0.6,-0.010063299307140384,"600015.XSHG,601988.XSHG,601229.XSHG,601939.XSHG,600926.XSHG"
daily,2020-02-25,2020-02-26,5,0.19999999999999996,0.0037765551569475695,"601229.XSHG,601939.XSHG,601988.XSHG,000001.XSHE,600926.XSHG"
daily,2020-02-26,2020-02-27,5,0.4,0.0071314200539795095,"601939.XSHG,601229.XSHG,002142.XSHE,000001.XSHE,601009.XSHG"
daily,2020-02-27,2020-02-28,5,0.4,-0.025112994693692013,"002142.XSHE,601988.XSHG,600926.XSHG,601229.XSHG,601939.XSHG"
daily,2020-02-28,2020-03-02,5,0.4,0.027621868502351356,"002142.XSHE,600926.XSHG,601818.XSHG,601009.XSHG,601229.XSHG"
daily,2020-03-02,2020-03-03,5,0.4,0.0019886122073879743,"601818.XSHG,601939.XSHG,601229.XSHG,601009.XSHG,601288.XSHG"
daily,2020-03-03,2020-03-04,5,0.6,0.0014140628190964844,"002142.XSHE,601229.XSHG,601818.XSHG,601166.XSHG,600015.XSHG"
daily,2020-03-04,2020-03-05,5,0.6,0.019336235741119444,"601398.XSHG,601169.XSHG,601818.XSHG,601838.XSHG,600015.XSHG"
daily,2020-03-05,2020-03-06,5,0.8,-0.01075369084063107,"601288.XSHG,601988.XSHG,601398.XSHG,002142.XSHE,601229.XSHG"
daily,2020-03-06,2020-03-09,5,0.4,-0.017426868983268284,"002142.XSHE,600928.XSHG,601328.XSHG,601398.XSHG,601288.XSHG"
daily,2020-03-09,2020-03-10,5,0.6,0.006337889422853538,"600928.XSHG,002142.XSHE,600926.XSHG,601988.XSHG,601229.XSHG"
daily,2020-03-10,2020-03-11,5,0.6,-0.00704761327627097,"600928.XSHG,000001.XSHE,600036.XSHG,601838.XSHG,600926.XSHG"
daily,2020-03-11,2020-03-12,5,0.4,-0.00418879413915676,"002142.XSHE,000001.XSHE,600928.XSHG,600926.XSHG,600016.XSHG"
daily,2020-03-12,2020-03-13,5,0.4,-0.004576973222185932,"601988.XSHG,600928.XSHG,601328.XSHG,600926.XSHG,000001.XSHE"
daily,2020-03-13,2020-03-16,5,0.6,-0.03801188110827949,"000001.XSHE,600928.XSHG,002142.XSHE,601939.XSHG,601838.XSHG"
daily,2020-03-16,2020-03-17,5,0.6,-0.001967268730553795,"600928.XSHG,601818.XSHG,601838.XSHG,601009.XSHG,600000.XSHG"
daily,2020-03-17,2020-03-18,5,0.4,-0.02549851635321503,"600928.XSHG,600926.XSHG,601838.XSHG,601009.XSHG,601997.XSHG"
daily,2020-03-18,2020-03-19,5,0.6,-0.020458315076399412,"600928.XSHG,601997.XSHG,600000.XSHG,601939.XSHG,601398.XSHG"
daily,2020-03-19,2020-03-20,5,0.6,0.009735328877652893,"002958.XSHE,600928.XSHG,601997.XSHG,601838.XSHG,600919.XSHG"
daily,2020-03-20,2020-03-23,5,0.0,-0.03622549265315043,"002958.XSHE,600928.XSHG,601838.XSHG,600919.XSHG,601997.XSHG"
daily,2020-03-23,2020-03-24,5,0.6,0.016630686681021543,"601838.XSHG,002958.XSHE,601398.XSHG,601009.XSHG,601229.XSHG"
daily,2020-03-24,2020-03-25,5,0.4,0.01096909396988548,"002958.XSHE,601009.XSHG,600919.XSHG,601838.XSHG,601328.XSHG"
daily,2020-03-25,2020-03-26,5,0.0,-0.00903659065252529,"601328.XSHG,601838.XSHG,600919.XSHG,601009.XSHG,002958.XSHE"
daily,2020-03-26,2020-03-27,5,1.0,-0.0010169264968448387,"601229.XSHG,002142.XSHE,600036.XSHG,601398.XSHG,601288.XSHG"
daily,2020-03-27,2020-03-30,5,0.8,-0.011212565527571283,"000001.XSHE,002142.XSHE,601166.XSHG,601838.XSHG,601328.XSHG"
daily,2020-03-30,2020-03-31,5,0.4,-0.011191154606759568,"000001.XSHE,600036.XSHG,601169.XSHG,601166.XSHG,601838.XSHG"
daily,2020-03-31,2020-04-01,5,0.4,0.0013491083546674609,"000001.XSHE,600036.XSHG,600015.XSHG,601166.XSHG,601009.XSHG"
daily,2020-04-01,2020-04-02,5,0.6,0.006777336166475134,"601939.XSHG,000001.XSHE,601169.XSHG,600036.XSHG,601398.XSHG"
daily,2020-04-02,2020-04-03,5,0.6,-0.006147589560616984,"601939.XSHG,600036.XSHG,600926.XSHG,601328.XSHG,600000.XSHG"
daily,2020-04-03,2020-04-07,5,0.19999999999999996,0.008639747192224023,"601328.XSHG,600036.XSHG,600015.XSHG,601939.XSHG,600000.XSHG"
daily,2020-04-07,2020-04-08,5,0.4,-0.0049105468049954306,"600036.XSHG,600015.XSHG,601288.XSHG,600000.XSHG,601229.XSHG"
daily,2020-04-08,2020-04-09,5,0.4,-0.00026609876488377094,"600015.XSHG,601169.XSHG,601229.XSHG,600926.XSHG,600036.XSHG"
daily,2020-04-09,2020-04-10,5,0.6,-0.00098598040368425,"601229.XSHG,601166.XSHG,600015.XSHG,601288.XSHG,601939.XSHG"
daily,2020-04-10,2020-04-13,5,0.4,-0.003201126407058963,"601328.XSHG,601229.XSHG,601939.XSHG,601288.XSHG,600000.XSHG"
daily,2020-04-13,2020-04-14,5,0.4,0.01078417988337894,"600036.XSHG,600926.XSHG,601328.XSHG,601229.XSHG,600000.XSHG"
daily,2020-04-14,2020-04-15,5,0.8,-0.002408984887717058,"600926.XSHG,601288.XSHG,601398.XSHG,601939.XSHG,601009.XSHG"
daily,2020-04-15,2020-04-16,5,0.6,-0.002424834745154714,"600036.XSHG,601939.XSHG,600015.XSHG,601166.XSHG,600926.XSHG"
daily,2020-04-16,2020-04-17,5,0.4,0.0068824797319351205,"601398.XSHG,601818.XSHG,601939.XSHG,600926.XSHG,600036.XSHG"
daily,2020-04-17,2020-04-20,5,0.8,-0.004517788920944876,"002958.XSHE,601229.XSHG,601288.XSHG,601398.XSHG,601328.XSHG"
daily,2020-04-20,2020-04-21,5,0.6,-0.0064744427568756095,"002958.XSHE,600036.XSHG,601009.XSHG,601939.XSHG,601398.XSHG"
daily,2020-04-21,2020-04-22,5,0.4,-0.003610819620485639,"002958.XSHE,601009.XSHG,002142.XSHE,600036.XSHG,601166.XSHG"
daily,2020-04-22,2020-04-23,5,0.6,-0.0035347548234051286,"600926.XSHG,002142.XSHE,601939.XSHG,600036.XSHG,601997.XSHG"
daily,2020-04-23,2020-04-24,5,0.4,-0.010298786464552933,"601009.XSHG,600036.XSHG,002958.XSHE,600926.XSHG,601997.XSHG"
daily,2020-04-24,2020-04-27,5,0.8,0.018411865487337177,"002142.XSHE,601288.XSHG,601009.XSHG,601939.XSHG,601398.XSHG"
daily,2020-04-27,2020-04-28,5,0.8,0.0009423302419784285,"600016.XSHG,601398.XSHG,601328.XSHG,000001.XSHE,601988.XSHG"
daily,2020-04-28,2020-04-29,5,0.6,0.02448093121376029,"600016.XSHG,002142.XSHE,601988.XSHG,600036.XSHG,601166.XSHG"
daily,2020-04-29,2020-04-30,5,0.4,0.001459074564040086,"601988.XSHG,601398.XSHG,002142.XSHE,600016.XSHG,000001.XSHE"
daily,2020-04-30,2020-05-06,5,0.19999999999999996,-0.010168695144955265,"002142.XSHE,601939.XSHG,000001.XSHE,601398.XSHG,601988.XSHG"
daily,2020-05-06,2020-05-07,5,0.6,-0.0021820201003060146,"002142.XSHE,002958.XSHE,601838.XSHG,000001.XSHE,601997.XSHG"
daily,2020-05-07,2020-05-08,5,0.6,0.01190850438236164,"002142.XSHE,600036.XSHG,601398.XSHG,600016.XSHG,000001.XSHE"
daily,2020-05-08,2020-05-11,5,0.8,-0.002985363558722276,"601988.XSHG,600919.XSHG,601169.XSHG,600016.XSHG,601838.XSHG"
daily,2020-05-11,2020-05-12,5,0.6,-0.008965417727022617,"601988.XSHG,600015.XSHG,600016.XSHG,000001.XSHE,600036.XSHG"
daily,2020-05-12,2020-05-13,5,0.8,-0.001646176696768986,"002958.XSHE,600919.XSHG,000001.XSHE,601838.XSHG,601818.XSHG"
daily,2020-05-13,2020-05-14,5,0.8,-0.009189932410132662,"601398.XSHG,002958.XSHE,601288.XSHG,601988.XSHG,601166.XSHG"
daily,2020-05-14,2020-05-15,5,0.6,-0.0032843908286504186,"601988.XSHG,601169.XSHG,601818.XSHG,600919.XSHG,002958.XSHE"
daily,2020-05-15,2020-05-18,5,0.6,0.001353744494506892,"601988.XSHG,600015.XSHG,600919.XSHG,600000.XSHG,601166.XSHG"
daily,2020-05-18,2020-05-19,5,0.4,0.00393624140299198,"600015.XSHG,002958.XSHE,601988.XSHG,600016.XSHG,600919.XSHG"
daily,2020-05-19,2020-05-20,5,0.4,0.009353189119097128,"002958.XSHE,600015.XSHG,600000.XSHG,601998.XSHG,601988.XSHG"
daily,2020-05-20,2020-05-21,5,0.6,-0.00570348646649288,"600015.XSHG,601988.XSHG,601328.XSHG,600016.XSHG,601818.XSHG"
daily,2020-05-21,2020-05-22,5,0.6,-0.012865492597217098,"601818.XSHG,601998.XSHG,600919.XSHG,601169.XSHG,600016.XSHG"
daily,2020-05-22,2020-05-25,5,0.8,-0.00537953267068505,"002142.XSHE,002958.XSHE,600015.XSHG,600919.XSHG,601997.XSHG"
daily,2020-05-25,2020-05-26,5,0.4,0.0060648661256177405,"002958.XSHE,601169.XSHG,000001.XSHE,601997.XSHG,002142.XSHE"
daily,2020-05-26,2020-05-27,5,0.19999999999999996,0.0029031020797363415,"002958.XSHE,002142.XSHE,601998.XSHG,601997.XSHG,000001.XSHE"
daily,2020-05-27,2020-05-28,5,0.4,0.015974873289187074,"002142.XSHE,601998.XSHG,600015.XSHG,601166.XSHG,000001.XSHE"
daily,2020-05-28,2020-05-29,5,0.8,-0.00635893256446729,"601998.XSHG,601169.XSHG,601997.XSHG,600919.XSHG,600016.XSHG"
daily,2020-05-29,2020-06-01,5,0.6,0.010672078708732925,"600926.XSHG,000001.XSHE,600919.XSHG,601997.XSHG,601009.XSHG"
daily,2020-06-01,2020-06-02,5,0.4,0.00435208935150333,"601818.XSHG,601229.XSHG,600919.XSHG,600926.XSHG,601009.XSHG"
daily,2020-06-02,2020-06-03,5,0.4,-0.0031116367972230607,"600926.XSHG,601838.XSHG,601288.XSHG,601009.XSHG,600919.XSHG"
daily,2020-06-03,2020-06-04,5,0.8,-0.004818297364122315,"601229.XSHG,601818.XSHG,601997.XSHG,600926.XSHG,601328.XSHG"
daily,2020-06-04,2020-06-05,5,0.6,0.0008659634654667014,"601229.XSHG,002142.XSHE,600036.XSHG,601818.XSHG,601009.XSHG"
daily,2020-06-05,2020-06-08,5,0.19999999999999996,-0.001633359626564901,"002142.XSHE,000001.XSHE,601009.XSHG,601818.XSHG,601229.XSHG"
daily,2020-06-08,2020-06-09,5,0.6,0.005456786223745236,"601009.XSHG,002958.XSHE,601997.XSHG,601229.XSHG,601838.XSHG"
daily,2020-06-09,2020-06-10,5,0.8,-0.007849532404527371,"000001.XSHE,600036.XSHG,601009.XSHG,601328.XSHG,601988.XSHG"
daily,2020-06-10,2020-06-11,5,0.8,-0.00846520720385191,"601998.XSHG,600036.XSHG,002958.XSHE,002142.XSHE,601818.XSHG"
daily,2020-06-11,2020-06-12,5,0.6,0.0003874630933454748,"601818.XSHG,601998.XSHG,600926.XSHG,601988.XSHG,601169.XSHG"
daily,2020-06-12,2020-06-15,5,0.19999999999999996,-0.013001564114342301,"600926.XSHG,601818.XSHG,601169.XSHG,601009.XSHG,601988.XSHG"
daily,2020-06-15,2020-06-16,5,0.6,0.004292308767494335,"601818.XSHG,601009.XSHG,600919.XSHG,601577.XSHG,000001.XSHE"
daily,2020-06-16,2020-06-17,5,0.8,0.007402512619570168,"601838.XSHG,600926.XSHG,601818.XSHG,601328.XSHG,601939.XSHG"
daily,2020-06-17,2020-06-18,5,0.6,-0.005881120068010936,"601398.XSHG,601229.XSHG,601939.XSHG,601988.XSHG,601818.XSHG"
daily,2020-06-18,2020-06-19,5,0.6,0.007553067638337563,"002958.XSHE,601838.XSHG,601229.XSHG,601988.XSHG,600000.XSHG"
daily,2020-06-19,2020-06-22,5,0.6,-0.00572026511294077,"601577.XSHG,601838.XSHG,601229.XSHG,601939.XSHG,600926.XSHG"
daily,2020-06-22,2020-06-23,5,0.6,-0.006619332113477006,"600926.XSHG,601229.XSHG,600000.XSHG,601988.XSHG,600016.XSHG"
daily,2020-06-23,2020-06-24,5,0.8,0.011089590476109601,"600926.XSHG,601009.XSHG,601169.XSHG,600015.XSHG,601577.XSHG"
daily,2020-06-24,2020-06-29,5,0.6,-0.004340753589504143,"601229.XSHG,601009.XSHG,600015.XSHG,600016.XSHG,600000.XSHG"
daily,2020-06-29,2020-06-30,5,0.8,0.006299981128948984,"601838.XSHG,601169.XSHG,601229.XSHG,002958.XSHE,600926.XSHG"
daily,2020-06-30,2020-07-01,5,0.8,0.02060955151645145,"601166.XSHG,601169.XSHG,600036.XSHG,600016.XSHG,601009.XSHG"
daily,2020-07-01,2020-07-02,5,0.8,0.020682587506946692,"601229.XSHG,601398.XSHG,601288.XSHG,601009.XSHG,601988.XSHG"
daily,2020-07-02,2020-07-03,5,0.19999999999999996,0.02391129374845926,"601398.XSHG,002142.XSHE,601009.XSHG,601229.XSHG,601288.XSHG"
daily,2020-07-03,2020-07-06,5,0.4,0.09042527065574668,"601398.XSHG,002142.XSHE,601166.XSHG,601288.XSHG,600926.XSHG"
daily,2020-07-06,2020-07-07,5,0.4,0.02273025605148098,"002958.XSHE,002142.XSHE,600036.XSHG,601398.XSHG,601288.XSHG"
daily,2020-07-07,2020-07-08,5,0.19999999999999996,0.01757228615324562,"002958.XSHE,002142.XSHE,601288.XSHG,601398.XSHG,000001.XSHE"
daily,2020-07-08,2020-07-09,5,0.6,-0.00633460047415686,"002142.XSHE,000001.XSHE,601939.XSHG,601009.XSHG,601166.XSHG"
