id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
109142,002839.XSHE,2017-03-31,2017-04-28,2017-03-31,0.1127,202104498.71,206051686.47,45837315.49,2.63,2.61,0.22,33.86,,65.85,34.15,33.86,,38.19,,76.87,21.99,99.2,,-155.94,-456.65,-6.16,-10.22,-6.16,-10.22,3.18,46.71,4.85,19.41,6.12,17.29,2017q1
111884,002839.XSHE,2017-06-30,2017-08-23,2017-06-30,0.0819,148184861.99,134214431.77,58488381.77,1.83,1.84,0.16,24.66,,77.63,22.78,24.66,,33.09,,56.53,43.66,100.11,,451.93,2020.63,,-0.55,,-0.55,,-33.64,,-27.57,,-27.35,2017q2
115260,002839.XSHE,2017-09-30,2017-10-27,2017-09-30,0.1137,182339600.28,180152778.58,42509180.47,2.55,2.26,0.21,32.17,,71.98,28.02,32.17,,34.11,,65.21,20.14,88.72,,243.77,870.07,13.04,7.15,13.04,7.15,-5.79,31.76,11.55,39.77,12.59,38.86,2017q3
121152,002839.XSHE,2017-12-31,2018-03-24,2017-12-31,0.1139,203430497.52,193781983.78,16102663.38,2.5,2.48,0.2,34.41,,65.83,34.33,34.41,,40.3,,91.44,8.29,98.84,,382.18,1118.42,-15.62,-11.81,-15.62,-11.81,38.62,8.07,14.02,-5.68,18.49,0.14,2017q4
123836,002839.XSHE,2018-03-31,2018-04-24,2018-03-31,0.1264,226470772.41,247802718.84,23750354.9,2.7,2.67,0.23,36.08,,60.96,39.04,36.08,,37.6,,89.47,9.48,99.15,,-882.94,-2261.83,5.2,11.94,5.2,11.94,20.26,27.28,12.09,17.4,12.12,10.98,2018q1
128537,002839.XSHE,2018-06-30,2018-08-14,2018-06-30,0.1013,184033989.7,176317010.75,88919101.84,2.1,2.11,0.18,22.94,,77.95,22.05,22.94,,37.4,,49.87,50.74,100.49,,95.7,434.12,33.28,25.99,33.28,25.99,28.96,-28.85,23.97,-19.9,23.73,-19.82,2018q2
134063,002839.XSHE,2018-09-30,2018-10-30,2018-09-30,0.1278,230980151.61,259019950.37,37327274.46,2.61,2.61,0.22,32.35,,64.13,36.03,32.35,,35.03,,85.24,14.35,99.97,,237.55,662.3,12.31,-9.71,12.31,-9.71,44.45,47.59,12.93,27.32,12.42,26.16,2018q3
245991,002839.XSHE,2018-12-31,2019-04-27,2018-12-31,0.1065,188842023.54,163587123.2,83471897.71,2.04,2.0,0.15,20.54,,80.42,20.19,20.54,,32.25,,47.62,49.62,98.09,,-80.42,-410.84,47.37,15.72,47.37,15.72,-13.35,-35.18,-12.04,-26.53,-6.47,-16.68,2018q4
245811,002839.XSHE,2019-03-31,2019-04-27,2019-03-31,0.1439,248948341.47,283228752.22,39148874.19,2.58,2.47,0.22,30.69,,66.55,33.45,30.69,,35.81,,86.38,13.85,95.72,,137.19,410.2,33.4,1.33,33.4,1.33,14.3,67.9,13.48,51.45,13.85,35.09,2019q1
253349,002839.XSHE,2019-06-30,2019-08-20,2019-06-30,0.1181,195997726.1,220386172.21,64578977.39,2.11,1.93,0.18,23.15,,76.96,23.04,23.15,,27.59,,70.59,29.26,91.8,,-902.1,-3915.46,19.6,12.96,19.6,12.96,24.99,-22.19,20.69,-14.81,16.59,-17.9,2019q2
260152,002839.XSHE,2019-09-30,2019-10-22,2019-09-30,0.1433,255040810.5,298187341.25,217762625.97,2.54,2.5,0.21,24.94,,70.29,29.71,24.94,,35.82,,26.89,72.8,98.47,,299.29,1007.4,38.98,4.93,38.98,4.93,14.59,35.3,7.16,13.05,12.1,21.3,2019q3
291852,002839.XSHE,2019-12-31,2020-04-28,2019-12-31,0.1226,201887037.65,164723678.67,264103760.26,2.11,1.92,0.17,19.67,,84.25,15.75,19.67,,26.14,,-60.81,161.61,91.11,,65.75,417.45,25.14,4.19,25.14,4.19,-2.35,-44.76,19.87,-17.82,15.1,-14.45,2019q4
291566,002839.XSHE,2020-03-31,2020-04-28,2020-03-31,0.1618,279883252.02,317993376.05,91747261.8,2.69,2.58,0.23,29.16,,68.36,31.64,29.16,,31.54,,71.28,28.91,95.69,,459.28,1451.79,18.7,-3.88,18.7,-3.88,12.27,93.05,12.78,42.5,12.47,32.01,2020q1
326453,002839.XSHE,2020-06-30,2020-08-25,2020-06-30,0.1111,191577229.56,186330369.47,238781168.78,1.83,1.75,0.15,17.89,,83.29,16.71,17.89,,24.82,,-27.39,124.7,95.43,,-3.14,-18.77,16.57,10.93,16.57,10.93,-15.45,-41.4,-9.93,-31.97,-5.98,-31.37,2020q2
335994,002839.XSHE,2020-09-30,2020-10-27,2020-09-30,0.1519,265753061.56,296269871.2,41058953.3,2.52,2.44,0.21,28.17,,69.78,30.22,28.17,,33.4,,86.05,13.84,96.77,,44.56,147.45,-2.32,-12.08,-2.32,-12.08,-0.64,59.0,10.34,38.48,6.03,36.8,2020q3
379231,002839.XSHE,2020-12-31,2021-04-30,2020-12-31,0.1288,226743028.88,197697360.64,182688189.33,2.1,2.05,0.16,20.73,,81.93,18.07,20.73,,35.67,,7.59,92.38,97.4,,237.49,1314.31,4.62,11.6,4.62,11.6,20.02,-33.27,10.26,-17.87,5.07,-15.23,2020q4
378588,002839.XSHE,2021-03-31,2021-04-30,2021-03-31,0.1848,334475469.07,371588043.32,176616963.24,2.93,2.93,0.23,31.96,,65.36,34.64,31.96,,32.22,,52.75,47.78,100.14,,166.71,481.31,6.73,-1.94,6.73,-1.94,16.85,87.96,16.96,51.15,14.2,43.48,2021q1
401109,002839.XSHE,2021-06-30,2021-08-24,2021-06-30,0.1451,249654818.89,248065910.34,223415186.2,2.08,1.98,0.18,23.29,,78.47,21.53,23.29,,27.52,,9.98,90.47,95.18,,-384.03,-1783.39,3.31,7.38,3.31,7.38,33.13,-33.24,34.52,-21.75,30.66,-21.47,2021q2
