day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio,field_set
2017-01-24,002839.XSHE,0.0639,113.6934,11.3698,16.8933,1.5989,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-01-25,002839.XSHE,0.0305,125.0808,12.5086,18.5853,1.759,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-01-26,002839.XSHE,0.0885,137.5528,13.7558,20.4385,1.9344,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-03,002839.XSHE,0.5178,151.29,15.1296,22.4796,2.1276,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-06,002839.XSHE,38.5512,166.4732,16.648,24.7356,2.3412,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-07,002839.XSHE,54.573,183.1025,18.311,27.2065,2.575,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-08,002839.XSHE,54.8679,189.0673,18.9075,28.0928,2.6589,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-09,002839.XSHE,35.4151,181.6564,18.1664,26.9917,2.5547,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-10,002839.XSHE,41.7248,199.9124,19.9921,29.7042,2.8114,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-13,002839.XSHE,2.5964,219.976,21.9985,32.6854,3.0936,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-14,002839.XSHE,27.0041,242.0278,24.2038,35.962,3.4037,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-15,002839.XSHE,23.3036,266.2487,26.6259,39.5609,3.7443,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-16,002839.XSHE,20.0061,292.8193,29.2831,43.5089,4.118,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-17,002839.XSHE,5.0851,322.1013,32.2114,47.8598,4.5298,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-20,002839.XSHE,41.7314,342.1648,34.2179,50.841,4.812,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-21,002839.XSHE,33.8448,353.3715,35.3386,52.5061,4.9696,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-22,002839.XSHE,24.5347,332.4042,33.2418,49.3907,4.6747,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-23,002839.XSHE,22.2974,333.4887,33.3502,48.4018,4.5521,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-24,002839.XSHE,32.3337,312.8829,31.2896,45.4112,4.2709,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-27,002839.XSHE,30.3417,303.8452,30.3858,44.0995,4.1475,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-02-28,002839.XSHE,30.5821,317.9439,31.7957,46.1457,4.3399,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-01,002839.XSHE,27.9183,349.7564,34.9771,50.7629,4.7742,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-02,002839.XSHE,60.7529,384.4609,38.4477,55.7998,5.2479,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-03,002839.XSHE,43.0092,415.7311,41.5748,60.3383,5.6747,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-06,002839.XSHE,23.2297,406.6935,40.671,59.0266,5.5514,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-07,002839.XSHE,25.0406,403.6207,40.3637,58.5807,5.5094,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-08,002839.XSHE,41.9658,443.7478,44.3766,64.4046,6.0572,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-09,002839.XSHE,21.5148,447.9051,44.7923,65.008,6.1139,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-10,002839.XSHE,27.0254,454.4122,45.4431,65.9524,6.2027,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-13,002839.XSHE,14.2234,449.7126,44.9731,65.2703,6.1386,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-14,002839.XSHE,14.4448,451.8817,45.19,65.5851,6.1682,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-15,002839.XSHE,20.0274,484.9594,48.4979,70.386,6.6197,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-16,002839.XSHE,29.6142,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-17,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-20,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-21,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-22,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-23,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-24,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-27,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-28,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-29,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-30,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-03-31,002839.XSHE,,532.3166,53.2338,77.2593,7.2661,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-05,002839.XSHE,29.9329,541.3542,54.1376,78.571,7.3895,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-06,002839.XSHE,13.8845,516.9526,51.6974,75.0294,7.0564,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-07,002839.XSHE,27.1667,465.2574,46.5276,67.5265,6.3508,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-10,002839.XSHE,35.5618,418.8039,41.8821,60.7843,5.7167,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-11,002839.XSHE,56.2507,385.0032,38.5019,55.8785,5.2553,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-12,002839.XSHE,36.938,380.6651,38.0681,55.2489,5.1961,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-13,002839.XSHE,25.5831,367.4702,36.7485,53.3338,5.016,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-14,002839.XSHE,22.5772,351.5639,35.1578,51.0252,4.7989,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-17,002839.XSHE,8.214,316.4979,31.6511,45.9358,4.3202,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-18,002839.XSHE,25.9768,293.9038,29.3916,42.6566,4.0118,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-19,002839.XSHE,36.5806,323.3665,32.338,46.9327,4.414,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-20,002839.XSHE,45.9001,335.8385,33.5852,48.7429,4.5842,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-21,002839.XSHE,21.3043,320.4745,32.0487,46.513,4.3745,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-24,002839.XSHE,24.445,329.1506,32.9164,47.7722,4.4929,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-25,002839.XSHE,22.5525,327.5238,32.7537,47.5361,4.4707,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-26,002839.XSHE,20.8037,324.2703,32.4283,47.0639,4.4263,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-27,002839.XSHE,28.7016,328.2468,32.826,47.6411,4.4806,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-04-28,002839.XSHE,36.2801,342.5263,34.254,48.8471,4.1939,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-02,002839.XSHE,22.1894,339.815,33.9829,48.4605,4.1607,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-03,002839.XSHE,26.1543,342.1648,34.2179,48.7956,4.1894,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-04,002839.XSHE,27.6918,344.8761,34.489,49.1822,4.2226,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-05,002839.XSHE,24.9358,330.4159,33.0429,47.1201,4.0456,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-08,002839.XSHE,22.6073,297.3381,29.735,42.4029,3.6406,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-09,002839.XSHE,20.1415,313.7866,31.3799,44.7486,3.842,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-10,002839.XSHE,23.2145,345.2376,34.5252,49.2338,4.227,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-11,002839.XSHE,51.7344,356.9865,35.7001,50.9093,4.3709,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-12,002839.XSHE,44.8703,364.3974,36.4412,51.9661,4.4616,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-15,002839.XSHE,30.0354,356.8058,35.682,50.8835,4.3687,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-16,002839.XSHE,26.6332,356.9865,35.7001,50.9093,4.3709,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-17,002839.XSHE,36.2685,366.9279,36.6943,52.327,4.4926,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-18,002839.XSHE,30.52,330.2351,33.0249,47.0943,4.0434,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-19,002839.XSHE,23.1614,317.5824,31.7595,45.2899,3.8884,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-22,002839.XSHE,15.9724,322.1013,32.2114,45.9344,3.9438,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-23,002839.XSHE,17.061,298.4227,29.8435,42.5576,3.6539,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-24,002839.XSHE,16.2323,286.6737,28.6685,40.8821,3.51,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-25,002839.XSHE,19.5798,301.6762,30.1688,43.0216,3.6937,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-26,002839.XSHE,15.0397,292.0963,29.2108,41.6554,3.5764,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-05-31,002839.XSHE,11.3423,292.0963,29.2108,41.6554,3.5764,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-01,002839.XSHE,12.9039,271.852,27.1863,38.7684,3.3285,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-02,002839.XSHE,14.5806,266.9717,26.6983,38.0724,3.2688,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-05,002839.XSHE,9.5877,268.237,26.8248,38.2528,3.2843,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-06,002839.XSHE,11.0879,260.8261,26.0837,37.196,3.1935,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-07,002839.XSHE,15.7793,286.8545,28.6866,40.9079,3.5122,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-08,002839.XSHE,28.6609,290.108,29.012,41.3718,3.552,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-09,002839.XSHE,16.0726,286.3122,28.6324,40.8305,3.5056,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-12,002839.XSHE,17.2241,286.6737,28.6685,40.8821,3.51,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-13,002839.XSHE,14.8577,290.4695,29.0481,41.4234,3.5565,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-14,002839.XSHE,14.8684,291.7348,29.1747,41.6038,3.572,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-15,002839.XSHE,26.0678,303.4837,30.3496,43.2793,3.7158,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-16,002839.XSHE,16.5682,296.2536,29.6266,42.2483,3.6273,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-19,002839.XSHE,9.9595,294.8076,29.482,42.042,3.6096,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-20,002839.XSHE,17.6987,304.2067,30.4219,43.3824,3.7247,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-21,002839.XSHE,15.3184,298.9649,29.8977,42.6349,3.6605,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-22,002839.XSHE,15.7551,294.9884,29.5,42.0678,3.6118,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-23,002839.XSHE,14.5201,284.3239,28.4335,40.547,3.4812,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-26,002839.XSHE,8.1219,284.6854,28.4697,40.5985,3.4857,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-27,002839.XSHE,10.4568,287.0352,28.7047,40.9336,3.5144,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-28,002839.XSHE,14.0873,290.4695,29.0481,41.4234,3.5565,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
2017-06-29,002839.XSHE,9.7636,286.6737,28.6685,40.8821,3.51,"day,code,turnover_ratio,market_cap,circulating_market_cap,pe_ratio,pb_ratio"
