open,close,high,low,volume,money
3.18,3.82,3.82,3.18,190450.0,725012.37
4.2,4.2,4.2,4.2,91012.0,382122.4
4.62,4.62,4.62,4.62,263660.0,1217386.92
5.08,5.08,5.08,5.08,1542762.0,7834738.5
5.54,5.59,5.59,5.25,114852334.0,625461796.01
5.64,6.15,6.15,5.59,162584834.0,967885816.63
6.02,6.35,6.7,5.72,163463316.0,996412545.48
6.13,6.1,6.29,6.07,105509329.0,650106068.53
6.14,6.71,6.71,6.1,124307323.0,814097776.58
7.38,7.38,7.38,7.38,7735245.0,57116913.35
8.12,8.12,8.12,7.78,80450960.0,651916910.87
8.8,8.94,8.94,8.42,69426614.0,611262087.77
9.83,9.83,9.83,9.83,59602514.0,585840907.8
10.81,10.81,10.81,10.81,15149510.0,163797163.2
10.7,11.49,11.84,9.83,124327016.0,1324248611.68
11.45,11.86,11.93,10.92,100831141.0,1164476380.3
11.38,11.16,11.65,11.07,73094289.0,825641423.24
10.92,11.19,11.44,10.5,66428663.0,728879687.28
10.92,10.5,11.04,10.18,96329167.0,1015000314.46
10.21,10.2,10.59,9.83,90394455.0,917993514.55
10.02,10.67,10.95,10.02,91110868.0,968333213.2
11.53,11.74,11.74,11.47,83174822.0,969969118.01
11.65,12.91,12.92,11.59,180996228.0,2303456156.66
12.73,13.95,14.19,11.83,128133630.0,1748303208.41
13.55,13.65,14.14,12.92,69206431.0,948619885.38
12.79,13.55,13.82,12.74,74601535.0,981993552.62
13.44,14.9,14.9,13.14,125025238.0,1809982555.98
14.48,15.03,15.07,14.36,64097236.0,948614852.3
14.8,15.25,15.95,14.11,80514515.0,1206251892.84
14.96,15.1,15.35,14.68,42374611.0,635708841.64
14.96,15.17,15.41,14.7,43034111.0,648111447.75
15.7,16.28,16.38,15.47,59665922.0,952695458.44
15.96,17.87,17.9,15.88,88227107.0,1540760207.12
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
16.08,18.17,18.51,16.08,89176645.0,1542773710.29
17.52,17.35,18.14,17.08,41364830.0,725918275.31
16.38,15.62,16.82,15.62,80935398.0,1283993983.17
14.87,14.06,14.87,14.06,105946255.0,1498092711.41
13.65,12.92,13.65,12.65,167583110.0,2143774084.44
12.74,12.78,13.32,12.5,110046244.0,1426176704.74
12.13,12.33,12.66,12.13,76217571.0,942463650.53
12.44,11.8,12.61,11.77,67262319.0,822277480.14
10.88,10.62,11.1,10.62,24471250.0,262052738.0
9.83,9.87,10.41,9.71,77390666.0,777447972.46
9.87,10.85,10.85,9.87,108981447.0,1148078385.25
10.97,11.27,11.58,10.68,136746406.0,1531836959.54
11.07,10.76,11.21,10.68,63470049.0,696054266.96
10.76,11.05,11.29,10.72,72826866.0,801410399.33
10.95,10.99,11.13,10.36,67188743.0,727473889.18
10.84,10.88,11.21,10.65,61978710.0,679001479.78
10.62,11.02,11.29,10.14,85508357.0,920123446.87
10.95,11.5,12.0,10.8,108086462.0,1238763746.5
11.26,11.41,11.58,11.13,66106926.0,750645032.81
11.29,11.49,11.94,11.24,77919299.0,904195530.97
11.22,11.58,11.83,10.81,82499904.0,931205014.39
11.41,11.09,11.79,11.07,74289071.0,858455973.73
10.58,9.98,10.86,9.98,67351970.0,700179446.96
9.73,10.53,10.68,9.73,60005817.0,617467236.23
10.34,11.59,11.59,10.34,69160906.0,765808753.53
11.83,11.98,12.22,11.22,154128153.0,1832202486.93
11.61,12.23,12.86,11.61,133678472.0,1638029296.05
11.9,11.98,12.3,11.65,89482024.0,1068717715.37
11.86,11.98,12.04,11.47,79345995.0,934650530.18
11.76,12.32,12.62,11.62,108051769.0,1318017401.49
12.06,11.09,12.25,11.09,90925717.0,1056288788.84
10.65,10.66,11.09,10.13,69002923.0,733581867.86
10.66,10.81,11.01,10.59,47585321.0,516386429.53
10.74,10.02,10.81,9.98,50828451.0,524637273.23
9.96,9.62,9.96,9.11,48359517.0,463850475.2
9.65,10.13,10.28,9.65,58332513.0,584521434.1
10.14,9.8,10.24,9.74,44806563.0,443449517.57
10.04,9.8,10.19,9.79,33791296.0,336827342.46
9.68,9.13,9.88,9.1,38443494.0,363867583.22
9.14,8.96,9.21,8.38,43438681.0,381336824.1
8.92,9.0,9.15,8.8,28563925.0,256908024.54
8.91,8.76,8.98,8.56,33033170.0,289036086.35
8.79,9.63,9.63,8.79,47009823.0,439192113.37
9.97,9.74,10.12,9.63,85387171.0,842131822.09
9.75,9.61,9.82,9.34,47883703.0,456435268.89
9.47,9.62,10.01,9.29,51314438.0,498240916.72
9.49,9.75,10.0,9.37,44264389.0,427891807.37
9.65,9.79,9.98,9.6,44296233.0,434695686.22
9.71,10.19,10.68,9.71,77661619.0,786722141.71
9.98,9.94,10.13,9.9,49360141.0,493046377.82
9.81,9.9,10.1,9.81,29671562.0,294840381.32
9.9,10.21,10.3,9.9,52728399.0,531834382.29
10.22,10.04,10.3,9.97,45636986.0,461655789.83
9.86,9.9,10.28,9.86,46937737.0,473214407.69
9.83,9.6,9.83,9.16,43000481.0,409846886.44
9.57,9.61,9.67,9.48,24052452.0,230197996.08
9.58,9.69,9.96,9.58,30967372.0,301736020.65
9.63,9.81,10.07,9.47,41718838.0,411215766.67
9.74,9.68,9.84,9.62,28914542.0,280583048.47
9.62,9.6,9.74,9.52,20635260.0,198646186.1
9.61,9.64,9.68,9.53,15665180.0,150458518.56
9.62,9.84,10.0,9.59,41821159.0,410655592.01
9.83,9.87,9.92,9.68,36612467.0,359226735.72
9.86,9.86,9.98,9.78,31496984.0,310892908.36
10.19,9.98,10.38,9.94,54690278.0,553769660.68
9.83,9.67,9.84,9.55,36558956.0,353837262.75
9.53,9.64,9.8,9.53,25729431.0,249460438.62
9.64,9.48,9.74,9.37,27212069.0,259162635.92
9.49,9.8,9.87,9.17,54929581.0,530787818.74
9.77,9.58,9.77,9.55,28558326.0,275396106.8
9.6,9.28,10.0,8.72,55461197.0,532983899.5
8.85,9.13,9.31,8.85,26964443.0,245062007.47
9.15,9.24,9.27,9.05,27054438.0,248168335.83
9.19,9.17,9.34,9.11,30209517.0,278867909.82
9.15,8.9,9.15,8.87,26336544.0,236747871.92
8.82,8.83,8.9,8.73,19117369.0,168385652.82
8.83,8.89,9.08,8.83,20268937.0,181449543.6
8.82,8.71,8.97,8.61,22527275.0,197323529.8
8.73,8.8,8.95,8.47,26600108.0,231359751.18
8.76,8.63,8.78,8.62,16143226.0,140202260.84
8.59,8.64,8.7,8.56,14779098.0,127422933.36
8.6,9.05,9.45,8.58,55036836.0,500015232.07
8.92,9.2,9.45,8.84,54886452.0,500340786.14
9.08,8.94,9.13,8.91,29407871.0,264774859.46
8.92,8.79,9.08,8.79,20316647.0,180994760.48
8.72,8.8,8.84,8.69,12826446.0,112341636.48
8.82,8.73,8.82,8.67,15131218.0,132053361.78
8.73,8.68,8.76,8.66,12391901.0,107687552.82
8.68,8.73,9.0,8.68,24392365.0,214771800.73
8.67,8.49,8.67,8.47,20808710.0,178280534.29
8.47,8.59,8.61,8.45,10739987.0,92061142.82
8.62,8.65,8.82,8.59,22357413.0,194853715.95
8.6,8.7,8.73,8.53,18318670.0,157908153.63
8.66,8.67,8.73,8.6,15964892.0,138114424.49
8.67,8.64,8.7,8.59,13541230.0,116965176.26
8.61,8.75,8.75,8.61,16236739.0,140999516.62
8.78,8.91,9.14,8.67,40728693.0,363227231.98
8.79,9.05,9.38,8.77,56279943.0,510182657.42
8.98,8.79,9.21,8.77,38544721.0,344812312.37
8.7,8.86,9.02,8.67,30891615.0,273633350.52
8.83,9.55,9.74,8.79,103006565.0,968753008.68
9.38,9.3,9.45,9.25,70419591.0,658400931.03
9.24,9.2,9.4,9.13,41629707.0,385273681.34
9.17,9.33,9.46,9.13,40467410.0,376393264.58
9.22,9.2,9.3,9.13,31481336.0,289320212.52
9.14,9.05,9.14,8.97,26304077.0,237644699.01
9.05,9.06,9.21,9.02,24315878.0,221538181.78
9.07,9.02,9.13,8.94,20296914.0,182541110.54
8.95,9.0,9.07,8.95,20198317.0,182063433.76
9.02,9.03,9.13,8.97,18581862.0,168023867.04
9.03,9.06,9.16,8.99,17888133.0,162165466.1
9.13,9.03,9.15,8.94,23521549.0,211934676.71
8.99,9.09,9.24,8.9,30493851.0,276635051.02
9.03,8.97,9.09,8.94,19592672.0,176289293.06
8.95,8.97,9.02,8.89,14203165.0,127296672.12
8.93,8.97,9.05,8.91,14557864.0,130810344.64
9.0,9.06,9.14,8.97,24275808.0,220146086.62
9.0,8.97,9.03,8.89,21456871.0,191833688.02
8.94,8.97,9.13,8.89,24735337.0,222717478.9
8.91,8.77,9.04,8.77,24000545.0,213376197.16
8.72,8.34,8.72,8.24,33931194.0,286612742.44
8.31,8.15,8.39,8.0,20159783.0,165225889.38
8.13,8.19,8.26,8.06,13952586.0,114067093.32
8.15,8.03,8.25,8.02,13958033.0,113168988.95
8.04,8.23,8.3,8.04,19074970.0,156523537.38
8.8,8.4,8.97,8.34,35702136.0,308599554.48
8.23,8.4,8.47,8.2,23408616.0,194385470.81
8.37,8.39,8.45,8.31,16425206.0,137646817.29
8.36,8.26,8.39,8.25,12337308.0,102407088.08
8.28,8.34,8.38,8.26,11021304.0,91780785.38
8.3,8.54,8.58,8.26,33431708.0,283190508.2
8.55,8.43,8.61,8.4,22402354.0,189902470.77
8.36,8.28,8.47,8.27,16783237.0,140444905.55
8.24,8.12,8.27,8.03,18381612.0,149129747.5
8.08,8.27,8.28,8.04,13170713.0,107655829.59
8.28,8.19,8.4,8.16,16043291.0,131976174.72
8.14,8.16,8.21,8.08,11407760.0,92904936.99
8.15,8.17,8.26,8.1,11943499.0,97683088.96
8.13,8.19,8.23,8.06,13436896.0,109509716.53
8.12,8.21,8.33,8.12,21873988.0,180863679.21
8.15,7.65,8.15,7.64,26712964.0,208257165.73
7.64,7.61,7.72,7.42,13158581.0,99853558.94
7.56,7.73,7.75,7.56,13976986.0,107066026.4
7.74,7.64,7.87,7.62,17700034.0,136597111.43
7.59,7.41,7.61,7.37,14170425.0,105607255.0
7.34,7.43,7.68,7.34,8123997.0,60320343.0
7.45,7.46,7.57,7.28,18020479.0,133669178.75
7.43,7.64,7.73,7.4,23272487.0,175899701.53
7.59,7.54,7.72,7.48,20902181.0,158728552.63
7.51,7.43,7.53,7.42,12917591.0,96202139.82
7.42,7.66,7.92,7.4,36237601.0,279313657.03
7.55,7.45,7.56,7.42,20452835.0,152663066.32
7.42,7.37,7.5,7.36,10926690.0,81019126.76
7.32,6.91,7.32,6.9,25385396.0,179592609.03
6.92,6.64,7.12,6.47,21511362.0,148213556.55
6.47,6.45,6.51,6.1,18962064.0,119834547.26
6.45,6.43,6.51,6.35,12358317.0,79631906.68
6.43,6.45,6.56,6.41,13328270.0,86420223.75
6.45,6.12,6.45,6.1,16569433.0,103236283.61
6.01,6.04,6.16,6.01,10292457.0,62336037.2
5.99,5.92,6.04,5.85,12539482.0,74182191.3
5.93,5.95,5.97,5.9,8501449.0,50515918.86
5.91,6.55,6.55,5.91,44515111.0,284668705.75
6.55,7.2,7.2,6.48,74173668.0,506603013.3
7.26,7.0,7.43,7.0,68925432.0,494564668.2
6.99,7.11,7.17,6.79,48676623.0,337575016.45
7.01,7.13,7.42,6.87,59706335.0,426235362.7
7.0,6.95,7.29,6.84,39593920.0,277529334.2
6.85,7.07,7.24,6.85,42992982.0,305156554.69
7.04,7.1,7.17,6.87,35712133.0,250663394.58
6.99,7.03,7.08,6.92,26825991.0,187642480.06
7.02,6.54,7.02,6.48,34235981.0,232757737.92
6.46,6.46,6.63,6.29,29874425.0,192716068.86
6.45,6.57,6.78,6.42,32520238.0,215026823.49
6.48,6.62,6.76,6.48,29457191.0,195609313.6
6.58,6.35,6.61,6.21,23994449.0,154374646.23
6.4,6.98,6.98,6.36,45907537.0,309050561.92
7.05,6.99,7.2,6.91,61551423.0,434175593.33
6.97,7.14,7.41,6.84,58949456.0,422894237.09
7.04,6.99,7.09,6.9,35384156.0,247265787.25
6.88,7.08,7.25,6.81,44927212.0,317932722.72
6.99,7.25,7.39,6.9,54126254.0,390112193.08
7.14,7.1,7.29,6.99,37453322.0,266434653.68
7.03,7.21,7.7,6.98,57493870.0,420201495.51
7.07,7.15,7.32,7.07,35323765.0,253752946.04
7.04,7.09,7.25,7.03,32304539.0,229749207.79
7.08,7.2,7.2,6.87,44685777.0,315167247.97
7.17,7.48,7.62,7.06,73092674.0,539113712.89
7.37,7.34,7.42,7.28,39776951.0,292130148.61
7.26,7.32,7.43,7.23,24365875.0,178116811.8
