id,code,statDate,pubDate,statDate.1,total_operating_revenue,operating_revenue,interest_income,premiums_earned,commission_income,total_operating_cost,operating_cost,interest_expense,commission_expense,refunded_premiums,net_pay_insurance_claims,withdraw_insurance_contract_reserve,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,sale_expense,administration_expense,financial_expense,asset_impairment_loss,fair_value_variable_income,investment_income,invest_income_associates,exchange_income,operating_profit,non_operating_revenue,non_operating_expense,disposal_loss_non_current_liability,total_profit,income_tax_expense,net_profit,np_parent_company_owners,minority_profit,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,rd_expenses,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss,net_open_hedge_income,interest_cost_fin,interest_income_fin,other_earnings,other_composite_income_mino_at,requested_period
106810,002839.XSHE,2017-03-31,2017-04-28,2017-03-31,603401658.16,603401658.16,519207809.33,,37418553.53,397349971.69,,,,,0.0,0.0,,0.0,3090608.92,,230437799.96,,163821562.81,2581047.29,40479569.06,10890409.76,2776699.14,206051686.47,2778551.06,414588.32,,208415649.21,4078763.38,204336885.83,203729264.47,607621.36,0.12,0.12,-96792109.56,107544776.27,106937154.91,607621.36,,,,,,,,,,,2017q1
109552,002839.XSHE,2017-06-30,2017-08-23,2017-06-30,600091306.26,600091306.26,507327820.62,,31480121.11,465876874.49,,,,,0.0,0.0,,0.0,5140632.66,,198555641.18,,426002163.46,-1975936.17,57932842.43,32673417.81,2531475.51,136726431.77,-1901912.93,870489.83,,133954029.01,-14041116.17,147995145.18,148016195.68,-21050.5,0.0842,0.08,-160446379.94,-12451234.76,-12430184.26,-21050.5,,,,,,,,,,,2017q2
112926,002839.XSHE,2017-09-30,2017-10-27,2017-09-30,643006484.92,643006484.92,568818417.07,,28997793.63,462853706.34,,,,,0.0,0.0,,0.0,4480289.65,,219354542.93,,665021037.22,7236559.9,30809212.16,23320672.43,4463408.41,180152778.58,31063780.38,144528.7,,211072030.26,4218479.35,206853550.91,205530312.67,1323238.24,0.1143,0.11,-21727150.73,185126400.18,183803161.94,1323238.24,,,,,,,,,0.0,,2017q3
118848,002839.XSHE,2017-12-31,2018-03-24,2017-12-31,567078525.56,567078525.56,529283717.22,,15922986.56,373296541.78,,,,,0.0,0.0,,0.0,5370335.46,,228529811.43,,804417432.11,-4266192.65,21985250.36,19615954.19,-1616394.33,194687423.78,744142.75,1126907.3,,194304659.23,-800994.94,195105654.17,205826505.88,-10720851.71,0.11599999999999999,0.12,-85167553.51,109938100.66,120658952.37,-10720851.71,,,,,,,,,905440.0,,2017q4
121639,002839.XSHE,2018-03-31,2018-04-24,2018-03-31,634794256.75,634794256.75,584611820.92,,25641527.6,386991537.91,,,,,0.0,0.0,,0.0,4206559.9,,238665695.53,,144119282.48,-1459952.1,24579239.04,19500000.0,631067.96,247802718.84,2852835.71,242502.29,,250413052.26,21368475.02,229044577.24,228421710.23,622867.01,0.13,0.13,152013991.24,381058568.48,380435701.47,622867.01,,,229044577.24,,,,,,,,2018q1
126414,002839.XSHE,2018-06-30,2018-08-14,2018-06-30,799797814.59,799797814.59,686260048.49,,23113058.49,623480803.84,,,,,0.0,0.0,,0.0,4751505.42,,299118509.79,,463730071.11,14855670.42,71303042.82,34396740.81,2760388.6,176317010.75,114854.98,1172111.37,,175259754.36,-8212115.89,183471870.25,183137924.86,333945.39,0.1023,0.1,100700821.27,284172691.52,283838746.13,333945.39,,,182515057.85,,,,,,,,2018q2
132114,002839.XSHE,2018-09-30,2018-10-30,2018-09-30,722153927.86,722153927.86,679084046.32,,4391613.93,463133977.49,,,,,0.0,0.0,,0.0,6014670.56,,252986470.38,,667862907.66,-11192781.17,45625521.25,13881259.19,2894534.38,260225150.37,99738.77,229646.92,,260095242.22,26494047.5,233601194.72,231047578.97,2553615.75,0.1294,0.13,-39362062.27,194239132.45,191685516.7,2553615.75,,-493018.61,234558007.12,,,,,,1205200.0,,2018q3
147523,002839.XSHE,2018-12-31,2019-04-27,2018-12-31,835693506.12,835693506.12,770035462.76,,-20193471.85,672106382.92,,,,,0.0,0.0,,0.0,5661263.64,,269472103.42,,1064835923.52,9061122.04,66869939.86,30939893.24,7540835.81,168688223.2,2216404.75,2676923.27,,168227704.68,-3396398.12,171624102.8,192511504.61,-20887401.81,0.106,0.1,321091636.21,492715739.01,513603140.82,-20887401.81,,44855.1,171624102.8,,,,,,5101100.0,,2018q4
147343,002839.XSHE,2019-03-31,2019-04-27,2019-03-31,846828449.46,846828449.46,788969817.28,,1812089.16,563599697.24,,,,,0.0,0.0,,0.0,6483248.16,,303213301.94,,,-25996668.72,62854670.99,,2290871.92,283228752.22,105310.63,766311.46,,282567751.39,22647475.5,259920275.89,260066187.76,-145911.87,0.14,0.13,-28803280.12,231116995.77,231262907.64,-145911.87,,389155.49,259920275.89,,253903147.14,,,,15090500.0,,2019q1
150343,002839.XSHE,2019-06-30,2019-08-20,2019-06-30,956561263.84,956561263.84,861872458.15,,2779647.45,736175091.63,,,,,0.0,0.0,,0.0,4077893.73,,263957579.72,,468083.82,-7895543.28,67991632.46,,4482888.21,220386172.21,885885.74,559838.99,,220712218.96,-718940.54,221431159.5,213516249.88,7914909.62,0.1172,0.1,-130216432.9,91214726.6,83299816.98,7914909.62,,26123475.32,,,721574681.5,,,,10440.0,,2019q2
