code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,net_deposit_increase,-7141195000.0,finance_cashflow_statement_current_only.csv,net_deposit_increase,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,net_borrowing_from_central_bank,-500000.0,finance_cashflow_statement_current_only.csv,net_borrowing_from_central_bank,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,net_borrowing_from_finance_co,,finance_cashflow_statement_current_only.csv,net_borrowing_from_finance_co,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,interest_and_commission_cashin,3715812000.0,finance_cashflow_statement_current_only.csv,interest_and_commission_cashin,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,net_increase_in_placements,,finance_cashflow_statement_current_only.csv,net_increase_in_placements,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,net_buyback,-390170000.0,finance_cashflow_statement_current_only.csv,net_buyback,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,tax_levy_refund,,finance_cashflow_statement_current_only.csv,tax_levy_refund,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,goods_and_services_cash_paid,,finance_cashflow_statement_current_only.csv,goods_and_services_cash_paid,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,net_loan_and_advance_increase,7749087000.0,finance_cashflow_statement_current_only.csv,net_loan_and_advance_increase,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,net_deposit_in_cb_and_ib,89141000.0,finance_cashflow_statement_current_only.csv,net_deposit_in_cb_and_ib,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,original_compensation_paid,,finance_cashflow_statement_current_only.csv,original_compensation_paid,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,policy_dividend_cash_paid,,finance_cashflow_statement_current_only.csv,policy_dividend_cash_paid,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,staff_behalf_paid,514436000.0,finance_cashflow_statement_current_only.csv,staff_behalf_paid,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,tax_payments,643469000.0,finance_cashflow_statement_current_only.csv,tax_payments,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,subtotal_operate_cash_inflow,2670636000.0,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_inflow,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,subtotal_operate_cash_outflow,5990581000.0,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_outflow,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,net_operate_cash_flow,-3319945000.0,finance_cashflow_statement_current_only.csv,net_operate_cash_flow,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,invest_withdrawal_cash,49811224000.0,finance_cashflow_statement_current_only.csv,invest_withdrawal_cash,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,invest_proceeds,4437720000.0,finance_cashflow_statement_current_only.csv,invest_proceeds,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,fix_intan_other_asset_acqui_cash,243749000.0,finance_cashflow_statement_current_only.csv,fix_intan_other_asset_acqui_cash,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,invest_cash_paid,46819624000.0,finance_cashflow_statement_current_only.csv,invest_cash_paid,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,impawned_loan_net_increase,,finance_cashflow_statement_current_only.csv,impawned_loan_net_increase,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,subtotal_invest_cash_inflow,54265803000.0,finance_cashflow_statement_current_only.csv,subtotal_invest_cash_inflow,converted_from_ytd,identity_q1_or_ytd_diff,
002936.XSHE,cash_flow,2018-12-31,2018q4,,2019-03-29,subtotal_invest_cash_outflow,47063373000.0,finance_cashflow_statement_current_only.csv,subtotal_invest_cash_outflow,converted_from_ytd,identity_q1_or_ytd_diff,
