id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
283761,601077.XSHG,2019-12-31,2020-03-27,2019-12-31,0.0997,1092100000.0,1304938000.0,258094000.0,1.38,1.33,0.12,17.97,,75.88,24.12,17.97,,40.32,,81.22,16.06,96.45,,-143.48,-729.97,4.22,-1.26,4.22,-1.26,-25.6,-55.36,-31.97,-59.62,-34.28,-60.63,2019q4
290458,601077.XSHG,2020-03-31,2020-04-25,2020-03-31,0.2712,3102600000.0,3645553000.0,326055000.0,3.44,3.47,0.3,45.11,,43.01,56.99,45.11,,25.12,,92.22,8.25,100.75,,593.09,1133.87,4.55,4.98,4.55,4.98,-2.53,148.03,-6.07,163.54,-6.9,171.97,2020q1
327401,601077.XSHG,2020-06-30,2020-08-27,2020-06-30,0.1852,2080200000.0,2298753000.0,127344000.0,2.32,2.29,0.2,30.49,,65.06,34.94,30.49,,27.64,,93.96,5.2,98.91,,242.65,734.24,5.39,-0.19,5.39,-0.19,-17.8,-38.8,-14.93,-32.55,-13.94,-31.71,2020q2
338110,601077.XSHG,2020-09-30,2020-10-30,2020-09-30,0.2277,2576000000.0,3007951000.0,138296000.0,2.83,2.82,0.25,37.88,,55.23,44.77,37.88,,26.95,,95.21,4.38,99.61,,156.29,367.46,5.17,1.67,5.17,1.67,-11.74,30.27,-9.33,26.31,-10.08,22.97,2020q3
370223,601077.XSHG,2020-12-31,2021-03-31,2020-12-31,0.0557,484100000.0,243859000.0,182916000.0,0.68,0.52,0.06,8.64,,93.07,6.93,8.64,,28.61,,48.43,36.33,76.56,,-374.16,-11029.78,8.28,1.65,8.28,1.65,-68.88,-84.26,-47.96,-76.82,-44.16,-75.55,2020q4
378445,601077.XSHG,2021-03-31,2021-04-30,2021-03-31,0.28600000000000003,3188300000.0,3758180000.0,281601000.0,3.42,3.36,0.28,44.09,,45.92,54.08,44.09,,26.12,,92.82,6.95,98.15,,222.63,443.52,7.42,4.15,7.42,4.15,1.94,712.49,4.98,431.67,5.48,413.72,2021q1
402132,601077.XSHG,2021-06-30,2021-08-26,2021-06-30,0.2188,2442700000.0,2650274000.0,306374000.0,2.57,2.53,0.21,32.75,,61.41,38.59,32.75,,27.31,,89.39,10.33,98.3,,-89.24,-258.8,10.49,2.65,10.49,2.65,22.03,-26.74,18.68,-23.75,18.15,-23.5,2021q2
415020,601077.XSHG,2021-09-30,2021-10-29,2021-09-30,0.2658,2863300000.0,3148080000.0,428360000.0,3.01,2.86,0.25,38.84,,54.32,45.68,38.84,,25.23,,86.93,11.83,94.87,,142.72,357.88,11.62,2.71,11.62,2.71,13.89,21.58,14.45,21.8,16.7,21.46,2021q3
420423,601077.XSHG,2021-12-31,2022-03-31,2021-12-31,0.0712,770600000.0,571574000.0,379317000.0,0.78,0.74,0.07,10.74,,92.65,7.35,10.74,,31.41,,34.01,67.09,95.33,,259.19,3525.9,8.16,-1.5,8.16,-1.5,14.7,-84.15,34.44,-72.77,27.83,-73.22,2021q4
427389,601077.XSHG,2022-03-31,2022-04-29,2022-03-31,0.3187,3572800000.0,4376619000.0,609953000.0,3.41,3.37,0.29,48.38,,42.31,57.69,48.38,,27.22,,86.02,13.93,98.72,,706.86,1225.31,1.33,-2.43,1.33,-2.43,8.1,665.71,11.2,339.74,11.42,347.75,2022q1
1196284,601077.XSHG,2022-06-30,2022-08-26,2022-06-30,0.243,2737300000.0,3016870000.0,730466000.0,2.54,2.52,0.22,36.49,,61.04,38.96,36.49,,26.99,,76.65,24.49,99.18,,140.32,360.13,0.75,2.06,0.75,2.06,1.71,-31.07,12.27,-23.02,11.06,-23.75,2022q2
1368668,601077.XSHG,2022-09-30,2022-10-29,2022-09-30,0.2521,2815800000.0,3290517000.0,660397000.0,2.58,2.54,0.22,40.43,,54.47,45.53,40.43,,32.76,,79.97,20.08,98.35,,221.44,486.35,-8.45,-6.66,-8.45,-6.66,-8.75,9.07,-4.69,3.41,-5.14,3.74,2022q3
1830753,601077.XSHG,2022-12-31,2023-03-31,2022-12-31,0.091,938000000.0,925397000.0,-735586000.0,0.92,0.83,0.08,16.47,,85.62,14.38,16.47,,42.1,,182.73,-80.92,90.74,,-149.1,-1036.71,-17.25,-10.97,-17.25,-10.97,61.9,-71.88,26.94,-63.74,27.88,-63.89,2022q4
2011403,601077.XSHG,2023-03-31,2023-04-28,2023-03-31,0.3479,3904900000.0,4726159000.0,660482000.0,3.43,3.39,0.29,54.69,,35.6,64.4,54.69,,33.02,,85.98,13.97,98.82,,520.09,807.65,-3.26,14.07,-3.26,14.07,7.99,410.72,9.35,278.81,9.18,282.26,2023q1
