id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,requested_period
89670,601166.XSHG,2014-03-31,2014-04-29,2014-03-31,0.7014,13355000000.0,17521000000.0,1041000000.0,6.45,6.45,0.36,47.01,,38.74,61.26,47.01,,21.21,,94.07,5.94,99.94,,527.12,860.5,13.97,-1.31,13.97,-1.31,20.63,68.21,21.64,64.26,21.74,64.79,2014q1
89669,601166.XSHG,2014-06-30,2014-08-30,2014-06-30,0.6385,11976000000.0,15724000000.0,340000000.0,5.59,5.51,0.32,39.75,,48.96,51.04,39.75,,21.37,,96.69,2.14,98.45,,42.78,83.81,8.59,7.71,8.59,7.71,11.39,-10.26,14.11,-8.94,14.1,-8.97,2014q2
89668,601166.XSHG,2014-09-30,2014-10-29,2014-09-30,0.6706,12652000000.0,16221000000.0,-210000000.0,5.62,5.57,0.32,40.96,,48.41,51.59,40.96,,21.71,,100.49,-1.28,99.02,,158.72,307.66,17.15,2.06,17.15,2.06,7.99,3.16,11.58,5.18,11.45,5.04,2014q3
89667,601166.XSHG,2014-12-31,2015-04-28,2014-12-31,0.4637,8677000000.0,10724000000.0,1056000000.0,3.59,3.53,0.21,26.32,,68.5,31.5,26.32,,29.3,,89.37,9.76,98.22,,1375.14,4365.98,17.48,8.29,17.48,8.29,2.96,-33.89,9.48,-30.41,8.94,-30.86,2014q4
89666,601166.XSHG,2015-03-31,2015-04-28,2015-03-31,0.7763,14686000000.0,19130000000.0,455000000.0,5.57,5.53,0.33,43.56,,44.08,55.92,43.56,,19.12,,97.23,2.37,99.3,,-157.07,-280.86,19.6,0.47,19.6,0.47,9.18,78.38,10.81,66.26,10.68,67.42,2015q1
89665,601166.XSHG,2015-06-30,2015-08-29,2015-06-30,0.6799,12822000000.0,16319000000.0,1551000000.0,4.62,4.57,0.27,34.39,,57.11,42.89,34.39,,21.49,,90.19,9.47,98.98,,1930.22,4500.69,23.52,11.24,23.52,11.24,3.78,-14.69,6.86,-12.19,6.49,-12.41,2015q2
89664,601166.XSHG,2015-09-30,2015-10-28,2015-09-30,0.7074,13281000000.0,16675000000.0,-1365000000.0,4.57,4.5,0.26,33.74,,58.41,41.59,33.74,,20.28,,107.44,-8.13,98.55,,-183.84,-442.06,27.52,5.37,27.52,5.37,2.8,2.18,5.05,3.39,5.48,4.04,2015q3
89663,601166.XSHG,2015-12-31,2016-04-28,2015-12-31,0.4716,8704000000.0,10686000000.0,1369000000.0,2.92,2.83,0.17,21.76,,74.55,25.45,21.76,,23.82,,85.7,12.59,96.86,,504.04,1980.79,23.34,4.73,23.34,4.73,-0.35,-35.92,1.96,-32.45,1.72,-33.32,2015q4
89662,601166.XSHG,2016-03-31,2016-04-28,2016-03-31,0.8240000000000001,15510000000.0,20172000000.0,3388000000.0,4.88,4.82,0.29,38.62,,50.7,49.3,38.62,,17.85,,83.09,16.77,98.79,,-194.88,-395.31,19.62,-2.56,19.62,-2.56,5.45,88.77,6.05,72.92,6.15,74.72,2016q1
100876,601166.XSHG,2016-06-30,2016-08-30,2016-06-30,0.7212,13349000000.0,15441000000.0,1417000000.0,4.18,4.06,0.25,34.56,,61.35,38.65,34.56,,19.49,,89.67,9.06,97.15,,269.17,696.48,5.0,-2.36,5.0,-2.36,-5.38,-23.45,5.54,-12.61,6.08,-12.48,2016q2
103896,601166.XSHG,2016-09-30,2016-10-29,2016-09-30,0.7632,14362000000.0,17459000000.0,3092000000.0,4.33,4.27,0.25,38.75,,53.8,46.2,38.75,,23.76,,81.67,17.58,98.77,,-35.56,-76.97,-5.76,-5.42,-5.76,-5.42,4.7,13.07,8.23,6.03,7.89,5.82,2016q3
