id,code,pubDate,statDate,total_loan,total_deposit,interest_earning_assets,non_interest_earning_assets,interest_earning_assets_yield,interest_bearing_liabilities,non_interest_bearing_liabilities,interest_bearing_liabilities_interest_rate,non_interest_income,non_interest_income_ratio,net_interest_margin,net_profit_margin,core_level_capital,net_core_level_capital,core_level_capital_adequacy_ratio,net_level_1_capital,level_1_capital_adequacy_ratio,net_capital,capital_adequacy_ratio,weighted_risky_asset,deposit_loan_ratio,short_term_asset_liquidity_ratio_CNY,short_term_asset_liquidity_ratio_FC,Nonperforming_loan_rate,single_largest_customer_loan_ratio,top_ten_customer_loan_ratio,bad_debts_reserve,non_performing_loan_provision_coverage,cost_to_income_ratio,former_core_capital,former_net_core_capital,former_net_core_capital_adequacy_ratio,former_net_capital,former_capital_adequacy_ratio,former_weighted_risky_asset,normal_amount,normal_amount_ratio,concerned_amount,concerned_amount_ratio,secondary_amount,secondary_amount_ratio,suspicious_amount,suspicious_amount_ratio,loss_amount,loss_amount_ratio,short_term_loan_average_balance,short_term_loan_annualized_average_interest_rate,mid_term_loan_annualized_average_balance,mid_term_loan_annualized_average_interest_rate,enterprise_deposits_average_balance,enterprise_deposits_average_interest_rate,savings_deposit_average_balance,savings_deposit_average_interest_rate,requested_year
110543,601166.XSHG,2015-04-28,2014-12-31,1593148000000.0,2267780000000.0,3858377000000.0,548022000000.0,5.69,3584004000000.0,561299000000.0,3.45,29338000000.0,23.49,2.48,2.23,246484000000.0,246484000000.0,8.45,69933000000.0,8.89,328767000000.0,11.29,2911125000000.0,64.76,41.59,,1.1,8.26,20.44,43896000000.0,250.21,23.78,234072000000.0,,8.7,324990000000.0,12.19,2646641000000.0,1546660000000.0,97.08,28944000000.0,1.82,9312000000.0,0.58,6082000000.0,0.38,2150000000.0,0.14,778948000000.0,6.51,623019000000.0,6.53,1799477000000.0,2.49,344418000000.0,2.15,2014
110614,601166.XSHG,2016-04-28,2015-12-31,1779408000000.0,2483923000000.0,4888924000000.0,409956000000.0,5.24,4579392000000.0,402111000000.0,2.97,34514000000.0,22.3612,2.45,2.26,289769000000.0,289769000000.0,8.43,351088000000.0,9.19,383504000000.0,11.19,3427649000000.0,67.8,55.58,,1.46,2.11,12.62,54586000000.0,210.08,21.59,,,,,,,1711649000000.0,96.19,41776000000.0,2.35,11331000000.0,0.64,9560000000.0,0.54,5092000000.0,0.28,835668000000.0,,828768000000.0,,2047405000000.0,,375754000000.0,,2015
110524,601166.XSHG,2017-04-29,2016-12-31,2079814000000.0,2694751000000.0,5311829000000.0,774066000000.0,4.4,5162637000000.0,568848000000.0,2.4,44768000000.0,28.5038,2.23,2.0,325945000000.0,325169000000.0,8.55,351088000000.0,9.23,456958000000.0,12.02,3802734000000.0,72.5,59.35,,1.65,1.82,11.38,72448000000.0,210.51,23.39,,,,,,,1991479000000.0,95.76,53919000000.0,2.59,17496000000.0,0.84,12068000000.0,0.58,4852000000.0,0.23,904503000000.0,5.02,949053000000.0,5.07,2077053000000.0,1.72,344026000000.0,1.56,2016
110752,601166.XSHG,2018-04-25,2017-12-31,2430695000000.0,3086893000000.0,5944363000000.0,472479000000.0,4.25,5840029000000.0,154061000000.0,2.81,51524000000.0,36.81,1.73,1.44,392199000000.0,391425000000.0,9.07,417360000000.0,9.67,526117000000.0,12.19,4317263000000.0,78.7424,60.83,,1.59,2.84,14.66,81864000000.0,211.78,27.63,,,,,,,2335800000000.0,96.1,56241000000.0,2.31,17520000000.0,0.72,11976000000.0,0.49,9158000000.0,0.38,934716000000.0,4.43,1306980000000.0,4.76,2509352000000.0,1.93,393823000000.0,1.67,2017
110818,601166.XSHG,2019-04-30,2018-12-31,2934082000000.0,3303512000000.0,6090319000000.0,621338000000.0,4.44,6029752000000.0,209321000000.0,2.9,62630000000.0,39.5674,1.83,1.54,441197000000.0,440365000000.0,9.3,466335000000.0,9.85,577582000000.0,12.2,4734315000000.0,88.8171,66.52,,1.57,1.59,10.99,95637000000.0,207.28,26.89,,,,,,,2827898000000.0,96.38,60044000000.0,2.05,19411000000.0,0.66,18442000000.0,0.63,8287000000.0,0.28,1139365000000.0,4.51,1460677000000.0,4.87,2719409000000.0,2.25,481665000000.0,1.84,2018
110936,601166.XSHG,2020-04-29,2019-12-31,3441451000000.0,3794832000000.0,6214138000000.0,931543000000.0,4.62,6247610000000.0,348419000000.0,2.66,59019000000.0,32.5518,2.25,1.96,485821000000.0,484935000000.0,9.47,540887000000.0,10.56,684547000000.0,13.36,5123362000000.0,90.6878,75.07,,1.54,1.38,11.0,105581000000.0,199.13,26.03,,,,,,,3327066000000.0,96.68,61363000000.0,1.78,19741000000.0,0.57,21209000000.0,0.62,12072000000.0,0.35,1229281000000.0,4.49,1809461000000.0,5.04,3035254000000.0,2.42,595741000000.0,2.25,2019
111000,601166.XSHG,2021-03-31,2020-12-31,3965674000000.0,4084242000000.0,6739503000000.0,1154497000000.0,4.47,6780954000000.0,488243000000.0,2.36,59622000000.0,29.3506,2.36,2.11,529366000000.0,528452000000.0,9.33,614394000000.0,10.85,762803000000.0,13.47,5663756000000.0,97.0969,67.39,,1.25,1.67,10.61,108661000000.0,218.83,24.16,,,,,,,3861611000000.0,97.38,54407000000.0,1.37,27827000000.0,0.7,16015000000.0,0.4,5814000000.0,0.15,1400569000000.0,6.17,2123924000000.0,4.98,3240932000000.0,2.25,684613000000.0,2.3,2020
111060,601166.XSHG,2022-03-25,2021-12-31,4428183000000.0,4355748000000.0,7174336000000.0,1428688000000.0,4.36,7239605000000.0,669121000000.0,2.34,75557000000.0,34.15,2.29,2.02,599661000000.0,598556000000.0,9.81,684555000000.0,11.22,878172000000.0,14.39,6102620000000.0,101.663,56.26,92.28,1.1,1.52,9.53,130909000000.0,268.73,25.68,,,,,,,4312002000000.0,97.38,67467000000.0,1.52,23461000000.0,0.53,15421000000.0,0.35,9832000000.0,0.22,1525117000000.0,5.81,2462135000000.0,4.77,3369962000000.0,2.22,730961000000.0,2.25,2021
111342,601166.XSHG,2023-03-31,2022-12-31,4982887000000.0,4788754000000.0,7902786000000.0,1363885000000.0,4.14,7946147000000.0,563226000000.0,2.31,77101000000.0,34.6718,2.1,1.83,662916000000.0,661727000000.0,9.81,747780000000.0,11.08,973833000000.0,14.44,6746229000000.0,96.21,63.23,92.67,1.09,1.95,10.65,128834000000.0,236.44,29.37,,,,,,,4854384000000.0,97.42,74015000000.0,1.49,20951000000.0,0.41,20303000000.0,0.41,13234000000.0,0.27,1626215000000.0,5.75,2719458000000.0,4.63,3696632000000.0,2.27,895027000000.0,2.23,2022
112021,601166.XSHG,2024-03-29,2023-12-31,5460935000000.0,5217064000000.0,8688173000000.0,1470153000000.0,4.0,8641158000000.0,709449000000.0,2.34,64328000000.0,30.5116,1.93,1.66,714764000000.0,713505000000.0,9.76,799595000000.0,10.93,1033057000000.0,14.13,7312326000000.0,104.6745,54.06,72.83,1.07,1.84,12.25,143426000000.0,245.21,29.97,,,,,,,5317995000000.0,97.38,84449000000.0,1.55,23151000000.0,0.42,11441000000.0,0.21,23899000000.0,0.44,1681609000000.0,5.54,3212853000000.0,4.33,3807013000000.0,2.23,1232340000000.0,2.26,2023
